ICP-MS Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Li (STDR),23Na (STDR),24Mg (STDR),27Al (STDR),29Si (STDR),31P (STDR),34S (STDR),35Cl (STDR),39K (STDR),44Ca (STDR),47Ti (STDR),51V (STDR),52Cr (STDR),54Fe (STDR),55Mn (STDR),59Co (STDR),60Ni (STDR),65Cu (STDR),66Zn (STDR),75As (STDR),78Se (STDR),88Sr (STDR),95Mo (STDR),107Ag (STDR),111Cd (STDR),112Sn (STDR),138Ba (STDR),208Pb (STDR),238U (STDR)
,Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppm),Y (ppm),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/23/2024 - 16,0.7,"4,342.4","1,228.2",17.5,"12,966.1",19.7,1.1,0.4,"1,517.5","3,286.0",1.7,0.2,0.1,11.6,17.8,0.0,0.0,0.2,8.0,0.1,0.1,21.4,0.2,0.0,0.0,0.1,22.4,0.1,0.1
09/23/2024 - 19,0.3,"2,551.9",872.2,19.0,"6,418.3",6.2,1.3,0.3,"1,524.6","1,466.9",1.0,0.1,0.1,439.8,32.7,0.1,0.1,0.8,1.1,0.3,0.1,10.9,0.1,0.0,0.0,0.1,15.6,0.1,0.1
09/23/2024 - 20,0.2,"2,568.7",875.3,14.2,"6,458.7",-0.4,1.4,0.3,"1,502.2","1,445.9",0.8,0.0,0.1,274.3,1.4,0.0,0.0,0.4,6.2,0.2,0.0,10.8,0.0,0.0,0.0,0.0,15.3,0.1,0.0
09/23/2024 - 21,0.2,"2,554.2",878.1,40.1,"6,461.4",12.5,1.6,0.2,"1,514.6","1,477.3",1.3,0.1,0.1,456.0,128.9,0.3,0.1,1.7,0.4,0.3,-0.2,11.2,0.0,0.0,0.0,0.0,26.9,0.1,0.0
09/23/2024 - 22,0.2,"2,555.0",865.6,15.1,"6,450.6",-0.3,1.4,0.2,"1,503.3","1,452.7",0.7,0.0,0.1,257.5,4.1,0.0,0.0,0.3,8.5,0.2,-0.1,10.8,0.0,0.0,0.0,0.0,15.9,0.1,0.0
09/23/2024 - 23,0.2,"2,424.7",947.8,17.6,"6,521.6",14.2,1.1,0.2,"1,637.1","2,952.5",0.7,0.1,0.1,"7,182.1","1,681.2",3.4,0.1,0.3,1.1,0.3,0.0,20.5,0.0,0.0,0.0,0.0,101.2,0.1,0.0
09/23/2024 - 24,0.2,"2,438.8",939.8,15.0,"6,431.0",0.2,1.1,0.2,"1,642.0","2,848.2",0.6,0.0,0.1,"6,990.1","1,582.5",3.1,0.2,0.2,8.3,0.3,-0.1,20.1,0.0,0.0,0.0,0.0,94.5,0.1,0.0
09/23/2024 - 25,0.2,"2,392.9","1,014.0",14.1,"7,577.8",13.4,0.9,0.1,"1,764.1","2,809.0",0.8,0.3,0.1,"34,328.5","1,872.9",2.9,0.2,0.3,1.1,0.7,-0.1,21.3,0.3,0.0,0.0,0.0,144.5,0.1,0.0
