ICP-MS Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Li (STDR),23Na (STDR),24Mg (STDR),27Al (STDR),29Si (STDR),31P (STDR),34S (STDR),35Cl (STDR),39K (STDR),44Ca (STDR),47Ti (STDR),51V (STDR),52Cr (STDR),54Fe (STDR),55Mn (STDR),59Co (STDR),60Ni (STDR),65Cu (STDR),66Zn (STDR),75As (STDR),78Se (STDR),88Sr (STDR),95Mo (STDR),107Ag (STDR),111Cd (STDR),112Sn (STDR),138Ba (STDR),208Pb (STDR),238U (STDR)
,Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppm),Y (ppm),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/24/2024 - 1,0.5,"3,371.6","1,110.5",20.2,"7,494.9",17.1,0.8,1.0,"1,030.9","2,370.4",1.3,0.2,0.2,368.6,18.8,0.1,0.1,1.8,-1.9,0.2,0.0,15.3,0.3,0.0,0.0,0.0,13.3,0.1,0.0
06/24/2024 - 2,0.5,"3,489.0","1,061.8",23.5,"7,389.6",2.6,1.1,1.1,"1,133.0","2,183.6",1.1,0.2,0.2,238.7,5.2,0.1,0.1,2.2,3.5,0.1,-0.2,14.5,0.2,0.0,0.0,0.0,11.2,0.1,0.0
06/24/2024 - 3,0.5,"3,365.6","1,116.0",21.2,"7,402.7",17.0,0.9,1.0,"1,027.8","2,363.2",1.2,0.2,0.2,364.9,17.9,0.1,0.0,1.8,-2.0,0.1,-0.5,15.3,0.2,0.0,0.0,0.0,13.3,0.1,0.0
06/24/2024 - 4,0.5,"3,585.5","1,081.4",28.4,"7,501.4",3.6,1.2,1.2,"1,265.1","2,217.4",1.0,0.2,0.2,245.2,5.5,0.1,0.3,2.8,12.8,0.1,-0.2,14.5,0.1,0.0,0.0,0.0,11.6,0.2,0.0
06/24/2024 - 5,0.5,"3,288.5","1,164.6",20.6,"7,573.5",14.5,1.6,1.0,"1,045.3","2,527.0",1.3,0.1,0.1,357.7,26.4,0.1,0.0,2.0,-2.8,0.1,-0.3,16.6,0.1,0.0,0.0,0.0,20.2,0.0,0.0
06/24/2024 - 6,0.5,"3,301.6","1,136.0",16.3,"7,454.9",0.5,1.5,1.0,"1,095.1","2,491.3",0.9,0.1,0.2,149.7,4.3,0.1,0.1,1.8,3.7,0.1,-0.4,16.3,0.1,0.0,0.0,0.0,18.5,0.0,0.0
06/24/2024 - 7,0.4,"3,268.2","1,166.7",17.3,"7,867.8",15.8,1.5,1.0,"1,089.1","2,583.8",1.2,0.1,0.1,919.4,322.4,0.5,0.1,2.2,-1.3,0.1,-0.4,17.3,0.1,0.0,0.0,0.0,29.2,0.1,0.0
06/24/2024 - 8,0.4,"3,290.2","1,172.4",14.9,"7,770.0",1.0,1.6,1.0,"1,152.3","2,603.7",1.0,0.1,0.1,247.3,289.4,0.4,0.1,1.4,0.9,0.1,-0.3,17.3,0.1,0.0,0.0,0.0,27.7,0.0,0.0
