ICP-MS Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Li (STDR),23Na (STDR),24Mg (STDR),27Al (STDR),29Si (STDR),31P (STDR),34S (STDR),35Cl (STDR),39K (STDR),44Ca (STDR),47Ti (STDR),51V (STDR),52Cr (STDR),54Fe (STDR),55Mn (STDR),59Co (STDR),60Ni (STDR),65Cu (STDR),66Zn (STDR),75As (STDR),78Se (STDR),88Sr (STDR),95Mo (STDR),107Ag (STDR),111Cd (STDR),112Sn (STDR),138Ba (STDR),208Pb (STDR),238U (STDR)
,Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppm),Y (ppm),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/27/2024 - 1,0.5,"3,027.0","1,024.7",15.3,"7,360.9",6.6,0.8,0.7,912.0,"2,357.1",0.7,0.1,0.1,183.2,13.1,0.1,0.1,0.7,-1.1,0.1,0.3,15.3,0.2,0.0,0.0,0.0,14.7,0.0,0.0
05/27/2024 - 2,0.5,"3,059.8","1,075.6",13.0,"7,422.5",0.3,1.0,1.3,945.7,"2,615.8",0.4,0.0,0.1,57.3,8.9,0.0,0.6,0.8,35.0,0.1,0.2,15.2,0.2,0.0,0.0,0.0,15.5,0.0,0.0
05/27/2024 - 3,0.4,"3,059.6","1,046.8",13.8,"7,467.8",7.3,0.9,0.7,931.4,"2,404.0",0.5,0.1,0.1,206.4,15.1,0.1,0.1,0.7,0.0,0.1,0.0,15.6,0.1,0.0,0.0,0.0,15.1,0.0,0.0
05/27/2024 - 4,0.4,"3,050.9","1,037.6",11.2,"7,510.6",0.3,0.8,0.7,917.3,"2,400.4",0.3,0.0,0.1,69.6,5.2,0.0,0.1,0.4,5.4,0.1,0.0,15.4,0.1,0.0,0.0,0.0,15.2,0.0,0.0
05/27/2024 - 5,0.4,"3,041.0","1,022.6",16.7,"7,446.3",12.1,1.0,0.7,990.7,"2,361.8",0.4,0.1,0.1,241.2,30.7,0.1,0.1,1.6,-1.0,0.1,-0.1,15.3,0.0,0.0,0.0,0.0,19.4,0.0,0.0
05/27/2024 - 6,0.4,"3,046.6","1,019.4",9.2,"7,458.0",0.7,0.9,0.7,958.6,"2,337.6",0.3,0.0,0.2,34.2,3.6,0.0,0.1,0.7,6.4,0.1,0.0,15.2,0.0,0.0,0.0,0.0,17.8,0.0,0.0
05/27/2024 - 7,0.3,"3,043.2","1,173.7",18.0,"7,653.6",16.2,0.9,0.8,"1,067.0","2,767.2",0.5,0.1,0.1,"1,429.3",516.9,1.0,0.2,1.7,0.1,0.1,0.0,17.2,0.0,0.0,0.0,0.0,34.1,0.0,0.0
05/27/2024 - 8,0.3,"3,072.9","1,087.5",12.4,"7,750.9",0.6,1.0,0.9,"1,097.6","2,635.8",0.4,0.0,0.1,113.3,446.8,0.7,0.2,1.0,36.6,0.1,0.1,17.1,0.0,0.0,0.0,0.0,32.8,0.0,0.0
