attributeName	code	definition
ColumnNumber	15	Column number of Thermistor in postion 11 that corresponds with FlagColumn 57 (ThermistorTemp_C_11)
ColumnNumber	16	Column number of Thermistor in postion 12 that corresponds with  FlagColumn 58 (ThermistorTemp_C_12)
ColumnNumber	17	Column number of Thermistor in position 13 that corresponds with FlagColumn 59 (ThermistorTemp_C_13)
ColumnNumber	27	Column number of conducitvity measurements from the EXO that corresponds with  FlagColumn 67 (EXOCond_uScm_1.5)
ColumnNumber	28	Column number of specific conductance  measurement from the EXO that corresponds with ColumnNumber 28 and FlagColumn 68 (EXOSpCond_uScm_1.5)
ColumnNumber	29	Column number of Total dissolved solids measurements from the EXO that corresponds with  FlagColumn 69 (EXO_TDS_mgL_1.5)
ColumnNumber	30	Column numer or Dissolved oxygen percent saturation measured on the EXO that corresponds with FlagColumn 71 (EXODOsat_percent_1.5)
ColumnNumber	45	Column number of ressure measurement from the Campbell pressure transducer that corresponds with  FlagColumn 85 (LvlPressure_psi_13)
ColumnNumber	46	Column number of temperature sensor on the pressure tranducer that corresponds with FlagColumn 86 (LvlTemp_C_13)
ColumnNumber	5	Column number of Thermistor in postion 1 that corresponds with FlagColumn 47 (ThermistorTemp_C_1)
ColumnNumber	9	Column number of Thermistor in position 5 that corresponds with FlagColumn 51 ( ThermistorTemp_C_5)
ColumnNumber	c(1:46)	Column numbers of all of the sensors in the data frame that corresponds with FlagColumn c(47:86) (ThermistorTemp_C_1,ThermistorTemp_C_2,ThermistorTemp_C_3,ThermistorTemp_C_4,ThermistorTemp_C_5,ThermistorTemp_C_6,ThermistorTemp_C_7,ThermistorTemp_C_8,ThermistorTemp_C_9,ThermistorTemp_C_10,ThermistorTemp_C_11,ThermistorTemp_C_12,ThermistorTemp_C_13,RDO_mgL_6,RDOsat_percent_6,RDOTemp_C_6,RDO_mgL_13,RDOsat_percent_13,RDOTemp_C_13,EXOTemp_C_1.5,EXOCond_uScm_1.5,EXOSpCond_uScm_1.5,EXOTDS_mgL_1.5,EXODOsat_percent_1.5,EXODO_mgL_1.5,EXOChla_RFU_1.5,EXOChla_ugL_1.5,EXOBGAPC_RFU_1.5,EXOBGAPC_ugL_1.5,EXOfDOM_RFU_1.5,EXOfDOM_QSU_1.5,EXOTurbidity_FNU_1.5,EXOPressure_psi,EXODepth_m,EXOBattery_V,EXOCablepower_V,EXOWiper_V,LvlPressure_psi_13, LvlTemp_C_13)
ColumnNumber	c(18:19)	Column numbers  of dissolved oxygen sensor in the middle of the teperature string that corresponds with FlagColumn c(60:61) (RDO_mgL_6,RDOsat_percent_6)
ColumnNumber	c(21:22)	Column numbers of dissolved oxygen sensor at the bottom of the temperature string that corresponds with FlagColumn c(63:64) (RDO_mgL_13,RDOsat_percent_13)
ColumnNumber	c(24:44)	Column numbers of all of the senor measurements on the EXO that corresponds with FlagColumn c(66:84) (EXOTemp_C_1.5,EXOCond_uScm_1.5,EXOSpCond_uScm_1.5,EXOTDS_mgL_1.5,EXODOsat_percent_1.5,EXODO_mgL_1.5,EXOChla_RFU_1.5,EXOChla_ugL_1.5,EXOBGAPC_RFU_1.5,EXOBGAPC_ugL_1.5,EXOfDOM_RFU_1.5,EXOfDOM_QSU_1.5,EXOTurbidity_FNU_1.5,EXOPressure_psi,EXODepth_m,EXOBattery_V,EXOCablepower_V,EXOWiper_V )
ColumnNumber	c(27:29)	Column numbers of conducitvity, specific conductance, and total dissolved solids  measurements from the EXO that corresponds with FlagColumn c(67:69)(EXOCond_uScm_1.5, EXOSpCond_uScm_1.5, EXO_TDS_mg_1.5)
ColumnNumber	c(32:35)	Column numbers for cholorophyll and phycocyanin measurments from the EXO that corresponds with  FlagColumn c(72:75) (EXOChla_RFU_1.5, EXOChla_ugL_1.5, EXOBGAPC_RFU_1.5, EXOBGAPC_ugL_1.5)
Flag	1	Value removed due to maintenance and set to NA
Flag	2	Negative or outlier value removed and set to NA, see Methods section for more detail on QAQC process
Flag	4	Value removed due to fouling or bad calibration and set to NA or changed. See methods
Flag	5	Questionable value that was flagged and left in the data set
Flag	6	Values adjusted using a linear or square root function to match high-resolution CTD profiles and corrected other affected observations on the same sensor. See methods
Flag	7	Data not recorded
FlagColumn	47	Flag column number of Thermistor in postion 1 that corresponds with ColumnNumber 5 (Flag_ThermistorTemp_C_1)
FlagColumn	51	Flag column number of Thermistor in position 5 with ColumnNumber 9 ( Flag_ThermistorTemp_C_5)
FlagColumn	57	Flag column number of Thermistor in postion 11 that corresponds with ColumnNumber 15 (Flag_ThermistorTemp_C_11)
FlagColumn	58	Flag column number of Thermistor in postion 12 that corresponds with ColumnNumber 16 (Flag_ThermistorTemp_C_12)
FlagColumn	59	Flag column number of Thermistor in position 13 that corresponds with ColumnNumber 17 (Flag_ThermistorTemp_C_13)
FlagColumn	67	Flag column number of conducitvity measurements from the EXO that corresponds with  FlagColumn 67 (Flag_EXOCond_uScm_1.5)
FlagColumn	68	Flag column number of specific conductance  measurement from the EXO that corresponds with ColumnNumber 28 (Flag_EXOSpCond_uScm_1.5)
FlagColumn	69	Flag column number of Total dissolved solids measurements from the EXO that corresponds with ColumnNumber 29 (Flag_EXO_TDS_mgL_1.5)
FlagColumn	71	Flag column numer or Dissolved oxygen percent saturation measured on the EXO that corresponds with ColumnNumber30 (Flag_EXODOsat_percent_1.5)
FlagColumn	85	Flag column number of pressure measurement from the Campbell pressure transducer that corresponds with ColumnNumber 45 (Flag_LvlPressure_psi_13)
FlagColumn	86	Flag column number of temperature sensor on the pressure tranducer with ColumnNumber 46 (Flag_LvlTemp_C_13)
FlagColumn	c(47:86)	Flag column numbers of all of the sensors in the data frame that corresponds with ColumnNumber c(1:46) (Flag_ThermistorTemp_C_1,Flag_ThermistorTemp_C_2,Flag_ThermistorTemp_C_3,Flag_ThermistorTemp_C_4,Flag_ThermistorTemp_C_5,Flag_ThermistorTemp_C_6,Flag_ThermistorTemp_C_7,Flag_ThermistorTemp_C_8,Flag_ThermistorTemp_C_9,Flag_ThermistorTemp_C_10,Flag_ThermistorTemp_C_11,Flag_ThermistorTemp_C_12,Flag_ThermistorTemp_C_13,Flag_RDO_mgL_6,Flag_RDOsat_percent_6,Flag_RDOTemp_C_6,Flag_RDO_mgL_13,Flag_RDOsat_percent_13,Flag_RDOTemp_C_13,Flag_EXOTemp_C_1.5,Flag_EXOCond_uScm_1.5,Flag_EXOSpCond_uScm_1.5,Flag_EXOTDS_mgL_1.5,Flag_EXODOsat_percent_1.5,Flag_EXODO_mgL_1.5,Flag_EXOChla_RFU_1.5,Flag_EXOChla_ugL_1.5,Flag_EXOBGAPC_RFU_1.5,Flag_EXOBGAPC_ugL_1.5,Flag_EXOfDOM_RFU_1.5,Flag_EXOfDOM_QSU_1.5,Flag_EXOTurbidity_FNU_1.5,Flag_EXOPressure_psi,Flag_EXODepth_m,Flag_EXOBattery_V,Flag_EXOCablepower_V,Flag_EXOWiper_V,Flag_LvlPressure_psi_13,Flag_LvlTemp_C_13)
FlagColumn	c(60:61)	Flag column numbers  of dissolved oxygen sensor in the middle of the teperature string that corresponds with ColumnNumber c(18:19) (Flag_RDO_mgL_6,Flag_RDOsat_percent_6)
FlagColumn	c(63:64)	Flag column numbers of dissolved oxygen sensor at the bottom of the temperature string that corresponds with ColumnNumber c(21:22) (Flag_RDO_mgL_13,Flag_RDOsat_percent_13)
FlagColumn	c(66:84)	Flag column numbers of all of the senor measurements on the EXO that corresponds with ColumnNumber c(24:44) (,Flag_EXOTemp_C_1.5,Flag_EXOCond_uScm_1.5,Flag_EXOSpCond_uScm_1.5,Flag_EXOTDS_mgL_1.5,Flag_EXODOsat_percent_1.5,Flag_EXODO_mgL_1.5,Flag_EXOChla_RFU_1.5,Flag_EXOChla_ugL_1.5,Flag_EXOBGAPC_RFU_1.5,Flag_EXOBGAPC_ugL_1.5,Flag_EXOfDOM_RFU_1.5,Flag_EXOfDOM_QSU_1.5,Flag_EXOTurbidity_FNU_1.5,Flag_EXOPressure_psi,Flag_EXODepth_m,Flag_EXOBattery_V,Flag_EXOCablepower_V,Flag_EXOWiper_V)
FlagColumn	c(67:69)	Flag column numbers of conducitvity, specific conductance, and total dissolved solids measurements from the EXO that corresponds with ColumnNumber c(27:29)(Flag_EXOCond_uScm_1.5, Flag_EXOSpCond_uScm_1.5, Flag_EXO_TDS_mg_1.5)
FlagColumn	c(72:75)	Flag column numbers for cholorophyll and phycocyanin measurments from the EXO that corresponds with ColumnNumber c(32:35) (Flag_EXOChla_RFU_1.5, Flag_EXOChla_ugL_1.5, Flag_EXOBGAPC_RFU_1.5, Flag_EXOBGAPC_ugL_1.5)
Parameter	All_BVR	All of the sensors in the data frame that corresponds with ColumnNumber c(1:46) and FlagColumn c(47:86) (ThermistorTemp_C_1,ThermistorTemp_C_2,ThermistorTemp_C_3,ThermistorTemp_C_4,ThermistorTemp_C_5,ThermistorTemp_C_6,ThermistorTemp_C_7,ThermistorTemp_C_8,ThermistorTemp_C_9,ThermistorTemp_C_10,ThermistorTemp_C_11,ThermistorTemp_C_12,ThermistorTemp_C_13,RDO_mgL_6,RDOsat_percent_6,RDOTemp_C_6,RDO_mgL_13,RDOsat_percent_13,RDOTemp_C_13,EXOTemp_C_1.5,EXOCond_uScm_1.5,EXOSpCond_uScm_1.5,EXOTDS_mgL_1.5,EXODOsat_percent_1.5,EXODO_mgL_1.5,EXOChla_RFU_1.5,EXOChla_ugL_1.5,EXOBGAPC_RFU_1.5,EXOBGAPC_ugL_1.5,EXOfDOM_RFU_1.5,EXOfDOM_QSU_1.5,EXOTurbidity_FNU_1.5,EXOPressure_psi,EXODepth_m,EXOBattery_V,EXOCablepower_V,EXOWiper_V,LvlPressure_psi_13, LvlTemp_C_13)
Parameter	c(EXOChla:EXOBGAPC)	Cholorophyll and phycocyanin measurments from the EXO that corresponds with ColumnNumber c(24:44) and FlagColumn c(66:84) (EXOChla_RFU_1.5, EXOChla_ugL_1.5, EXOBGAPC_RFU_1.5, EXOBGAPC_ugL_1.5)
Parameter	c(EXOSpCond:EXOTDS)	Conducitvity, specific conductance, and total dissolved solids  measurements from the EXO that corresponds with ColumnNumber c(27:29) and FlagColumn c(67:69)(EXOCond_uScm_1.5, EXOSpCond_uScm_1.5, EXO_TDS_mg_1.5)
Parameter	Cond*	Conducitvity measurements from the EXO that corresponds with ColumnNumber 27 and FlagColumn 67 (EXOCond_uScm_1.5)
