Reservoir,Site,DateTime,Depth_m,Temp_C,DO_mgL,DOsat_percent,Cond_uScm,SpCond_uScm,PAR_umolm2s,ORP_mV,pH,Flag_DateTime,Flag_Temp_C,Flag_DO_mgL,Flag_DOsat_percent,Flag_Cond_uScm,Flag_SpCond_uScm,Flag_PAR_umolm2s,Flag_ORP_mV,Flag_pH
FCR,50,2025-06-09 10:46:00,8,NA,NA,NA,NA,NA,NA,NA,6.11,0,1,1,1,1,1,1,1,0
FCR,50,2025-06-09 11:07:00,9,13.2,NA,NA,NA,NA,NA,NA,6.13,0,7,1,1,1,1,1,1,0
FCR,100,2025-06-09 11:23:00,0.1,20.5,8.1,89.9,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1
FCR,200,2025-06-09 11:44:00,0.1,20.3,7.18,79.4,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1
FCR,1.1,2025-06-16 09:43:00,0.1,16.6,6.81,69.2,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1
FCR,100,2025-06-23 09:40:00,0.1,23.7,7.77,90.7,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1
FCR,1.1,2025-06-23 10:11:00,0.1,16.1,6.21,62.1,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1
FCR,50,2025-07-14 09:31:00,0.1,27.1,NA,NA,NA,NA,NA,NA,7.17,0,7,1,1,1,1,1,1,0
FCR,50,2025-07-14 09:42:00,1.6,27.3,NA,NA,NA,NA,NA,NA,7.41,0,7,1,1,1,1,1,1,0
FCR,50,2025-07-14 09:54:00,3.8,22.2,NA,NA,NA,NA,NA,NA,7.2,0,7,1,1,1,1,1,1,0
FCR,50,2025-07-14 10:03:00,5,17.4,NA,NA,NA,NA,NA,NA,6.19,0,7,1,1,1,1,1,1,0
FCR,50,2025-07-14 10:08:00,6.2,16.9,NA,NA,NA,NA,NA,NA,6.15,0,7,1,1,1,1,1,1,0
FCR,50,2025-07-14 10:22:00,8,13.1,NA,NA,NA,NA,NA,NA,5.85,0,7,1,1,1,1,1,1,0
FCR,50,2025-07-14 10:29:00,9,13.3,NA,NA,NA,NA,NA,NA,6.02,0,7,1,1,1,1,1,1,0
FCR,1.1,2025-07-21 11:07:00,0.1,16.3,6.13,62.1,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1
FCR,100,2025-07-28 10:01:00,0.1,24.4,8.26,99.1,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1
FCR,1.1,2025-07-28 10:34:00,0.1,15.8,6.56,65.4,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1
FCR,100,2025-08-04 09:40:00,0.1,21.4,8.67,97,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1
FCR,50,2025-08-11 09:25:00,0.1,22.9,NA,NA,NA,NA,NA,NA,7.13,0,7,1,1,1,1,1,1,0
FCR,100,2025-08-11 09:39:00,0.1,22.5,8.15,93,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1
FCR,50,2025-08-11 09:44:00,1.6,22.8,NA,NA,NA,NA,NA,NA,7.28,0,7,1,1,1,1,1,1,0
FCR,50,2025-08-11 09:53:00,3.8,21.4,NA,NA,NA,NA,NA,NA,6.64,0,7,1,1,1,1,1,1,0
FCR,50,2025-08-11 10:08:00,5,17.9,NA,NA,NA,NA,NA,NA,6.05,0,7,1,1,1,1,1,1,0
FCR,1.1,2025-08-11 10:10:00,0.1,15.9,5.41,53.9,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1
FCR,50,2025-08-11 10:22:00,6.2,14,NA,NA,NA,NA,NA,NA,5.71,0,7,1,1,1,1,1,1,0
FCR,50,2025-08-11 10:30:00,8,15.5,NA,NA,NA,NA,NA,NA,5.9,0,7,1,1,1,1,1,1,0
FCR,50,2025-08-11 11:02:00,9,14,NA,NA,NA,NA,NA,NA,5.96,0,7,1,1,1,1,1,1,0
FCR,100,2025-08-18 10:00:00,0.1,23.6,8.32,97.5,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1
FCR,1.1,2025-08-18 11:37:00,0.1,17.3,6.19,63.9,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1
FCR,50,2025-08-25 10:06:00,0.1,24.4,NA,NA,NA,NA,NA,NA,8.65,0,7,1,1,1,1,1,1,0
FCR,50,2025-08-25 10:22:00,1.6,24,NA,NA,NA,NA,NA,NA,8.44,0,7,1,1,1,1,1,1,0
FCR,50,2025-08-25 10:32:00,3.8,22.1,NA,NA,NA,NA,NA,NA,6.51,0,7,1,1,1,1,1,1,0
FCR,50,2025-08-25 10:37:00,5,16.8,NA,NA,NA,NA,NA,NA,5.65,0,7,1,1,1,1,1,1,0
FCR,50,2025-08-25 10:45:00,6.2,15.5,NA,NA,NA,NA,NA,NA,5.62,0,7,1,1,1,1,1,1,0
FCR,50,2025-08-25 10:52:00,8,13.7,NA,NA,NA,NA,NA,NA,5.45,0,7,1,1,1,1,1,1,0
FCR,50,2025-08-25 11:02:00,9,14.2,NA,NA,NA,NA,NA,NA,5.56,0,7,1,1,1,1,1,1,0
FCR,1.1,2025-09-01 12:40:00,0.1,16.4,NA,NA,NA,NA,NA,NA,6.27,0,7,1,1,1,1,1,1,0
FCR,100,2025-09-01 13:30:00,0.1,18.8,NA,NA,NA,NA,NA,NA,6.5,0,7,1,1,1,1,1,1,0
FCR,50,2025-09-08 10:05:00,0.1,22.8,NA,NA,NA,NA,NA,NA,10.03,0,7,1,1,1,1,1,1,0
FCR,50,2025-09-08 10:15:00,1.6,20.5,NA,NA,NA,NA,NA,NA,9.02,0,7,1,1,1,1,1,1,0
FCR,50,2025-09-08 10:25:00,3.8,19.1,NA,NA,NA,NA,NA,NA,6.79,0,7,1,1,1,1,1,1,0
FCR,50,2025-09-08 10:32:00,5,15.9,NA,NA,NA,NA,NA,NA,5.96,0,7,1,1,1,1,1,1,0
FCR,50,2025-09-08 10:38:00,6.2,13.9,NA,NA,NA,NA,NA,NA,5.35,0,7,1,1,1,1,1,1,0
FCR,50,2025-09-08 10:45:00,8,13.7,NA,NA,NA,NA,NA,NA,5.47,0,7,1,1,1,1,1,1,0
FCR,50,2025-09-08 10:52:00,9,13.4,NA,NA,NA,NA,NA,NA,5.41,0,7,1,1,1,1,1,1,0
FCR,1.1,2025-09-08 11:05:00,0.1,16.3,5.95,59.7,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1
FCR,100,2025-09-08 11:40:00,0.1,17.2,9.5,97,NA,NA,NA,NA,5.78,0,0,0,0,1,1,1,1,0
FCR,100,2025-09-15 13:19:00,0.1,20.1,8.7,94.4,NA,NA,NA,NA,6.02,0,0,0,0,1,1,1,1,0
FCR,1.1,2025-09-15 14:06:00,0.1,16.6,5.8,58.8,NA,NA,NA,NA,6.02,0,0,0,0,1,1,1,1,0
FCR,1.1,2025-09-22 13:05:00,0.1,17,5.99,61.3,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1
FCR,50,2025-09-29 09:40:00,0.1,21.7,NA,NA,NA,NA,NA,NA,6.48,0,7,1,1,1,1,1,1,0
FCR,50,2025-09-29 09:52:00,1.6,21.9,NA,NA,NA,NA,NA,NA,8.71,0,7,1,1,1,1,1,1,0
FCR,50,2025-09-29 09:59:00,3.8,20.6,NA,NA,NA,NA,NA,NA,6.06,0,7,1,1,1,1,1,1,0
FCR,50,2025-09-29 10:18:00,5,17.5,NA,NA,NA,NA,NA,NA,5.44,0,7,1,1,1,1,1,1,0
FCR,50,2025-09-29 10:26:00,6.2,15.1,NA,NA,NA,NA,NA,NA,5.24,0,7,1,1,1,1,1,1,0
FCR,50,2025-09-29 10:32:00,8,14,NA,NA,NA,NA,NA,NA,5.28,0,7,1,1,1,1,1,1,0
FCR,50,2025-09-29 10:45:00,9,14.2,NA,NA,NA,NA,NA,NA,5.29,0,7,1,1,1,1,1,1,0
FCR,50,2025-10-06 10:20:00,0.1,NA,NA,NA,NA,NA,NA,NA,6.86,0,1,1,1,1,1,1,1,0
FCR,50,2025-10-06 10:27:00,1.6,NA,NA,NA,NA,NA,NA,NA,6.97,0,1,1,1,1,1,1,1,0
FCR,50,2025-10-06 10:47:00,3.8,NA,NA,NA,NA,NA,NA,NA,6.32,0,1,1,1,1,1,1,1,0
FCR,50,2025-10-06 10:53:00,5,NA,NA,NA,NA,NA,NA,NA,5.99,0,1,1,1,1,1,1,1,0
FCR,50,2025-10-06 10:59:00,6.2,NA,NA,NA,NA,NA,NA,NA,5.8,0,1,1,1,1,1,1,1,0
FCR,50,2025-10-06 11:10:00,8,NA,NA,NA,NA,NA,NA,NA,5.83,0,1,1,1,1,1,1,1,0
FCR,1.1,2025-10-06 11:15:00,0.1,18.1,6.18,64.4,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1
FCR,50,2025-10-06 11:20:00,9,NA,NA,NA,NA,NA,NA,NA,5.94,0,1,1,1,1,1,1,1,0
FCR,100,2025-10-06 12:10:00,0.1,18,8.96,93.5,NA,NA,NA,NA,6.69,0,0,0,0,1,1,1,1,0
FCR,50,2025-10-13 10:00:00,0.1,NA,NA,NA,NA,NA,NA,NA,6.6,0,1,1,1,1,1,1,1,0
FCR,50,2025-10-13 10:10:00,1.6,NA,NA,NA,NA,NA,NA,NA,6.71,0,1,1,1,1,1,1,1,0
FCR,50,2025-10-13 10:18:00,3.8,NA,NA,NA,NA,NA,NA,NA,6.46,0,1,1,1,1,1,1,1,0
FCR,50,2025-10-13 10:25:00,5,NA,NA,NA,NA,NA,NA,NA,6.4,0,1,1,1,1,1,1,1,0
FCR,50,2025-10-13 10:31:00,6.2,NA,NA,NA,NA,NA,NA,NA,5.64,0,1,1,1,1,1,1,1,0
FCR,50,2025-10-13 10:40:00,8,NA,NA,NA,NA,NA,NA,NA,5.71,0,1,1,1,1,1,1,1,0
FCR,50,2025-10-13 10:46:00,9,NA,NA,NA,NA,NA,NA,NA,6.02,0,1,1,1,1,1,1,1,0
FCR,100,2025-10-13 14:05:00,0.1,16.2,9.15,93.5,NA,NA,NA,NA,5.14,0,0,0,0,1,1,1,1,0
FCR,1.1,2025-10-20 13:15:00,0.1,16.6,6.06,62.8,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1
FCR,100,2025-10-20 14:05:00,0.1,13.3,10.46,99.5,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1
FCR,1.1,2025-11-03 12:25:00,0.1,16.2,6.02,61,NA,NA,NA,NA,6.42,0,0,0,0,1,1,1,1,0
FCR,50,2025-11-03 13:00:00,0.1,13.4,NA,NA,NA,NA,NA,NA,6.2,0,7,1,1,1,1,1,1,0
FCR,50,2025-11-03 13:05:00,1.6,13.8,NA,NA,NA,NA,NA,NA,6.47,0,7,1,1,1,1,1,1,0
FCR,50,2025-11-03 13:12:00,3.8,12.6,NA,NA,NA,NA,NA,NA,6.5,0,7,1,1,1,1,1,1,0
FCR,50,2025-11-03 13:20:00,5,12.7,NA,NA,NA,NA,NA,NA,6.51,0,7,1,1,1,1,1,1,0
FCR,50,2025-11-03 13:30:00,6.2,12.2,NA,NA,NA,NA,NA,NA,6.53,0,7,1,1,1,1,1,1,0
FCR,50,2025-11-03 13:35:00,8,12,NA,NA,NA,NA,NA,NA,6.51,0,7,1,1,1,1,1,1,0
FCR,50,2025-11-03 13:39:00,9,12.4,NA,NA,NA,NA,NA,NA,6.66,0,7,1,1,1,1,1,1,0
FCR,100,2025-11-03 14:16:00,0.1,12.1,10.23,94.6,NA,NA,NA,NA,6,0,0,0,0,1,1,1,1,0
FCR,50,2025-11-10 11:25:00,0.1,8.8,NA,NA,NA,NA,NA,NA,6.3,0,7,1,1,1,1,1,1,0
FCR,50,2025-11-10 11:35:00,1.6,8.8,NA,NA,NA,NA,NA,NA,6.86,0,7,1,1,1,1,1,1,0
FCR,50,2025-11-10 11:48:00,3.8,9.3,NA,NA,NA,NA,NA,NA,6.69,0,7,1,1,1,1,1,1,0
FCR,50,2025-11-10 11:55:00,5,9.8,NA,NA,NA,NA,NA,NA,6.61,0,7,1,1,1,1,1,1,0
FCR,50,2025-11-10 12:03:00,6.2,10,NA,NA,NA,NA,NA,NA,6.5,0,7,1,1,1,1,1,1,0
FCR,50,2025-11-10 12:03:00,8,9.5,NA,NA,NA,NA,NA,NA,6.65,0,7,1,1,1,1,1,1,0
FCR,50,2025-11-10 12:13:00,9,10,NA,NA,NA,NA,NA,NA,6.76,0,7,1,1,1,1,1,1,0
FCR,100,2025-11-10 13:05:00,0.1,7.8,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1
