Reservoir,Date,Site,Duration_days,Depth_m,CombinedXSA_m2,Filter1ID,Filter2ID,CombinedCollectionVol_L,CombinedFilterVol_L,CombinedSedMass_g,ICPTFe_mgL,ICPTMn_mgL,AcidVol_L,DilutionFactor,TFe_g,TMn_g,TFeFlux_gm2d,TMnFlux_gm2d,TOC_g,TN_g,TOCFlux_gm2d,TNFlux_gm2d,Flag_Filter2ID,Flag_CombinedCollectionVol_L,Flag_CombinedSedMass_g,Flag_TOC_g,Flag_TN_g,Flag_ICPTFe_mgL,Flag_ICPTMn_mgL,Flag_Duration_days
BVR,8/26/20,50,26,8,0.008143,B_sed_8m_R1_F3_26Aug20,B_sed_8m_R2_F3_26Aug20,3.47,0.2,0.013,NA,NA,NA,NA,NA,NA,NA,NA,0.04621693,0.03637948,0.21829476,0.171829887,1,1,1,1,1,2,2,1
BVR,8/26/20,50,26,4,0.008143,B_sed_4m_R1_F1_26Aug20,B_sed_4m_R1_F2_26Aug20,3.7,0.4,0.007,4.045123938,0.343134482,0.01,20,0.007483479,0.000634799,0.035346448,0.002998322,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,8/26/20,50,26,4,0.008143,B_sed_4m_R2_F1_26Aug20,B_sed_4m_R2_F2_26Aug20,3.36,0.4,0.007,3.166719312,0.303419731,0.01,20,0.005320088,0.000509745,0.025128182,0.002407661,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,8/26/20,50,26,8,0.008143,B_sed_8m_R1_F1_26Aug20,B_sed_8m_R1_F2_26Aug20,3.46,0.2,0.013,10.24778105,0.333255518,0.01,20,0.035457322,0.001153064,0.167474293,0.005446226,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,8/26/20,50,26,8,0.008143,B_sed_8m_R2_F1_26Aug20,B_sed_8m_R2_F2_26Aug20,3.48,0.2,0.013,11.92708352,0.40681329,0.01,20,0.041506251,0.00141571,0.196044978,0.006686773,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,9/11/20,50,18,4,0.008143,F_sed_4m_R1_F3_11Sep20,F_sed_4m_R2_F3_11Sep20,3.545,0.2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,0.039707545,0.04443303,0.270904424,0.303144009,1,1,1,1,1,2,2,1
FCR,9/11/20,50,18,4,0.008143,F_sed_4m_R1_F1_11Sep20,F_sed_4m_R1_F2_11Sep20,3.53,0.2,0.011,7.540075011,0.463092034,0.01,20,0.026616465,0.001634715,0.181590629,0.01115283,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,9/11/20,50,18,4,0.008143,F_sed_4m_R2_F1_11Sep20,F_sed_4m_R2_F2_11Sep20,3.56,0.2,0.007,5.962433903,0.211306649,0.01,20,0.021226265,0.000752252,0.144816029,0.005132231,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,9/11/20,50,18,8,0.008143,F_sed_8m_R1_F1_11Sep20,F_sed_8m_R1_F2_11Sep20,3.676,0.1,0.023,32.85575334,0.443120365,0.01,20,0.241555499,0.003257821,1.648010551,0.022226458,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,9/16/20,50,21,8,0.008143,B_sed_8m_R1_F3_16Sep20,B_sed_8m_R2_F3_16Sep20,3.615,0.2,0.016,NA,NA,NA,NA,NA,NA,NA,NA,0.051712575,0.024715755,0.302407414,0.144534043,1,1,1,1,1,2,2,1
BVR,9/16/20,50,21,8,0.008143,B_sed_8m_R1_F1_16Sep20,B_sed_8m_R1_F2_16Sep20,3.62,0.2,0.018,14.90420648,0.20453042,0.01,20,0.053953227,0.0007404,0.315510415,0.004329749,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,9/16/20,50,21,8,0.008143,B_sed_8m_R2_F1_16Sep20,B_sed_8m_R2_F2_16Sep20,3.61,0.2,0.014,13.02808863,0.171161764,0.01,20,0.0470314,0.000617894,0.275032602,0.003613352,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,9/30/20,50,19,4,0.008143,F_sed_4m_R1_F3_30Sep20,F_sed_4m_R2_F3_30Sep20,3.5,0.205,0.014,NA,NA,NA,NA,NA,NA,NA,NA,0.060490244,0.048235122,0.39097348,0.311763555,1,1,1,1,1,2,2,1
FCR,9/30/20,50,19,8,0.008143,F_sed_8m_R1_F3_30Sep20,F_sed_8m_R2_F3_30Sep20,3.485,0.1,0.02,NA,NA,NA,NA,NA,NA,NA,NA,0.09378135,0.06108508,0.606147676,0.394818152,1,1,1,1,1,2,2,1
FCR,9/30/20,50,19,4,0.008143,F_sed_4m_R1_F1_30Sep20,F_sed_4m_R1_F2_30Sep20,3.46,0.2,0.011,7.578661055,0.725089089,0.01,20,0.026222167,0.002508808,0.169484719,0.016215466,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,9/30/20,50,19,4,0.008143,F_sed_4m_R2_F1_30Sep20,F_sed_4m_R2_F2_30Sep20,3.54,0.2,0.011,8.636231646,0.266089097,0.01,20,0.03057226,0.000941955,0.197601169,0.006088248,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,9/30/20,50,19,8,0.008143,F_sed_8m_R1_F1_30Sep20,F_sed_8m_R1_F2_30Sep20,3.47,0.1,0.023,55.77338594,0.615118163,0.01,20,0.387067298,0.00426892,2.501776136,0.027591797,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,9/30/20,50,19,8,0.008143,F_sed_8m_R2_F1_30Sep20,F_sed_8m_R2_F2_30Sep20,3.5,0.1,0.018,27.51976159,0.297563409,0.01,20,0.192638331,0.002082944,1.245101257,0.013462928,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/1/20,50,15,8,0.008143,B_sed_8m_R1_F3_01Oct20,B_sed_8m_R2_F3_01Oct20,3.445,0.2,0.014,NA,NA,NA,NA,NA,NA,NA,NA,0.05607082,0.03659968,0.459051291,0.299641246,1,1,1,1,1,2,2,1
BVR,10/1/20,50,15,4,0.008143,B_sed_4m_R1_F1_01Oct20,B_sed_4m_R1_F2_01Oct20,3.45,0.305,0.024,10.19473056,3.674800841,0.01,20,0.023063489,0.008313484,0.188820572,0.068062417,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/1/20,50,15,8,0.008143,B_sed_8m_R1_F1_01Oct20,B_sed_8m_R1_F2_01Oct20,3.42,0.2,0.016,12.52998428,0.214400976,0.01,20,0.042852546,0.000733251,0.350833405,0.006003122,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/1/20,50,15,8,0.008143,B_sed_8m_R2_F1_01Oct20,B_sed_8m_R2_F2_01Oct20,3.47,0.2,0.014,10.95978304,0.181639122,0.01,20,0.038030447,0.000630288,0.311354924,0.00516016,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,10/5/20,50,6,4,0.008143,F_sed_4m_R1_F3_05Oct20,F_sed_4m_R2_F3_05Oct20,3.509,0.195,0.004,NA,NA,NA,NA,NA,NA,NA,NA,0.029943467,0.024710558,0.612867221,0.505762781,1,1,1,1,1,2,2,1
FCR,10/5/20,50,6,8,0.008143,F_sed_8m_R1_F3_05Oct20,F_sed_8m_R2_F3_05Oct20,3.431,0.118,0.012,NA,NA,NA,NA,NA,NA,NA,NA,0.056407966,0.023295908,1.154528759,0.476808475,1,1,1,1,1,2,2,1
FCR,10/5/20,50,6,4,0.008143,F_sed_4m_R1_F1_05Oct20,F_sed_4m_R1_F2_05Oct20,3.504,0.209,0.006,3.652327045,0.911375931,0.01,20,0.012246655,0.003055944,0.250658122,0.06254746,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,10/5/20,50,6,4,0.008143,F_sed_4m_R2_F1_05Oct20,F_sed_4m_R2_F2_05Oct20,3.514,0.203,0.006,3.349957225,0.614582753,0.01,20,0.011597783,0.002127728,0.237377358,0.043549222,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,10/5/20,50,6,8,0.008143,F_sed_8m_R1_F1_05Oct20,F_sed_8m_R1_F2_05Oct20,3.512,0.11,0.012,13.97172869,0.135514657,0.01,20,0.089215838,0.000865323,1.826023138,0.017710972,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,10/5/20,50,6,8,0.008143,F_sed_8m_R2_F1_05Oct20,F_sed_8m_R2_F2_05Oct20,3.35,0.105,0.01,13.5599495,0.137357958,0.01,20,0.086525392,0.000876475,1.770956487,0.017939224,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/14/20,50,13,8,0.008143,B_sed_8m_R1_F3_14Oct20,B_sed_8m_R2_F3_14Oct20,3.385,0.205,0.012,NA,NA,NA,NA,NA,NA,NA,NA,0.041653663,0.023245868,0.393482495,0.219592744,1,1,1,1,1,2,2,1
BVR,10/14/20,50,13,4,0.008143,B_sed_4m_R1_F1_14Oct20,B_sed_4m_R1_F2_14Oct20,3.46,0.2,0.006,2.548128811,0.698574396,0.01,20,0.008816526,0.002417067,0.083285556,0.022832895,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/14/20,50,13,8,0.008143,B_sed_8m_R1_F1_14Oct20,B_sed_8m_R1_F2_14Oct20,3.34,0.205,0.013,12.00835436,0.128106599,0.01,20,0.039129662,0.00041744,0.369639445,0.003943359,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/14/20,50,13,8,0.008143,B_sed_8m_R2_F1_14Oct20,B_sed_8m_R2_F2_14Oct20,3.43,0.2,0.011,12.08494473,0.124120713,0.01,20,0.04145136,0.000425734,0.391571434,0.004021709,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,10/19/20,50,14,8,0.008143,F_sed_8m_R1_F3_19Oct20,F_sed_8m_R2_F3_19Oct20,3.544,0.107,0.024,NA,NA,NA,NA,NA,NA,NA,NA,0.114183043,0.0510336,1.001588069,0.447655304,1,1,1,1,1,2,2,1
FCR,10/19/20,50,14,4,0.008143,F_sed_4m_R1_F3_19Oct20,F_sed_4m_R2_F3_19Oct20,3.267,0.2,0.009,NA,NA,NA,NA,NA,NA,NA,NA,0.033186186,0.028004724,0.291101788,0.245651164,1,1,1,1,1,2,2,1
FCR,10/19/20,50,14,4,0.008143,F_sed_4m_R1_F1_19Oct20,F_sed_4m_R1_F2_19Oct20,3.02,0.205,0.012,5.329233703,3.366278362,0.01,20,0.015701742,0.009918206,0.137732165,0.087000276,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,10/19/20,50,14,4,0.008143,F_sed_4m_R2_F1_19Oct20,F_sed_4m_R2_F2_19Oct20,3.514,0.212,0.008,4.522078367,3.077144687,0.01,20,0.014991116,0.010201025,0.131498714,0.089481105,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,10/19/20,50,14,8,0.008143,F_sed_8m_R1_F1_19Oct20,F_sed_8m_R1_F2_19Oct20,3.564,0.11,0.027,37.26578258,0.395994052,0.01,20,0.241482271,0.002566041,2.118228374,0.022508741,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,10/19/20,50,14,8,0.008143,F_sed_8m_R2_F1_19Oct20,F_sed_8m_R2_F2_19Oct20,3.524,0.104,0.027,34.87074626,0.407380386,0.01,20,0.236316365,0.002760786,2.072914204,0.024216992,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/26/20,50,12,8,0.008143,B_sed_8m_R1_F3_26Oct20,B_sed_8m_R2_F3_26Oct20,3.62,0.195,0.015,NA,NA,NA,NA,NA,NA,NA,NA,0.049250564,0.030070133,0.504017398,0.307729884,1,1,1,1,1,2,2,1
BVR,10/26/20,50,12,4,0.008143,B_sed_4m_R1_F1_26Oct20,B_sed_4m_R1_F2_26Oct20,3.61,0.2,0.005,3.788240352,0.955335306,0.01,20,0.013675548,0.00344876,0.13995198,0.035293713,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/26/20,50,12,8,0.008143,B_sed_8m_R1_F1_26Oct20,B_sed_8m_R1_F2_26Oct20,3.64,0.2,0.014,14.8180527,0.267684897,0.01,20,0.053937712,0.000974373,0.551984443,0.009971479,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/26/20,50,12,8,0.008143,B_sed_8m_R2_F1_26Oct20,B_sed_8m_R2_F2_26Oct20,3.6,0.195,0.015,13.8695714,0.235560377,0.01,20,0.051210725,0.000869761,0.524077174,0.008900911,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,11/2/20,50,14,8,0.008143,F_sed_8m_R1_F3_02Nov20,F_sed_8m_R2_F3_02Nov20,3.502,0.11,0.024,NA,NA,NA,NA,NA,NA,NA,NA,0.113063662,0.055172418,0.991769108,0.48396009,1,1,1,1,1,2,2,1
FCR,11/2/20,50,14,4,0.008143,F_sed_4m_R1_F3_02Nov20,F_sed_4m_R2_F3_02Nov20,3.605,0.195,0.009,NA,NA,NA,NA,NA,NA,NA,NA,0.047826333,0.024000056,0.41952188,0.210523117,1,1,1,1,1,2,2,1
FCR,11/2/20,50,14,4,0.008143,F_sed_4m_R1_F1_02Nov20,F_sed_4m_R1_F2_02Nov20,3.58,0.205,0.01,5.698043317,1.015506992,0.01,20,0.019901459,0.003546844,0.174571136,0.03111212,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,11/2/20,50,14,4,0.008143,F_sed_4m_R2_F1_02Nov20,F_sed_4m_R2_F2_02Nov20,3.63,0.21,0.009,6.081842257,1.336990512,0.01,20,0.021025798,0.004622167,0.184433585,0.040544615,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,11/2/20,50,14,8,0.008143,F_sed_8m_R1_F1_02Nov20,F_sed_8m_R1_F2_02Nov20,3.456,0.1,0.021,29.98269486,1.035774306,0.01,20,0.207240387,0.007159272,1.817866238,0.06279953,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,11/2/20,50,14,8,0.008143,F_sed_8m_R2_F1_02Nov20,F_sed_8m_R2_F2_02Nov20,3.548,0.104,0.02,25.61390248,0.891583144,0.01,20,0.174765627,0.00608334,1.53300492,0.053361699,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,11/9/20,50,7,8,0.008143,F_sed_8m_R1_F3_09Nov20,F_sed_8m_R2_F3_09Nov20,3.556,0.101,0.013,NA,NA,NA,NA,NA,NA,NA,NA,0.073985925,0.060620998,1.297975908,1.063507623,1,1,1,1,1,2,2,1
FCR,11/9/20,50,7,4,0.008143,F_sed_4m_R1_F3_09Nov20,F_sed_4m_R2_F3_09Nov20,2.895,0.145,0.011,NA,NA,NA,NA,NA,NA,NA,NA,0.030722938,0.041939566,0.538989455,0.735768943,1,1,1,1,1,2,2,1
FCR,11/9/20,50,7,4,0.008143,F_sed_4m_R1_F1_09Nov20,F_sed_4m_R1_F2_09Nov20,2.75,0.13,0.006,4.996124947,1.068853448,0.01,20,0.021137452,0.004522072,0.37082598,0.07933321,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,11/9/20,50,7,4,0.008143,F_sed_4m_R2_F1_09Nov20,F_sed_4m_R2_F2_09Nov20,3.04,0.115,0.007,4.99161427,1.137795354,0.01,20,0.026390448,0.006015475,0.462982187,0.10553279,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,11/9/20,50,7,8,0.008143,F_sed_8m_R1_F1_09Nov20,F_sed_8m_R1_F2_09Nov20,3.546,0.105,0.015,9.601572021,1.046146825,0.01,20,0.064851761,0.007065975,1.137730228,0.123962291,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,11/9/20,50,7,8,0.008143,F_sed_8m_R2_F1_09Nov20,F_sed_8m_R2_F2_09Nov20,3.566,0.105,0.014,9.603363854,1.052373219,0.01,20,0.065229706,0.00714812,1.144360726,0.125403411,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,6/7/21,50,14,8,0.008143,F_sed_8m_R1_F3_07Jun21,F_sed_8m_R2_F3_07Jun21,3.555,0.21,0.007,NA,NA,NA,NA,NA,NA,NA,NA,0.026053071,0.032661986,0.228531705,0.28650362,1,1,1,1,1,2,2,1
FCR,6/7/21,50,14,4,0.008143,F_sed_4m_R1_F3_07Jun21,F_sed_4m_R2_F3_07Jun21,3.554,0.297,0.004,NA,NA,NA,NA,NA,NA,NA,NA,0.016716963,0.018906801,0.146637453,0.165846225,1,1,1,1,1,2,2,1
FCR,6/7/21,50,14,4,0.008143,F_sed_4m_R1_F1_07Jun21,F_sed_4m_R1_F2_07Jun21,3.512,0.202,0.002,2.618145425,0.468488629,0.01,20,0.009103888,0.001629042,0.079857264,0.014289588,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,6/7/21,50,14,4,0.008143,F_sed_4m_R2_F1_07Jun21,F_sed_4m_R2_F2_07Jun21,3.596,0.198,0.004,2.43454737,0.409428917,0.01,20,0.008843063,0.001487178,0.077569367,0.013045194,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,6/7/21,50,14,8,0.008143,F_sed_8m_R1_F1_07Jun21,F_sed_8m_R1_F2_07Jun21,3.548,0.195,0.008,8.078728025,0.321229428,0.01,20,0.029398284,0.001168946,0.257875161,0.010253729,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,6/7/21,50,14,8,0.008143,F_sed_8m_R2_F1_07Jun21,F_sed_8m_R2_F2_07Jun21,3.562,0.203,0.005,8.248714507,0.282333109,0.01,20,0.028947705,0.000990808,0.253922786,0.008691149,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,6/21/21,50,14,8,0.008143,F_sed_8m_R1_F3_21Jun21,F_sed_8m_R2_F3_21Jun21,3.329,0.3,0.05,NA,NA,NA,NA,NA,NA,NA,NA,0.086702695,0.030895339,0.760536616,0.271006994,1,1,1,1,1,2,2,1
FCR,6/21/21,50,14,4,0.008143,F_sed_4m_R1_F3_21Jun21,F_sed_4m_R2_F3_21Jun21,3.416,0.349,0.005,NA,NA,NA,NA,NA,NA,NA,NA,0.022083608,0.017406918,0.193712461,0.152689585,1,1,1,1,1,2,2,1
FCR,6/21/21,50,14,4,0.008143,F_sed_4m_R1_F1_21Jun21,F_sed_4m_R1_F2_21Jun21,3.402,0.3,0.005,6.018831039,1.294437942,0.01,20,0.013650709,0.002935785,0.119740959,0.02575205,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,6/21/21,50,14,4,0.008143,F_sed_4m_R2_F1_21Jun21,F_sed_4m_R2_F2_21Jun21,3.43,0.302,0.003,6.220732866,1.270136699,0.01,20,0.014130539,0.002885145,0.123949921,0.025307845,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,6/21/21,50,14,8,0.008143,F_sed_8m_R1_F1_21Jun21,F_sed_8m_R1_F2_21Jun21,3.466,0.402,0.069,119.212205,1.644864596,0.01,20,0.205566917,0.002836369,1.803186932,0.024879989,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,6/21/21,50,14,8,0.008143,F_sed_8m_R2_F1_21Jun21,F_sed_8m_R2_F2_21Jun21,3.192,0.196,0.032,62.36685434,0.572056852,0.01,20,0.203137754,0.001863271,1.781878863,0.016344195,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,6/28/21,50,14,10,0.008143,B_sed_10m_R1_F3_28Jun21,B_sed_10m_R2_F3_28Jun21,3.565,0.297,0.025,NA,NA,NA,NA,NA,NA,NA,NA,0.062333485,0.029317024,0.546775362,0.257162362,1,1,1,1,1,2,2,2
BVR,6/28/21,50,14,10,0.008143,B_sed_10m_R1_F1_28Jun21,B_sed_10m_R1_F2_28Jun21,3.566,0.301,0.025,29.36731606,0.244585025,0.01,20,0.069583953,0.000579528,0.610374843,0.005083493,NA,NA,NA,NA,1,1,1,2,2,1,1,2
BVR,6/28/21,50,14,10,0.008143,B_sed_10m_R2_F1_28Jun21,B_sed_10m_R2_F2_28Jun21,3.564,0.296,0.028,58.58730436,0.491480551,0.01,20,0.141084563,0.001183538,1.237562171,0.010381733,NA,NA,NA,NA,1,1,1,2,2,1,1,2
FCR,7/9/21,50,18,8,0.008143,F_sed_8m_R1_F3_09Jul21,F_sed_8m_R2_F3_09Jul21,2.807,0.204,0.025,NA,NA,NA,NA,NA,NA,NA,NA,0.062356679,0.029349662,0.425427971,0.200237844,1,1,1,1,1,2,2,1
FCR,7/9/21,50,18,4,0.008143,F_sed_4m_R1_F3_09Jul21,F_sed_4m_R2_F3_09Jul21,2.787,0.403,0.022,NA,NA,NA,NA,NA,NA,NA,NA,0.038542204,0.012499315,0.262953897,0.085276479,1,1,1,1,1,2,2,1
FCR,7/9/21,50,18,4,0.008143,F_sed_4m_R1_F1_09Jul21,F_sed_4m_R1_F2_09Jul21,2.746,0.4,0.022,18.6634263,1.048802567,0.01,20,0.025624884,0.001440006,0.174825578,0.009824429,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,7/9/21,50,18,4,0.008143,F_sed_4m_R2_F1_09Jul21,F_sed_4m_R2_F2_09Jul21,2.828,0.4,0.016,14.86352474,0.934057534,0.01,20,0.021017024,0.001320757,0.143388486,0.009010857,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,7/9/21,50,18,8,0.008143,F_sed_8m_R1_F1_09Jul21,F_sed_8m_R1_F2_09Jul21,2.804,0.209,0.027,40.42262159,0.764685722,0.01,20,0.108464144,0.002051846,0.7399958,0.013998702,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,7/9/21,50,18,8,0.008143,F_sed_8m_R2_F1_09Jul21,F_sed_8m_R2_F2_09Jul21,2.81,0.201,0.025,38.28577994,0.748799757,0.01,20,0.107047803,0.002093659,0.730332819,0.014283973,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,7/12/21,50,14,10,0.008143,B_sed_10m_R1_F3_12Jul21,B_sed_10m_R2_F3_12Jul21,3.507,0.247,0.019,NA,NA,NA,NA,NA,NA,NA,NA,0.053224049,0.021953536,0.466869436,0.192571499,1,1,1,1,1,2,2,1
BVR,7/12/21,50,14,10,0.008143,B_sed_10m_R1_F1_12Jul21,B_sed_10m_R1_F2_12Jul21,3.496,0.199,0.019,19.70413865,0.171093023,0.01,20,0.069231828,0.000601147,0.607286082,0.005273126,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,7/12/21,50,14,10,0.008143,B_sed_10m_R2_F1_12Jul21,B_sed_10m_R2_F2_12Jul21,3.518,0.201,0.015,19.5019833,0.141071885,0.01,20,0.068266644,0.000493822,0.598819705,0.004331694,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,7/21/21,50,12,8,0.008143,F_sed_8m_R1_F3_21Jul21,F_sed_8m_R2_F3_21Jul21,3.517,0.202,0.016,NA,NA,NA,NA,NA,NA,NA,NA,0.049923989,0.020562262,0.510909054,0.210428818,1,1,1,1,1,2,2,1
FCR,7/21/21,50,12,4,0.008143,F_sed_4m_R1_F3_21Jul21,F_sed_4m_R2_F3_21Jul21,3.476,0.307,0.01,NA,NA,NA,NA,NA,NA,NA,NA,0.045715627,0.020298934,0.46784178,0.207733986,1,1,1,1,1,2,2,1
FCR,7/21/21,50,12,4,0.008143,F_sed_4m_R1_F1_21Jul21,F_sed_4m_R1_F2_21Jul21,3.558,0.299,0.011,13.40150605,1.027928329,0.01,20,0.031894688,0.002446401,0.326401899,0.025035825,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,7/21/21,50,12,4,0.008143,F_sed_4m_R2_F1_21Jul21,F_sed_4m_R2_F2_21Jul21,3.394,0.307,0.011,14.85952234,1.251567242,0.01,20,0.032855517,0.002767309,0.336234774,0.028319916,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,7/21/21,50,12,8,0.008143,F_sed_8m_R1_F1_21Jul21,F_sed_8m_R1_F2_21Jul21,3.544,0.2,0.017,15.30223468,0.256586319,0.01,20,0.05423112,0.000909342,0.554987102,0.009305967,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,7/21/21,50,12,8,0.008143,F_sed_8m_R2_F1_21Jul21,F_sed_8m_R2_F2_21Jul21,3.49,0.205,0.016,16.5032958,0.269959876,0.01,20,0.05619171,0.00091918,0.575051267,0.009406653,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,7/26/21,50,14,10,0.008143,B_sed_10m_R1_F3_26Jul21,B_sed_10m_R2_F3_26Jul21,3.571,0.24,0.02,NA,NA,NA,NA,NA,NA,NA,NA,0.062918044,0.040938539,0.551902986,0.359103693,1,1,1,1,1,2,2,1
BVR,7/26/21,50,14,5,0.008143,B_sed_5m_R1_F3_26Jul21,B_sed_5m_R2_F3_26Jul21,3.366,0.291,0.014,NA,NA,NA,NA,NA,NA,NA,NA,0.042351452,0.029761918,0.371497443,0.261064872,1,1,1,1,1,2,2,1
BVR,7/26/21,50,14,5,0.008143,B_sed_5m_R1_F1_26Jul21,B_sed_5m_R1_F2_26Jul21,3.54,0.305,0.016,15.12064111,0.466365635,0.01,20,0.035099718,0.00108258,0.307886859,0.009496148,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,7/26/21,50,14,5,0.008143,B_sed_5m_R2_F1_26Jul21,B_sed_5m_R2_F2_26Jul21,3.192,0.29,0.01,5.9702727,0.5523247,0.01,20,0.013142835,0.001215876,0.115286002,0.010665393,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,7/26/21,50,14,10,0.008143,B_sed_10m_R1_F1_26Jul21,B_sed_10m_R1_F2_26Jul21,3.578,0.199,0.02,20.99041939,0.257833544,0.01,20,0.075481126,0.000927164,0.662103526,0.008132877,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,7/26/21,50,14,10,0.008143,B_sed_10m_R2_F1_26Jul21,B_sed_10m_R2_F2_26Jul21,3.564,0.317,0.026,34.17718726,0.276437093,0.01,20,0.076850155,0.000621591,0.674112339,0.005452457,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,8/2/21,50,12,8,0.008143,F_sed_8m_R1_F3_02Aug21,F_sed_8m_R2_F3_02Aug21,3.572,0.194,0.03,NA,NA,NA,NA,NA,NA,NA,NA,0.109752462,0.051676161,1.123178004,0.528840321,1,1,1,1,1,2,2,1
FCR,8/2/21,50,12,4,0.008143,F_sed_4m_R1_F4_02Aug21,F_sed_4m_R2_F3_02Aug21,3.569,0.3,0.017,NA,NA,NA,NA,NA,NA,NA,NA,0.049511547,0.031963964,0.506688233,0.327110852,1,1,1,1,1,2,2,1
FCR,8/2/21,50,12,4,0.008143,F_sed_4m_R1_F1_02Aug21,F_sed_4m_R1_F2_02Aug21,3.528,0.314,0.018,8.786296298,1.540853626,0.01,20,0.019743983,0.003462504,0.202054761,0.035434363,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,8/2/21,50,12,4,0.008143,F_sed_4m_R2_F1_02Aug21,F_sed_4m_R2_F2_02Aug21,3.61,0.315,0.018,9.834042952,1.713762911,0.01,20,0.022540251,0.003928053,0.230671035,0.040198672,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,8/2/21,50,12,8,0.008143,F_sed_8m_R1_F1_02Aug21,F_sed_8m_R1_F2_02Aug21,3.562,0.204,0.025,43.94605634,0.405967538,0.01,20,0.153466522,0.001417702,1.570536271,0.014508395,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,8/2/21,50,12,8,0.008143,F_sed_8m_R2_F1_02Aug21,F_sed_8m_R2_F2_02Aug21,3.582,0.203,0.034,46.00982726,0.466446982,0.01,20,0.162371627,0.001646121,1.661668784,0.016845975,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,8/9/21,50,14,10,0.008143,B_sed_10m_R1_F3_09Aug21,B_sed_10m_R2_F3_09Aug21,3.564,0.162,0.016,NA,NA,NA,NA,NA,NA,NA,NA,0.0628364,0.065956,0.551186821,0.578551253,1,1,1,1,1,2,2,1
