Reservoir,Date,Site,Duration_days,Depth_m,TrapRep,TrapXSA_m2,TrapVol_L,CollectionVol_L,FilterRep,FilterVol_L,FilterMassPre_g,FilterMassPost_g,SedMass_g,SedFlux_gm2d,FilterID,Flag_CollectionVol_L,Flag_SedMass_g
FCR,7/6/20,50,14,4,2,0.0040715,2,1.77,4,0.1,0.118,0.125,0.007,2.173646076,F_sed_4m_R2_F4_06Jul20,1,1
FCR,7/6/20,50,14,8,1,0.0040715,2,1.73,1,0.1,0.119,0.144,0.025,7.587586183,F_sed_8m_R1_F1_06Jul20,1,1
FCR,7/6/20,50,14,8,1,0.0040715,2,1.73,2,0.1,0.118,0.141,0.023,6.980579288,F_sed_8m_R1_F2_06Jul20,1,1
FCR,7/6/20,50,14,8,1,0.0040715,2,1.73,3,0.1,0.117,0.141,0.024,7.284082735,F_sed_8m_R1_F3_06Jul20,1,1
FCR,7/6/20,50,14,8,1,0.0040715,2,1.73,4,0.1,0.117,0.137,0.02,6.070068946,F_sed_8m_R1_F4_06Jul20,1,1
FCR,7/6/20,50,14,8,2,0.0040715,2,1.75,1,0.05,0.117,0.131,0.014,8.596340415,F_sed_8m_R2_F1_06Jul20,1,1
FCR,7/6/20,50,14,8,2,0.0040715,2,1.75,2,0.05,0.116,0.127,0.011,6.754267469,F_sed_8m_R2_F2_06Jul20,1,1
FCR,7/6/20,50,14,8,2,0.0040715,2,1.75,3,0.05,0.118,0.129,0.011,6.754267469,F_sed_8m_R2_F3_06Jul20,1,1
FCR,7/6/20,50,14,8,2,0.0040715,2,1.75,4,0.05,0.118,0.128,0.01,6.140243154,F_sed_8m_R2_F4_06Jul20,1,1
BVR,7/17/20,50,15,4,1,0.0040715,2,1.81,1,0.2,0.117,0.119,0.002,0.29636907,B_sed_4m_R1_F1_17Jul20,1,1
BVR,7/17/20,50,15,4,1,0.0040715,2,1.81,2,0.2,0.117,0.117,0,0,B_sed_4m_R1_F2_17Jul20,1,1
BVR,7/17/20,50,15,4,1,0.0040715,2,1.81,3,0.2,0.117,0.119,0.002,0.29636907,B_sed_4m_R1_F3_17Jul20,1,1
BVR,7/17/20,50,15,4,1,0.0040715,2,1.81,4,0.2,0.118,0.119,0.001,0.148184535,B_sed_4m_R1_F4_17Jul20,1,1
BVR,7/17/20,50,15,4,2,0.0040715,2,1.85,1,0.2,0.118,0.123,0.005,0.757296656,B_sed_4m_R2_F1_17Jul20,1,1
BVR,7/17/20,50,15,4,2,0.0040715,2,1.85,2,0.2,0.117,0.122,0.005,0.757296656,B_sed_4m_R2_F2_17Jul20,1,1
BVR,7/17/20,50,15,4,2,0.0040715,2,1.85,3,0.2,0.117,0.121,0.004,0.605837324,B_sed_4m_R2_F3_17Jul20,1,1
BVR,7/17/20,50,15,4,2,0.0040715,2,1.85,4,0.2,0.117,0.122,0.005,0.757296656,B_sed_4m_R2_F4_17Jul20,1,1
BVR,7/17/20,50,15,8,1,0.0040715,2,1.83,1,0.2,0.118,0.127,0.009,1.348397397,B_sed_8m_R1_F1_17Jul20,1,1
BVR,7/17/20,50,15,8,1,0.0040715,2,1.83,2,0.2,0.118,0.126,0.008,1.198575464,B_sed_8m_R1_F2_17Jul20,1,1
BVR,7/17/20,50,15,8,1,0.0040715,2,1.83,3,0.2,0.118,0.127,0.009,1.348397397,B_sed_8m_R1_F3_17Jul20,1,1
BVR,7/17/20,50,15,8,1,0.0040715,2,1.83,4,0.2,0.117,0.126,0.009,1.348397397,B_sed_8m_R1_F4_17Jul20,1,1
BVR,7/17/20,50,15,8,2,0.0040715,2,1.8,1,0.1,0.117,0.122,0.005,1.473658357,B_sed_8m_R2_F1_17Jul20,1,1
BVR,7/17/20,50,15,8,2,0.0040715,2,1.8,2,0.1,0.119,0.122,0.003,0.884195014,B_sed_8m_R2_F2_17Jul20,1,1
BVR,7/17/20,50,15,8,2,0.0040715,2,1.8,3,0.1,0.118,0.122,0.004,1.178926685,B_sed_8m_R2_F3_17Jul20,1,1
BVR,7/17/20,50,15,8,2,0.0040715,2,1.8,4,0.1,0.118,0.121,0.003,0.884195014,B_sed_8m_R2_F4_17Jul20,1,1
FCR,7/20/20,50,14,4,1,0.0040715,2,1.735,1,0.1,0.117,0.121,0.004,1.2175225,F_sed_4m_R1_F1_20Jul20,1,1
FCR,7/20/20,50,14,4,1,0.0040715,2,1.735,2,0.1,0.118,0.122,0.004,1.2175225,F_sed_4m_R1_F2_20Jul20,1,1
FCR,7/20/20,50,14,4,1,0.0040715,2,1.735,3,0.1,0.118,0.122,0.004,1.2175225,F_sed_4m_R1_F3_20Jul20,1,1
FCR,7/20/20,50,14,4,1,0.0040715,2,1.735,4,0.1,0.118,0.122,0.004,1.2175225,F_sed_4m_R1_F4_20Jul20,1,1
FCR,7/20/20,50,14,4,2,0.0040715,2,1.74,1,0.1,0.117,0.121,0.004,1.22103121,F_sed_4m_R2_F1_20Jul20,1,1
FCR,7/20/20,50,14,4,2,0.0040715,2,1.74,2,0.1,0.117,0.121,0.004,1.22103121,F_sed_4m_R2_F2_20Jul20,1,1
FCR,7/20/20,50,14,4,2,0.0040715,2,1.74,3,0.1,0.117,0.122,0.005,1.526289012,F_sed_4m_R2_F3_20Jul20,1,1
FCR,7/20/20,50,14,4,2,0.0040715,2,1.74,4,0.1,0.118,0.122,0.004,1.22103121,F_sed_4m_R2_F4_20Jul20,1,1
FCR,7/20/20,50,14,8,1,0.0040715,2,1.735,1,0.05,0.117,0.13,0.013,7.913896247,F_sed_8m_R1_F1_20Jul20,1,1
FCR,7/20/20,50,14,8,1,0.0040715,2,1.735,2,0.05,0.118,0.129,0.011,6.696373748,F_sed_8m_R1_F2_20Jul20,1,1
FCR,7/20/20,50,14,8,1,0.0040715,2,1.735,3,0.05,0.118,0.13,0.012,7.305134998,F_sed_8m_R1_F3_20Jul20,1,1
FCR,7/20/20,50,14,8,1,0.0040715,2,1.735,4,0.05,0.117,0.126,0.009,5.478851248,F_sed_8m_R1_F4_20Jul20,1,1
FCR,7/20/20,50,14,8,2,0.0040715,2,1.765,1,0.05,0.118,0.128,0.01,6.192873809,F_sed_8m_R2_F1_20Jul20,1,1
FCR,7/20/20,50,14,8,2,0.0040715,2,1.765,2,0.05,0.118,0.13,0.012,7.431448571,F_sed_8m_R2_F2_20Jul20,1,1
FCR,7/20/20,50,14,8,2,0.0040715,2,1.765,3,0.05,0.118,0.13,0.012,7.431448571,F_sed_8m_R2_F3_20Jul20,1,1
FCR,7/20/20,50,14,8,2,0.0040715,2,1.765,4,0.05,0.118,0.129,0.011,6.81216119,F_sed_8m_R2_F4_20Jul20,1,1
BVR,7/30/20,50,13,4,1,0.0040715,2,1.75,1,0.2,0.117,0.121,0.004,0.661256955,B_sed_4m_R1_F1_30Jul20,1,1
BVR,7/30/20,50,13,4,1,0.0040715,2,1.75,2,0.2,0.118,0.12,0.002,0.330628478,B_sed_4m_R1_F2_30Jul20,1,1
BVR,7/30/20,50,13,4,1,0.0040715,2,1.75,3,0.2,0.118,0.121,0.003,0.495942716,B_sed_4m_R1_F3_30Jul20,1,1
BVR,7/30/20,50,13,4,1,0.0040715,2,1.75,4,0.2,0.12,0.121,0.001,0.165314239,B_sed_4m_R1_F4_30Jul20,1,1
BVR,7/30/20,50,13,4,2,0.0040715,2,1.762,1,0.2,0.117,0.12,0.003,0.499343466,B_sed_4m_R2_F1_30Jul20,1,1
BVR,7/30/20,50,13,4,2,0.0040715,2,1.762,2,0.2,0.12,0.119,NA,-0.166447822,B_sed_4m_R2_F2_30Jul20,1,3
BVR,7/30/20,50,13,4,2,0.0040715,2,1.762,3,0.2,0.117,0.121,0.004,0.665791288,B_sed_4m_R2_F3_30Jul20,1,1
BVR,7/30/20,50,13,4,2,0.0040715,2,1.762,4,0.2,0.117,0.12,0.003,0.499343466,B_sed_4m_R2_F4_30Jul20,1,1
BVR,7/30/20,50,13,8,1,0.0040715,2,1.766,1,0.1,0.117,0.122,0.005,1.668256832,B_sed_8m_R1_F1_30Jul20,1,1
BVR,7/30/20,50,13,8,1,0.0040715,2,1.766,2,0.1,0.121,0.123,0.002,0.667302733,B_sed_8m_R1_F2_30Jul20,1,1
BVR,7/30/20,50,13,8,1,0.0040715,2,1.766,3,0.1,0.117,0.122,0.005,1.668256832,B_sed_8m_R1_F3_30Jul20,1,1
BVR,7/30/20,50,13,8,1,0.0040715,2,1.766,4,0.1,0.12,0.122,0.002,0.667302733,B_sed_8m_R1_F4_30Jul20,1,1
BVR,7/30/20,50,13,8,2,0.0040715,2,1.759,1,0.1,0.117,0.123,0.006,1.993973115,B_sed_8m_R2_F1_30Jul20,1,1
BVR,7/30/20,50,13,8,2,0.0040715,2,1.759,2,0.1,0.121,0.123,0.002,0.664657705,B_sed_8m_R2_F2_30Jul20,1,1
BVR,7/30/20,50,13,8,2,0.0040715,2,1.759,3,0.1,0.117,0.122,0.005,1.661644263,B_sed_8m_R2_F3_30Jul20,1,1
BVR,7/30/20,50,13,8,2,0.0040715,2,1.759,4,0.1,0.117,0.123,0.006,1.993973115,B_sed_8m_R2_F4_30Jul20,1,1
FCR,8/7/20,50,18,4,1,0.0040715,2,1.8,1,0.15,0.118,0.124,0.006,0.982438905,F_sed_4m_R1_F1_07Aug20,1,1
FCR,8/7/20,50,18,4,1,0.0040715,2,1.8,2,0.15,0.118,0.123,0.005,0.818699087,F_sed_4m_R1_F2_07Aug20,1,1
FCR,8/7/20,50,18,4,1,0.0040715,2,1.8,3,0.15,0.116,0.123,0.007,1.146178722,F_sed_4m_R1_F3_07Aug20,1,1
FCR,8/7/20,50,18,4,1,0.0040715,2,1.8,4,0.15,0.117,0.122,0.005,0.818699087,F_sed_4m_R1_F4_07Aug20,1,1
FCR,8/7/20,50,18,4,2,0.0040715,2,1.755,1,0.15,0.118,0.124,0.006,0.957877932,F_sed_4m_R2_F1_07Aug20,1,1
FCR,8/7/20,50,18,4,2,0.0040715,2,1.755,2,0.15,0.117,0.125,0.008,1.277170576,F_sed_4m_R2_F2_07Aug20,1,1
FCR,8/7/20,50,18,4,2,0.0040715,2,1.755,3,0.1,0.126,0.122,NA,-0.957877932,F_sed_4m_R2_F3_07Aug20,1,3
FCR,8/7/20,50,18,4,2,0.0040715,2,1.755,4,0.1,0.118,0.121,0.003,0.718408449,F_sed_4m_R2_F4_07Aug20,1,1
FCR,8/7/20,50,18,8,1,0.0040715,2,1.743,1,0.05,0.118,0.127,0.009,4.280977527,F_sed_8m_R1_F1_07Aug20,1,1
FCR,8/7/20,50,18,8,1,0.0040715,2,1.743,2,0.05,0.118,0.126,0.008,3.805313357,F_sed_8m_R1_F2_07Aug20,1,1
FCR,8/7/20,50,18,8,1,0.0040715,2,1.743,3,0.05,0.119,0.128,0.009,4.280977527,F_sed_8m_R1_F3_07Aug20,1,1
FCR,8/7/20,50,18,8,1,0.0040715,2,1.743,4,0.05,0.118,0.128,0.01,4.756641696,F_sed_8m_R1_F4_07Aug20,1,1
FCR,8/7/20,50,18,8,2,0.0040715,2,1.803,1,0.05,0.117,0.127,0.01,4.920381514,F_sed_8m_R2_F1_07Aug20,1,1
FCR,8/7/20,50,18,8,2,0.0040715,2,1.803,2,0.05,0.118,0.128,0.01,4.920381514,F_sed_8m_R2_F2_07Aug20,1,1
FCR,8/7/20,50,18,8,2,0.0040715,2,1.803,3,0.05,0.118,0.125,0.007,3.44426706,F_sed_8m_R2_F3_07Aug20,1,1
FCR,8/7/20,50,18,8,2,0.0040715,2,1.803,4,0.05,0.119,0.126,0.007,3.44426706,F_sed_8m_R2_F4_07Aug20,1,1
FCR,8/24/20,50,17,4,1,0.0040715,2,1.558,1,0.1,0.117,0.122,0.005,1.125470451,F_sed_4m_R1_F1_24Aug20,1,1
FCR,8/24/20,50,17,4,1,0.0040715,2,1.558,2,0.1,0.117,0.122,0.005,1.125470451,F_sed_4m_R1_F2_24Aug20,1,1
FCR,8/24/20,50,17,4,1,0.0040715,2,1.558,3,0.1,0.116,0.121,0.005,1.125470451,F_sed_4m_R1_F3_24Aug20,1,1
FCR,8/24/20,50,17,4,1,0.0040715,2,1.558,4,0.1,0.117,0.122,0.005,1.125470451,F_sed_4m_R1_F4_24Aug20,1,1
FCR,8/24/20,50,17,4,2,0.0040715,2,1.658,1,0.1,0.116,0.121,0.005,1.197708606,F_sed_4m_R2_F1_24Aug20,1,1
FCR,8/24/20,50,17,4,2,0.0040715,2,1.658,2,0.1,0.117,0.122,0.005,1.197708606,F_sed_4m_R2_F2_24Aug20,1,1
FCR,8/24/20,50,17,4,2,0.0040715,2,1.658,3,0.1,0.117,0.121,0.004,0.958166885,F_sed_4m_R2_F3_24Aug20,1,1
FCR,8/24/20,50,17,4,2,0.0040715,2,1.658,4,0.1,0.117,0.121,0.004,0.958166885,F_sed_4m_R2_F4_24Aug20,1,1
FCR,8/24/20,50,17,8,1,0.0040715,2,1.465,1,0.05,0.117,0.128,0.011,4.656471455,F_sed_8m_R1_F1_24Aug20,1,1
FCR,8/24/20,50,17,8,1,0.0040715,2,1.465,2,0.05,0.117,0.128,0.011,4.656471455,F_sed_8m_R1_F2_24Aug20,1,1
FCR,8/24/20,50,17,8,1,0.0040715,2,1.465,3,0.05,0.117,0.128,0.011,4.656471455,F_sed_8m_R1_F3_24Aug20,1,1
FCR,8/24/20,50,17,8,1,0.0040715,2,1.465,4,0.05,0.116,0.129,0.013,5.503102629,F_sed_8m_R1_F4_24Aug20,1,1
BVR,8/26/20,50,26,4,1,0.0040715,2,1.85,1,0.2,0.117,0.122,0.005,0.436901917,B_sed_4m_R1_F1_26Aug20,1,1
BVR,8/26/20,50,26,4,1,0.0040715,2,1.85,2,0.2,0.117,0.119,0.002,0.174760767,B_sed_4m_R1_F2_26Aug20,1,1
BVR,8/26/20,50,26,4,1,0.0040715,2,1.85,3,0.2,0.116,0.119,0.003,0.26214115,B_sed_4m_R1_F3_26Aug20,1,1
BVR,8/26/20,50,26,4,1,0.0040715,2,1.85,4,0.2,0.116,0.12,0.004,0.349521533,B_sed_4m_R1_F4_26Aug20,1,1
BVR,8/26/20,50,26,4,2,0.0040715,2,1.68,1,0.2,0.117,0.12,0.003,0.238052504,B_sed_4m_R2_F1_26Aug20,1,1
BVR,8/26/20,50,26,4,2,0.0040715,2,1.68,2,0.2,0.117,0.121,0.004,0.317403338,B_sed_4m_R2_F2_26Aug20,1,1
BVR,8/26/20,50,26,4,2,0.0040715,2,1.68,3,0.2,0.117,0.121,0.004,0.317403338,B_sed_4m_R2_F3_26Aug20,1,1
BVR,8/26/20,50,26,4,2,0.0040715,2,1.68,4,0.2,0.117,0.123,0.006,0.476105008,B_sed_4m_R2_F4_26Aug20,1,1
BVR,8/26/20,50,26,8,1,0.0040715,2,1.73,1,0.1,0.118,0.125,0.007,1.143974532,B_sed_8m_R1_F1_26Aug20,1,1
BVR,8/26/20,50,26,8,1,0.0040715,2,1.73,2,0.1,0.118,0.124,0.006,0.980549599,B_sed_8m_R1_F2_26Aug20,1,1
BVR,8/26/20,50,26,8,1,0.0040715,2,1.73,3,0.1,0.118,0.125,0.007,1.143974532,B_sed_8m_R1_F3_26Aug20,1,1
BVR,8/26/20,50,26,8,1,0.0040715,2,1.73,4,0.1,0.117,0.125,0.008,1.307399465,B_sed_8m_R1_F4_26Aug20,1,1
BVR,8/26/20,50,26,8,2,0.0040715,2,1.74,1,0.1,0.118,0.124,0.006,0.986217516,B_sed_8m_R2_F1_26Aug20,1,1
BVR,8/26/20,50,26,8,2,0.0040715,2,1.74,2,0.1,0.116,0.123,0.007,1.150587102,B_sed_8m_R2_F2_26Aug20,1,1
BVR,8/26/20,50,26,8,2,0.0040715,2,1.74,3,0.1,0.118,0.124,0.006,0.986217516,B_sed_8m_R2_F3_26Aug20,1,1
BVR,8/26/20,50,26,8,2,0.0040715,2,1.74,4,0.1,0.117,0.124,0.007,1.150587102,B_sed_8m_R2_F4_26Aug20,1,1
FCR,9/11/20,50,18,4,1,0.0040715,2,1.765,1,0.1,0.116,0.122,0.006,1.445003889,F_sed_4m_R1_F1_11Sep20,1,1
FCR,9/11/20,50,18,4,1,0.0040715,2,1.765,2,0.1,0.117,0.122,0.005,1.204169907,F_sed_4m_R1_F2_11Sep20,1,1
FCR,9/11/20,50,18,4,1,0.0040715,2,1.765,3,0.1,0.117,0.123,0.006,1.445003889,F_sed_4m_R1_F3_11Sep20,1,1
FCR,9/11/20,50,18,4,1,0.0040715,2,1.765,4,0.1,0.117,0.122,0.005,1.204169907,F_sed_4m_R1_F4_11Sep20,1,1
FCR,9/11/20,50,18,4,2,0.0040715,2,1.78,1,0.1,0.118,0.123,0.005,1.214403646,F_sed_4m_R2_F1_11Sep20,1,1
FCR,9/11/20,50,18,4,2,0.0040715,2,1.78,2,0.1,0.118,0.12,0.002,0.485761458,F_sed_4m_R2_F2_11Sep20,1,1
FCR,9/11/20,50,18,4,2,0.0040715,2,1.78,3,0.1,0.118,0.122,0.004,0.971522917,F_sed_4m_R2_F3_11Sep20,1,1
FCR,9/11/20,50,18,4,2,0.0040715,2,1.78,4,0.1,0.117,0.121,0.004,0.971522917,F_sed_4m_R2_F4_11Sep20,1,1
FCR,9/11/20,50,18,8,1,0.0040715,2,1.838,1,0.05,0.117,0.128,0.011,5.517486048,F_sed_8m_R1_F1_11Sep20,1,1
FCR,9/11/20,50,18,8,1,0.0040715,2,1.838,2,0.05,0.116,0.128,0.012,6.019075689,F_sed_8m_R1_F2_11Sep20,1,1
FCR,9/11/20,50,18,8,1,0.0040715,2,1.838,3,0.05,0.116,0.13,0.014,7.02225497,F_sed_8m_R1_F3_11Sep20,1,1
FCR,9/11/20,50,18,8,1,0.0040715,2,1.838,4,0.05,0.117,0.13,0.013,6.520665329,F_sed_8m_R1_F4_11Sep20,1,1
BVR,9/16/20,50,21,8,1,0.0040715,2,1.81,1,0.1,0.117,0.126,0.009,1.905229733,B_sed_8m_R1_F1_16Sep20,1,1
BVR,9/16/20,50,21,8,1,0.0040715,2,1.81,2,0.1,0.116,0.125,0.009,1.905229733,B_sed_8m_R1_F2_16Sep20,1,1
BVR,9/16/20,50,21,8,1,0.0040715,2,1.81,3,0.1,0.117,0.126,0.009,1.905229733,B_sed_8m_R1_F3_16Sep20,1,1
BVR,9/16/20,50,21,8,1,0.0040715,2,1.81,4,0.1,0.117,0.125,0.008,1.69353754,B_sed_8m_R1_F4_16Sep20,1,1
BVR,9/16/20,50,21,8,2,0.0040715,2,1.805,1,0.1,0.117,0.125,0.008,1.68885926,B_sed_8m_R2_F1_16Sep20,1,1
BVR,9/16/20,50,21,8,2,0.0040715,2,1.805,2,0.1,0.118,0.124,0.006,1.266644445,B_sed_8m_R2_F2_16Sep20,1,1
BVR,9/16/20,50,21,8,2,0.0040715,2,1.805,3,0.1,0.116,0.123,0.007,1.477751852,B_sed_8m_R2_F3_16Sep20,1,1
BVR,9/16/20,50,21,8,2,0.0040715,2,1.805,4,0.1,0.116,0.123,0.007,1.477751852,B_sed_8m_R2_F4_16Sep20,1,1
FCR,9/30/20,50,19,4,1,0.0040715,2,1.73,1,0.1,0.117,0.123,0.006,1.341804714,F_sed_4m_R1_F1_30Sep20,1,1
FCR,9/30/20,50,19,4,1,0.0040715,2,1.73,2,0.1,0.117,0.122,0.005,1.118170595,F_sed_4m_R1_F2_30Sep20,1,1
FCR,9/30/20,50,19,4,1,0.0040715,2,1.73,3,0.1,0.117,0.124,0.007,1.565438833,F_sed_4m_R1_F3_30Sep20,1,1
FCR,9/30/20,50,19,4,1,0.0040715,2,1.73,4,0.1,0.117,0.124,0.007,1.565438833,F_sed_4m_R1_F4_30Sep20,1,1
FCR,9/30/20,50,19,4,2,0.0040715,2,1.77,1,0.1,0.118,0.124,0.006,1.372829101,F_sed_4m_R2_F1_30Sep20,1,1
FCR,9/30/20,50,19,4,2,0.0040715,2,1.77,2,0.1,0.117,0.122,0.005,1.144024251,F_sed_4m_R2_F2_30Sep20,1,1
FCR,9/30/20,50,19,4,2,0.0040715,2,1.77,3,0.105,0.116,0.123,0.007,1.525365668,F_sed_4m_R2_F3_30Sep20,1,1
FCR,9/30/20,50,19,4,2,0.0040715,2,1.77,4,0.105,0.117,0.123,0.006,1.307456287,F_sed_4m_R2_F4_30Sep20,1,1
FCR,9/30/20,50,19,8,1,0.0040715,2,1.735,1,0.05,0.116,0.128,0.012,5.382731051,F_sed_8m_R1_F1_30Sep20,1,1
FCR,9/30/20,50,19,8,1,0.0040715,2,1.735,2,0.05,0.117,0.128,0.011,4.93417013,F_sed_8m_R1_F2_30Sep20,1,1
FCR,9/30/20,50,19,8,1,0.0040715,2,1.735,3,0.05,0.117,0.127,0.01,4.485609209,F_sed_8m_R1_F3_30Sep20,1,1
FCR,9/30/20,50,19,8,1,0.0040715,2,1.735,4,0.05,0.117,0.125,0.008,3.588487367,F_sed_8m_R1_F4_30Sep20,1,1
FCR,9/30/20,50,19,8,2,0.0040715,2,1.75,1,0.05,0.118,0.127,0.009,4.071950723,F_sed_8m_R2_F1_30Sep20,1,1
FCR,9/30/20,50,19,8,2,0.0040715,2,1.75,2,0.05,0.117,0.126,0.009,4.071950723,F_sed_8m_R2_F2_30Sep20,1,1
FCR,9/30/20,50,19,8,2,0.0040715,2,1.75,3,0.05,0.116,0.126,0.01,4.524389692,F_sed_8m_R2_F3_30Sep20,1,1
FCR,9/30/20,50,19,8,2,0.0040715,2,1.75,4,0.05,0.116,0.126,0.01,4.524389692,F_sed_8m_R2_F4_30Sep20,1,1
BVR,10/1/20,50,15,4,1,0.0040715,2,1.725,1,0.15,0.116,0.129,0.013,2.447910271,B_sed_4m_R1_F1_01Oct20,1,1
BVR,10/1/20,50,15,4,1,0.0040715,2,1.725,2,0.155,0.117,0.128,0.011,2.004492281,B_sed_4m_R1_F2_01Oct20,1,1
BVR,10/1/20,50,15,4,1,0.0040715,2,1.725,3,0.15,0.117,0.126,0.009,1.69470711,B_sed_4m_R1_F3_01Oct20,1,1
BVR,10/1/20,50,15,4,1,0.0040715,2,1.725,4,0.15,0.117,0.129,0.012,2.259609481,B_sed_4m_R1_F4_01Oct20,1,1
BVR,10/1/20,50,15,8,1,0.0040715,2,1.71,1,0.1,0.117,0.126,0.009,2.51995579,B_sed_8m_R1_F1_01Oct20,1,1
BVR,10/1/20,50,15,8,1,0.0040715,2,1.71,2,0.1,0.117,0.124,0.007,1.959965615,B_sed_8m_R1_F2_01Oct20,1,1
BVR,10/1/20,50,15,8,1,0.0040715,2,1.71,3,0.1,0.118,0.124,0.006,1.679970527,B_sed_8m_R1_F3_01Oct20,1,1
BVR,10/1/20,50,15,8,1,0.0040715,2,1.71,4,0.1,0.117,0.124,0.007,1.959965615,B_sed_8m_R1_F4_01Oct20,1,1
BVR,10/1/20,50,15,8,2,0.0040715,2,1.735,1,0.1,0.117,0.124,0.007,1.988620083,B_sed_8m_R2_F1_01Oct20,1,1
BVR,10/1/20,50,15,8,2,0.0040715,2,1.735,2,0.1,0.117,0.124,0.007,1.988620083,B_sed_8m_R2_F2_01Oct20,1,1
BVR,10/1/20,50,15,8,2,0.0040715,2,1.735,3,0.1,0.117,0.125,0.008,2.272708666,B_sed_8m_R2_F3_01Oct20,1,1
BVR,10/1/20,50,15,8,2,0.0040715,2,1.735,4,0.1,0.116,0.124,0.008,2.272708666,B_sed_8m_R2_F4_01Oct20,1,1
FCR,10/5/20,50,6,4,1,0.0040715,2,1.752,1,0.104,0.117,0.12,0.003,2.068789616,F_sed_4m_R1_F1_05Oct20,1,1
FCR,10/5/20,50,6,4,1,0.0040715,2,1.752,2,0.105,0.117,0.12,0.003,2.049086858,F_sed_4m_R1_F2_05Oct20,1,1
FCR,10/5/20,50,6,4,1,0.0040715,2,1.752,3,0.095,0.117,0.12,0.003,2.264780212,F_sed_4m_R1_F3_05Oct20,1,1
FCR,10/5/20,50,6,4,1,0.0040715,2,1.752,4,0.1,0.116,0.119,0.003,2.151541201,F_sed_4m_R1_F4_05Oct20,1,1
FCR,10/5/20,50,6,4,2,0.0040715,2,1.757,1,0.105,0.117,0.12,0.003,2.054934709,F_sed_4m_R2_F1_05Oct20,1,1
FCR,10/5/20,50,6,4,2,0.0040715,2,1.757,2,0.098,0.118,0.121,0.003,2.201715759,F_sed_4m_R2_F2_05Oct20,1,1
FCR,10/5/20,50,6,4,2,0.0040715,2,1.757,3,0.1,0.118,0.119,0.001,0.719227148,F_sed_4m_R2_F3_05Oct20,1,1
FCR,10/5/20,50,6,4,2,0.0040715,2,1.757,4,0.104,0.117,0.12,0.003,2.074693696,F_sed_4m_R2_F4_05Oct20,1,1
FCR,10/5/20,50,6,8,1,0.0040715,2,1.756,1,0.05,0.117,0.123,0.006,8.625813582,F_sed_8m_R1_F1_05Oct20,1,1
FCR,10/5/20,50,6,8,1,0.0040715,2,1.756,2,0.06,0.117,0.123,0.006,7.188177985,F_sed_8m_R1_F2_05Oct20,1,1
FCR,10/5/20,50,6,8,1,0.0040715,2,1.756,3,0.05,0.117,0.122,0.005,7.188177985,F_sed_8m_R1_F3_05Oct20,1,1
FCR,10/5/20,50,6,8,1,0.0040715,2,1.756,4,0.054,0.116,0.121,0.005,6.655720357,F_sed_8m_R1_F4_05Oct20,1,1
FCR,10/5/20,50,6,8,2,0.0040715,2,1.675,1,0.055,0.117,0.122,0.005,6.233277141,F_sed_8m_R2_F1_05Oct20,1,1
FCR,10/5/20,50,6,8,2,0.0040715,2,1.675,2,0.05,0.117,0.122,0.005,6.856604855,F_sed_8m_R2_F2_05Oct20,1,1
FCR,10/5/20,50,6,8,2,0.0040715,2,1.675,3,0.068,0.117,0.124,0.007,7.058269704,F_sed_8m_R2_F3_05Oct20,1,1
FCR,10/5/20,50,6,8,2,0.0040715,2,1.675,4,0.057,0.117,0.122,0.005,6.014565662,F_sed_8m_R2_F4_05Oct20,1,1
BVR,10/14/20,50,13,4,1,0.0040715,2,1.73,1,0.1,0.117,0.12,0.003,0.980549599,B_sed_4m_R1_F1_14Oct20,1,1
BVR,10/14/20,50,13,4,1,0.0040715,2,1.73,2,0.1,0.116,0.119,0.003,0.980549599,B_sed_4m_R1_F2_14Oct20,1,1
BVR,10/14/20,50,13,4,1,0.0040715,2,1.73,3,0.1,0.118,0.12,0.002,0.653699733,B_sed_4m_R1_F3_14Oct20,1,1
BVR,10/14/20,50,13,4,1,0.0040715,2,1.73,4,0.1,0.117,0.119,0.002,0.653699733,B_sed_4m_R1_F4_14Oct20,1,1
BVR,10/14/20,50,13,8,1,0.0040715,2,1.67,1,0.1,0.117,0.124,0.007,2.20859823,B_sed_8m_R1_F1_14Oct20,1,1
BVR,10/14/20,50,13,8,1,0.0040715,2,1.67,2,0.105,0.117,0.123,0.006,1.80293733,B_sed_8m_R1_F2_14Oct20,1,1
BVR,10/14/20,50,13,8,1,0.0040715,2,1.67,3,0.105,0.117,0.124,0.007,2.103426885,B_sed_8m_R1_F3_14Oct20,1,1
BVR,10/14/20,50,13,8,1,0.0040715,2,1.67,4,0.105,0.117,0.123,0.006,1.80293733,B_sed_8m_R1_F4_14Oct20,1,1
BVR,10/14/20,50,13,8,2,0.0040715,2,1.715,1,0.1,0.117,0.123,0.006,1.944095448,B_sed_8m_R2_F1_14Oct20,1,1
BVR,10/14/20,50,13,8,2,0.0040715,2,1.715,2,0.1,0.117,0.122,0.005,1.62007954,B_sed_8m_R2_F2_14Oct20,1,1
BVR,10/14/20,50,13,8,2,0.0040715,2,1.715,3,0.1,0.117,0.122,0.005,1.62007954,B_sed_8m_R2_F3_14Oct20,1,1
BVR,10/14/20,50,13,8,2,0.0040715,2,1.715,4,0.1,0.116,0.123,0.007,2.268111356,B_sed_8m_R2_F4_14Oct20,1,1
