"Plot Title: hobo40"
"#","Date Time, GMT-04:00","Temp, °C","Batt, V","Coupler Attached","Host Connected","Stopped","End Of File"
1,04/16/18 02:00:00 PM,21.282,3.17,,,,
2,04/16/18 02:15:00 PM,21.473,3.17,,,,
3,04/16/18 02:30:00 PM,21.473,3.17,,,,
4,04/16/18 02:45:00 PM,21.569,3.17,,,,
5,04/16/18 03:00:00 PM,21.569,3.17,,,,
6,04/16/18 03:15:00 PM,21.569,3.17,,,,
7,04/16/18 03:30:00 PM,21.569,3.17,,,,
8,04/16/18 03:45:00 PM,21.664,3.17,,,,
9,04/16/18 04:00:00 PM,21.569,3.17,,,,
10,04/16/18 04:15:00 PM,21.569,3.17,,,,
11,04/16/18 04:30:00 PM,21.569,3.17,,,,
12,04/16/18 04:45:00 PM,21.569,3.17,,,,
13,04/16/18 05:00:00 PM,21.569,3.17,,,,
14,04/16/18 05:15:00 PM,21.569,3.17,,,,
15,04/16/18 05:30:00 PM,21.569,3.17,,,,
16,04/16/18 05:45:00 PM,21.569,3.17,,,,
17,04/16/18 06:00:00 PM,21.569,3.14,,,,
18,04/16/18 06:15:00 PM,21.569,3.14,,,,
19,04/16/18 06:30:00 PM,21.569,3.14,,,,
20,04/16/18 06:45:00 PM,21.473,3.14,,,,
21,04/16/18 07:00:00 PM,21.473,3.14,,,,
22,04/16/18 07:15:00 PM,21.569,3.14,,,,
23,04/16/18 07:30:00 PM,21.473,3.14,,,,
24,04/16/18 07:45:00 PM,21.473,3.14,,,,
25,04/16/18 08:00:00 PM,21.473,3.14,,,,
26,04/16/18 08:15:00 PM,21.473,3.14,,,,
27,04/16/18 08:30:00 PM,21.473,3.14,,,,
28,04/16/18 08:45:00 PM,21.473,3.14,,,,
29,04/16/18 09:00:00 PM,21.473,3.14,,,,
30,04/16/18 09:15:00 PM,21.473,3.14,,,,
31,04/16/18 09:30:00 PM,21.473,3.14,,,,
32,04/16/18 09:45:00 PM,21.473,3.14,,,,
33,04/16/18 10:00:00 PM,21.473,3.14,,,,
34,04/16/18 10:15:00 PM,21.473,3.14,,,,
35,04/16/18 10:30:00 PM,21.378,3.14,,,,
36,04/16/18 10:45:00 PM,21.473,3.14,,,,
37,04/16/18 11:00:00 PM,21.473,3.14,,,,
38,04/16/18 11:15:00 PM,21.378,3.14,,,,
39,04/16/18 11:30:00 PM,21.378,3.14,,,,
40,04/16/18 11:45:00 PM,21.378,3.14,,,,
41,04/17/18 12:00:00 AM,21.378,3.14,,,,
42,04/17/18 12:15:00 AM,21.378,3.14,,,,
43,04/17/18 12:30:00 AM,21.378,3.14,,,,
44,04/17/18 12:45:00 AM,21.378,3.12,,,,
45,04/17/18 01:00:00 AM,21.378,3.12,,,,
46,04/17/18 01:15:00 AM,21.282,3.12,,,,
47,04/17/18 01:30:00 AM,21.282,3.12,,,,
48,04/17/18 01:45:00 AM,21.282,3.12,,,,
49,04/17/18 02:00:00 AM,21.282,3.12,,,,
50,04/17/18 02:15:00 AM,21.282,3.12,,,,
51,04/17/18 02:30:00 AM,21.282,3.12,,,,
52,04/17/18 02:45:00 AM,21.282,3.12,,,,
53,04/17/18 03:00:00 AM,21.282,3.12,,,,
54,04/17/18 03:15:00 AM,21.187,3.12,,,,
55,04/17/18 03:30:00 AM,21.187,3.12,,,,
56,04/17/18 03:45:00 AM,21.187,3.12,,,,
57,04/17/18 04:00:00 AM,21.187,3.12,,,,
58,04/17/18 04:15:00 AM,21.187,3.12,,,,
59,04/17/18 04:30:00 AM,21.187,3.12,,,,
60,04/17/18 04:45:00 AM,21.187,3.12,,,,
61,04/17/18 05:00:00 AM,21.187,3.12,,,,
62,04/17/18 05:15:00 AM,21.187,3.12,,,,
63,04/17/18 05:30:00 AM,21.187,3.12,,,,
64,04/17/18 05:45:00 AM,21.187,3.12,,,,
65,04/17/18 06:00:00 AM,21.187,3.12,,,,
66,04/17/18 06:15:00 AM,21.187,3.12,,,,
67,04/17/18 06:30:00 AM,21.187,3.12,,,,
68,04/17/18 06:45:00 AM,21.187,3.12,,,,
69,04/17/18 07:00:00 AM,21.091,3.12,,,,
70,04/17/18 07:15:00 AM,21.187,3.12,,,,
71,04/17/18 07:30:00 AM,20.519,3.12,,,,
72,04/17/18 07:45:00 AM,12.497,3.12,,,,
73,04/17/18 08:00:00 AM,6.775,3.12,,,,
74,04/17/18 08:15:00 AM,4.831,3.10,,,,
75,04/17/18 08:30:00 AM,3.998,3.12,,,,
76,04/17/18 08:45:00 AM,3.788,3.12,,,,
77,04/17/18 09:00:00 AM,3.578,3.12,,,,
78,04/17/18 09:15:00 AM,3.683,3.12,,,,
79,04/17/18 09:30:00 AM,4.727,3.12,,,,
80,04/17/18 09:45:00 AM,8.581,3.12,,,,
81,04/17/18 10:00:00 AM,10.259,3.10,,,,
