"Plot Title: MEL_1_test"
"#","Date Time, GMT-04:00","Temp, °F","Coupler Detached","Coupler Attached","Host Connected","Stopped","End Of File"
1,04/28/17 01:35:22 PM,73.062,,,,,
2,04/28/17 01:35:25 PM,,Logged,,,,
3,04/28/17 01:50:22 PM,71.339,,,,,
4,04/28/17 02:05:22 PM,70.480,,,,,
5,04/28/17 02:20:22 PM,70.137,,,,,
6,04/28/17 02:35:22 PM,69.964,,,,,
7,04/28/17 02:50:22 PM,70.137,,,,,
8,04/28/17 03:05:22 PM,70.137,,,,,
9,04/28/17 03:20:22 PM,70.137,,,,,
10,04/28/17 03:35:22 PM,69.964,,,,,
11,04/28/17 03:50:22 PM,69.964,,,,,
12,04/28/17 04:05:22 PM,70.137,,,,,
13,04/28/17 04:20:22 PM,70.308,,,,,
14,04/28/17 04:35:22 PM,70.308,,,,,
15,04/28/17 04:50:22 PM,70.308,,,,,
16,04/28/17 05:05:22 PM,69.964,,,,,
17,04/28/17 05:20:22 PM,70.137,,,,,
18,04/28/17 05:35:22 PM,69.964,,,,,
19,04/28/17 05:50:22 PM,69.622,,,,,
20,04/28/17 06:05:22 PM,69.622,,,,,
21,04/28/17 06:20:22 PM,69.449,,,,,
22,04/28/17 06:35:22 PM,69.278,,,,,
23,04/28/17 06:50:22 PM,69.278,,,,,
24,04/28/17 07:05:22 PM,69.107,,,,,
25,04/28/17 07:20:22 PM,69.107,,,,,
26,04/28/17 07:35:22 PM,68.934,,,,,
27,04/28/17 07:50:22 PM,68.934,,,,,
28,04/28/17 08:05:22 PM,68.763,,,,,
29,04/28/17 08:20:22 PM,68.763,,,,,
30,04/28/17 08:35:22 PM,68.592,,,,,
31,04/28/17 08:50:22 PM,68.592,,,,,
32,04/28/17 09:05:22 PM,68.592,,,,,
33,04/28/17 09:20:22 PM,68.421,,,,,
34,04/28/17 09:35:22 PM,68.421,,,,,
35,04/28/17 09:50:22 PM,68.421,,,,,
36,04/28/17 10:05:22 PM,68.248,,,,,
