"Plot Title: hobo site 20"
"#","Date Time, GMT-04:00","Temp, °F","Batt, V","Coupler Attached","Host Connected","Stopped","End Of File"
1,04/16/18 02:00:00 PM,70.137,3.12,,,,
2,04/16/18 02:15:00 PM,70.308,3.12,,,,
3,04/16/18 02:30:00 PM,70.480,3.12,,,,
4,04/16/18 02:45:00 PM,70.651,3.10,,,,
5,04/16/18 03:00:00 PM,70.651,3.10,,,,
6,04/16/18 03:15:00 PM,70.824,3.10,,,,
7,04/16/18 03:30:00 PM,70.824,3.10,,,,
8,04/16/18 03:45:00 PM,70.824,3.10,,,,
9,04/16/18 04:00:00 PM,70.824,3.10,,,,
10,04/16/18 04:15:00 PM,70.824,3.10,,,,
11,04/16/18 04:30:00 PM,70.824,3.10,,,,
12,04/16/18 04:45:00 PM,70.824,3.10,,,,
13,04/16/18 05:00:00 PM,70.824,3.10,,,,
14,04/16/18 05:15:00 PM,70.824,3.10,,,,
15,04/16/18 05:30:00 PM,70.824,3.10,,,,
16,04/16/18 05:45:00 PM,70.651,3.10,,,,
17,04/16/18 06:00:00 PM,70.651,3.10,,,,
18,04/16/18 06:15:00 PM,70.651,3.10,,,,
19,04/16/18 06:30:00 PM,70.651,3.10,,,,
20,04/16/18 06:45:00 PM,70.651,3.10,,,,
21,04/16/18 07:00:00 PM,70.651,3.10,,,,
22,04/16/18 07:15:00 PM,70.651,3.10,,,,
23,04/16/18 07:30:00 PM,70.651,3.10,,,,
24,04/16/18 07:45:00 PM,70.651,3.10,,,,
25,04/16/18 08:00:00 PM,70.651,3.10,,,,
26,04/16/18 08:15:00 PM,70.651,3.10,,,,
27,04/16/18 08:30:00 PM,70.651,3.08,,,,
28,04/16/18 08:45:00 PM,70.651,3.08,,,,
29,04/16/18 09:00:00 PM,70.651,3.08,,,,
30,04/16/18 09:15:00 PM,70.480,3.08,,,,
31,04/16/18 09:30:00 PM,70.651,3.08,,,,
32,04/16/18 09:45:00 PM,70.480,3.08,,,,
33,04/16/18 10:00:00 PM,70.480,3.08,,,,
34,04/16/18 10:15:00 PM,70.480,3.08,,,,
35,04/16/18 10:30:00 PM,70.480,3.08,,,,
36,04/16/18 10:45:00 PM,70.480,3.08,,,,
37,04/16/18 11:00:00 PM,70.480,3.08,,,,
38,04/16/18 11:15:00 PM,70.480,3.08,,,,
39,04/16/18 11:30:00 PM,70.480,3.08,,,,
40,04/16/18 11:45:00 PM,70.480,3.08,,,,
41,04/17/18 12:00:00 AM,70.480,3.08,,,,
42,04/17/18 12:15:00 AM,70.480,3.08,,,,
43,04/17/18 12:30:00 AM,70.480,3.08,,,,
44,04/17/18 12:45:00 AM,70.308,3.08,,,,
45,04/17/18 01:00:00 AM,70.308,3.08,,,,
46,04/17/18 01:15:00 AM,70.308,3.08,,,,
47,04/17/18 01:30:00 AM,70.308,3.08,,,,
48,04/17/18 01:45:00 AM,70.308,3.08,,,,
49,04/17/18 02:00:00 AM,70.308,3.08,,,,
50,04/17/18 02:15:00 AM,70.308,3.08,,,,
51,04/17/18 02:30:00 AM,70.308,3.08,,,,
52,04/17/18 02:45:00 AM,70.308,3.08,,,,
53,04/17/18 03:00:00 AM,70.308,3.08,,,,
54,04/17/18 03:15:00 AM,70.137,3.05,,,,
55,04/17/18 03:30:00 AM,70.137,3.05,,,,
56,04/17/18 03:45:00 AM,70.137,3.05,,,,
57,04/17/18 04:00:00 AM,70.137,3.05,,,,
58,04/17/18 04:15:00 AM,70.137,3.05,,,,
59,04/17/18 04:30:00 AM,70.137,3.05,,,,
60,04/17/18 04:45:00 AM,70.137,3.05,,,,
61,04/17/18 05:00:00 AM,70.137,3.05,,,,
62,04/17/18 05:15:00 AM,70.137,3.05,,,,
63,04/17/18 05:30:00 AM,70.137,3.05,,,,
64,04/17/18 05:45:00 AM,69.964,3.05,,,,
65,04/17/18 06:00:00 AM,69.964,3.05,,,,
66,04/17/18 06:15:00 AM,70.137,3.05,,,,
67,04/17/18 06:30:00 AM,70.137,3.05,,,,
68,04/17/18 06:45:00 AM,69.964,3.05,,,,
69,04/17/18 07:00:00 AM,69.964,3.05,,,,
70,04/17/18 07:15:00 AM,69.964,3.05,,,,
71,04/17/18 07:30:00 AM,69.449,3.05,,,,
72,04/17/18 07:45:00 AM,57.785,3.08,,,,
73,04/17/18 08:00:00 AM,46.548,3.05,,,,
74,04/17/18 08:15:00 AM,41.810,3.05,,,,
75,04/17/18 08:30:00 AM,39.760,3.05,,,,
76,04/17/18 08:45:00 AM,39.007,3.05,,,,
77,04/17/18 09:00:00 AM,38.629,3.05,,,,
78,04/17/18 09:15:00 AM,39.573,3.05,,,,
79,04/17/18 09:30:00 AM,41.067,3.03,,,,
80,04/17/18 09:45:00 AM,45.648,3.05,,,,
81,04/17/18 10:00:00 AM,49.050,3.05,,,,
82,04/17/18 10:15:00 AM,50.643,3.03,,,,
83,04/17/18 10:30:00 AM,52.050,3.03,,,,
84,04/17/18 10:45:00 AM,52.750,3.05,,,,
85,04/17/18 11:00:00 AM,54.322,3.05,,,,
86,04/17/18 11:15:00 AM,55.537,3.05,,,,
87,04/17/18 11:30:00 AM,55.711,3.05,,,,
88,04/17/18 11:45:00 AM,55.711,3.05,,,,
89,04/17/18 12:00:00 PM,55.711,3.05,,,,
90,04/17/18 12:15:00 PM,55.884,3.05,,,,
91,04/17/18 12:30:00 PM,55.884,3.05,,,,
92,04/17/18 12:45:00 PM,56.057,3.05,,,,
93,04/17/18 01:00:00 PM,56.057,3.05,,,,
94,04/17/18 01:15:00 PM,56.404,3.05,,,,
95,04/17/18 01:30:00 PM,56.404,3.05,,,,
96,04/17/18 01:45:00 PM,56.577,3.05,,,,
97,04/17/18 02:00:00 PM,56.577,3.05,,,,
98,04/17/18 02:15:00 PM,56.577,3.05,,,,
99,04/17/18 02:30:00 PM,56.577,3.05,,,,
100,04/17/18 02:45:00 PM,56.923,3.05,,,,
101,04/17/18 03:00:00 PM,56.923,3.05,,,,
102,04/17/18 03:15:00 PM,57.441,3.05,,,,
103,04/17/18 03:30:00 PM,57.785,3.05,,,,
104,04/17/18 03:45:00 PM,57.958,3.05,,,,
105,04/17/18 04:00:00 PM,57.958,3.05,,,,
106,04/17/18 04:15:00 PM,57.958,3.03,,,,
107,04/17/18 04:30:00 PM,57.958,3.03,,,,
108,04/17/18 04:45:00 PM,57.785,3.03,,,,
109,04/17/18 05:00:00 PM,57.785,3.03,,,,
110,04/17/18 05:15:00 PM,57.785,3.03,,,,
111,04/17/18 05:30:00 PM,57.785,3.03,,,,
112,04/17/18 05:45:00 PM,57.785,3.03,,,,
113,04/17/18 06:00:00 PM,57.785,3.03,,,,
114,04/17/18 06:15:00 PM,57.441,3.03,,,,
115,04/17/18 06:30:00 PM,57.614,3.03,,,,
116,04/17/18 06:45:00 PM,57.785,3.03,,,,
117,04/17/18 07:00:00 PM,57.268,3.03,,,,
118,04/17/18 07:15:00 PM,56.750,3.03,,,,
