"Plot Title: MEL_4_test"
"#","Date Time, GMT-04:00","Temp, °F","Coupler Detached","Host Connected","Coupler Attached","Stopped","End Of File"
1,04/28/17 01:39:13 PM,71.856,,,,,
2,04/28/17 01:39:16 PM,,Logged,,,,
3,04/28/17 01:54:13 PM,70.824,,,,,
4,04/28/17 02:09:13 PM,70.480,,,,,
5,04/28/17 02:24:13 PM,70.308,,,,,
6,04/28/17 02:39:13 PM,70.137,,,,,
7,04/28/17 02:54:13 PM,70.308,,,,,
8,04/28/17 03:09:13 PM,70.308,,,,,
9,04/28/17 03:24:13 PM,70.308,,,,,
10,04/28/17 03:39:13 PM,69.964,,,,,
11,04/28/17 03:54:13 PM,70.308,,,,,
12,04/28/17 04:09:13 PM,70.480,,,,,
13,04/28/17 04:24:13 PM,70.480,,,,,
14,04/28/17 04:39:13 PM,70.480,,,,,
15,04/28/17 04:54:13 PM,70.480,,,,,
16,04/28/17 05:09:13 PM,70.308,,,,,
17,04/28/17 05:24:13 PM,70.308,,,,,
18,04/28/17 05:39:13 PM,69.964,,,,,
19,04/28/17 05:54:13 PM,69.793,,,,,
20,04/28/17 06:09:13 PM,69.622,,,,,
21,04/28/17 06:24:13 PM,69.449,,,,,
22,04/28/17 06:39:13 PM,69.278,,,,,
23,04/28/17 06:54:13 PM,69.278,,,,,
24,04/28/17 07:09:13 PM,69.107,,,,,
25,04/28/17 07:24:13 PM,69.107,,,,,
26,04/28/17 07:39:13 PM,69.107,,,,,
27,04/28/17 07:54:13 PM,68.934,,,,,
28,04/28/17 08:09:13 PM,68.934,,,,,
29,04/28/17 08:24:13 PM,68.763,,,,,
30,04/28/17 08:39:13 PM,68.763,,,,,
31,04/28/17 08:54:13 PM,68.763,,,,,
32,04/28/17 09:09:13 PM,68.592,,,,,
33,04/28/17 09:24:13 PM,68.592,,,,,
34,04/28/17 09:39:13 PM,68.592,,,,,
35,04/28/17 09:54:13 PM,68.421,,,,,
36,04/28/17 10:09:13 PM,68.421,,,,,
37,04/28/17 10:24:13 PM,68.421,,,,,
38,04/28/17 10:39:13 PM,68.421,,,,,
39,04/28/17 10:54:13 PM,68.421,,,,,
40,04/28/17 11:09:13 PM,68.421,,,,,
41,04/28/17 11:24:13 PM,68.248,,,,,
42,04/28/17 11:39:13 PM,68.248,,,,,
43,04/28/17 11:54:13 PM,68.248,,,,,
44,04/29/17 12:09:13 AM,68.248,,,,,
45,04/29/17 12:24:13 AM,68.248,,,,,
46,04/29/17 12:39:13 AM,68.077,,,,,
47,04/29/17 12:54:13 AM,68.077,,,,,
48,04/29/17 01:09:13 AM,68.077,,,,,
49,04/29/17 01:24:13 AM,68.077,,,,,
50,04/29/17 01:39:13 AM,68.077,,,,,
51,04/29/17 01:54:13 AM,68.077,,,,,
52,04/29/17 02:09:13 AM,68.077,,,,,
53,04/29/17 02:24:13 AM,68.077,,,,,
54,04/29/17 02:39:13 AM,67.906,,,,,
55,04/29/17 02:54:13 AM,67.906,,,,,
56,04/29/17 03:09:13 AM,67.906,,,,,
57,04/29/17 03:24:13 AM,67.906,,,,,
58,04/29/17 03:39:13 AM,67.906,,,,,
59,04/29/17 03:54:13 AM,67.906,,,,,
60,04/29/17 04:09:13 AM,67.906,,,,,
61,04/29/17 04:24:13 AM,67.906,,,,,
62,04/29/17 04:39:13 AM,67.906,,,,,
63,04/29/17 04:54:13 AM,67.906,,,,,
64,04/29/17 05:09:13 AM,67.735,,,,,
65,04/29/17 05:24:13 AM,67.735,,,,,
66,04/29/17 05:39:13 AM,67.735,,,,,
67,04/29/17 05:54:13 AM,67.735,,,,,
68,04/29/17 06:09:13 AM,67.735,,,,,
69,04/29/17 06:24:13 AM,67.735,,,,,
70,04/29/17 06:39:13 AM,67.735,,,,,
71,04/29/17 06:54:13 AM,67.735,,,,,
72,04/29/17 07:09:13 AM,67.564,,,,,
73,04/29/17 07:24:13 AM,67.564,,,,,
74,04/29/17 07:39:13 AM,67.564,,,,,
75,04/29/17 07:54:13 AM,67.735,,,,,
76,04/29/17 08:09:13 AM,67.735,,,,,
77,04/29/17 08:24:13 AM,67.735,,,,,
78,04/29/17 08:39:13 AM,67.735,,,,,
79,04/29/17 08:54:13 AM,67.735,,,,,
80,04/29/17 09:09:13 AM,68.077,,,,,
81,04/29/17 09:24:13 AM,67.906,,,,,
82,04/29/17 09:39:13 AM,67.906,,,,,
83,04/29/17 09:54:13 AM,68.077,,,,,
84,04/29/17 10:09:13 AM,68.077,,,,,
85,04/29/17 10:24:13 AM,68.077,,,,,
86,04/29/17 10:39:13 AM,68.248,,,,,
87,04/29/17 10:54:13 AM,68.421,,,,,
88,04/29/17 11:09:13 AM,68.421,,,,,
89,04/29/17 11:24:13 AM,68.592,,,,,
90,04/29/17 11:39:13 AM,68.763,,,,,
91,04/29/17 11:54:13 AM,68.934,,,,,
92,04/29/17 12:09:13 PM,69.278,,,,,
93,04/29/17 12:24:13 PM,69.449,,,,,
94,04/29/17 12:39:13 PM,69.622,,,,,
95,04/29/17 12:54:13 PM,69.793,,,,,
96,04/29/17 01:09:13 PM,69.964,,,,,
97,04/29/17 01:24:13 PM,70.137,,,,,
98,04/29/17 01:39:13 PM,70.137,,,,,
99,04/29/17 01:54:13 PM,70.308,,,,,
100,04/29/17 02:09:13 PM,70.308,,,,,
101,04/29/17 02:24:13 PM,70.480,,,,,
102,04/29/17 02:39:13 PM,70.480,,,,,
103,04/29/17 02:54:13 PM,70.480,,,,,
104,04/29/17 03:09:13 PM,70.480,,,,,
105,04/29/17 03:24:13 PM,70.651,,,,,
106,04/29/17 03:39:13 PM,70.651,,,,,
107,04/29/17 03:54:13 PM,70.651,,,,,
108,04/29/17 04:09:13 PM,70.651,,,,,
109,04/29/17 04:24:13 PM,70.651,,,,,
110,04/29/17 04:39:13 PM,70.651,,,,,
111,04/29/17 04:54:13 PM,70.651,,,,,
112,04/29/17 05:09:13 PM,70.651,,,,,
113,04/29/17 05:24:13 PM,70.651,,,,,
114,04/29/17 05:39:13 PM,70.480,,,,,
115,04/29/17 05:54:13 PM,70.480,,,,,
116,04/29/17 06:09:13 PM,70.308,,,,,
117,04/29/17 06:24:13 PM,70.308,,,,,
118,04/29/17 06:39:13 PM,70.308,,,,,
119,04/29/17 06:54:13 PM,70.308,,,,,
120,04/29/17 07:09:13 PM,70.137,,,,,
121,04/29/17 07:24:13 PM,70.137,,,,,
122,04/29/17 07:39:13 PM,70.137,,,,,
123,04/29/17 07:54:13 PM,69.964,,,,,
124,04/29/17 08:09:13 PM,69.964,,,,,
125,04/29/17 08:24:13 PM,69.964,,,,,
126,04/29/17 08:39:13 PM,69.964,,,,,
127,04/29/17 08:54:13 PM,69.793,,,,,
128,04/29/17 09:09:13 PM,69.793,,,,,
129,04/29/17 09:24:13 PM,69.793,,,,,
130,04/29/17 09:39:13 PM,69.793,,,,,
131,04/29/17 09:54:13 PM,69.622,,,,,
132,04/29/17 10:09:13 PM,69.622,,,,,
133,04/29/17 10:24:13 PM,69.622,,,,,
134,04/29/17 10:39:13 PM,69.622,,,,,
135,04/29/17 10:54:13 PM,69.622,,,,,
136,04/29/17 11:09:13 PM,69.449,,,,,
137,04/29/17 11:24:13 PM,69.278,,,,,
138,04/29/17 11:39:13 PM,69.278,,,,,
139,04/29/17 11:54:13 PM,69.278,,,,,
140,04/30/17 12:09:13 AM,69.107,,,,,
141,04/30/17 12:24:13 AM,69.107,,,,,
142,04/30/17 12:39:13 AM,68.934,,,,,
143,04/30/17 12:54:13 AM,68.934,,,,,
144,04/30/17 01:09:13 AM,68.934,,,,,
145,04/30/17 01:24:13 AM,68.934,,,,,
146,04/30/17 01:39:13 AM,68.763,,,,,
147,04/30/17 01:54:13 AM,68.763,,,,,
148,04/30/17 02:09:13 AM,68.763,,,,,
149,04/30/17 02:24:13 AM,68.592,,,,,
150,04/30/17 02:39:13 AM,68.592,,,,,
151,04/30/17 02:54:13 AM,68.592,,,,,
