"Reservoir","Site","DateTime","Depth_m","Rep","CH4_umolL","CO2_umolL","Flag_DateTime","Flag_CH4_umolL","Flag_CO2_umolL"
"BVR","50",2016-08-05 12:00:00,6,"2",NA,NA,1,1,1
"BVR","50",2016-08-05 12:00:00,7,"1",4.220927357,84.57064032,1,4,0
"BVR","50",2016-08-05 12:00:00,7,"2",2.06071181,86.0128063,1,4,0
"BVR","50",2016-08-05 12:00:00,8,"1",25.61481536,94.81052116,1,0,0
"BVR","50",2016-08-05 12:00:00,8,"2",26.93856865,79.755177,1,0,0
"BVR","50",2016-08-05 12:00:00,9,"1",135.3837341,376.9858155,1,0,3
"BVR","50",2016-08-05 12:00:00,9,"2",120.4582953,252.4228288,1,0,3
"BVR","50",2016-08-05 12:00:00,11,"1",356.8164684,413.5241596,1,0,0
"BVR","50",2016-08-05 12:00:00,11,"2",357.1916595,400.9603164,1,0,0
"FCR","1.1",2016-08-08 12:00:00,0.1,"1",3.372204028,111.432213,1,0,0
"FCR","1.1",2016-08-08 12:00:00,0.1,"2",3.099451364,107.6624594,1,0,0
"FCR","100",2016-08-08 12:00:00,0.1,"1",0.027060048,14.99826447,1,0,0
"FCR","100",2016-08-08 12:00:00,0.1,"2",0.024786265,17.88317875,1,0,0
"FCR","50",2016-08-08 12:00:00,0.1,"1",0.816928981,18.40482025,1,0,0
"FCR","50",2016-08-08 12:00:00,0.1,"2",1.016607069,18.30994427,1,0,0
"FCR","50",2016-08-08 12:00:00,1.6,"1",0.545309675,16.15536633,1,0,0
"FCR","50",2016-08-08 12:00:00,1.6,"2",0.598189772,17.5277613,1,0,0
"FCR","50",2016-08-08 12:00:00,3.8,"1",0.68324885,61.68482445,1,0,0
"FCR","50",2016-08-08 12:00:00,3.8,"2",0.663296828,56.11661528,1,0,0
"FCR","50",2016-08-08 12:00:00,5,"1",0.45659309,91.2829675,1,0,0
"FCR","50",2016-08-08 12:00:00,5,"2",0.461682244,89.57432794,1,0,0
"FCR","50",2016-08-08 12:00:00,6.2,"1",8.216172105,108.8184545,1,0,0
"FCR","50",2016-08-08 12:00:00,6.2,"2",7.740718008,102.7344794,1,0,0
"FCR","50",2016-08-08 12:00:00,8,"1",2.817755989,244.0959198,1,0,0
"FCR","50",2016-08-08 12:00:00,8,"2",2.771551986,252.0121738,1,0,0
"FCR","50",2016-08-08 12:00:00,9,"1",1.34361872,234.6115772,1,0,0
"FCR","50",2016-08-08 12:00:00,9,"2",1.36455198,231.7034007,1,0,0
"BVR","1.1",2016-08-11 12:00:00,0.1,"1",210.3716179,442.8566205,1,0,0
"BVR","1.1",2016-08-11 12:00:00,0.1,"2",210.8107523,474.4055202,1,0,0
"BVR","50",2016-08-11 12:00:00,0.1,"1",0.535987943,11.40585894,1,0,0
"BVR","50",2016-08-11 12:00:00,0.1,"2",NA,NA,1,1,1
"BVR","50",2016-08-11 12:00:00,3,"1",0.587663226,18.91144625,1,0,0
"BVR","50",2016-08-11 12:00:00,3,"2",0.62274194,17.38143822,1,0,0
"BVR","50",2016-08-11 12:00:00,6,"1",NA,66.17595999,1,1,0
"BVR","50",2016-08-11 12:00:00,6,"2",NA,NA,1,1,1
"BVR","50",2016-08-11 12:00:00,9,"1",301.9325066,279.1818373,1,0,0
"BVR","50",2016-08-11 12:00:00,9,"2",281.6420034,326.5928469,1,0,0
"BVR","50",2016-08-11 12:00:00,11,"1",505.154617,NA,1,0,1
"BVR","50",2016-08-11 12:00:00,11,"2",NA,NA,1,1,1
"FCR","1.1",2016-08-15 12:00:00,0.1,"1",2.115236587,53.74200708,1,0,0
"FCR","1.1",2016-08-15 12:00:00,0.1,"2",1.84161038,50.59714606,1,0,0
"FCR","100",2016-08-15 12:00:00,0.1,"1",NA,14.05002045,1,1,0
"FCR","100",2016-08-15 12:00:00,0.1,"2",NA,NA,1,1,1
"FCR","50",2016-08-15 12:00:00,0.1,"1",0.53680895,14.98373542,1,0,0
"FCR","50",2016-08-15 12:00:00,0.1,"2",0.688656688,15.25082688,1,0,0
"FCR","50",2016-08-15 12:00:00,1.6,"1",0.804835574,19.48564905,1,0,0
"FCR","50",2016-08-15 12:00:00,1.6,"2",0.650357977,14.92651979,1,0,0
"FCR","50",2016-08-15 12:00:00,3.8,"1",0.433458967,30.01955178,1,0,0
"FCR","50",2016-08-15 12:00:00,3.8,"2",0.470331083,29.47021259,1,0,0
"FCR","50",2016-08-15 12:00:00,5,"1",2.885995557,59.21403546,1,0,0
"FCR","50",2016-08-15 12:00:00,5,"2",3.05396412,49.64073283,1,0,0
"FCR","50",2016-08-15 12:00:00,6.2,"1",49.1871743,146.5744195,1,0,0
"FCR","50",2016-08-15 12:00:00,6.2,"2",43.36215451,139.6965825,1,0,0
"FCR","50",2016-08-15 12:00:00,8,"1",13.1036316,251.0994737,1,0,0
"FCR","50",2016-08-15 12:00:00,8,"2",NA,NA,1,1,1
"FCR","50",2016-08-15 12:00:00,9,"1",0.582390787,237.6267194,1,0,0
"FCR","50",2016-08-15 12:00:00,9,"2",0.657127929,306.4227626,1,0,0
"BVR","1.1",2016-08-18 12:00:00,0.1,"1",250.4708808,486.9571567,1,0,0
"BVR","1.1",2016-08-18 12:00:00,0.1,"2",222.7574671,518.7428125,1,0,0
"BVR","50",2016-08-18 12:00:00,0.1,"1",0.640356448,14.00381605,1,0,0
"BVR","50",2016-08-18 12:00:00,0.1,"2",0.771764633,13.25550226,1,0,0
"BVR","50",2016-08-18 12:00:00,3,"1",0.771764633,14.73034533,1,0,0
"BVR","50",2016-08-18 12:00:00,3,"2",0.674588532,12.80243315,1,0,0
"BVR","50",2016-08-18 12:00:00,6,"1",0.369925767,50.68427904,1,0,0
"BVR","50",2016-08-18 12:00:00,6,"2",0.334689418,52.73046877,1,0,0
"BVR","50",2016-08-18 12:00:00,9,"1",NA,NA,1,1,1
"BVR","50",2016-08-18 12:00:00,9,"2",114.4438869,323.4169598,1,0,0
"BVR","50",2016-08-18 12:00:00,11,"1",444.9249628,548.0851603,1,0,0
"BVR","50",2016-08-18 12:00:00,11,"2",426.6197929,582.1934494,1,0,0
"BVR","1.1",2016-08-23 12:00:00,0.1,"1",125.3623722,434.6658244,1,0,0
"BVR","1.1",2016-08-23 12:00:00,0.1,"2",147.1410032,426.981076,1,0,0
"BVR","50",2016-08-23 12:00:00,0.1,"1",1.000902558,13.27819579,1,0,0
"BVR","50",2016-08-23 12:00:00,0.1,"2",0.974353254,12.19945931,1,0,0
"BVR","50",2016-08-23 12:00:00,3,"1",0.978150808,13.89846413,1,0,0
"BVR","50",2016-08-23 12:00:00,3,"2",0.969883496,12.3990594,1,0,0
"BVR","50",2016-08-23 12:00:00,6,"1",0.467363399,62.87635343,1,0,0
"BVR","50",2016-08-23 12:00:00,6,"2",0.488008789,61.26614369,1,0,0
"BVR","50",2016-08-23 12:00:00,9,"1",195.3875609,324.0666146,1,0,3
"BVR","50",2016-08-23 12:00:00,9,"2",183.1800296,441.1301174,1,0,3
"BVR","50",2016-08-23 12:00:00,11,"1",288.3868241,544.451033,1,0,0
"BVR","50",2016-08-23 12:00:00,11,"2",NA,NA,1,1,1
"FCR","1.1",2016-08-26 12:00:00,0.1,"1",3.16299004,119.2245038,1,0,0
"FCR","1.1",2016-08-26 12:00:00,0.1,"2",3.102235639,123.1071563,1,0,0
"FCR","100",2016-08-26 12:00:00,0.1,"1",0.027954533,17.3617986,1,0,0
"FCR","100",2016-08-26 12:00:00,0.1,"2",0.028900619,16.21914954,1,0,0
"FCR","50",2016-08-26 12:00:00,0.1,"1",0.914373294,13.40653241,1,0,0
"FCR","50",2016-08-26 12:00:00,0.1,"2",0.880429781,14.03302747,1,0,0
"FCR","50",2016-08-26 12:00:00,1.6,"1",0.916793394,18.43640718,1,0,0
"FCR","50",2016-08-26 12:00:00,1.6,"2",0.931301572,13.87054139,1,0,0
"FCR","50",2016-08-26 12:00:00,3.8,"1",1.039434112,41.55332733,1,0,0
"FCR","50",2016-08-26 12:00:00,3.8,"2",1.063300891,46.05152925,1,0,0
"FCR","50",2016-08-26 12:00:00,5,"1",12.04202337,89.93245717,1,0,0
"FCR","50",2016-08-26 12:00:00,5,"2",11.13070736,100.3155722,1,0,0
"FCR","50",2016-08-26 12:00:00,6.2,"1",41.69151591,124.0265494,1,0,0
"FCR","50",2016-08-26 12:00:00,6.2,"2",41.01986302,119.4935445,1,0,0
"FCR","50",2016-08-26 12:00:00,8,"1",0.145777175,457.6982762,1,0,0
"FCR","50",2016-08-26 12:00:00,8,"2",NA,NA,1,1,1
"FCR","50",2016-08-26 12:00:00,9,"1",0.33180541,450.5196116,1,3,0
"FCR","50",2016-08-26 12:00:00,9,"2",0.209542538,437.0131236,1,3,0
"FCR","1.1",2016-09-02 12:00:00,0.1,"1",3.845138169,143.6700048,1,0,0
"FCR","1.1",2016-09-02 12:00:00,0.1,"2",3.94836052,120.9320934,1,0,0
"FCR","100",2016-09-02 12:00:00,0.1,"1",0.040652353,16.02847965,1,0,0
"FCR","100",2016-09-02 12:00:00,0.1,"2",0.029438499,15.34478214,1,0,0
"FCR","50",2016-09-02 12:00:00,0.1,"1",0.842263022,15.34478214,1,0,0
"FCR","50",2016-09-02 12:00:00,0.1,"2",NA,NA,1,1,1
"FCR","50",2016-09-02 12:00:00,1.6,"1",0.6459621,14.24372561,1,0,0
"FCR","50",2016-09-02 12:00:00,1.6,"2",NA,NA,1,1,1
"FCR","50",2016-09-02 12:00:00,3.8,"1",0.242787101,56.10645011,1,0,0
"FCR","50",2016-09-02 12:00:00,3.8,"2",0.257269007,53.07833294,1,0,0
"FCR","50",2016-09-02 12:00:00,5,"1",27.10069518,89.56221193,1,0,3
"FCR","50",2016-09-02 12:00:00,5,"2",20.524181,147.9106499,1,0,3
"FCR","50",2016-09-02 12:00:00,6.2,"1",108.9775307,165.6822343,1,0,0
"FCR","50",2016-09-02 12:00:00,6.2,"2",109.8541611,166.3876384,1,0,0
"FCR","50",2016-09-02 12:00:00,8,"1",18.66929178,426.5779703,1,0,0
"FCR","50",2016-09-02 12:00:00,8,"2",16.9815876,445.7909399,1,0,0
"FCR","50",2016-09-02 12:00:00,9,"1",17.84777907,440.8793892,1,0,0
"FCR","50",2016-09-02 12:00:00,9,"2",18.34501044,409.7558613,1,0,0
"BVR","1.1",2016-09-06 12:00:00,0.1,"1",230.5769607,445.7345852,1,0,0
"BVR","1.1",2016-09-06 12:00:00,0.1,"2",216.5340177,448.2127099,1,0,0
"BVR","50",2016-09-06 12:00:00,0.1,"1",0.88241948,11.13769191,1,0,0
"BVR","50",2016-09-06 12:00:00,0.1,"2",0.962432384,11.84031849,1,0,0
"BVR","50",2016-09-06 12:00:00,3,"1",0.768324585,11.62065609,1,0,0
"BVR","50",2016-09-06 12:00:00,3,"2",0.614130152,11.48889862,1,0,0
"BVR","50",2016-09-06 12:00:00,6,"1",0.689113207,66.87153051,1,0,0
"BVR","50",2016-09-06 12:00:00,6,"2",0.599553257,68.47908794,1,0,0
"BVR","50",2016-09-06 12:00:00,9,"1",239.7121935,371.6405039,1,0,0
"BVR","50",2016-09-06 12:00:00,9,"2",236.9804971,384.1127303,1,0,0
"BVR","50",2016-09-06 12:00:00,11,"1",NA,480.2002046,1,1,0
"BVR","50",2016-09-06 12:00:00,11,"2",NA,NA,1,1,1
"FCR","1.1",2016-09-09 12:00:00,0.1,"1",3.991386594,131.3619103,1,0,0
"FCR","1.1",2016-09-09 12:00:00,0.1,"2",4.037520821,129.2106457,1,0,0
"FCR","100",2016-09-09 12:00:00,0.1,"1",0.12123395,16.66233241,1,0,0
"FCR","100",2016-09-09 12:00:00,0.1,"2",NA,NA,1,1,1
"FCR","50",2016-09-09 12:00:00,0.1,"1",0.646426689,14.90512432,1,0,0
"FCR","50",2016-09-09 12:00:00,0.1,"2",0.754454504,11.16683368,1,0,0
"FCR","50",2016-09-09 12:00:00,1.6,"1",0.752066547,15.27808834,1,0,0
"FCR","50",2016-09-09 12:00:00,1.6,"2",0.754454504,15.16836824,1,0,0
"FCR","50",2016-09-09 12:00:00,3.8,"1",0.3526548,20.19262146,1,0,0
"FCR","50",2016-09-09 12:00:00,3.8,"2",0.32033197,18.57930186,1,0,0
"FCR","50",2016-09-09 12:00:00,5,"1",20.12683231,98.09750273,1,0,0
"FCR","50",2016-09-09 12:00:00,5,"2",21.60312756,77.08665041,1,0,0
"FCR","50",2016-09-09 12:00:00,6.2,"1",194.4497035,342.1441678,1,0,0
"FCR","50",2016-09-09 12:00:00,6.2,"2",153.8221616,297.6119581,1,0,0
"FCR","50",2016-09-09 12:00:00,8,"1",0.241984122,501.0293827,1,0,0
"FCR","50",2016-09-09 12:00:00,8,"2",0.224538543,550.5859286,1,0,0
"FCR","50",2016-09-09 12:00:00,9,"1",0.060797498,507.8720269,1,0,0
"FCR","50",2016-09-09 12:00:00,9,"2",0.081657714,494.3543071,1,0,0
"FCR","1.1",2016-09-20 12:00:00,0.1,"1",3.565316914,102.4249018,1,0,0
"FCR","1.1",2016-09-20 12:00:00,0.1,"2",3.719794193,128.6446847,1,0,0
"FCR","100",2016-09-20 12:00:00,0.1,"1",0.034590885,15.61599463,1,0,0
"FCR","100",2016-09-20 12:00:00,0.1,"2",0.023167046,14.08790793,1,0,0
"FCR","50",2016-09-20 12:00:00,0.1,"1",0.599318168,12.9857255,1,0,0
"FCR","50",2016-09-20 12:00:00,0.1,"2",0.636340591,12.49092229,1,0,0
"FCR","50",2016-09-20 12:00:00,1.6,"1",0.60636516,NA,1,0,1
"FCR","50",2016-09-20 12:00:00,1.6,"2",NA,NA,1,1,1
"FCR","50",2016-09-20 12:00:00,3.8,"1",0.822024391,13.87022077,1,0,0
"FCR","50",2016-09-20 12:00:00,3.8,"2",0.821455015,14.07199946,1,0,0
"FCR","50",2016-09-20 12:00:00,5,"1",19.70725714,77.57206426,1,0,0
"FCR","50",2016-09-20 12:00:00,5,"2",19.36048367,78.66773463,1,0,0
"FCR","50",2016-09-20 12:00:00,6.2,"1",75.11766385,208.5056439,1,0,0
"FCR","50",2016-09-20 12:00:00,6.2,"2",74.07027728,200.8731008,1,0,0
"FCR","50",2016-09-20 12:00:00,8,"1",7.675302432,498.5400035,1,0,0
"FCR","50",2016-09-20 12:00:00,8,"2",7.384238171,496.2735124,1,0,0
"FCR","50",2016-09-20 12:00:00,9,"1",6.453770987,441.6249104,1,0,0
"FCR","50",2016-09-20 12:00:00,9,"2",6.551050574,434.6981114,1,0,0
"BVR","1.1",2016-09-27 12:00:00,0.1,"1",271.3674827,298.1898979,1,0,0
"BVR","1.1",2016-09-27 12:00:00,0.1,"2",264.8131687,297.162953,1,0,0
"BVR","50",2016-09-27 12:00:00,0.1,"1",0.480232745,43.34701425,1,0,3
"BVR","50",2016-09-27 12:00:00,0.1,"2",0.573247527,29.60473469,1,0,3
"BVR","50",2016-09-27 12:00:00,3,"1",0.483003383,26.43663597,1,0,0
"BVR","50",2016-09-27 12:00:00,3,"2",0.448565006,28.27040916,1,0,0
"BVR","50",2016-09-27 12:00:00,6,"1",8.098083999,71.09561587,1,0,0
"BVR","50",2016-09-27 12:00:00,6,"2",6.89117532,63.16058058,1,0,0
"BVR","50",2016-09-27 12:00:00,9,"1",340.841517,341.5630729,1,0,0
"BVR","50",2016-09-27 12:00:00,9,"2",345.8322349,356.0360058,1,0,0
"BVR","50",2016-09-27 12:00:00,11,"1",NA,333.8461853,1,1,0
"BVR","50",2016-09-27 12:00:00,11,"2",NA,NA,1,1,1
"FCR","1.1",2016-09-30 12:00:00,0.1,"1",3.161699169,113.7821992,1,0,0
"FCR","1.1",2016-09-30 12:00:00,0.1,"2",NA,NA,1,1,1
"FCR","100",2016-09-30 12:00:00,0.1,"1",0.036591457,26.15589729,1,0,0
"FCR","100",2016-09-30 12:00:00,0.1,"2",0.049918593,26.32636028,1,0,0
"FCR","50",2016-09-30 12:00:00,0.1,"1",0.364033327,28.30208209,1,0,0
"FCR","50",2016-09-30 12:00:00,0.1,"2",0.456579736,30.0387651,1,0,0
"FCR","50",2016-09-30 12:00:00,1.6,"1",0.484345663,30.87202958,1,0,0
"FCR","50",2016-09-30 12:00:00,1.6,"2",0.487256226,31.55903198,1,0,0
"FCR","50",2016-09-30 12:00:00,3.8,"1",4.610003578,65.90976153,1,0,0
"FCR","50",2016-09-30 12:00:00,3.8,"2",4.098426424,52.67580779,1,0,0
"FCR","50",2016-09-30 12:00:00,5,"1",4.69043805,62.05258778,1,0,0
"FCR","50",2016-09-30 12:00:00,5,"2",5.149059714,63.46452337,1,0,0
"FCR","50",2016-09-30 12:00:00,6.2,"1",60.95229379,202.0592136,1,0,0
"FCR","50",2016-09-30 12:00:00,6.2,"2",66.97432597,201.7023238,1,0,0
"FCR","50",2016-09-30 12:00:00,8,"1",0.366614531,524.6751048,1,0,0
"FCR","50",2016-09-30 12:00:00,8,"2",0.296712016,513.9518226,1,0,0
"FCR","50",2016-09-30 12:00:00,9,"1",0.018754149,576.7839531,1,0,0
"FCR","50",2016-09-30 12:00:00,9,"2",NA,NA,1,1,1
"BVR","50",2016-10-11 12:00:00,0.1,"1",3.807465057,27.49804848,1,0,0
"BVR","50",2016-10-11 12:00:00,0.1,"2",3.816199317,28.98258478,1,0,0
"BVR","50",2016-10-11 12:00:00,3,"1",3.937319893,55.40019239,1,0,0
"BVR","50",2016-10-11 12:00:00,3,"2",3.980694541,58.51093376,1,0,0
"BVR","50",2016-10-11 12:00:00,6,"1",3.68784136,23.07814653,1,0,0
"BVR","50",2016-10-11 12:00:00,6,"2",4.00980874,29.46296503,1,0,0
"BVR","50",2016-10-11 12:00:00,9,"1",137.0990248,311.1339464,1,0,0
"BVR","50",2016-10-11 12:00:00,9,"2",NA,NA,1,1,1
"BVR","50",2016-10-11 12:00:00,11,"1",571.1953718,NA,1,0,1
"BVR","50",2016-10-11 12:00:00,11,"2",NA,NA,1,1,1
"FCR","1.1",2016-10-14 12:00:00,0.1,"1",3.248350519,164.507702,1,0,0
"FCR","1.1",2016-10-14 12:00:00,0.1,"2",3.412932723,171.7708534,1,0,0
"FCR","100",2016-10-14 12:00:00,0.1,"1",0.019039841,18.19961281,1,0,0
"FCR","100",2016-10-14 12:00:00,0.1,"2",0.024567919,16.6551346,1,0,0
"FCR","50",2016-10-14 12:00:00,0.1,"1",0.174887955,31.7558619,1,3,0
"FCR","50",2016-10-14 12:00:00,0.1,"2",0.262870443,26.19071588,1,3,0
"FCR","50",2016-10-14 12:00:00,1.6,"1",0.207414047,31.82661868,1,0,0
"FCR","50",2016-10-14 12:00:00,1.6,"2",0.227278964,27.12656757,1,0,0
"FCR","50",2016-10-14 12:00:00,3.8,"1",0.40238587,35.54043814,1,0,0
"FCR","50",2016-10-14 12:00:00,3.8,"2",0.349325767,23.97362367,1,0,0
"FCR","50",2016-10-14 12:00:00,5,"1",0.298551821,34.3790556,1,0,3
"FCR","50",2016-10-14 12:00:00,5,"2",0.273076855,56.97245727,1,0,3
"FCR","50",2016-10-14 12:00:00,6.2,"1",0.230172454,36.01506962,1,0,0
"FCR","50",2016-10-14 12:00:00,6.2,"2",0.235394203,35.77771056,1,0,0
"FCR","50",2016-10-14 12:00:00,8,"1",0.217030504,37.58381224,1,0,0
"FCR","50",2016-10-14 12:00:00,8,"2",NA,NA,1,1,1
"FCR","50",2016-10-14 12:00:00,9,"1",0.234882375,39.10862127,1,0,0
"FCR","50",2016-10-14 12:00:00,9,"2",0.244500819,37.10803716,1,0,0
"BVR","50",2016-10-25 12:00:00,0.1,"1",7.925021563,32.48507359,1,0,0
"BVR","50",2016-10-25 12:00:00,0.1,"2",8.288324085,31.95511139,1,0,0
"BVR","50",2016-10-25 12:00:00,3,"1",5.609774134,29.02802174,1,3,0
"BVR","50",2016-10-25 12:00:00,3,"2",8.591971194,35.31214589,1,3,0
"BVR","50",2016-10-25 12:00:00,6,"1",7.686651854,32.26977963,1,0,0
"BVR","50",2016-10-25 12:00:00,6,"2",6.183715275,33.74627815,1,0,0
"BVR","50",2016-10-25 12:00:00,9,"1",64.03401801,222.1496785,1,0,0
"BVR","50",2016-10-25 12:00:00,9,"2",NA,NA,1,1,1
"BVR","50",2016-10-25 12:00:00,11,"1",538.8993668,523.2413147,1,0,0
"BVR","50",2016-10-25 12:00:00,11,"2",NA,NA,1,1,1
"FCR","50",2016-11-05 12:00:00,0.1,"1",0.438180828,19.04305979,1,0,0
"FCR","50",2016-11-05 12:00:00,0.1,"2",0.494997708,17.20835284,1,0,0
"FCR","50",2016-11-05 12:00:00,1.6,"1",0.449524656,18.44560441,1,0,0
"FCR","50",2016-11-05 12:00:00,1.6,"2",0.50640857,18.00954424,1,0,0
"FCR","50",2016-11-05 12:00:00,3.8,"1",0.319178563,20.35795543,1,0,0
"FCR","50",2016-11-05 12:00:00,3.8,"2",NA,NA,1,1,1
"FCR","50",2016-11-05 12:00:00,5,"1",0.253833021,NA,1,0,1
"FCR","50",2016-11-05 12:00:00,5,"2",NA,NA,1,1,1
"FCR","50",2016-11-05 12:00:00,6.2,"1",0.150023729,30.58147056,1,0,0
"FCR","50",2016-11-05 12:00:00,6.2,"2",0.149611611,29.02632361,1,0,0
"FCR","50",2016-11-05 12:00:00,8,"1",0.182983536,31.48425203,1,0,0
"FCR","50",2016-11-05 12:00:00,8,"2",0.141528108,28.3246704,1,0,0
"FCR","50",2016-11-05 12:00:00,9,"1",0.105790429,36.5202045,1,0,0
"FCR","50",2016-11-05 12:00:00,9,"2",0.114810236,39.47511775,1,0,0
"BVR","50",2016-11-11 12:00:00,0.1,"1",18.70010144,30.66181329,1,0,0
"BVR","50",2016-11-11 12:00:00,0.1,"2",19.16207732,29.62623009,1,0,0
"BVR","50",2016-11-11 12:00:00,3,"1",19.22856647,30.92094853,1,0,0
"BVR","50",2016-11-11 12:00:00,3,"2",19.78803702,32.26210246,1,0,0
"BVR","50",2016-11-11 12:00:00,6,"1",17.88950593,28.66967996,1,0,0
"BVR","50",2016-11-11 12:00:00,6,"2",17.96372638,29.44516058,1,0,0
"BVR","50",2016-11-11 12:00:00,9,"1",18.43238624,30.94291945,1,0,0
"BVR","50",2016-11-11 12:00:00,9,"2",18.22038422,30.04797079,1,0,0
"BVR","50",2016-11-11 12:00:00,11,"1",18.47708446,30.40277382,1,0,0
"BVR","50",2016-11-11 12:00:00,11,"2",20.51260423,32.63380803,1,0,0
"FCR","100",2016-12-02 12:00:00,0.1,"1",0.013746969,13.49659073,1,0,0
"FCR","100",2016-12-02 12:00:00,0.1,"2",0.015794416,11.81496219,1,0,0
"FCR","50",2016-12-02 12:00:00,0.1,"1",0.244932982,15.95985558,1,0,0
"FCR","50",2016-12-02 12:00:00,0.1,"2",0.221958663,16.75436319,1,0,0
"FCR","50",2016-12-02 12:00:00,1.6,"1",0.26240688,17.44401621,1,0,0
"FCR","50",2016-12-02 12:00:00,1.6,"2",0.270838056,17.22775141,1,0,0
"FCR","50",2016-12-02 12:00:00,3.8,"1",0.250367065,15.48379176,1,0,0
"FCR","50",2016-12-02 12:00:00,3.8,"2",0.253269007,16.58406854,1,0,0
"FCR","50",2016-12-02 12:00:00,5,"1",0.208743532,17.61090257,1,0,0
"FCR","50",2016-12-02 12:00:00,5,"2",0.199753595,17.0548579,1,0,0
"FCR","50",2016-12-02 12:00:00,6.2,"1",0.199578234,19.07673001,1,0,0
"FCR","50",2016-12-02 12:00:00,6.2,"2",0.219861229,18.20556504,1,0,0
"FCR","50",2016-12-02 12:00:00,8,"1",0.160963992,18.86704599,1,0,0
"FCR","50",2016-12-02 12:00:00,8,"2",0.149157599,16.89574874,1,0,0
"FCR","50",2016-12-02 12:00:00,9,"1",0.163108986,19.34129014,1,0,0
"FCR","50",2016-12-02 12:00:00,9,"2",0.168198258,18.32965346,1,0,0
"FCR","100",2017-02-07 12:00:00,0.1,"1",0.004818605,12.53473163,1,2,2
"FCR","100",2017-02-07 12:00:00,0.1,"2",0.005008366,11.47914522,1,0,2
"FCR","50",2017-02-07 12:00:00,0.1,"1",0.078654799,15.95991312,1,0,0
"FCR","50",2017-02-07 12:00:00,0.1,"2",0.081078964,15.30279996,1,0,0
"FCR","50",2017-02-07 12:00:00,1.6,"1",0.087399296,15.26517769,1,0,0
"FCR","50",2017-02-07 12:00:00,1.6,"2",0.087401187,14.88636993,1,0,0
"FCR","50",2017-02-07 12:00:00,3.8,"1",0.088685559,16.57667572,1,0,0
"FCR","50",2017-02-07 12:00:00,3.8,"2",0.090899396,14.35630554,1,0,0
"FCR","50",2017-02-07 12:00:00,5,"1",0.086146095,16.37791251,1,0,0
"FCR","50",2017-02-07 12:00:00,5,"2",NA,NA,1,1,1
"FCR","50",2017-02-07 12:00:00,6.2,"1",0.088847933,16.5557468,1,0,0
"FCR","50",2017-02-07 12:00:00,6.2,"2",0.086131328,15.07368802,1,0,0
"FCR","50",2017-02-07 12:00:00,8,"1",0.089608587,14.34783693,1,0,0
"FCR","50",2017-02-07 12:00:00,8,"2",0.08611656,16.7860487,1,0,0
"FCR","50",2017-02-07 12:00:00,9,"1",0.086458729,16.58499102,1,0,0
"FCR","50",2017-02-07 12:00:00,9,"2",0.083354491,16.34654141,1,0,0
"FCR","100",2017-02-27 12:00:00,0.1,"1",0.004261665,13.65496114,1,2,0
"FCR","100",2017-02-27 12:00:00,0.1,"2",0.004246632,12.28173989,1,2,2
"FCR","50",2017-02-27 12:00:00,0.1,"1",0.091848587,12.43745112,1,0,2
"FCR","50",2017-02-27 12:00:00,0.1,"2",0.095852746,18.04759423,1,0,0
"FCR","50",2017-02-27 12:00:00,1.6,"1",0.096445746,13.76969797,1,0,0
"FCR","50",2017-02-27 12:00:00,1.6,"2",0.097676047,18.36543302,1,0,0
"FCR","50",2017-02-27 12:00:00,3.8,"1",0.092278781,12.55169421,1,0,2
"FCR","50",2017-02-27 12:00:00,3.8,"2",0.089815905,15.51731374,1,0,0
"FCR","50",2017-02-27 12:00:00,5,"1",0.086580111,21.77719718,1,0,0
"FCR","50",2017-02-27 12:00:00,5,"2",0.08810915,13.27978333,1,0,0
"FCR","50",2017-02-27 12:00:00,6.2,"1",0.082733665,19.34229163,1,0,0
"FCR","50",2017-02-27 12:00:00,6.2,"2",0.077413224,16.16885262,1,0,0
"FCR","50",2017-02-27 12:00:00,8,"1",0.078409278,22.42127643,1,0,0
"FCR","50",2017-02-27 12:00:00,8,"2",0.078483605,22.74383397,1,0,0
"FCR","50",2017-02-27 12:00:00,9,"1",0.086476183,19.33165614,1,0,0
"FCR","50",2017-02-27 12:00:00,9,"2",0.083446691,18.78975517,1,0,0
"FCR","100",2017-03-13 12:00:00,0.1,"1",0.004638523,15.42340612,1,2,0
"FCR","100",2017-03-13 12:00:00,0.1,"2",0.004926998,14.76847232,1,2,0
"FCR","50",2017-03-13 12:00:00,0.1,"1",0.076614083,15.60324449,1,0,0
"FCR","50",2017-03-13 12:00:00,0.1,"2",0.082454508,15.87850763,1,0,0
"FCR","50",2017-03-13 12:00:00,1.6,"1",0.08150898,15.32824283,1,0,0
"FCR","50",2017-03-13 12:00:00,1.6,"2",0.076719227,16.5253437,1,0,0
"FCR","50",2017-03-13 12:00:00,3.8,"1",0.082424493,17.03534135,1,0,0
"FCR","50",2017-03-13 12:00:00,3.8,"2",NA,NA,1,1,1
"FCR","50",2017-03-13 12:00:00,5,"1",0.084540194,15.26481805,1,0,0
"FCR","50",2017-03-13 12:00:00,5,"2",0.082349456,15.2542486,1,0,0
"FCR","50",2017-03-13 12:00:00,6.2,"1",0.089534158,16.73773441,1,0,0
"FCR","50",2017-03-13 12:00:00,6.2,"2",NA,NA,1,1,1
"FCR","50",2017-03-13 12:00:00,8,"1",0.10708042,19.73818228,1,0,0
"FCR","50",2017-03-13 12:00:00,8,"2",0.100753001,25.68839582,1,0,0
