"","ICP-MS Data","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30"
"57","'06/11/2021’","0.37677115939944","2599.44067246725","960.299020894007","13.9897688001701","7662.50352816659","9.09635548431692","0.325939608104189","0.974089980430555","964.289457932276","2295.93344086976","0.627464347424755","0.0313222651187406","0.101713595599717","1858.60131326284","501.91215538286","1.15166163945426","0.190468602584672","0.356987489350191","4.60213523584258","0.0735377928063021","-0.0345077579026829","15.179182248405","0.255574366568627","-0.00842245326518691","0.0232743870102552","-0.102106171614582","27.8953435302992","0.916606606674914","-0.0144721819933569"
"58","'06/11/2021’","0.382210731700094","2585.46511084221","974.923182224895","21.6825282797431","7942.37497883291","32.5337710077998","0.311964691979396","0.986744078123835","1000.72848699283","2372.95869164563","0.931330073607847","0.129690486854537","0.157053040940542","5292.26806383567","710.202112353042","1.78801383483061","0.256403816654002","1.26066036923529","5.092670956993","0.125788251535667","0.0377262448345941","15.8928219059429","0.133435494722673","-0.00759316249414606","0.0326385377616673","-0.099351363044663","33.766104863173","1.15369137866748","-0.0132182942281259"
"59","'06/11/2021’","0.381275176652639","2629.00419203443","991.110164202212","31.1394972666897","7976.48466310136","23.666895805662","0.367621011380059","1.18164953527558","1069.11858742689","2426.06748869197","0.694459705726594","0.103593095708918","0.199276685016503","5023.62590204808","711.66248820215","1.79022782953198","0.307744664434549","0.536863076956844","35.1066122700351","0.131257568391263","0.0155088193242475","16.0133444843766","0.239053609889618","-0.00735281343697533","0.0355960516707458","-0.103170083848826","33.264827897738","1.18241918299961","-0.0143328029260343"
"60","'06/11/2021’","0.376524336492584","2599.5756340137","983.706567439922","31.2286819223821","7926.7913766549","44.5139457904046","0.0017859759455194","1.00608344172624","1021.26209334042","2435.19052922586","1.79209317265933","0.174399475723125","0.217531946039673","7419.95183011304","800.154181157106","2.0390231177967","0.343908085094412","1.74661224189442","11.9439079534829","0.151558479181621","0.00755772947467427","16.6286554791179","0.210957447056891","-0.00659088605923128","0.0338676893731554","-0.121963166070876","39.4463784734323","1.24700187217742","-0.0129994059421645"
"61","'06/11/2021’","0.354537624628996","2564.76249811754","980.070232986737","17.011554739553","7895.15412475816","16.5256173097122","-0.00294912009565842","0.97291443655037","998.542875779097","2424.90914145293","0.683101029336491","0.106106546864856","0.145640452659668","7071.66833945322","822.292209956257","2.03678373143689","0.235213254465623","0.406268116026515","5.0392716175304","0.141829557644043","-0.0912878562238758","16.6217862627758","0.367566061122814","-0.00882125817664274","0.023516640018907","-0.14987757891376","38.8135224543269","1.07248742307178","-0.0150023264849076"
"62","'06/11/2021’","0.46561434300723","2956.89924872838","969.579426207755","62.6731063893164","8961.23040884498","44.1473255205264","0.259637586908857","0.91759141998097","1075.20999443355","2107.26411213844","-0.716435421111992","0.398113236636866","0.197320270350406","599.317445907442","34.0084555147193","0.227381133608242","0.237112748321972","1.11862330533525","5.43064797427613","0.0739401109061562","0.0346421975785917","13.6035772834979","0.043007158944747","-0.00841144451271963","0.0293384098139909","-0.152859379577858","11.8208814520798","1.11942169417213","-0.012768328935026"
"63","'06/11/2021’","0.44455484593373","2925.14849164801","890.53652731714","35.4164934475049","8850.22731663896","11.2397407183756","-0.114448681299007","2.59523575714023","2944.74684078261","1872.77091376575","0.972720823709951","0.371653534622327","0.145610031807781","415.379609168308","13.4632981376666","0.169977938274322","0.129549453184147","0.979748500044634","4.38716181543102","0.0765859068042681","0.164102075066831","12.394214031095","0.869309528069341","0.000137878111454823","0.0235637422857244","-0.167189133752293","9.10130738773459","1.04894117641773","-0.0137382815279798"
"64","'06/11/2021’","0.49300500234856","2907.78524631688","976.216925670058","97.8141375673382","8941.51318045247","40.2831464132955","0.199565188138983","0.914662717478582","1021.5118055957","2123.60111528499","2.23846856544545","0.389635181239154","0.18803010319148","716.641793372833","56.2925418754903","0.259874945551459","0.205334955195656","1.05240952560625","5.85984471588067","0.0908568351848963","0.148875630244596","13.8248239418283","0.100949587671967","-0.00317421655326973","0.0294946714044904","0.233718827787734","13.2317991537716","1.18256274259013","-0.000166589892036386"
"65","'06/11/2021’","0.463844154231962","2939.31741001841","932.511070356943","38.7736656038494","8924.60434041687","11.7096644734441","-0.0341218753816527","0.910020820896716","937.32703053487","1977.3203570833","1.0919994092026","0.331570130682547","0.144469547011668","464.369057758693","23.9723570845782","0.178885857235932","0.116158742414225","0.806092174080383","4.91669403279683","0.0811414941174741","0.191931831380542","13.1942759149008","0.313516361639612","-0.00656856072838896","0.0226240914853593","-0.00050502416322041","10.3079125716316","0.966641899094665","-0.00952297866221087"
"66","'06/11/2021’","0.443861026411919","2778.81622675823","983.149927655867","28.1660023629238","8082.5173567546","19.6553629954495","0.597078682096237","0.878610305271876","867.99104437205","2212.99577226816","0.915443049529005","0.124632370905738","0.117790575828532","451.751497199353","40.5218632473821","0.104173085744932","0.141338376001562","0.915782005908923","4.7662769456539","0.0555524218745113","0.134985945793028","14.7218311596807","0.0186484747409411","-0.00847170109521027","0.0229419046695796","-0.0533596350449682","19.4158209356748","1.04412569503045","-0.0124283215897003"
"67","'06/11/2021’","0.441063689047764","2754.75243651424","968.942492127291","17.4169446740947","8000.99161376054","9.9647964688731","0.277492615608474","0.87562794699506","866.544170820981","2184.93028033749","0.680126775268554","0.0609368716394699","0.140588109714577","112.824192162446","11.9683984294291","0.0402957987543576","0.156267364327607","0.627359517061275","5.82339329598188","0.0513577341439094","0.202657374655201","14.5127370730006","0.54197929740584","-0.00856762182117669","0.02702811536083","-0.0880946745743628","18.0375040567117","1.07051053335073","-0.0140860844286083"
"68","'06/11/2021’","0.399279905083322","2623.93289269985","958.339895326497","21.483284373356","7620.0362852102","19.8888470762162","0.315479282650024","0.91303457728296","916.228397918317","2214.70515205834","0.745514113458984","0.0684244693276531","0.123902454934531","631.635851574764","256.346352877598","0.487773441161961","0.182996233922012","0.99494304066337","4.53581203787275","0.0574375923547501","0.0522924882754817","14.7028155909189","0.0125557986935023","-0.00912606524749508","0.0262180378955638","-0.113983845322389","28.8338216453121","1.04986561755409","-0.0141051734421461"
"69","'06/11/2021’","0.412838579989153","2687.09954479041","980.374798703946","28.0010288395156","7751.43639926103","6.68430448380805","0.334806619231593","0.972980581296597","950.4058030796","2280.7950890052","0.652469609809096","0.0167543760124215","0.150256929769602","140.658098202211","306.830633603586","0.583440637722572","0.18642438045054","0.484693455204464","11.4629822063833","0.052272002566454","0.28525544935851","14.9669929980854","2.11777324766757","-0.00982228189141573","0.024241198752477","-0.132417408684483","25.3938082719559","1.00334935047659","-0.015369179291643"
"70","'06/11/2021’","0.393867668554206","2669.65969588858","978.704321674107","23.6388441018166","7833.25739006498","22.8879577611309","0.293007635950081","0.965762933856267","957.976791092194","2298.38328700073","0.84734262268299","0.0844456788232083","0.12891936989528","1812.02192490283","415.774986331105","0.947202722238028","0.203051083638181","1.09051666477195","6.52449159556434","0.0739485704345238","0.309208915026394","15.2219861150875","0.0976784070140334","-0.00799024506669096","0.0265257467291994","-0.13416784418098","31.865670153104","1.04665255428844","-0.014599082141288"
"71","'06/11/2021’","0.404275932877344","2646.67821461491","966.741891868671","19.9235102934966","7749.40169531215","8.52178983501856","0.223765917705989","0.957440054481983","951.829301344056","2292.5466341785","0.618646590741012","0.0414064912937233","0.106041545019989","1462.38056831236","419.947707728772","0.953702738412514","0.188248496134859","0.459042387004718","5.27099950808101","0.0758462896483611","0.216286771127274","15.1469292721444","0.217884666693236","-0.00927488409596741","0.0242088150017917","-0.164691055591324","26.1224260021181","0.850223277213017","-0.0156763137935429"
"72","'06/11/2021’","0.381772976444008","2605.43620575146","982.558906638971","21.1529312698535","7998.2966471433","29.7650469523781","0.317405361938796","0.976564027345627","996.009860770851","2382.21277497595","0.770952167706688","0.122876459895363","0.134102318596561","5040.56632234985","682.653276765064","1.70347667950877","0.25106511977425","1.17279620740134","5.50438556532539","0.116214158984787","0.195442024770056","16.0431886695952","0.123772979250462","-0.00894251636570861","0.0261960128742712","-0.316954999716854","34.244073729318","1.02744102900623","-0.0142348312952501"
"73","'06/11/2021’","0.398414304433751","2618.57337380825","985.068922349719","14.7934002549142","7908.20670985335","16.2903160925056","0.124583092301699","0.976581843406104","994.452320774301","2393.5488061156","0.641201709719216","0.0941844551036074","0.107771043098131","4930.0174760627","695.569605251416","1.71559671459055","0.201771238219057","0.348907534641146","5.40285387412555","0.11985909219198","-0.0324297268474708","16.1600253775544","0.307183815511875","-0.00982811741639396","0.0198772509963308","-0.178266489059962","33.4490599110297","0.851592772114146","-0.0157732095603163"
"74","'06/11/2021’","0.369917336524995","2597.98977915445","1001.80216705402","19.5006264633317","7941.13443184087","31.1909656995144","0.0732152135926214","0.970987632272292","1001.40133510454","2442.29606927033","0.830881343210997","0.137047562147525","0.170031729907582","6596.49996518537","774.321559480703","1.93936924820636","0.266313547714792","1.24535127848852","4.293796413096","0.147430567024123","0.259901889736884","16.7475875477916","0.251081275213124","-0.00222693698801806","0.0242091967108594","0.1511334128225","38.5892298769187","0.931642347332431","-0.00454122206231085"
"75","'06/11/2021’","0.363442277703049","2629.85871899933","995.131459215657","16.3468219929035","7944.50125577679","16.5489772518102","0.118004919094626","0.982127250701207","1006.84843441307","2450.17322544175","0.664102295972489","0.102785874458369","0.165630856895946","6342.06055328268","778.654125386564","1.917071713774","0.257433778389745","0.353600025214912","6.34687006944533","0.140275075441326","0.120613876710065","16.7281945585981","0.778085169774683","-0.00632749575590805","0.0206944364848042","-0.0225394777569294","36.9385638011595","0.865362671095113","-0.0114236299250354"
"76","'06/11/2021’","0.440817711682298","2941.91558318205","970.518160235805","76.8598296448821","9012.49387925566","42.6962092085154","0.258942413371401","0.882840143517711","1070.6716998451","2101.66392202633","1.77469456151418","0.41349631155655","0.159518081275968","596.400572646036","31.5956576402627","0.228743685421932","0.19828507054185","1.04977337337201","4.31425384512078","0.0837903720660955","0.166353356924836","13.6573835466814","0.0816361482884697","-0.00662557809627308","0.0265955613951866","-0.0732015639207035","11.7514819487617","1.00780455173073","-0.0107044665448822"
"77","'06/11/2021’","0.451722658351222","3051.03690432486","909.92179733571","37.9641736258042","8970.80321522012","12.4655753991849","0.299460953930724","2.96170784854581","3347.59789184194","1898.82858357063","1.06157826447124","0.368426035584285","0.16350989398888","410.237634416864","12.2834878457293","0.163703047237712","0.156651375435398","1.18909723305734","23.5812461379709","0.075633687752277","0.18497768771805","12.6588229287576","1.83394451997431","0.00235303269953702","0.0414664440611662","-0.0855342394744446","9.30397070177666","1.09156432834967","-0.0121556438227068"
"78","'06/11/2021’","0.480883685333213","3028.85924507379","977.361854447667","61.1783223913013","9034.41019208273","37.033356369853","0.153205390851171","1.02469959954215","1087.52284410457","2108.44305111766","-0.22259876311327","0.368988563908343","0.16956756224047","628.710399139387","40.2915931575208","0.216783227399826","0.186372106145452","1.09309435690635","8.18508471863651","0.076576330879377","0.0620187739796007","13.6035559244144","0.0780005825722993","-0.00878720859840381","0.0264043573917838","-0.0888085661593521","12.4549406942722","1.15742744094591","-0.0118627273136298"
"79","'06/11/2021’","0.459281956897314","3001.98630104669","937.397051105166","30.944407702653","9033.5346106324","11.0845611373318","-0.0462352148207896","0.911033861280465","962.79563282237","1969.53331784103","0.884287563650275","0.30869450404755","0.110417931367027","395.587708554782","12.0838479191927","0.147993791425779","0.103576149543878","0.833467597053512","4.20302504843619","0.0729770606996454","0.158600725420611","13.1394241531914","0.913208372300052","-0.00853782135466768","0.0247695618963231","-0.138310222297926","9.60206521481408","1.0455427391234","-0.0136265903716955"
"80","'06/11/2021’","0.445405567995975","2830.48529936096","992.018780443213","26.9984353643354","8240.68284864075","17.6967013313323","0.22621341323354","0.865814885019759","881.04781199381","2217.24356140267","0.974316776277092","0.136165603730436","0.134569051462617","440.19391901932","37.2512713633571","0.103162984863905","0.136557791059143","0.902230585367042","4.25443698251295","0.0530286567684188","0.222813120251062","14.8487783240211","0.0224894692956617","-0.0100884553446804","0.0231533534726126","-0.15589996305277","18.8158932069554","0.964525872086017","-0.014266261804751"
"81","'06/11/2021’","0.43850085948165","2801.61390664066","978.952011253593","16.0805343235073","8176.48990020227","9.08342574493196","0.118542429254437","0.861850300783095","874.845855348908","2173.32800835684","0.698354606357737","0.0846373615818295","0.110614144013049","159.513783519687","10.0909001102373","0.0474684261452815","0.120667828522772","0.675571975248014","6.41240296961227","0.0522590957654692","0.0837385135712543","14.5598877184312","0.965663654396484","-0.00993817875702172","0.0237157915745416","-0.163872098561582","17.3646329790551","0.992676421686237","-0.0154773361618722"
"82","'06/11/2021’","0.3952371369601","2682.59200061825","960.656110893454","23.150252810791","7690.51449488397","18.6810391122628","0.269117423082971","0.919152847694414","922.611310710189","2223.36510742777","0.771447383295614","0.0640219329085116","0.104039470039259","675.52533515957","232.868712447478","0.419295344512471","0.165118403291148","0.95405955430772","3.98770983280474","0.0592324820275567","0.252905235847232","14.6873855952144","0.0307903440928114","-0.00944692579715258","0.02484844598726","-0.164851861987018","28.6229697006235","1.04012134600634","-0.0151845876859019"
"83","'06/11/2021’","0.384351829322774","2647.34658623595","961.580018848055","16.2043078290969","7646.45958965833","8.7275003937355","0.152376276502423","0.910198703005788","920.80705167726","2209.99653655392","0.597538719152769","0.0194354586525844","0.105905647178551","172.26860690961","214.184481464562","0.367513313002322","0.157059776549621","0.553955796248694","5.30303636880762","0.0495285979574843","0.120983679832465","14.7295300704517","0.149198649496153","-0.00960661006243623","0.0285639852122285","-0.1701811565471","23.7706273568546","1.03959856295752","-0.0160530513636184"
"84","'06/11/2021’","0.403794445062749","2626.07608200708","982.408391529936","19.3353953671346","7803.86462941988","22.944254579227","0.552983645636999","0.944486569575176","980.250946049961","2342.86178789561","0.781502447071966","0.0799629431232918","0.158619589718118","2576.97619576222","542.72994185107","1.23263567786149","0.233226080489194","1.10465852543166","4.07836211969707","0.08681845175296","0.00284429787723496","15.4588703115007","0.0356325745301205","-0.00889961658185562","0.0276786271600086","-0.176428401516794","36.2376881886176","0.944138422571776","-0.0150876516964785"
"85","'06/11/2021’","0.369373352327492","2625.81262878993","973.838500819716","15.6511509132107","7748.81948346695","10.6992948965449","0.247767932659195","0.971806792913892","995.86638840898","2334.38153573723","0.69239425653893","0.0456777151881044","0.120986810456209","2270.61803833153","547.382077929423","1.24533088405641","0.198668742875132","0.476910683781647","7.27077713123071","0.0969072966899364","0.165044656508065","15.4327319368203","0.626261211935953","-0.00191112543868932","0.025790441946537","0.190132713842163","28.5618647304399","0.940691130991588","-0.00451062085865423"
"86","'06/11/2021’","0.347944714635156","2590.83261298755","991.331867051487","21.3890325037146","8003.01953766359","32.1443358481","0.163848378396486","0.951319538600062","1003.94618583379","2422.7324523004","0.912234090956811","0.133078837599441","0.124865745051109","5938.03494749826","755.312965794146","1.88931889184334","0.243976585326976","1.27976115335918","5.48061580697623","0.137582184424976","-0.0134992008545467","16.5162848308442","0.203076067107423","-0.00612875799509578","0.0275374903702885","0.0075554743708492","37.0438891990151","0.98074672860238","-0.00940724083341103"
"87","'06/11/2021’","0.394606334070966","2612.38851068197","994.594310910226","15.2422961154972","7916.95513415019","11.9953472838059","0.594997733152351","0.968514398701463","1006.73410848107","2436.81931320407","0.662501833541129","0.0825449586186493","0.0802708676889293","5504.81578952418","756.991254766655","1.87471314945618","0.210436455328245","0.378228670869352","7.36761002473701","0.127991903614385","0.00464702346267322","16.5568880911012","0.820840887879332","-0.00791898498321234","0.0242083310532758","-0.0637466431746738","35.7193269817399","0.984276948152091","-0.0132120230820458"
"88","'06/11/2021’","0.387237897954011","2602.44884697771","991.7268766787","20.5620244669361","7977.27750365098","31.9489367431241","0.173548152279564","0.950966881878869","1003.35650913341","2403.43765771318","0.830778465337294","0.118633650506067","0.163674570378228","5696.08032717054","725.913375442729","1.81040198558316","0.248244897446229","1.26027125922908","5.62404381058362","0.135134881163468","0.00361538042429532","16.1509427776479","0.177759756515616","-0.00712195814581293","0.0304114942969888","-0.0865562555072889","37.1382134228774","1.12953106801822","-0.0125974637660427"
"89","'06/11/2021’","0.378023203994266","2673.33557351826","1002.27760841699","22.4174957475875","7951.22313873934","11.9253339478749","0.171118009256677","1.10361110665294","1136.32016243626","2426.47786985479","0.67018362481258","0.076251556855593","0.329206763279656","5091.86026930001","727.137634944667","1.7727855160212","0.325389860015341","0.45802275627912","10.1246327543423","0.12570223847545","0.255517512171822","16.2407314747653","0.818933184010705","-0.00918816680890287","0.025080356584186","-0.121989463458006","34.9718869655755","1.02647956250055","-0.0145361524425335"
"90","'06/11/2021’","0.460700896743574","2959.42577599307","982.206122960249","70.8858708535721","8984.86186418701","45.1521429977273","0.212871019283473","0.883465695525383","1061.52552283286","2133.38708038543","-0.625445392003056","0.421688148391146","0.215427926703304","605.257772351897","33.7292904922166","0.223819811325984","0.211893828593164","1.08784785483986","4.29083398238739","0.0846272770675961","0.0646619167828684","13.8717910961091","0.0671820292607831","-0.00893955272275739","0.0267289801671809","-0.144820604501721","12.0579122402718","1.08106058127212","-0.012258324633981"
"91","'06/11/2021’","0.467200858200255","2956.93933597141","899.402649224123","121.20486902808","8989.63809052745","20.3672773522618","0.086092753172263","1.95035567204556","2201.98023574346","1871.49660736515","2.27869240982208","0.427265619914819","0.23505873425109","459.567197253371","12.7560594063643","0.194990321558885","0.155626169723028","0.972712384617135","5.99381448056572","0.0787612420940307","0.0349198831726687","12.4872347389098","0.35982086905757","-0.00145325267054476","0.0256225097145276","-0.150626358622455","9.32065422605397","0.973545725676209","-0.013056198781141"
"92","'06/11/2021’","0.475165260529949","2953.16256468379","982.393173286733","83.3765264930944","9052.40845057754","39.4824390758691","0.0965265695637603","0.885630128689746","1029.26242393549","2148.6736137513","-2.45268604256032","0.3855254798229","0.194024636758654","612.554913374221","37.0910537472688","0.216305799975418","0.197900743207051","1.03188952434033","4.14534613155614","0.0729600983348036","0.10664743619949","14.0523224654062","0.0310266543342131","-0.00825793399588846","0.026079249471535","-0.159710086975434","12.6296839049409","1.08182966346538","-0.0125540664076816"
"93","'06/11/2021’","0.449310479086002","2989.40175800751","942.628623706251","39.3818203983319","9041.05794487372","11.4778909247346","-0.108871387795562","0.908106371833912","954.971217790504","1976.92481213515","1.07837916980386","0.325468999104049","0.152479278592712","392.413945853448","10.2083228790886","0.148418520168448","0.128593911085951","0.890348155202064","4.21863546887155","0.067795302392734","0.134047508421843","13.0685556100417","0.192978934623942","-0.00948944505592883","0.0227604822811547","-0.171687159635722","9.55636209204554","0.958062603410594","-0.0141816988340105"
"94","'06/11/2021’","0.411111563401385","2710.43083789309","971.704160723693","23.5297873194174","7656.13270923863","15.7732302982257","0.272982871852565","0.878911703305079","863.009728160708","2203.98117588676","0.936364885377113","0.0774550620004101","0.168229424858632","428.369028655968","58.0915226210807","0.110524976533754","0.204864706802749","1.07513305995317","3.74253739079818","0.04681266673743","0.233665427614951","14.7098506526336","-0.00823981816848428","-0.0097372339187661","0.020760574518733","-0.175909760659584","21.215774958683","0.93540327901671","-0.0151946281128874"
"95","'06/11/2021’","0.415177625299482","2768.88394871283","973.03825992375","14.6274657393162","7710.23335359411","7.94984079310153","0.243241022735087","0.900613424783645","884.694092637827","2219.40147156292","0.592607742552502","0.0459488305415716","0.20194668704575","108.451756397849","20.7234840973867","0.0458065375130983","0.190070122248111","0.907074674421077","5.61686858623129","0.045261390762257","0.218991659119832","14.658150169752","0.24202995143528","-0.0100910445900205","0.0252285123958585","-0.181973198864423","19.7570128764413","0.88064318561421","-0.0160593961729763"
"96","'06/11/2021’","0.409297186511055","2627.03727258462","964.372024737568","19.5715109853666","7613.67090988319","33.7960073162872","0.361325207014462","0.940648079082834","966.403906243615","2290.68509756697","0.763916405205068","0.0596615791202463","0.130531929927283","712.492613413788","350.713517642159","0.604054977419131","0.196682380567648","1.00065152583968","4.85269471657374","0.075837332278625","0.273071937628278","14.846737589355","0.0864011506537544","-0.00515783769458754","0.0306360026155398","0.242250788576811","35.5152427241741","1.13928134651698","-0.00109290882897856"
"97","'06/11/2021’","0.389623045174379","2638.02682293057","956.197789066812","15.8786912982786","7519.62549360073","9.3258603728619","0.258398466018868","1.68722382660776","1871.74775450688","2247.34911750874","0.733998497168109","0.0187747620900974","0.150043603792651","79.4170193320551","345.749752335255","0.582931831632937","0.207594171917159","0.654382734326023","10.7914300504041","0.0525921093131116","0.083454628447221","14.7960251415063","0.383388337760128","-0.0065915379135858","0.0341534499731952","0.0229084253917981","27.1320095398342","1.07018983250194","-0.0110554703235968"
"98","'06/11/2021’","0.37875827848928","2596.26255433497","970.006631563559","22.1750437868322","7809.94862216301","25.2160464952173","0.278280207914261","0.93169994388582","967.215070681444","2307.67641358661","0.817722793766185","0.0895046388536421","0.109827146030386","2787.28973259843","553.701038507585","1.29199441397885","0.209857575492296","1.11061866715221","4.05738841726983","0.0968893870034277","0.160706013800605","15.293748556463","0.0696818926781704","-0.00562114187544776","0.0281391766415119","-0.0562041253548933","30.711710607443","1.04828676974183","-0.0120707285651573"
"99","'06/11/2021’","0.384184706210426","2608.13815981214","966.793004193379","16.034119243537","7766.51780550973","13.0970423447604","0.24234861864624","0.952918920200995","980.07548620137","2295.63310146859","0.664824430273204","0.0464670426125413","0.087308047040047","2252.30552121666","523.746462160508","1.21193574499892","0.188481769516387","0.444386063176452","7.97290418061519","0.0863288524299502","0.0321931154683863","15.1847297900555","0.133632378058671","-0.00753703042255539","0.0288542564822842","-0.101914712691546","27.8354430733497","1.03374309659603","-0.0142702822237475"
"100","'06/11/2021’","0.38169345324141","2663.60842112169","999.071296023985","21.493504391618","8002.31453715354","27.9251717583226","0.242446196355184","0.951226901683872","1000.51375892062","2402.42743913425","0.95966760978846","0.120194061852493","0.0990309336860075","4602.19226614505","652.832104642582","1.587313610342","0.225296204388851","1.19883843139828","3.66050264737803","0.11838594448158","0.0644128824850175","16.0378867773614","0.107174938841788","-0.00883941779778629","0.0210190527016475","-0.127629209373694","33.7794793302939","0.903330750738317","-0.0138000285024673"
"101","'06/11/2021’","0.393902374398097","2649.85865323626","1002.23346034697","15.656050280359","7998.35779230741","10.6893097549267","0.221239883595688","0.964026869016365","1007.61708076868","2389.34288948572","0.637648706018079","0.0618334057555287","0.0911707242821067","4328.39637938081","668.942995983192","1.62723150096844","0.210687456566843","0.400705426582433","5.91830324023234","0.113027732600192","0.223289301333857","16.1782343613367","0.204874167380666","-0.00870241429221839","0.0253534638557731","-0.145473061072915","32.6987094123964","0.975700590947935","-0.0152574557093888"
"102","'06/11/2021’","0.370380707411709","2607.54088618814","990.130724628843","21.1675413153012","7988.373455851","33.2919862838251","0.067895904064033","0.937650967347063","995.728226749331","2387.74234785152","0.78034894779543","0.128567421699633","0.113184765191521","6058.02198776805","751.269933433714","1.87890237174245","0.236591499255498","1.25345817990361","4.17962482428588","0.142916300495427","-0.0361255897077714","16.3071633535484","0.148595460386118","-0.00903888823516227","0.0272872506852106","-0.149732527497559","36.651889879856","1.07431495311609","-0.0140028395749271"
"103","'06/11/2021’","0.374177232569089","2618.30328582479","989.678937481871","15.8853253763202","7950.74271825587","9.71384165281834","0.116321024380363","0.961542394330254","1014.21400932026","2424.20772134066","0.641830113349432","0.0650213949942394","0.149571035417513","5432.05105823912","761.117587163673","1.857948668244","0.244561748116006","0.340161038551624","6.63936983102128","0.125762201615492","0.115753575984849","16.3583647890849","0.384350880762331","-0.00956002661828343","0.0225645656363785","-0.163806637054842","35.195931586022","0.944233060372484","-0.0155404524771714"
"104","'06/11/2021’","0.451162600107847","2942.56750575467","974.59750222842","48.6386374433859","8922.69899112198","42.4972793602904","-0.00396144330876875","0.905004361646521","1067.89869207841","2138.69799704269","1.39204528002502","0.399242456113549","0.158525970257739","598.714523774911","33.6498572218686","0.223608611280579","0.205917556621255","1.09456029807744","9.18773271819559","0.0793265427034025","0.187634918869815","13.7820141045417","0.046726134676597","-0.00867451936377288","0.0332451056604234","-0.165745553728202","12.0308584633083","1.07633270378244","-0.0131238451561648"
"105","'06/11/2021’","0.424500699015608","2892.63704194967","891.138339511372","33.8348517136196","8873.24204798089","13.0196300103038","-0.373324622047885","1.74245743070305","1968.34728306928","1881.12207498261","0.928343732954273","0.362393713288969","0.13358526867127","421.752882037009","13.393436945182","0.170998719803923","0.119894274296987","0.932376620897852","7.81985191430663","0.0680470171147079","0.0848217329093055","12.5413920953355","0.643498014580288","-0.00699509001453839","0.0312268445581073","-0.157779389810613","9.3072218263245","1.24021873362289","-0.0136047948986723"
"106","'06/11/2021’","0.47678948917868","2994.95297435079","996.220076838481","50.000329166637","9164.66842613456","37.5517793390254","-0.00947828725411372","0.897698986800504","1032.68529682974","2186.6351676622","1.42291860490312","0.372694947796629","0.16185885742136","593.815195453669","35.1617702684297","0.20779214490628","0.165632545685175","0.99137162367832","4.8025622159666","0.0683434771830039","0.191945116434886","14.0280143222553","0.0187001531537325","-0.00990308239473116","0.0253082098362341","-0.180022862861364","12.6856659432554","1.05100137236472","-0.0133283674986541"
"107","'06/11/2021’","0.452039068004074","2972.38699864589","946.89479650335","34.0465979370951","8995.76904087469","12.2742250813454","-0.135837927935348","0.899328202894842","959.452219857436","2020.56553624616","1.1087527512177","0.335039599322559","0.141652049984121","391.963379669652","9.54077900203891","0.148217831414117","0.122940807751989","0.810866024806855","5.29000474577305","0.0849894263242525","0.271924011643551","13.2982009159992","0.651142940918658","-0.00411557406387","0.0267396223945695","0.203818763690649","9.67741190003359","1.07285714301722","-0.00190848749854344"
"108","'06/11/2021’","0.432546783709616","2699.7508165058","966.214946469267","23.1342103958618","7573.79413896103","20.0287018175297","0.307846639415386","0.85213202523405","869.803613825375","2213.09333890619","0.845803963153193","0.0871897760993348","0.112777029043313","371.393529052479","71.3612780117075","0.106843607520016","0.141781882927102","1.15363077604225","3.91479300341465","0.0480933713890917","0.109419910039824","14.4715388228551","0.0413981472758701","-0.00806786218950862","0.0241533872085327","0.00380885346393668","20.7571609630895","1.01965223699427","-0.0104656310229955"
"109","'06/11/2021’","0.424636498216913","2703.84786543176","961.426933427121","16.4337255486298","7703.84589030991","9.31991447691356","0.256493959965631","0.912134217050445","909.003559636053","2184.24722293571","0.65570523671986","0.0509870591916283","0.102746027819019","84.1030173760395","29.4752340219865","0.0368337469090738","0.129720081514814","0.714348837899425","4.85796034403931","0.0486637191004084","0.205440960013776","14.4035323820571","0.499569329031072","-0.00926687685988544","0.0263857745215976","-0.0666870424210086","18.887049233799","1.03846928539304","-0.0134479480118288"
"110","'06/11/2021’","0.421563741755206","2723.0823569003","996.665110967411","21.4869126561667","7910.65712611058","18.8379798480326","0.458945474342917","0.931816682590774","952.475678520207","2330.86629069263","0.749965167881712","0.0688254059302808","0.166879703873088","1169.5762564468","390.137706724621","0.812116047487284","0.2258815619444","0.945884148320113","4.12756871866575","0.0680410552177574","0.122570560145835","15.2503709907924","0.0276316566099877","-0.00999103214518155","0.0186123735452271","-0.132341475902401","40.1804803229152","0.687078460574337","-0.0141156763749844"
"111","'06/11/2021’","0.399037239841352","2670.02617716906","978.833152510441","16.9324816650432","7760.67147495458","8.52238493616615","0.315822884738005","0.918737550953313","950.779987001817","2296.59362109748","0.623596458502296","0.0180547586489355","0.0857077264572201","471.791529345923","351.07724232487","0.710852759369363","0.155958036649667","0.448926511103563","5.34465683231261","0.0519968297856408","0.0916204631805874","15.0858397232945","0.180663399484918","-0.00894911697613691","0.0271168862163961","-0.123438378375379","26.1211202314215","1.03603393978301","-0.0149556094729397"
