ICP-MS Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Li (STDR),23Na (STDR),24Mg (STDR),27Al (STDR),29Si (STDR),31P (STDR),34S (STDR),35Cl (STDR),39K (STDR),44Ca (STDR),47Ti (STDR),51V (STDR),52Cr (STDR),54Fe (STDR),55Mn (STDR),59Co (STDR),60Ni (STDR),65Cu (STDR),66Zn (STDR),75As (STDR),78Se (STDR),88Sr (STDR),95Mo (STDR),107Ag (STDR),111Cd (STDR),120Sn (STDR),138Ba (STDR),208Pb (STDR),238U (STDR)
,Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppm),Y (ppm),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2021 - 1,0.2,"3,096.4","1,092.0",14.9,"5,829.2",10.5,1.1,0.0,"1,180.7","2,484.5",0.9,0.0,0.1,265.5,12.7,0.1,0.1,1.0,3.8,0.1,0.0,16.3,0.1,0.0,0.0,0.5,20.8,0.2,0.0
10/11/2021 - 2,0.1,"3,061.0","1,073.2",9.8,"5,746.5",-0.1,1.1,0.4,"1,867.3","2,435.5",0.6,0.0,0.1,44.7,4.0,0.0,0.1,0.8,4.5,0.1,0.0,16.2,0.1,0.0,0.0,0.2,20.8,0.2,0.0
10/11/2021 - 3,0.0,"3,070.0","1,081.6",13.2,"5,871.9",16.4,1.3,-0.1,"1,215.0","2,492.1",0.7,0.0,0.1,279.4,14.5,0.1,0.1,1.5,5.8,0.1,0.1,16.5,0.1,0.0,0.0,0.1,32.9,0.3,0.0
10/11/2021 - 4,0.0,"3,051.1","1,068.0",9.5,"5,797.6",0.9,1.3,-0.2,"1,193.7","2,462.7",0.5,-0.1,0.1,53.9,2.4,0.0,0.1,0.9,5.3,0.1,0.1,16.0,0.0,0.0,0.0,0.0,21.2,0.2,0.0
10/11/2021 - 5,0.0,"3,079.2","1,297.2",76.7,"6,061.2",86.6,1.2,-0.2,"1,209.1","2,875.0",5.7,0.2,0.5,920.7,44.3,0.3,0.3,1.6,145.8,0.1,0.2,17.0,0.0,0.0,0.0,-0.1,25.3,0.5,0.0
10/11/2021 - 6,-0.1,"3,026.0","1,077.4",11.5,"5,854.3",2.0,1.1,-0.3,"1,189.6","2,558.4",0.5,-0.1,0.1,58.0,8.5,0.0,0.1,0.6,5.2,0.1,0.2,16.7,0.0,0.0,0.0,-0.1,26.8,0.2,0.0
10/11/2021 - 7,-0.2,"2,884.6","1,106.9",13.3,"6,863.8",28.3,1.0,-0.3,"1,242.1","2,881.7",0.7,0.0,0.2,"1,871.6",954.0,1.9,0.1,0.7,2.4,0.1,0.0,19.2,0.0,0.0,0.0,-0.2,48.6,0.2,0.0
10/11/2021 - 8,-0.1,"2,926.3","1,090.5",9.3,"6,540.7",-0.6,0.9,-0.3,"1,225.9","2,772.9",0.5,-0.1,0.1,275.0,707.3,1.4,0.1,0.4,18.1,0.1,0.1,18.4,0.0,0.0,0.0,-0.3,44.8,0.2,0.0
