ICP-MS Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Li (STDR),23Na (STDR),24Mg (STDR),27Al (STDR),29Si (STDR),31P (STDR),34S (STDR),35Cl (STDR),39K (STDR),44Ca (STDR),47Ti (STDR),51V (STDR),52Cr (STDR),54Fe (STDR),55Mn (STDR),59Co (STDR),60Ni (STDR),65Cu (STDR),66Zn (STDR),75As (STDR),78Se (STDR),88Sr (STDR),95Mo (STDR),107Ag (STDR),111Cd (STDR),120Sn (STDR),138Ba (STDR),208Pb (STDR),238U (STDR)
,Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppm),Y (ppm),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/28/2021 - 1,0.5,"3,099.9","1,018.3",31.5,"9,111.3",40.3,1.3,0.9,"1,139.3","2,187.1",1.9,0.5,0.2,830.6,33.1,0.3,0.1,2.1,14.9,0.1,-1.0,15.7,0.1,0.0,0.0,1.9,16.3,0.8,0.0
06/28/2021 - 2,0.4,"3,010.4",933.9,26.8,"9,085.4",15.3,1.0,6.1,"6,968.9","1,972.0",1.6,0.5,0.2,592.9,12.9,0.2,0.1,1.8,8.7,0.1,-0.8,14.1,0.1,0.3,0.0,1.2,14.5,0.8,0.0
06/28/2021 - 3,0.5,"3,009.4","1,030.5",31.0,"9,118.8",36.5,0.9,1.3,"1,115.1","2,238.6",1.7,0.4,0.2,799.5,31.7,0.4,0.1,1.4,16.9,0.1,-0.9,16.0,0.0,0.0,0.0,0.9,20.6,1.0,0.0
06/28/2021 - 4,0.4,"2,945.8",942.6,14.5,"8,930.1",11.5,0.4,0.9,"1,107.1","1,953.6",1.2,0.3,0.2,563.1,10.5,0.3,0.0,1.0,6.2,0.1,-0.7,14.6,0.0,0.0,0.0,0.6,15.8,0.8,0.0
06/28/2021 - 5,0.4,"2,734.7",994.2,16.9,"7,728.6",26.3,0.6,1.0,"1,017.3","2,372.5",1.1,0.1,0.2,"1,365.7",384.3,0.8,0.1,0.9,5.1,0.1,-0.6,17.4,0.0,0.0,0.0,0.4,47.6,0.8,0.0
06/28/2021 - 6,0.3,"2,711.0",991.6,5.7,"7,654.7",6.7,0.5,1.0,"1,026.7","2,348.6",0.9,0.0,0.2,763.7,374.0,0.7,0.0,0.2,18.8,0.1,-0.6,17.3,0.0,0.0,0.0,0.3,31.5,0.7,0.0
06/28/2021 - 7,0.3,"2,592.5",975.2,11.1,"7,720.7",39.7,0.3,0.9,"1,008.9","2,385.4",1.1,0.1,0.2,"4,310.3",629.0,1.4,0.1,0.7,3.8,0.1,-0.9,17.5,0.1,0.0,0.0,0.2,40.8,0.7,0.0
06/28/2021 - 8,0.3,"2,649.4","1,001.6",7.0,"7,727.4",16.9,0.5,1.2,"1,155.3","2,428.9",-0.7,0.1,0.2,"3,485.2",618.2,1.3,0.1,0.3,25.2,0.1,-0.8,17.9,0.1,0.0,0.0,0.2,39.9,0.8,0.0
