ICP-MS Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Li (STDR),23Na (STDR),24Mg (STDR),27Al (STDR),29Si (STDR),31P (STDR),34S (STDR),35Cl (STDR),39K (STDR),44Ca (STDR),47Ti (STDR),51V (STDR),52Cr (STDR),54Fe (STDR),55Mn (STDR),59Co (STDR),60Ni (STDR),65Cu (STDR),66Zn (STDR),75As (STDR),78Se (STDR),88Sr (STDR),95Mo (STDR),107Ag (STDR),111Cd (STDR),120Sn (STDR),138Ba (STDR),208Pb (STDR),238U (STDR)
,Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppm),Y (ppm),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 - 10/12/2021,0.5,"2,128.6",738.3,30.0,"6,047.7",11.7,-1.1,1.5,"1,424.1","1,578.7",0.9,0.2,0.1,339.8,33.6,0.1,0.1,0.6,3.6,0.2,-0.1,10.9,0.2,-0.1,0.0,-0.1,23.2,0.3,0.0
28 - 10/12/2021,0.3,"1,996.4",807.6,13.1,"7,230.7",9.5,-1.5,1.3,"1,450.4","2,274.8",0.7,0.3,0.1,"33,014.9","1,918.8",2.7,0.2,0.2,6.3,0.7,-0.2,15.9,0.5,-0.1,0.0,0.0,126.9,0.3,0.0
1 - 11/03/2021,0.5,"3,079.4","1,128.9",18.0,"6,533.9",19.4,-1.4,1.3,"1,363.1","2,770.6",0.7,0.1,0.0,464.0,270.5,0.5,0.1,1.2,2.9,0.1,0.0,18.4,0.1,-0.1,0.0,-0.3,28.8,0.2,0.0
2 - 11/03/2021,0.4,"3,032.1","1,105.7",12.5,"6,403.8",1.2,-1.4,2.3,"2,389.1","2,704.1",0.5,0.0,0.1,16.3,166.4,0.3,0.1,1.0,8.5,0.1,0.2,17.8,0.1,-0.1,0.0,-0.3,26.3,0.2,0.0
3 - 11/03/2021,0.4,"3,045.9","1,118.3",15.4,"6,419.9",20.0,-1.3,1.9,"1,281.3","2,747.7",0.6,0.1,0.1,461.4,270.8,0.6,0.1,1.0,2.3,0.1,0.1,18.0,0.0,-0.1,0.0,-0.4,29.1,0.2,0.0
4 - 11/03/2021,0.4,"3,013.5","1,096.1",14.9,"6,355.2",1.4,-1.4,1.2,"1,272.4","2,713.5",0.5,0.0,0.1,20.7,162.9,0.2,0.1,1.0,7.3,0.1,0.1,17.9,0.0,-0.1,0.0,-0.4,26.1,0.2,0.0
5 - 11/03/2021,0.4,"3,024.5","1,123.7",14.9,"6,424.5",24.1,-1.3,1.1,"1,284.6","2,743.4",0.6,0.1,0.1,471.3,277.6,0.6,0.1,1.0,2.4,0.1,0.3,18.1,0.0,-0.1,0.0,-0.4,28.9,0.2,0.0
6 - 11/03/2021,0.4,"3,002.6","1,107.7",15.3,"6,438.2",1.6,-1.3,1.2,"1,279.5","2,728.2",0.5,0.0,0.0,16.4,175.2,0.3,0.1,0.7,8.1,0.1,0.0,18.1,0.0,-0.1,0.0,-0.4,28.0,0.2,0.0
