ICP-MS Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Li (STDR),23Na (STDR),24Mg (STDR),27Al (STDR),29Si (STDR),31P (STDR),34S (STDR),35Cl (STDR),39K (STDR),44Ca (STDR),47Ti (STDR),51V (STDR),52Cr (STDR),54Fe (STDR),55Mn (STDR),59Co (STDR),60Ni (STDR),65Cu (STDR),66Zn (STDR),75As (STDR),78Se (STDR),88Sr (STDR),95Mo (STDR),107Ag (STDR),111Cd (STDR),120Sn (STDR),138Ba (STDR),208Pb (STDR),238U (STDR)
,Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppm),Y (ppm),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb),Y (ppb)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/02/2021 - 1,0.6,"3,452.9",998.3,29.3,"8,662.4",33.2,1.3,1.7,"1,275.0","2,185.4",2.0,0.2,0.2,593.2,36.2,0.2,0.5,3.6,213.8,0.2,0.7,14.5,0.5,0.1,0.2,0.0,14.1,1.3,0.1
06/02/2021 - 2,0.6,"3,021.8",955.7,12.6,"8,685.2",13.2,1.8,1.8,"1,862.4","2,023.7",1.2,0.1,0.1,241.7,2.5,0.1,0.1,1.7,11.7,0.2,0.6,13.5,0.7,0.1,0.1,-0.1,9.6,1.3,0.0
06/02/2021 - 3,0.6,"3,006.0","1,006.5",26.9,"8,766.7",36.4,1.6,0.9,"1,000.7","2,180.7",1.5,0.2,0.1,511.7,35.8,0.2,0.2,1.0,16.0,0.1,0.4,14.4,0.3,0.0,0.0,-0.4,13.7,1.2,0.0
06/02/2021 - 4,0.6,"3,033.3",970.1,11.5,"8,725.1",12.1,1.1,1.0,972.1,"2,057.5",1.1,0.1,0.1,239.6,2.4,0.1,0.1,0.9,8.4,0.1,0.4,13.7,2.2,0.0,0.0,-0.4,9.5,1.1,0.0
06/02/2021 - 5,0.5,"2,819.4",983.5,38.2,"7,830.4",19.2,2.1,0.9,868.8,"2,156.4",1.1,0.0,0.2,303.5,39.3,0.1,0.2,1.1,3.7,0.1,0.5,14.6,0.4,0.0,0.0,-0.4,19.0,1.1,0.0
06/02/2021 - 6,0.5,"2,887.1",987.1,7.8,"7,849.8",10.8,1.2,0.9,907.4,"2,167.0",0.9,-0.1,0.1,86.6,12.2,0.1,0.1,0.9,23.2,0.1,0.4,14.6,0.9,0.0,0.0,-0.4,17.4,1.1,0.0
06/02/2021 - 7,0.5,"2,754.1",990.2,12.3,"7,839.9",19.8,2.2,0.9,944.8,"2,227.7",1.1,0.0,0.1,686.4,150.1,0.3,0.2,1.0,8.7,0.1,0.3,15.0,0.3,0.0,0.0,-0.5,22.4,1.2,0.0
06/02/2021 - 8,0.5,"2,785.2",988.5,6.9,"7,816.9",10.5,1.3,0.9,954.3,"2,225.3",0.8,-0.1,0.1,104.8,119.4,0.2,0.2,0.7,11.3,0.1,0.3,15.0,0.5,0.0,0.0,-0.5,20.8,1.1,0.0
