Reservoir,Site,DateTime,Depth_m,Rep,RunDate,NH4_ugL,PO4_ugL,NO3NO2_ugL,Notes_lachat,SampleID_lachat
SUN,buoy,7/15/21 12:00,9,,10/5/21,12.4,3.1,2.4,DO NOT PUBLISH,SUNP buoy 15jul21 9.0 DOmax
BVR,50,8/9/21 10:05,0.1,,12/9/21,11,5.7,0.3,,B 09aug21 0.1
BVR,50,11/9/21 10:46,3,,12/9/21,79.5,4.7,4.2,,B 09nov21 3.0
BVR,50,11/9/21 11:00,6,,12/9/21,77.1,2.7,3.1,,B 09nov21 6.0
BVR,50,11/9/21 11:12,9,,12/9/21,86.5,4.3,3,,B 09nov21 9.0
BVR,50,10/12/21 11:15,0.1,,12/9/21,5.4,5.3,1,,B 12oct21 0.1
BVR,50,10/12/21 12:02,10,,12/9/21,2160,14.4,2.7,,B 12oct21 10.0
BVR,50,10/12/21 11:27,3,,12/9/21,5.7,4.1,0.2,,B 12oct21 3.0
BVR,50,10/12/21 11:40,6,,12/9/21,203,3.8,0.9,,B 12oct21 6.0
BVR,50,10/12/21 11:53,9,,12/9/21,1540,19.6,0.3,,B 12oct21 9.0
BVR,50,11/22/21 10:04,0.1,,12/9/21,29.2,7,6.6,,B 22nov21 0.1
BVR,50,11/22/21 10:10,3,,12/9/21,34.3,3.3,5,,B 22nov21 3.0
BVR,50,11/22/21 10:13,6,,12/9/21,25.6,3.6,4.9,,B 22nov21 6.0
BVR,50,8/23/21 10:39,11,,12/9/21,437,9.4,0.7,,B 23aug21 11.0
BVR,50,10/26/21 11:25,0.1,,12/9/21,8.9,2.3,1,changed date,B 25oct21 0.1
BVR,50,10/26/21 11:40,3,,12/9/21,8.9,3.1,2.6,changed date,B 25oct21 3.0
BVR,50,10/26/21 12:00,6,,12/9/21,9,2.8,1.3,changed date,B 25oct21 6.0
BVR,50,10/26/21 12:30,10,,12/9/21,2340,12.9,1.5,10 not 11m,B 26oct21 11.0
CCR,50,8/19/21 12:00,6,,12/9/21,11.4,1.1,1.8,datetime_flag!,C 19aug21 6.0
CCR,51,8/19/21 10:00,1.5,,12/9/21,2.7,0.7,1.2,datetime_flag!,C 19aug21 EXO 1.5
CCR,100,8/19/21 12:51,0.1,,12/9/21,6.4,4.3,121,,C 19aug21 HPB 0.1
CCR,50,11/19/21 12:11,0.1,,12/9/21,14.2,1.7,46.8,,C 19nov21 0.1
CCR,50,11/19/21 12:11,1.5,,12/9/21,19.8,1.4,48.8,,C 19nov21 1.5
CCR,50,11/19/21 12:11,20,,12/9/21,21.6,1.7,49.2,20 not 21m,C 19nov21 21.0
CCR,50,11/19/21 12:11,6,,12/9/21,19.1,1.4,50.4,,C 19nov21 6.0
CCR,100,11/19/21 13:41,0.1,,12/9/21,2.6,3.9,0.6,,C 19nov21 HPB
CCR,301,11/19/21 12:00,0.1,,12/9/21,3.3,5,0.5,datetime_flag!,C 19nov21 SMB
CCR,100,9/23/21 15:06,0.1,,12/9/21,3.1,3.1,141,,C 23sep21 HPB 0.1
CCR,50,9/23/21 13:26,0.1,,12/9/21,2.2,1,-0.1,,C 23sep21 site50 0.1
CCR,50,9/23/21 13:45,9,,12/9/21,23.5,1.4,32.9,,C 23sep21 site50 9.0
CCR,301,9/23/21 18:20,0.1,,12/9/21,2.5,1.9,31.3,,C 23sep21 SMB 0.1
CCR,50,7/28/21 12:00,0.1,,12/9/21,4.1,0.8,-0.2,datetime_flag!,C 28jul21 0.1
CCR,50,7/28/21 12:00,6,,12/9/21,3.6,1.6,2.5,datetime_flag!,C 28jul21 6.0
FCR,50,8/2/21 10:43,1.6,,12/9/21,5.3,4.3,0.3,,F 02aug21 1.6
FCR,50,8/2/21 10:53,3.8,,12/9/21,7.2,8.5,2.4,,F 02aug21 3.8
FCR,50,8/2/21 11:03,5,,12/9/21,76.3,3.6,0.1,,F 02aug21 5.0
FCR,50,11/3/21 10:35,0.1,,12/9/21,135,4.6,2.8,,F 03nov21 0.1
FCR,50,11/3/21 10:44,1.6,,12/9/21,123,4,1.2,,F 03nov21 1.6
FCR,50,11/3/21 10:53,3.8,,12/9/21,129,4,1.5,,F 03nov21 3.8
FCR,50,11/3/21 11:02,5,,12/9/21,127,4.3,2.8,,F 03nov21 5.0
FCR,50,11/3/21 11:11,6.2,,12/9/21,188,3.4,1.1,,F 03nov21 6.2
FCR,50,11/3/21 11:19,8,,12/9/21,689,4.5,3.8,,F 03nov21 8.0
FCR,50,11/3/21 11:30,9,,12/9/21,1050,6.1,0.8,,F 03nov21 9.0
FCR,50,10/4/21 12:00,3.8,,12/9/21,9.1,3.3,0.2,,F 04oct21 3.8
FCR,50,10/4/21 12:20,5,,12/9/21,521,4.3,1.9,,F 04oct21 5.0
FCR,50,10/4/21 12:40,6.2,,12/9/21,880,3.8,0.9,,F 04oct21 6.2
FCR,50,9/6/21 13:19,1.6,,12/9/21,9.5,5.3,2.3,,F 06sep21 1.6
FCR,50,9/6/21 13:29,3.8,,12/9/21,4.2,3.6,0,,F 06sep21 3.8
FCR,50,9/6/21 13:39,5,,12/9/21,204,5.3,2.2,,F 06sep21 5.0
FCR,50,11/8/21 9:45,0.1,,12/9/21,90.7,7.1,2.6,,F 08nov21 0.1
FCR,50,11/8/21 10:01,3.8,,12/9/21,86.2,4.9,2.2,,F 08nov21 3.8
FCR,50,11/8/21 10:10,5,,12/9/21,83.5,3.9,3.7,,F 08nov21 5.0
FCR,50,11/8/21 10:18,6.2,,12/9/21,92.8,5.7,3.6,,F 08nov21 6.2
FCR,50,11/8/21 10:25,8,,12/9/21,84.3,4.1,3.4,,F 08nov21 8.0
FCR,50,11/8/21 10:32,9,,12/9/21,78.7,3.3,3.5,,F 08nov21 9.0
FCR,50,8/9/21 13:20,1.6,,12/9/21,5.8,3.8,1.4,,F 09aug21 1.6
FCR,50,8/9/21 14:05,6.2,,12/9/21,402,3.2,1,,F 09aug21 6.2
FCR,50,10/11/21 10:30,0.1,,12/9/21,7.6,4.3,1,,F 11oct21 0.1
FCR,50,10/11/21 10:50,1.6,,12/9/21,9.7,4.3,0.4,,F 11oct21 1.6
FCR,50,10/11/21 11:00,3.8,,12/9/21,5.8,4.1,0.5,,F 11oct21 3.8
FCR,50,10/11/21 11:05,5,,12/9/21,150,2.8,0.4,,F 11oct21 5.0
FCR,50,10/11/21 11:15,6.2,,12/9/21,740,3.2,0.3,,F 11oct21 6.2
FCR,50,10/11/21 11:32,9,,12/9/21,1080,16.6,0.7,,F 11oct21 9.0
FCR,100,10/11/21 15:15,0.1,,12/9/21,3.8,19.2,53.6,,F 11oct21 weir
FCR,50,7/12/21 10:12,8,,12/9/21,606,3.4,0.9,,F 12jul21 8.0
FCR,50,9/14/21 11:09,3.8,,12/9/21,8.7,2.2,1.3,,F 14sep21 3.8
FCR,50,9/14/21 11:19,5,,12/9/21,403,2.9,0.1,,F 14sep21 5.0
FCR,50,9/14/21 11:40,8,,12/9/21,735,3.4,0.9,,F 14sep21 8.0
FCR,50,9/14/21 11:56,9,,12/9/21,762,2.5,-0.6,,F 14sep21 9.0
FCR,100,9/14/21 16:19,0.1,,12/9/21,5.1,26.3,175,,F 14sep21 weir
FCR,50,8/16/21 10:29,5,,12/9/21,132,5.2,0.5,,F 16aug21 5.0
FCR,50,8/16/21 10:41,6.2,,12/9/21,692,3.6,2.7,,F 16aug21 6.2
FCR,50,10/18/21 11:00,1.6,,12/9/21,0.1,3.2,1,,F 18oct21 1.6
FCR,50,10/18/21 11:20,3.8,,12/9/21,10.9,5,1.4,,F 18oct21 3.8
FCR,50,10/18/21 11:37,5,,12/9/21,375,5.9,0.7,,F 18oct21 5.0
FCR,50,10/18/21 11:51,6.2,,12/9/21,1130,5,2.3,,F 18oct21 6.2
FCR,50,10/18/21 12:12,8,,12/9/21,1120,2.6,2.6,,F 18oct21 8.0
FCR,50,7/21/21 11:25,5,,12/9/21,98.5,4.4,0.5,,F 21jul21 5.0
FCR,100,7/21/21 12:00,0.1,,12/9/21,6.3,21.6,159,datetime_flag!,F 21jul21 weir
FCR,50,9/21/21 13:30,3.8,,12/9/21,11.5,7.6,0.5,,F 21sep21 3.8
FCR,50,9/21/21 13:38,5,,12/9/21,543,3.9,0.7,,F 21sep21 5.0
FCR,50,11/22/21 12:35,0.1,,12/9/21,8.5,6.7,2.2,,F 22nov21 0.1
FCR,50,11/22/21 13:05,3.8,,12/9/21,5.8,6,1.8,,F 22nov21 3.8
FCR,50,11/22/21 13:25,5,,12/9/21,4.8,5.2,-0.9,,F 22nov21 5.0
FCR,50,11/22/21 13:49,8,,12/9/21,6.8,6.2,0.7,,F 22nov21 8.0
FCR,50,11/22/21 14:00,9,,12/9/21,6.9,6.5,2.6,,F 22nov21 9.0
FCR,200,11/22/21 12:00,0.1,,12/9/21,23.5,5.5,4.7,datetime_flag!,F 22nov21 wet
FCR,50,8/23/21 12:44,1.6,,12/9/21,6.2,2.9,0,,F 23aug21 1.6
FCR,50,8/23/21 12:55,3.8,,12/9/21,4.3,3.4,0.3,,F 23aug21 3.8
FCR,50,8/23/21 13:37,8,,12/9/21,638,3.8,-0.1,,F 23aug21 8.0
FCR,50,10/25/21 10:00,0.1,,12/9/21,8.8,3.2,2,,F 25oct21 0.1
FCR,50,10/25/21 10:16,1.6,,12/9/21,4.4,4,1.7,,F 25oct21 1.6
FCR,50,10/25/21 10:30,3.8,,12/9/21,6.5,3.7,1.6,,F 25oct21 3.8
FCR,50,10/25/21 11:24,8,,12/9/21,987,3.5,1.5,,F 25oct21 8.0
FCR,50,10/25/21 11:45,9,,12/9/21,1140,2.6,3.6,,F 25oct21 9.0
FCR,100,10/25/21 14:40,0.1,,12/9/21,13,23.6,2.5,,F 25oct21 weir
FCR,50,9/27/21 10:24,0.1,,12/9/21,3.6,3.7,0.2,,F 27sep21 0.1
FCR,50,8/31/21 9:45,1.6,,12/9/21,4.8,3.6,1.9,,F 31aug21 1.6
FCR,50,8/31/21 10:22,6.2,,12/9/21,665,3.8,1.4,,F 31aug21 6.2
FCR,100,8/31/21 13:38,0.1,,12/9/21,5.6,24.9,145,,F 31aug21 weir
SUN,buoy,7/15/21 12:00,1,,12/9/21,16.9,2,1,DO NOT PUBLISH,SUNP buoy 15jul21 1.0
BVR,50,12/6/21 9:57,0.1,,1/26/22,10.6,8,3.2,,B 06dec21 0.1
BVR,50,12/6/21 10:02,3,,1/26/22,9.7,11.8,1.8,,B 06dec21 3.0
BVR,50,12/6/21 10:10,6,,1/26/22,5.3,6,1.5,,B 06dec21 6.0
BVR,50,12/6/21 10:18,9,,1/26/22,11.7,7,4.9,,B 06dec21 9.0
BVR,50,9/6/21 10:36,10,,1/26/22,2050,14,1.1,,B 06sep21 10.0
BVR,50,11/9/21 10:32,0.1,,1/26/22,79.9,6.8,6,,B 09nov21 0.1
BVR,50,6/15/21 16:52,11,,1/26/22,532,19.6,1.9,,B 15jun21 11.0
BVR,50,9/21/21 10:41,10,,1/26/22,2500,9.1,1.1,,B 21sep21 10.0
BVR,50,9/21/21 10:19,3,,1/26/22,8.8,4.5,1.3,,B 21sep21 3.0
BVR,50,11/22/21 10:18,9,,1/26/22,31.8,7.6,11.3,,B 22nov21 9.0
BVR,50,7/26/21 10:00,3,,1/26/22,9.8,6.6,0.4,,B 26jul21 3.0
BVR,50,10/26/21 10:15,9,,1/26/22,2690,12.9,0,,B 26oct21 9.0
CCR,50,8/19/21 12:00,21,,1/26/22,125,5.2,81.2,,C 19aug21 21.0
CCR,400,8/19/21 15:34,0.1,,1/26/22,25.3,25.4,505,,C 19aug21 TCT 0.1
CCR,50,11/19/21 12:11,9,,1/26/22,21.5,2.5,54.8,,C 19nov21 9.0
CCR,50,9/23/21 13:36,6,,1/26/22,19.4,2.4,2.1,,C 23sep21 site50 6
FCR,50,8/2/21 10:30,0.1,,1/26/22,6.8,6.5,0,,F 02aug21 0.1
FCR,50,10/4/21 11:20,0.1,,1/26/22,6.9,5.4,1.7,,F 04oct21 0.1
FCR,50,10/4/21 11:35,1.6,,1/26/22,7.9,4.4,-0.2,,F 04oct21 1.6
FCR,50,10/4/21 13:20,9,,1/26/22,1050,5.2,-0.4,,F 04oct21 9.0
FCR,50,10/4/21 13:00,8,,1/26/22,974,13.6,2.4,04 not 05oct,F 05oct21 8.0
FCR,50,12/6/21 13:15,0.1,,1/26/22,6.6,8.5,1.1,,F 06dec21 0.1
FCR,50,12/6/21 13:30,1.6,,1/26/22,8.1,11.6,0.8,,F 06dec21 1.6
FCR,50,12/6/21 13:39,3.8,,1/26/22,7.3,7.6,0,,F 06dec21 3.8
FCR,50,12/6/21 13:49,5,,1/26/22,8.4,6.4,0,,F 06dec21 5.0
FCR,50,12/6/21 13:59,6.2,,1/26/22,11.7,9.7,1,,F 06dec21 6.2
FCR,50,12/6/21 13:07,8,,1/26/22,9.9,7.1,1.7,,F 06dec21 8.0
FCR,50,12/6/21 14:14,9,,1/26/22,6.7,6.7,0.2,,F 06dec21 9.0
FCR,200,??,0.1,,1/26/22,32.7,7.4,5.9,,F 06dec21 wet
FCR,50,2/8/21 11:22,0.1,,1/26/22,14.7,13.1,24.6,,F 08feb21 0.1
FCR,50,11/8/21 9:53,1.6,,1/26/22,88.8,6.6,2.3,,F 08nov21 1.6
FCR,100,11/8/21 13:20,0.1,,1/26/22,8.9,21.6,2,,F 08nov21 weir
FCR,200,11/8/21 12:00,0.1,,1/26/22,29.4,11.1,6.5,,F 08nov21 wet
FCR,50,10/11/21 11:22,8,,1/26/22,1140,4.3,1.2,,F 11oct21 8.0
FCR,200,10/11/21 15:40,0.1,,1/26/22,31.1,11.9,9.8,,F 11oct21 wet
FCR,50,9/14/21 10:46,0.1,,1/26/22,9.2,6,1.2,,F 14sep21 0.1
FCR,50,9/14/21 11:30,6.2,,1/26/22,769,4.4,0,,F 14sep21 6.2
FCR,50,8/16/21 11:09,9,,1/26/22,817,6.1,3.5,,F 16aug21 9.0
FCR,50,10/18/21 10:43,0.1,,1/26/22,12.5,5,0,,F 18oct21 0.1
FCR,50,10/18/21 12:28,9,,1/26/22,1110,11.7,1.7,,F 18oct21 9.0
FCR,50,7/21/21 11:59,8,,1/26/22,629,13.9,1.9,,F 21jul21 8.0
FCR,50,11/22/21 12:54,1.6,,1/26/22,4.9,8.3,0.6,,F 22nov21 1.6
FCR,50,11/22/21 13:39,6.2,,1/26/22,7.6,7,1.7,,F 22nov21 6.2
FCR,100,11/22/21 12:00,0.1,,1/26/22,4.2,20.5,0.2,datetime_flag!,F 22nov21 weir
FCR,50,7/26/21 12:50,1.6,,1/26/22,25.5,15.5,13.1,26 not 25jul,F 25jul21 1.6
FCR,50,10/25/21 13:41,5,,1/26/22,221,8.6,1.5,,F 25oct21 5.0
FCR,50,10/25/21 13:46,6.2,,1/26/22,918,6.9,1.8,,F 25oct21 6.2
FCR,50,7/26/21 12:55,0.1,,1/26/22,13.9,9,4,,F 26jul21 0.1
FCR,50,9/27/21 10:31,1.6,,1/26/22,9.3,6.5,2.3,,F 27sep21 1.6
FCR,50,8/31/21 10:07,5,,1/26/22,276,5.2,0.7,,F 31aug21 5.0
FCR,50,8/31/21 10:35,8,,1/26/22,817,6.2,1.4,,F 31aug21 8.0
SUN,buoy,10/20/21 12:00,1,,1/26/22,5.7,2.2,3.2,DO NOT PUBLISH,SUNP 20oct21 buoy 1.0
SUN,buoy,10/20/21 12:00,10,,1/26/22,5.3,2.7,1.2,DO NOT PUBLISH,SUNP 20oct21 buoy 10.0
SUN,HH,10/20/21 12:00,1,,1/26/22,8.1,2.7,3.9,DO NOT PUBLISH,SUNP 20oct21 HH 1.0
