190,0.27
191,0.253
192,0.239
193,0.222
194,0.209
195,0.198
196,0.189
197,0.181
198,0.173
199,0.167
200,0.162
201,0.157
202,0.152
203,0.148
204,0.144
205,0.139
206,0.135
207,0.132
208,0.129
209,0.125
210,0.122
211,0.119
212,0.116
213,0.114
214,0.111
215,0.109
216,0.107
217,0.104
218,0.102
219,0.101
220,0.098
221,0.097
222,0.095
223,0.094
224,0.092
225,0.091
226,0.089
227,0.088
228,0.087
229,0.086
230,0.084
231,0.083
232,0.082
233,0.081
234,0.08
235,0.079
236,0.078
237,0.077
238,0.076
239,0.075
240,0.074
241,0.074
242,0.073
243,0.072
244,0.071
245,0.071
246,0.07
247,0.07
248,0.069
249,0.069
250,0.068
251,0.068
252,0.068
253,0.067
254,0.067
255,0.066
256,0.066
257,0.066
258,0.065
259,0.065
260,0.064
261,0.064
262,0.063
263,0.063
264,0.063
265,0.062
266,0.062
267,0.061
268,0.061
269,0.06
270,0.059
271,0.059
272,0.058
273,0.058
274,0.057
275,0.057
276,0.056
277,0.055
278,0.055
279,0.054
280,0.053
281,0.053
282,0.052
283,0.051
284,0.051
285,0.05
286,0.049
287,0.049
288,0.048
289,0.047
290,0.047
291,0.046
292,0.045
293,0.045
294,0.044
295,0.044
296,0.043
297,0.043
298,0.042
299,0.041
300,0.041
301,0.041
302,0.04
303,0.04
304,0.039
305,0.039
306,0.038
307,0.037
308,0.037
309,0.037
310,0.036
311,0.036
312,0.036
313,0.035
314,0.035
315,0.035
316,0.034
317,0.034
318,0.034
319,0.033
320,0.033
321,0.033
322,0.032
323,0.032
324,0.032
325,0.031
326,0.031
327,0.031
328,0.031
329,0.03
330,0.03
331,0.03
332,0.029
333,0.029
334,0.029
335,0.029
336,0.028
337,0.028
338,0.028
339,0.028
340,0.029
341,0.028
342,0.027
343,0.027
344,0.026
345,0.026
346,0.026
347,0.026
348,0.026
349,0.026
350,0.026
351,0.025
352,0.025
353,0.025
354,0.024
355,0.024
356,0.024
357,0.024
358,0.024
359,0.023
360,0.023
361,0.023
362,0.023
363,0.023
364,0.022
365,0.022
366,0.022
367,0.022
368,0.022
369,0.021
370,0.021
371,0.021
372,0.021
373,0.021
374,0.02
375,0.02
376,0.02
377,0.02
378,0.02
379,0.02
380,0.019
381,0.019
382,0.019
383,0.019
384,0.019
385,0.018
386,0.018
387,0.018
388,0.018
389,0.018
390,0.018
391,0.017
392,0.017
393,0.017
394,0.017
395,0.017
396,0.017
397,0.017
398,0.016
399,0.016
400,0.016
401,0.016
402,0.016
403,0.016
404,0.015
405,0.015
406,0.015
407,0.015
408,0.015
409,0.015
410,0.015
411,0.015
412,0.015
413,0.014
414,0.014
415,0.014
416,0.014
417,0.014
418,0.014
419,0.014
420,0.014
421,0.014
422,0.013
423,0.013
424,0.013
425,0.013
426,0.013
427,0.013
428,0.013
429,0.013
430,0.013
431,0.013
432,0.013
433,0.012
434,0.012
435,0.012
436,0.012
437,0.012
438,0.012
439,0.012
440,0.012
441,0.012
442,0.012
443,0.012
444,0.012
445,0.011
446,0.011
447,0.011
448,0.011
449,0.011
450,0.011
451,0.011
452,0.011
453,0.011
454,0.011
455,0.011
456,0.011
457,0.011
458,0.011
459,0.011
460,0.01
461,0.011
462,0.01
463,0.01
464,0.01
465,0.01
466,0.01
467,0.01
468,0.01
469,0.01
470,0.01
471,0.01
472,0.01
473,0.01
474,0.01
475,0.01
476,0.01
477,0.01
478,0.01
479,0.01
480,0.01
481,0.01
482,0.01
483,0.009
484,0.01
485,0.009
486,0.01
487,0.009
488,0.009
489,0.009
490,0.009
491,0.009
492,0.009
493,0.009
494,0.009
495,0.009
496,0.009
497,0.009
498,0.009
499,0.009
500,0.009
501,0.009
502,0.009
503,0.009
504,0.009
505,0.009
506,0.009
507,0.009
508,0.009
509,0.009
510,0.008
511,0.008
512,0.008
513,0.008
514,0.008
515,0.008
516,0.008
517,0.008
518,0.008
519,0.008
520,0.008
521,0.008
522,0.008
523,0.008
524,0.008
525,0.008
526,0.008
527,0.008
528,0.008
529,0.008
530,0.008
531,0.008
532,0.008
533,0.008
534,0.008
535,0.008
536,0.009
537,0.008
538,0.008
539,0.008
540,0.008
541,0.008
542,0.008
543,0.008
544,0.008
545,0.008
546,0.008
547,0.007
548,0.008
549,0.007
550,0.007
551,0.007
552,0.007
553,0.007
554,0.007
555,0.007
556,0.007
557,0.007
558,0.007
559,0.007
560,0.007
561,0.007
562,0.007
563,0.007
564,0.007
565,0.007
566,0.007
567,0.007
568,0.007
569,0.007
570,0.007
571,0.007
572,0.007
573,0.007
574,0.007
575,0.007
576,0.007
577,0.007
578,0.007
579,0.007
580,0.007
581,0.007
582,0.007
583,0.007
584,0.007
585,0.007
586,0.007
587,0.007
588,0.007
589,0.007
590,0.007
591,0.007
592,0.007
593,0.007
594,0.007
595,0.007
596,0.007
597,0.007
598,0.007
599,0.007
600,0.007
601,0.007
602,0.007
603,0.007
604,0.007
605,0.007
606,0.007
607,0.007
608,0.006
609,0.007
610,0.007
611,0.006
612,0.006
613,0.006
614,0.006
615,0.006
616,0.006
617,0.006
618,0.006
619,0.006
620,0.006
621,0.006
622,0.006
623,0.006
624,0.006
625,0.006
626,0.006
627,0.006
628,0.006
629,0.006
630,0.006
631,0.006
632,0.006
633,0.006
634,0.006
635,0.006
636,0.006
637,0.006
638,0.006
639,0.006
640,0.006
641,0.006
642,0.006
643,0.006
644,0.006
645,0.006
646,0.006
647,0.006
648,0.006
649,0.006
650,0.006
651,0.006
652,0.006
653,0.006
654,0.006
655,0.006
656,0.006
657,0.006
658,0.006
659,0.006
660,0.006
661,0.006
662,0.006
663,0.006
664,0.006
665,0.006
666,0.006
667,0.006
668,0.006
669,0.006
670,0.006
671,0.006
672,0.006
673,0.006
674,0.006
675,0.006
676,0.006
677,0.006
678,0.006
679,0.006
680,0.006
681,0.006
