F1,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450
300,1.75194E5,1.25908E5,9.9272E4,9.52098E4,1.0276E5,2.14366E5,8.57803E5,7.30193E5,2.15203E5,1.49748E5,3.99834E5,1.57445E7,3.41601E7,1.78274E7,4.82882E5,4.24218E4,2.63447E4,2.00663E4,1.83731E4,1.60612E4,1.48401E4,1.30748E4,1.06487E4,9731.48555,9265.82146,8763.7781,8847.11779,8248.65511,7933.6418,7543.70818,7158.08712,5465.25996,5357.81544,4789.23598,4227.80631,4254.93391,3495.63046,3690.94042,3827.6644,3396.46128,2958.73573,3254.36084,2931.9875
302,2.15521E5,1.38167E5,1.07088E5,9.79403E4,1.07241E5,1.60149E5,6.33045E5,9.4638E5,3.43756E5,1.57662E5,1.58699E5,5.72578E6,3.0688E7,2.90855E7,3.9603E6,6.15597E4,3.20794E4,2.37734E4,2.05191E4,1.66861E4,1.59594E4,1.44743E4,1.15617E4,9644.29191,9315.58686,9257.58554,9643.84249,8554.36081,8514.9633,7686.49466,7321.53752,6013.68041,5886.78534,4924.20676,4744.8605,4520.33699,4030.67594,3979.69359,3592.48843,3626.66667,3137.63403,3564.30492,3066.69869
304,2.16195E5,1.45209E5,1.17754E5,1.15149E5,1.19771E5,1.43835E5,4.3347E5,1.04078E6,5.58599E5,1.7436E5,1.432E5,1.13526E6,2.18101E7,3.53659E7,1.31252E7,1.45961E5,4.09843E4,2.61279E4,2.09133E4,1.77379E4,1.78333E4,1.46483E4,1.21302E4,1.0756E4,1.08263E4,9520.98358,9093.18951,9089.82322,8054.67691,7873.16652,7275.68337,5890.73634,5916.71377,5064.00602,5066.54429,4667.81474,3859.52402,3817.55531,3503.35814,3591.74964,3076.11179,3528.39185,3323.19026
306,2.42542E5,1.36923E5,1.22527E5,1.11795E5,1.26673E5,1.5646E5,2.81359E5,9.30188E5,8.19913E5,2.34249E5,1.40913E5,1.78153E5,1.05785E7,3.57847E7,2.53621E7,1.65805E6,5.37049E4,3.19465E4,2.22124E4,1.80853E4,1.84019E4,1.59634E4,1.14875E4,1.12979E4,1.03513E4,1.00008E4,9178.68339,9621.13063,8284.42438,8607.84102,7659.48801,6216.73004,6098.02074,4492.79457,4824.36027,4431.75639,3932.23362,4326.53061,3459.54781,3633.61763,3250.17569,3135.04125,3531.39013
308,2.12288E5,1.65914E5,1.32863E5,1.26139E5,1.37005E5,1.60981E5,2.21127E5,7.16605E5,1.01098E6,3.49671E5,1.45586E5,1.36254E5,2.90195E6,3.01482E7,3.41269E7,8.21481E6,8.54352E4,3.68642E4,2.57234E4,1.86536E4,1.91592E4,1.84002E4,1.24956E4,1.11522E4,1.05371E4,9759.87607,9570.99849,9687.05208,8654.38933,8612.13037,7796.30006,6042.18127,6583.78073,5084.74576,4626.82457,4480.04344,4269.54274,4531.03761,3502.4045,3457.77778,3558.24987,3383.65435,3184.76434
310,2.64444E5,1.71103E5,1.31822E5,1.34937E5,1.37237E5,1.65069E5,2.06801E5,4.97726E5,1.09469E6,5.61526E5,1.59524E5,1.2275E5,3.53472E5,1.91126E7,3.68787E7,1.97689E7,6.12817E5,4.78569E4,3.08478E4,2.17874E4,2.09971E4,1.97883E4,1.38887E4,1.30983E4,1.03646E4,1.03074E4,9335.00627,9921.10925,8773.71274,8229.07679,7772.02073,6838.90578,6212.9342,5347.3922,4991.7416,4827.89855,3959.68965,4560.29012,3679.4767,4007.10795,3427.66743,3376.44302,3346.14153
312,2.61934E5,1.78798E5,1.48044E5,1.40853E5,1.52994E5,1.72143E5,2.09586E5,3.45234E5,9.60339E5,7.97405E5,2.14762E5,1.21787E5,1.33428E5,7.73264E6,3.4153E7,3.04084E7,4.36858E6,6.78481E4,3.47411E4,2.39329E4,2.15767E4,2.02754E4,1.5445E4,1.25802E4,1.17704E4,1.07056E4,9786.96742,9948.58304,8949.15254,8818.13276,8026.82382,6386.61851,6659.75885,5740.09598,5190.75569,4771.38977,4298.582,4514.5499,3913.20138,4247.37871,3557.93727,3462.63994,3010.64937
314,2.72784E5,1.92706E5,1.55599E5,1.47632E5,1.50335E5,1.79261E5,2.23032E5,2.70502E5,7.33151E5,1.00827E6,3.36372E5,1.22679E5,1.15093E5,1.35786E6,2.52049E7,3.59164E7,1.39882E7,1.87148E5,4.40348E4,2.71335E4,2.31252E4,2.17508E4,1.56152E4,1.38874E4,1.18355E4,1.11733E4,9785.74114,9928.31541,9873.61769,9176.1915,8734.51148,6678.70036,6902.72154,5492.85177,5555.55556,4912.98042,4324.56531,4064.22934,3748.07151,4360.95568,3663.03584,3660.33481,3449.65583
316,2.92864E5,1.89189E5,1.7278E5,1.53928E5,1.65872E5,1.95896E5,2.29158E5,2.55052E5,5.04535E5,1.05633E6,5.25753E5,1.40224E5,1.06817E5,1.74019E5,1.26401E7,3.63402E7,2.55226E7,2.15265E6,5.8572E4,3.28752E4,2.7442E4,2.17235E4,1.73956E4,1.51243E4,1.29688E4,1.13092E4,1.01066E4,1.02353E4,9478.67299,8579.75394,8353.65854,7024.04714,6697.43783,5759.45793,5255.43428,5268.39866,4467.23139,4609.80036,3822.75493,3894.37183,4128.96424,3735.15903,3626.32085
