"","Sample","Date","7Li","23Na","24Mg","27Al","29Si","31P","34S","35Cl","39K","44Ca","48Ti","51V","52Cr","54Fe","55Mn","59Co","60Ni","65Cu","66Zn","75As","78Se","88Sr","95Mo","107Ag","111Cd","120Sn","138Ba","208Pb","238U","Reservoir","Sample Depth (m)","Filter","Site"
"220",7,2022-09-05,3e-04,3.0779,1.2734,0.0076,8.1073,0.0202,-2e-04,6e-04,1.3212,3.4251,9e-04,1e-04,0,6.3221,1.2994,0.0023,-3e-04,4e-04,0.0015,2e-04,1e-04,0.0235,0,0,0,-2e-04,0.0727,1e-04,0,"FCR",5,"T",50
"221",7,2022-03-29,3e-04,3.0822,1.0739,0.0518,6.7471,0.0123,-2e-04,-0.0015,1.0455,2.3189,9e-04,-4e-04,1e-04,0.4588,0.0545,2e-04,1e-04,0.0017,0.0021,1e-04,6e-04,0.015,0.0011,0,0,-1e-04,0.0166,3e-04,0,"FCR",5,"T",50
"222",7,2022-08-18,3e-04,2.9893,1.196,0.0124,7.2133,0.0304,1e-04,8e-04,1.2955,3.0961,0.001,2e-04,0,5.2623,0.8498,0.0015,-3e-04,6e-04,0.0016,2e-04,2e-04,0.0214,9e-04,0,0,1e-04,0.0613,1e-04,0,"FCR",5,"T",50
"223",7,2022-07-18,3e-04,3.0758,1.1712,0.0231,7.6722,0.0398,-1e-04,-0.001,1.3503,2.9461,-0.0022,-3e-04,2e-04,3.8722,0.7497,0.0013,3e-04,0.0021,0.0251,1e-04,-0.0015,0.0194,-2e-04,0,4e-04,-1e-04,0.047,3e-04,0,"FCR",5,"T",50
"224",7,2022-06-20,3e-04,2.8521,1.118,0.0189,7.1357,0.0127,-1e-04,0,1.0633,2.706,5e-04,-1e-04,1e-04,2.6747,0.7494,0.0012,2e-04,0.001,0.0018,1e-04,2e-04,0.018,1e-04,0,0,-5e-04,0.0376,1e-04,0,"FCR",5,"T",50
"225",7,2022-10-17,3e-04,2.8961,1.1421,0.0124,5.1685,0.0167,7e-04,5e-04,1.3163,2.7661,7e-04,-1e-04,0,0.4001,0.08,1e-04,1e-04,9e-04,0.0023,0,1e-04,0.0182,-1e-04,0,0,0.0028,0.0282,1e-04,0,"FCR",5,"T",50
"226",7,2022-11-08,3e-04,2.928,1.1708,0.0133,5.1361,0.015,5e-04,2e-04,1.3582,2.7874,0.0027,-1e-04,1e-04,0.4012,0.1574,2e-04,1e-04,0.0012,0.0032,0,0,0.0183,0,0,0,0.003,0.0279,1e-04,0,"FCR",5,"T",50
"227",7,2022-10-11,4e-04,2.7431,1.0649,0.0151,4.9954,0.0126,3e-04,-0.0017,1.2348,2.5481,3e-04,-1e-04,-3e-04,0.5367,0.1413,2e-04,-0.0012,-2e-04,-3e-04,-1e-04,-9e-04,0.0179,-5e-04,0,0,-6e-04,0.0285,5e-04,0,"FCR",5,"T",50
"228",7,2022-04-12,4e-04,2.919,1.0276,0.034,6.7462,0.0124,9e-04,-3e-04,1.0062,2.4526,0.001,2e-04,1e-04,0.4906,0.0474,1e-04,1e-04,0.0018,0.0024,0,0.0016,0.0153,0.002,0,0,0.0031,0.0163,3e-04,0,"FCR",5,"T",50
"229",7,2022-10-03,3e-04,2.8593,1.1252,0.021,4.9317,0.0159,9e-04,9e-04,1.2914,2.7462,0.0012,0,0,0.7944,0.1666,4e-04,1e-04,8e-04,0.0029,1e-04,0,0.018,0,0,0,0.0026,0.0313,1e-04,0,"FCR",5,"T",50
"230",7,2022-08-29,3e-04,3.0139,1.2081,0.0097,6.9561,0.0327,-1e-04,6e-04,1.2996,3.1545,8e-04,1e-04,0,4.5994,1.0274,0.0019,-3e-04,5e-04,0.0024,2e-04,2e-04,0.0216,1e-04,0,0,3e-04,0.0636,1e-04,0,"FCR",5,"T",50
"231",7,2022-07-05,3e-04,2.9202,1.1689,0.008,7.3395,0.0348,3e-04,-6e-04,1.1458,2.9008,0.0012,-1e-04,0,3.1611,0.8796,0.0014,2e-04,9e-04,0.0033,1e-04,-8e-04,0.0191,-1e-04,0,0,1e-04,0.0409,1e-04,0,"FCR",5,"T",50
"232",7,2022-05-02,4e-04,2.917,1.0465,0.0175,6.9365,0.0148,0,-6e-04,1.0549,2.5773,6e-04,1e-04,1e-04,0.4539,0.0429,1e-04,1e-04,0.0018,0.0024,-1e-04,0.0015,0.016,0.0017,0,0,-1e-04,0.0184,2e-04,0,"FCR",5,"T",50
"233",7,2022-06-07,4e-04,3.0007,1.1468,0.0204,7.2052,0.0176,5e-04,3e-04,1.0314,2.7073,2e-04,0,1e-04,1.5156,0.6001,0.001,1e-04,0.0015,0.001,1e-04,3e-04,0.0179,1e-04,0,0,-4e-04,0.0318,1e-04,0,"FCR",5,"T",50
"234",7,2022-09-26,3e-04,2.9383,1.1931,0.0104,7.2334,0.0254,2e-04,-0.0016,1.3322,3.2525,6e-04,1e-04,-3e-04,7.0825,1.1528,0.0024,-0.0011,-1e-04,0.0016,0,-8e-04,0.0228,-5e-04,0,0,-7e-04,0.0727,1e-04,0,"FCR",5,"T",50
"235",7,2022-03-17,3e-04,3.0652,1.0767,0.0336,6.6481,0.013,-1e-04,-0.0013,1.0786,2.313,8e-04,-5e-04,1e-04,0.3946,0.0327,1e-04,1e-04,0.0015,0.0053,1e-04,4e-04,0.0149,0.001,0,0,-4e-04,0.0157,2e-04,0,"FCR",5,"T",50
"236",7,2022-11-16,3e-04,2.8593,1.1652,0.0589,5.3192,0.0182,5e-04,2e-04,1.4063,2.7001,0.0017,0,1e-04,0.4201,0.1079,2e-04,1e-04,0.0012,0.0031,0,1e-04,0.0176,-1e-04,0,0,0.0025,0.0252,1e-04,0,"FCR",5,"T",50
"237",7,2022-06-27,3e-04,2.9356,1.1437,0.008,7.442,0.0264,3e-04,3e-04,1.122,2.7515,8e-04,0,1e-04,3.3886,0.6592,0.0011,1e-04,0.0012,0.0019,1e-04,1e-04,0.0186,0,0,0,1e-04,0.0422,1e-04,0,"FCR",5,"T",50
"238",8,2022-07-11,3e-04,2.9948,1.1662,0.0039,7.4955,0.0148,-3e-04,-0.001,1.1943,2.9364,9e-04,-3e-04,0,3.4957,0.7645,0.0013,2e-04,6e-04,0.0156,1e-04,-0.0014,0.0197,-2e-04,0,0,-2e-04,0.0498,1e-04,0,"FCR",5,"S",50
"239",8,2022-09-13,4e-04,2.9837,1.1886,0.0058,6.6677,0.0016,8e-04,-0.0012,1.342,3.1944,5e-04,0,-3e-04,3.1629,1.0318,0.002,-0.0012,-5e-04,0.009,-1e-04,-8e-04,0.0224,3e-04,0,0,0.0023,0.065,1e-04,0,"FCR",5,"S",50
"240",8,0022-05-31,3e-04,2.9388,1.1031,0.0143,7.5605,-0.0016,1e-04,7e-04,1.0288,2.6381,5e-04,1e-04,2e-04,0.0792,0.2244,3e-04,0,2e-04,0.012,1e-04,1e-04,0.0172,0,0,0,-7e-04,0.024,0,0,"FCR",5,"S",50
"241",8,2022-10-11,4e-04,2.7157,1.0536,0.0089,4.8843,0.0029,3e-04,-0.0016,1.2249,2.5341,5e-04,-1e-04,-3e-04,0.0694,0.0375,0,-0.0012,-5e-04,0.0142,-1e-04,-7e-04,0.0179,-5e-04,0,0,-7e-04,0.0284,5e-04,0,"FCR",5,"S",50
"242",8,2022-08-01,3e-04,3.1047,1.2219,0.0024,7.8506,-0.0011,4e-04,7e-04,1.2653,3.2218,0.001,0,-1e-04,4.2884,1.1313,0.002,-3e-04,-6e-04,0.0022,1e-04,1e-04,0.0216,0,0,0,-4e-04,0.0623,0,0,"FCR",5,"S",50
"243",8,2022-04-19,3e-04,2.8369,0.9789,0.0171,6.5277,0.0028,1e-04,-5e-04,0.9728,2.359,5e-04,0,1e-04,0.0779,0.0015,0,9e-04,0.0015,0.0099,-1e-04,0.0014,0.0147,0.0019,0,0,0.0014,0.0153,4e-04,0,"FCR",5,"S",50
"244",8,2022-09-19,3e-04,3.0158,1.2257,0.0047,7.1854,2e-04,4e-04,-0.0014,1.3561,3.3641,4e-04,0,-4e-04,4.7761,1.2376,0.0024,-0.0012,-8e-04,0.013,-1e-04,-8e-04,0.0237,-5e-04,0,0,-3e-04,0.0765,1e-04,0,"FCR",5,"S",50
"245",8,0022-05-23,3e-04,3.0185,1.0879,0.0113,7.4545,4e-04,5e-04,8e-04,0.9582,2.5137,6e-04,1e-04,1e-04,0.0569,0.0159,0,0,2e-04,0.0121,1e-04,0,0.0161,0,0,0,-4e-04,0.0179,1e-04,0,"FCR",5,"S",50
"246",8,2022-08-08,2e-04,2.9863,1.1849,0.0028,7.2492,-0.0012,2e-04,5e-04,1.2563,3.0765,9e-04,-1e-04,-1e-04,3.1259,0.9961,0.0018,-2e-04,-5e-04,0.0219,1e-04,0,0.0205,0,0,0,-4e-04,0.0555,0,0,"FCR",5,"S",50
"247",8,2022-10-17,3e-04,2.9432,1.1532,0.0074,5.3247,0.0023,7e-04,6e-04,1.3241,2.7866,6e-04,-2e-04,0,0.0509,0.0165,0,1e-04,5e-04,0.036,0,2e-04,0.0185,-1e-04,0,0,0.0026,0.0272,0,0,"FCR",5,"S",50
"248",8,2022-02-24,3e-04,3.0831,1.0741,0.0164,6.6234,0.0017,-2e-04,-9e-04,1.1432,2.3462,4e-04,-5e-04,1e-04,0.1317,0.0353,1e-04,1e-04,0.001,0.0061,1e-04,4e-04,0.015,0.001,0,0,-4e-04,0.0162,2e-04,0,"FCR",5,"S",50
"249",8,2022-01-31,3e-04,4.283,1.1621,0.0264,6.6722,0.0028,-2e-04,-5e-04,0.9762,2.6218,4e-04,-5e-04,1e-04,0.0975,0.0177,1e-04,1e-04,0.0014,0.0014,1e-04,7e-04,0.0163,0.0011,0,0,-2e-04,0.0171,2e-04,0,"FCR",5,"S",50
"250",8,2022-10-24,3e-04,2.8618,1.1326,0.008,5.0921,-4e-04,2e-04,3e-04,1.3106,2.7377,7e-04,-2e-04,1e-04,0.0641,0.0513,0,1e-04,7e-04,0.0075,0,0,0.0181,0,0,0,0.0032,0.0265,2e-04,0,"FCR",5,"S",50
"251",8,2022-08-22,3e-04,3.0903,1.2551,0.0067,7.8299,5e-04,-4e-04,7e-04,1.2824,3.2583,8e-04,1e-04,0,5.1544,1.1725,0.002,-3e-04,0,0.0109,2e-04,1e-04,0.0227,1e-04,0,0,5e-04,0.0695,1e-04,0,"FCR",5,"S",50
"252",8,2022-04-12,4e-04,2.9027,1.0097,0.017,6.682,0,7e-04,-3e-04,0.9994,2.4168,6e-04,1e-04,1e-04,0.0913,0.0015,0,1e-04,0.0012,0.0201,0,0.0014,0.0153,0.0019,0,0,0.0022,0.0238,2e-04,0,"FCR",5,"S",50
"253",8,2022-05-17,3e-04,2.8739,1.0337,0.011,6.7492,-6e-04,3e-04,-3e-04,1.003,2.4422,2e-04,0,1e-04,0.0363,0.0049,0,1e-04,0.0016,0.0101,1e-04,-3e-04,0.0157,0,0,0,-2e-04,0.0208,1e-04,0,"FCR",5,"S",50
"254",8,2022-07-18,3e-04,2.9892,1.1689,0.0097,7.5618,0.0031,-3e-04,-0.0012,1.2367,2.9159,8e-04,-4e-04,3e-04,2.371,0.7473,0.0012,2e-04,1e-04,0.0122,1e-04,-0.0016,0.0194,-2e-04,0,0,-2e-04,0.0494,1e-04,0,"FCR",5,"S",50
"255",8,2022-06-13,2e-04,2.7932,1.0901,0.0082,6.919,-0.0014,4e-04,0.0019,1.032,2.635,4e-04,-1e-04,2e-04,0.1448,0.5394,8e-04,1e-04,2e-04,0.0063,1e-04,1e-04,0.017,2e-04,0,0,-4e-04,0.0304,0,0,"FCR",5,"S",50
"256",8,2022-05-09,3e-04,2.9133,1.0396,0.0119,6.9067,0,3e-04,-2e-04,0.9917,2.431,3e-04,0,1e-04,0.0338,0.0014,0,1e-04,0.001,0.0052,1e-04,-1e-04,0.0151,0,0,0,-2e-04,0.0163,2e-04,0,"FCR",5,"S",50
"257",8,2022-06-07,3e-04,2.958,1.1295,0.01,7.1014,-4e-04,4e-04,3e-04,1.0001,2.6749,1e-04,0,1e-04,0.0513,0.4161,6e-04,1e-04,6e-04,0.0111,1e-04,1e-04,0.0177,1e-04,0,0,-4e-04,0.0301,1e-04,0,"FCR",5,"S",50
"258",8,2022-08-18,4e-04,2.9682,1.1776,0.0042,7.0467,7e-04,-1e-04,0.0011,1.2659,3.0492,8e-04,2e-04,0,4.376,0.8414,0.0015,-1e-04,0,0.2824,2e-04,1e-04,0.0214,4e-04,0,0,0,0.0607,0,0,"FCR",5,"S",50
"259",8,2022-03-29,3e-04,3.0767,1.0667,0.0186,6.689,8e-04,-3e-04,-0.0016,1.0281,2.2996,4e-04,-5e-04,1e-04,0.13,0.0095,0,0,0.001,0.0037,1e-04,4e-04,0.0149,0.0011,0,0,-3e-04,0.0151,2e-04,0,"FCR",5,"S",50
"260",8,2022-10-03,3e-04,2.8517,1.1149,0.0073,4.8801,4e-04,9e-04,9e-04,1.2804,2.7053,8e-04,-1e-04,1e-04,0.0636,0.0141,0,1e-04,4e-04,0.013,1e-04,2e-04,0.0179,0,0,0,0.0026,0.0278,0,0,"FCR",5,"S",50
"261",8,2022-08-29,3e-04,3.0497,1.2215,0.0046,7.1114,0.0018,-2e-04,7e-04,1.2882,3.165,7e-04,0,-1e-04,3.3991,1.0357,0.0018,-3e-04,0,0.0131,1e-04,1e-04,0.0219,0,0,0,0,0.0613,1e-04,0,"FCR",5,"S",50
"262",8,2022-09-05,3e-04,3.0597,1.2639,0.005,7.9834,3e-04,-3e-04,6e-04,1.301,3.3861,8e-04,1e-04,0,5.0119,1.297,0.0023,-3e-04,-1e-04,0.0126,1e-04,0,0.0236,0,0,0,-3e-04,0.0741,1e-04,0,"FCR",5,"S",50
"263",8,2022-05-02,4e-04,2.9073,1.0172,0.0148,6.853,0.0016,0,-6e-04,1.0237,2.5359,6e-04,0,1e-04,0.045,9e-04,0,1e-04,0.0012,0.0201,0,0.002,0.0156,0.0021,0,0,0.0012,0.0167,3e-04,0,"FCR",5,"S",50
"264",8,2022-03-17,3e-04,3.0452,1.0612,0.0173,6.5881,7e-04,-2e-04,-0.0013,1.053,2.2708,4e-04,-5e-04,1e-04,0.1487,0.0085,0,0,0.0012,0.007,1e-04,6e-04,0.0147,0.001,0,0,-5e-04,0.0154,2e-04,0,"FCR",5,"S",50
"265",8,2022-09-26,4e-04,2.9172,1.1653,0.0061,6.497,5e-04,3e-04,-0.0015,1.3039,3.0888,3e-04,-1e-04,-4e-04,3.6296,0.9102,0.0018,-0.0012,-8e-04,0.0114,-1e-04,-9e-04,0.0216,-5e-04,0,0,-8e-04,0.0604,0,0,"FCR",5,"S",50
"266",8,2022-11-08,3e-04,2.9486,1.1676,0.0096,5.1586,2e-04,5e-04,4e-04,1.3555,2.768,7e-04,-2e-04,1e-04,0.0611,0.11,1e-04,1e-04,0.001,0.0063,0,-1e-04,0.0181,-1e-04,0,0,0.0028,0.0268,1e-04,0,"FCR",5,"S",50
"267",8,2022-06-20,3e-04,2.8906,1.1142,0.0101,7.1698,-0.001,0,1e-04,1.0972,2.715,4e-04,-1e-04,1e-04,1.6175,0.6423,0.001,2e-04,2e-04,0.0208,1e-04,3e-04,0.0178,1e-04,0,0,-6e-04,0.0384,0,0,"FCR",5,"S",50
"268",8,2022-07-25,2e-04,3.1329,1.2414,0.0029,7.838,4e-04,9e-04,-3e-04,1.3038,3.1917,8e-04,-6e-04,-1e-04,0.6874,0.8587,0.0014,-3e-04,-4e-04,0.0355,-2e-04,-6e-04,0.0218,-1e-04,0,0,-1e-04,0.074,0,0,"FCR",5,"S",50
"269",8,2022-06-27,3e-04,2.9286,1.1399,0.0034,7.4807,0.0073,3e-04,4e-04,1.1192,2.6838,6e-04,0,1e-04,2.5936,0.5735,9e-04,1e-04,2e-04,0.028,1e-04,1e-04,0.0184,0,0,0,0,0.0395,0,0,"FCR",5,"S",50
"270",8,2022-11-16,3e-04,2.8713,1.149,0.0217,5.2658,0.0022,5e-04,2e-04,1.4146,2.683,0.001,-2e-04,1e-04,0.1052,0.0509,1e-04,1e-04,9e-04,0.006,0,0,0.0174,-1e-04,0,0,0.0024,0.0234,1e-04,0,"FCR",5,"S",50
"271",8,2022-07-05,3e-04,2.8556,1.1284,0.0064,7.0891,0.008,2e-04,-6e-04,1.1271,2.8011,-0.0015,-1e-04,0,1.3763,0.7875,0.0013,2e-04,1e-04,0.0126,1e-04,-9e-04,0.0181,-1e-04,0,0,2e-04,0.0389,1e-04,0,"FCR",5,"S",50
"272",9,2022-04-19,4e-04,2.9226,1.0216,0.0423,6.7617,0.0128,2e-04,-5e-04,1.0407,2.5445,9e-04,1e-04,1e-04,0.4461,0.0522,1e-04,1e-04,0.002,0.0035,-1e-04,0.0014,0.0156,0.0018,0,0,4e-04,0.0173,3e-04,0,"FCR",6.2,"T",50
"273",9,2022-08-01,3e-04,3.0701,1.2397,0.0039,7.6173,0.0241,6e-04,6e-04,1.217,3.1738,0.0011,0,-1e-04,4.0829,1.062,0.0018,-3e-04,-1e-04,-0.0022,1e-04,0,0.0213,0,0,0,-4e-04,0.0539,0,0,"FCR",6.2,"T",50
"274",9,0022-05-23,3e-04,3.0501,1.1448,0.0167,7.4811,0.0193,6e-04,8e-04,1.0926,2.7494,0.001,1e-04,1e-04,1.7549,0.4298,9e-04,1e-04,0.0013,0.0033,1e-04,0,0.0177,1e-04,0,0,-5e-04,0.0278,1e-04,0,"FCR",6.2,"T",50
"275",9,2022-08-18,3e-04,2.9981,1.2246,0.0069,7.4846,0.0283,0,7e-04,1.2534,3.1405,9e-04,2e-04,0,4.9481,1.0616,0.0018,-3e-04,4e-04,0.0024,2e-04,1e-04,0.0217,3e-04,0,0,0,0.0585,1e-04,0,"FCR",6.2,"T",50
"276",9,2022-07-11,2e-04,2.9299,1.1725,0.0058,7.3257,0.0332,-2e-04,-0.0012,1.1638,2.9264,-4e-04,-3e-04,0,2.8309,0.8753,0.0014,1e-04,7e-04,0.0012,1e-04,-0.0014,0.0192,-2e-04,0,0,-2e-04,0.0426,1e-04,0,"FCR",6.2,"T",50
"277",9,0022-05-31,3e-04,2.9725,1.1347,0.025,7.5303,0.015,2e-04,7e-04,1.079,2.7442,9e-04,1e-04,1e-04,1.9746,0.5412,0.001,0,9e-04,4e-04,1e-04,3e-04,0.0181,1e-04,0,0,-6e-04,0.0293,1e-04,0,"FCR",6.2,"T",50
"278",9,2022-09-13,3e-04,3.0362,1.2524,0.009,7.8845,0.0414,8e-04,-0.0013,1.3288,3.3515,7e-04,0,-3e-04,4.9163,1.2672,0.0023,-0.0012,-5e-04,4e-04,0,-7e-04,0.0237,-3e-04,0,0,0.0017,0.0666,1e-04,0,"FCR",6.2,"T",50
"279",9,2022-05-09,3e-04,2.9139,1.0646,0.0207,6.8515,0.0161,4e-04,-1e-04,1.0465,2.5118,4e-04,1e-04,5e-04,0.4549,0.0764,2e-04,2e-04,0.0018,0.0046,1e-04,-1e-04,0.0157,0,0,0,-2e-04,0.019,3e-04,0,"FCR",6.2,"T",50
"280",9,2022-02-24,3e-04,3.0685,1.0876,0.0417,6.7635,0.0196,-1e-04,-0.001,1.1385,2.3428,9e-04,-4e-04,1e-04,0.4295,0.0502,2e-04,1e-04,0.0014,0.001,1e-04,5e-04,0.0151,0.001,0,0,-4e-04,0.017,2e-04,0,"FCR",6.2,"T",50
"281",9,2022-10-11,4e-04,2.7634,1.1241,0.0231,6.0667,0.0355,3e-04,-0.0017,1.2728,2.9205,8e-04,0,-3e-04,3.1982,1.0754,0.0018,-0.0012,1e-04,0.0019,-1e-04,-9e-04,0.0205,-4e-04,0,1e-04,-1e-04,0.0536,0.001,0,"FCR",6.2,"T",50
"282",9,2022-10-17,3e-04,3.0068,1.2302,0.0211,6.5487,0.0374,5e-04,5e-04,1.3547,3.1474,0.0012,0,1e-04,3.4654,1.1825,0.002,2e-04,0.0017,0.0035,1e-04,1e-04,0.021,-1e-04,0,0,0.0027,0.0575,2e-04,0,"FCR",6.2,"T",50
"283",9,2022-07-25,2e-04,3.14,1.2687,0.005,7.9093,0.0248,0.001,-4e-04,1.2544,3.2182,0.001,-5e-04,-1e-04,4.0737,1.0389,0.0018,-3e-04,2e-04,-2e-04,-1e-04,-7e-04,0.0216,0,0,0,-1e-04,0.0554,0,0,"FCR",6.2,"T",50
"284",9,2022-08-08,2e-04,2.9818,1.1881,0.0048,7.0902,0.0238,4e-04,5e-04,1.2296,2.9497,9e-04,0,-1e-04,2.9572,0.8067,0.0013,-3e-04,-2e-04,-0.0021,1e-04,0,0.02,0,0,0,-5e-04,0.0466,1e-04,0,"FCR",6.2,"T",50
"285",9,2022-09-19,3e-04,2.9382,1.2179,0.0091,7.4879,0.0326,4e-04,-0.0015,1.3263,3.2827,6e-04,0,-3e-04,6.2053,1.1825,0.0022,-0.0012,-3e-04,-2e-04,0,-8e-04,0.0233,-5e-04,0,0,-4e-04,0.0699,1e-04,0,"FCR",6.2,"T",50
"286",9,2022-09-26,3e-04,2.9336,1.2345,0.0079,7.9944,0.0313,1e-04,-0.0016,1.3099,3.3636,7e-04,0,-4e-04,6.7334,1.2813,0.0024,-0.0012,-5e-04,6e-04,0,-9e-04,0.0241,-5e-04,0,0,-8e-04,0.0725,1e-04,0,"FCR",6.2,"T",50
"287",9,2022-07-18,2e-04,2.9539,1.2047,0.0117,7.4317,0.0306,-2e-04,-0.0013,1.1709,3.038,0.001,-4e-04,3e-04,2.7288,0.9868,0.0016,2e-04,5e-04,0.0016,1e-04,-0.0017,0.02,-2e-04,0,0,-2e-04,0.0486,1e-04,0,"FCR",6.2,"T",50
"288",9,2022-06-20,2e-04,2.8977,1.1446,0.0146,7.1189,0.0127,-1e-04,0,1.0791,2.7885,5e-04,-1e-04,1e-04,2.4747,0.8149,0.0012,2e-04,9e-04,0.0012,1e-04,3e-04,0.0183,1e-04,0,0,-6e-04,0.0373,1e-04,0,"FCR",6.2,"T",50
"289",9,2022-08-22,3e-04,3.0449,1.2538,0.0062,7.5992,0.0231,-2e-04,6e-04,1.2569,3.1819,8e-04,1e-04,-1e-04,4.8115,1.0691,0.0018,-3e-04,4e-04,0.0014,2e-04,1e-04,0.022,1e-04,0,0,2e-04,0.0575,1e-04,0,"FCR",6.2,"T",50
"290",9,2022-03-17,3e-04,3.1487,1.0878,0.0725,6.7539,0.015,-1e-04,-0.001,1.0936,2.3519,0.0012,-4e-04,3e-04,0.4441,0.0401,1e-04,1e-04,0.0017,0.0037,1e-04,8e-04,0.0151,0.0013,0,0,4e-04,0.0168,4e-04,0,"FCR",6.2,"T",50
"291",9,2022-11-16,3e-04,2.8517,1.1539,0.0617,5.2673,0.0148,3e-04,1e-04,1.3933,2.6885,0.0021,0,1e-04,0.4302,0.1093,2e-04,1e-04,0.0011,0.0033,0,0,0.0174,-2e-04,0,0,0.0023,0.0253,2e-04,0,"FCR",6.2,"T",50
"292",9,2022-10-24,3e-04,2.9594,1.1778,0.0189,5.3527,0.0191,4e-04,3e-04,1.3538,2.8483,0.0012,-1e-04,1e-04,0.6436,0.1535,2e-04,1e-04,0.0011,0.0026,0,5e-04,0.0187,-1e-04,0,0,0.0028,0.0296,1e-04,0,"FCR",6.2,"T",50
"293",9,2022-10-03,3e-04,3.0135,1.2334,0.0193,6.6829,0.0364,8e-04,9e-04,1.358,3.2211,0.0012,0,0,3.5231,0.9731,0.0018,1e-04,8e-04,0.0029,1e-04,1e-04,0.0214,0,0,0,0.0027,0.0572,1e-04,0,"FCR",6.2,"T",50
"294",9,2022-08-29,3e-04,3.0608,1.2509,0.0057,7.6626,0.0305,-2e-04,5e-04,1.2751,3.2255,8e-04,1e-04,-1e-04,4.44,1.1231,0.0019,-3e-04,3e-04,0.0016,2e-04,0,0.0224,0,0,0,-1e-04,0.0602,1e-04,0,"FCR",6.2,"T",50
"295",9,2022-05-17,3e-04,2.878,1.097,0.0142,6.8336,0.024,3e-04,-3e-04,1.0855,2.6078,4e-04,1e-04,2e-04,0.7014,0.1172,2e-04,2e-04,0.002,0.001,1e-04,-1e-04,0.0168,0,0,0,-2e-04,0.026,1e-04,0,"FCR",6.2,"T",50
"296",9,2022-01-31,3e-04,3.1746,1.1542,0.0264,6.7437,0.0171,-2e-04,-7e-04,1.2808,2.5407,5e-04,-5e-04,1e-04,0.3011,0.043,1e-04,1e-04,0.0017,0.0037,1e-04,4e-04,0.0163,0.0011,0,0,-2e-04,0.0184,3e-04,0,"FCR",6.2,"T",50
"297",9,2022-11-08,3e-04,2.8909,1.1565,0.0192,5.2119,0.0184,5e-04,2e-04,1.335,2.7506,9e-04,-1e-04,1e-04,0.6804,0.2562,4e-04,1e-04,0.0019,0.0038,0,-2e-04,0.018,-1e-04,0,0,0.0027,0.0296,1e-04,0,"FCR",6.2,"T",50
"298",9,2022-06-07,3e-04,2.9583,1.1563,0.0228,7.1691,0.0271,3e-04,3e-04,1.0883,2.7624,0.0016,0,1e-04,2.6536,0.8257,0.0015,2e-04,0.0016,0.0038,1e-04,3e-04,0.0181,1e-04,0,0,-4e-04,0.0387,2e-04,0,"FCR",6.2,"T",50
"299",9,2022-09-05,3e-04,3.085,1.2725,0.0063,7.844,0.0199,-1e-04,6e-04,1.2992,3.2883,8e-04,1e-04,0,4.8354,1.1774,0.002,-3e-04,2e-04,0.0016,1e-04,2e-04,0.0228,0,0,0,-4e-04,0.0637,1e-04,0,"FCR",6.2,"T",50
"300",9,2022-06-13,3e-04,2.8202,1.0903,0.015,6.989,0.0194,4e-04,1e-04,1.0634,2.6282,-0.0012,-1e-04,1e-04,2.0848,0.6779,0.0011,2e-04,0.0012,0.0027,1e-04,2e-04,0.0173,1e-04,0,0,-4e-04,0.0348,1e-04,0,"FCR",6.2,"T",50
"301",9,2022-04-12,4e-04,2.8958,1.0166,0.0332,6.6369,0.014,7e-04,-3e-04,1.0393,2.4472,9e-04,1e-04,1e-04,0.5238,0.0632,2e-04,1e-04,0.0021,0.0026,-1e-04,0.0014,0.0152,0.0019,0,0,0.0027,0.0174,3e-04,0,"FCR",6.2,"T",50
"302",9,2022-03-29,3e-04,3.0764,1.0947,0.0345,6.7547,0.0103,-3e-04,-0.0015,1.0915,2.3585,8e-04,-5e-04,1e-04,0.432,0.0561,2e-04,1e-04,0.0036,0.0028,1e-04,7e-04,0.0153,0.001,0,0,-4e-04,0.0177,3e-04,0,"FCR",6.2,"T",50
"303",9,2022-06-27,3e-04,2.9688,1.1775,0.0053,7.2621,0.0215,2e-04,3e-04,1.1145,2.9002,8e-04,0,1e-04,3.5944,0.9192,0.0015,2e-04,0.0011,0.0019,1e-04,1e-04,0.0196,0,0,0,0,0.044,1e-04,0,"FCR",6.2,"T",50
"304",9,2022-05-02,4e-04,2.9118,1.0483,0.0172,6.8918,0.0087,1e-04,-6e-04,1.0626,2.6218,6e-04,1e-04,1e-04,0.3987,0.0722,2e-04,1e-04,0.0019,0.0021,0,0.0017,0.0162,0.0019,0,0,4e-04,0.0188,2e-04,0,"FCR",6.2,"T",50
"305",9,2022-07-05,3e-04,2.9202,1.1604,0.0115,7.3634,0.0391,1e-04,-7e-04,1.1635,2.8749,-0.0013,-1e-04,2e-04,3.2808,0.8197,0.0013,2e-04,0.001,0.0102,1e-04,-8e-04,0.0188,-1e-04,0,0,-1e-04,0.0453,1e-04,0,"FCR",6.2,"T",50
"306",10,2022-07-11,0.0012,2.9397,1.1598,0.0021,7.188,0,-2e-04,-0.0011,1.2241,2.9184,8e-04,-4e-04,0,0.3522,0.8597,0.0013,2e-04,5e-04,0.0245,0,-0.0016,0.0193,-2e-04,0,0,-2e-04,0.0452,1e-04,0,"FCR",6.2,"S",50
