"Date","Volume_L","Reservoir"
2021-07-16,968673289.860593,"BVR"
2021-07-17,967514611.096684,"BVR"
2021-07-18,969538607.88652,"BVR"
2021-07-19,966968493.764847,"BVR"
2021-07-20,964464697.643583,"BVR"
2021-07-21,961852487.196504,"BVR"
2021-07-22,958549102.583865,"BVR"
2021-07-23,955546045.724619,"BVR"
2021-07-24,952785646.964792,"BVR"
2021-07-25,952827774.815154,"BVR"
2021-07-26,956134185.823629,"BVR"
2021-07-27,962242513.9598,"BVR"
2021-07-28,959649775.427593,"BVR"
2021-07-29,956943473.493325,"BVR"
2021-07-30,954017684.302753,"BVR"
2021-07-31,950639186.226808,"BVR"
2021-08-01,948721039.732981,"BVR"
2021-08-02,945228431.822393,"BVR"
2021-08-03,941906352.910478,"BVR"
2021-08-04,938585072.630797,"BVR"
2021-08-05,935136410.509736,"BVR"
2021-08-06,931886366.123696,"BVR"
2021-08-07,928966430.066737,"BVR"
2021-08-08,925794704.181258,"BVR"
2021-08-09,921777453.779162,"BVR"
2021-08-10,918338253.308534,"BVR"
2021-08-11,916253833.685178,"BVR"
2021-08-12,914230446.377837,"BVR"
2021-08-13,911517387.594533,"BVR"
2021-08-14,908988949.465511,"BVR"
2021-08-15,909218503.691295,"BVR"
2021-08-16,930736283.164626,"BVR"
2021-08-17,937672792.927825,"BVR"
2021-08-18,942450105.870568,"BVR"
2021-08-19,942269898.710213,"BVR"
2021-08-20,944864675.856281,"BVR"
2021-08-21,942953433.327954,"BVR"
2021-08-22,940340655.431656,"BVR"
2021-08-23,934151602.131198,"BVR"
2021-08-24,928675246.314396,"BVR"
2021-08-25,925748204.870245,"BVR"
2021-08-26,922657025.248928,"BVR"
2021-08-27,920050552.343955,"BVR"
2021-08-28,917362230.143278,"BVR"
2021-08-29,914518090.590351,"BVR"
2021-08-30,912407757.452654,"BVR"
2021-08-31,911286404.237382,"BVR"
2021-09-01,924766654.329261,"BVR"
2021-09-02,926551607.881371,"BVR"
2021-09-03,923382908.391728,"BVR"
2021-09-04,920179132.133686,"BVR"
2021-09-05,917367505.319353,"BVR"
2021-09-06,911246564.693963,"BVR"
2021-09-07,905153847.441297,"BVR"
2021-09-08,902298604.500283,"BVR"
2021-09-09,902382258.061075,"BVR"
2021-09-10,902590927.157348,"BVR"
2021-09-11,899372548.494774,"BVR"
2021-09-12,896541486.60094,"BVR"
2021-09-13,893622301.658759,"BVR"
2021-09-14,890742593.438662,"BVR"
2021-09-15,887967434.872947,"BVR"
2021-09-16,885361853.059654,"BVR"
2021-09-17,882883167.588338,"BVR"
2021-09-18,880178646.033798,"BVR"
2021-09-19,877256182.807575,"BVR"
2021-09-20,874530161.295808,"BVR"
2021-09-21,874652052.074987,"BVR"
2021-09-22,912207396.499682,"BVR"
2021-09-23,943886040.90732,"BVR"
2021-09-24,945416895.127489,"BVR"
2021-09-25,944790065.069606,"BVR"
2021-09-26,943283387.962337,"BVR"
2021-09-27,941175012.466053,"BVR"
2021-09-28,939336090.221863,"BVR"
2021-09-29,937154765.768645,"BVR"
2021-09-30,934901297.76509,"BVR"
2021-10-01,932339567.843333,"BVR"
2021-10-02,930123103.79851,"BVR"
2021-10-03,928360381.967524,"BVR"
2021-10-04,928075029.392574,"BVR"
2021-10-05,926241521.27052,"BVR"
2021-10-06,925754056.384095,"BVR"
2021-10-07,924825705.959539,"BVR"
2021-10-08,923145791.858854,"BVR"
2021-10-09,921738850.935396,"BVR"
2021-10-10,919558645.102454,"BVR"
2021-10-11,917448643.878037,"BVR"
2021-10-12,913239041.256608,"BVR"
2021-10-13,908704881.37314,"BVR"
2021-10-14,906662333.284549,"BVR"
2021-10-15,904478030.818911,"BVR"
2021-10-16,902813321.746825,"BVR"
2021-10-17,899764587.873974,"BVR"
2021-10-18,896534881.605737,"BVR"
2021-10-19,893641439.993603,"BVR"
2021-10-20,891102661.143386,"BVR"
2021-10-21,888828484.862738,"BVR"
2021-10-22,887100873.439012,"BVR"
2021-10-23,884392877.278381,"BVR"
2021-10-24,881814360.117128,"BVR"
2021-10-25,880010427.173411,"BVR"
2021-10-26,877190794.836907,"BVR"
2021-10-27,871904716.983331,"BVR"
2021-10-28,869178096.401548,"BVR"
2021-10-29,875697123.060911,"BVR"
2021-10-30,877070284.725393,"BVR"
2021-10-31,875619283.896881,"BVR"
2021-11-01,872906415.300124,"BVR"
2021-11-02,871492689.939251,"BVR"
2021-11-03,869286980.705054,"BVR"
2021-11-04,866806697.713697,"BVR"
2021-11-05,864598578.886771,"BVR"
2021-11-06,862257053.823699,"BVR"
2021-11-07,860073590.056083,"BVR"
2021-11-08,857689171.579893,"BVR"
2021-11-09,854827383.433131,"BVR"
2021-11-10,851615293.88014,"BVR"
2021-11-11,849448963.514971,"BVR"
2021-11-12,854015860.621418,"BVR"
2021-11-13,853026370.020277,"BVR"
2021-11-14,850496377.53029,"BVR"
2021-11-15,848353690.461737,"BVR"
2021-11-16,845599752.287242,"BVR"
2021-11-17,843497429.225076,"BVR"
2021-11-18,841989436.869077,"BVR"
2021-11-19,839620194.833283,"BVR"
2021-11-20,836688678.993489,"BVR"
2021-11-21,834766329.876684,"BVR"
2021-11-22,835326198.785285,"BVR"
2021-11-23,834536247.052683,"BVR"
2021-11-24,832048668.719801,"BVR"
2021-11-25,829875216.07778,"BVR"
2021-11-26,828065239.183239,"BVR"
2021-11-27,825538295.293997,"BVR"
2021-11-28,823280014.337763,"BVR"
2021-11-29,820882110.129887,"BVR"
2021-11-30,818397500.52175,"BVR"
2021-12-01,816351237.100379,"BVR"
2021-12-02,814449975.248124,"BVR"
2021-12-03,812083142.805059,"BVR"
2021-12-04,810168195.531113,"BVR"
2021-12-05,807899104.689263,"BVR"
2021-12-06,804488702.410271,"BVR"
2021-12-07,800958811.994913,"BVR"
2021-12-08,798700783.979352,"BVR"
2021-12-09,796480803.566117,"BVR"
2021-12-10,794866735.879352,"BVR"
2021-12-11,794414544.518891,"BVR"
2021-12-12,792903570.125482,"BVR"
2021-12-13,790649003.403345,"BVR"
2021-12-14,788266355.511867,"BVR"
2021-12-15,785989756.325822,"BVR"
2021-12-16,783797719.200649,"BVR"
2021-12-17,782039941.273469,"BVR"
2021-12-18,780530138.394757,"BVR"
2021-12-19,778946476.839452,"BVR"
2021-12-20,777370749.633687,"BVR"
2021-12-21,774965922.838964,"BVR"
2021-12-22,769184311.430834,"BVR"
2021-12-23,767712715.906452,"BVR"
2021-12-24,767903659.489432,"BVR"
2021-12-25,766564165.559829,"BVR"
2021-12-26,764335824.791709,"BVR"
2021-12-27,761923250.024784,"BVR"
2021-12-28,759805537.519549,"BVR"
2021-12-29,758485919.401798,"BVR"
2021-12-30,757628543.708102,"BVR"
2021-12-31,755968281.066799,"BVR"
2022-01-01,755142256.703921,"BVR"
2022-01-02,759611145.955813,"BVR"
2022-01-03,765813211.326242,"BVR"
2022-01-04,767034102.705419,"BVR"
2022-01-05,765905934.051994,"BVR"
2022-01-06,765096710.274887,"BVR"
2022-01-07,764658177.710783,"BVR"
2022-01-08,762443083.046342,"BVR"
2022-01-09,761463390.568123,"BVR"
2022-01-10,761920001.734032,"BVR"
2022-01-11,760442295.695491,"BVR"
2022-01-12,759382820.403857,"BVR"
2022-01-13,758565249.584533,"BVR"
2022-01-14,757977521.961204,"BVR"
2022-01-15,756148987.208845,"BVR"
2022-01-16,756696430.70179,"BVR"
2022-01-17,761488737.886117,"BVR"
2022-01-18,760379619.659189,"BVR"
2022-01-19,758916025.047682,"BVR"
2022-01-20,758737848.312368,"BVR"
2022-01-21,757661026.615616,"BVR"
2022-01-22,756205566.043655,"BVR"
2022-01-23,754871383.86819,"BVR"
2022-01-24,754051683.022143,"BVR"
2022-01-25,753029922.51616,"BVR"
2022-01-26,751911272.41965,"BVR"
2022-01-27,750127561.417127,"BVR"
2022-01-28,749280615.034343,"BVR"
2022-01-29,750211351.343313,"BVR"
2022-01-30,748440966.320471,"BVR"
2022-01-31,746735547.112656,"BVR"
2022-02-01,744879961.020926,"BVR"
2022-02-02,743374325.006989,"BVR"
2022-02-03,747792532.935559,"BVR"
2022-02-04,764891455.574867,"BVR"
2022-02-05,779006383.841014,"BVR"
2022-02-06,783255068.267829,"BVR"
2022-02-07,785792569.102012,"BVR"
2022-02-08,787716755.366866,"BVR"
2022-02-09,788049638.605548,"BVR"
2022-02-10,788235470.124395,"BVR"
2022-02-11,788022014.821494,"BVR"
2022-02-12,787882444.820521,"BVR"
2022-02-13,788393558.045185,"BVR"
2022-02-14,787972824.516878,"BVR"
2022-02-15,786682787.145231,"BVR"
2022-02-16,785618931.98615,"BVR"
2022-02-17,785338873.410179,"BVR"
2022-02-18,773675912.092651,"BVR"
2022-02-19,780568052.870412,"BVR"
2022-02-20,785518714.22887,"BVR"
2022-02-21,784505673.519781,"BVR"
2022-02-22,785010050.534936,"BVR"
2022-02-23,786467201.815608,"BVR"
2022-02-24,789629665.802758,"BVR"
2022-02-25,795385224.321542,"BVR"
2022-02-26,797127106.924307,"BVR"
2022-02-27,797872536.401083,"BVR"
2022-02-28,797814226.919562,"BVR"
2022-03-01,797696795.883833,"BVR"
2022-03-02,797357522.564984,"BVR"
2022-03-03,796968566.372839,"BVR"
2022-03-04,795906628.237808,"BVR"
2022-03-05,795061367.071095,"BVR"
2022-03-06,794705519.481814,"BVR"
2022-03-07,794493808.138292,"BVR"
2022-03-08,794164319.629698,"BVR"
2022-03-09,798731789.180827,"BVR"
2022-03-10,799211577.700008,"BVR"
2022-03-11,798800216.289279,"BVR"
2022-03-12,800801922.214154,"BVR"
2022-03-13,801424063.081714,"BVR"
2022-03-14,801383166.568648,"BVR"
2022-03-15,801038741.247664,"BVR"
2022-03-16,801257268.676697,"BVR"
2022-03-17,802821600.239498,"BVR"
2022-03-18,802553270.123166,"BVR"
2022-03-19,802191671.461735,"BVR"
2022-03-20,801151992.105952,"BVR"
2022-03-21,799965274.342999,"BVR"
2022-03-22,794555624.073642,"BVR"
2022-03-23,792574148.180223,"BVR"
2022-03-24,799744989.641921,"BVR"
2022-03-25,803821754.286918,"BVR"
2022-03-26,805271929.730075,"BVR"
2022-03-27,805415373.717149,"BVR"
2022-03-28,805040954.957384,"BVR"
2022-03-29,804359546.096278,"BVR"
2022-03-30,803918990.006787,"BVR"
2022-03-31,804930845.888512,"BVR"
2022-04-01,805330185.960927,"BVR"
2022-04-02,804126534.485534,"BVR"
2022-04-03,803071106.244673,"BVR"
2022-04-04,801858801.53572,"BVR"
2022-04-05,802093503.855175,"BVR"
2022-04-06,808458423.081185,"BVR"
2022-04-07,811634133.172014,"BVR"
2022-04-08,813014297.299345,"BVR"
2022-04-09,814071442.874251,"BVR"
2022-04-10,813755559.911345,"BVR"
2022-04-11,813322379.039381,"BVR"
2022-04-12,814725755.344297,"BVR"
2022-04-13,817464562.130084,"BVR"
2022-04-14,817246101.264386,"BVR"
2022-04-15,815529060.098269,"BVR"
2022-04-16,814561828.276375,"BVR"
2022-04-17,813487655.800358,"BVR"
2022-04-18,817189935.122254,"BVR"
2022-04-19,821219346.610683,"BVR"
2022-04-20,820417058.733091,"BVR"
2022-04-21,820079196.556946,"BVR"
2022-04-22,819934394.677836,"BVR"
2022-04-23,819429884.53601,"BVR"
2022-04-24,818895846.898748,"BVR"
2022-04-25,817780298.653653,"BVR"
2022-04-26,817481841.971868,"BVR"
2022-04-27,815993312.735044,"BVR"
2022-04-28,813861129.360765,"BVR"
2022-04-29,811968227.863395,"BVR"
2022-04-30,812125264.083491,"BVR"
2022-05-01,812610737.111486,"BVR"
2022-05-02,812371374.632625,"BVR"
2022-05-03,811655579.878574,"BVR"
2022-05-04,811615548.688863,"BVR"
2022-05-05,810165865.814385,"BVR"
2022-05-06,811076518.80147,"BVR"
2022-05-07,817465667.081446,"BVR"
2022-05-08,818102172.316714,"BVR"
2022-05-09,811315927.602434,"BVR"
2022-05-10,805087961.98461,"BVR"
2022-05-11,803306128.068136,"BVR"
2022-05-12,802066284.776198,"BVR"
2022-05-13,804232010.746285,"BVR"
2022-05-14,804132911.253033,"BVR"
2022-05-15,804081843.862368,"BVR"
2022-05-16,803194394.853888,"BVR"
2022-05-17,800950904.270707,"BVR"
2022-05-18,798392036.605966,"BVR"
2022-05-19,794685936.548637,"BVR"
2022-05-20,784890196.59381,"BVR"
2022-05-21,774173938.965641,"BVR"
2022-05-22,765189206.6853,"BVR"
2022-05-23,759400965.568997,"BVR"
2022-05-24,777847183.36078,"BVR"
2022-05-25,778728055.911755,"BVR"
2022-05-26,773924872.278478,"BVR"
2022-05-27,778497786.710416,"BVR"
2022-05-28,781311725.075142,"BVR"
2022-05-29,776904739.724866,"BVR"
2022-05-30,770219078.412489,"BVR"
2022-05-31,762442736.917,"BVR"
2022-06-01,754126739.838768,"BVR"
2022-06-02,745353479.273943,"BVR"
2022-06-03,735778223.7102,"BVR"
2022-06-04,725587896.305081,"BVR"
2022-06-05,715493121.554822,"BVR"
2022-06-06,706709698.200377,"BVR"
2022-06-07,698297556.169575,"BVR"
2022-06-08,690636546.785014,"BVR"
2022-06-09,683033263.591335,"BVR"
2022-06-10,673332290.178957,"BVR"
2022-06-11,663835236.790936,"BVR"
2022-06-12,655064513.416231,"BVR"
2022-06-13,646429424.529063,"BVR"
2022-06-14,639790651.070729,"BVR"
2022-06-15,630279331.160769,"BVR"
2022-06-16,620630376.869692,"BVR"
2022-06-17,615532003.008727,"BVR"
2022-06-18,605210119.08854,"BVR"
2022-06-19,594163930.392891,"BVR"
2022-06-20,583296209.958463,"BVR"
2022-06-21,572702165.75809,"BVR"
2022-06-22,562045829.589064,"BVR"
2022-06-23,551869178.723985,"BVR"
2022-06-24,542462817.489182,"BVR"
2022-06-25,533258416.327415,"BVR"
2022-06-26,524370135.123508,"BVR"
2022-06-27,516107780.577999,"BVR"
2022-06-28,507586371.764184,"BVR"
2022-06-29,499083427.43807,"BVR"
2022-06-30,490880201.731659,"BVR"
2022-07-01,483710380.362293,"BVR"
2022-07-02,482524404.329699,"BVR"
2022-07-03,482882737.370523,"BVR"
2022-07-04,481149140.018421,"BVR"
2022-07-05,481356545.942381,"BVR"
2022-07-06,483344966.280069,"BVR"
2022-07-07,483774424.426195,"BVR"
2022-07-08,482998227.129264,"BVR"
2022-07-09,484162951.26917,"BVR"
2022-07-10,487358855.766853,"BVR"
2022-07-11,487572727.963759,"BVR"
2022-07-12,486435896.384976,"BVR"
2022-07-13,488166578.701873,"BVR"
2022-07-14,487650057.261636,"BVR"
2022-07-15,487241062.677588,"BVR"
2022-07-16,485641216.089091,"BVR"
2022-07-17,484898786.24041,"BVR"
2022-07-18,484091731.659051,"BVR"
2022-07-19,483250716.722699,"BVR"
2022-07-20,481286846.203558,"BVR"
2022-07-21,479418590.203125,"BVR"
2022-07-22,477211692.263647,"BVR"
2022-07-23,474928409.100194,"BVR"
2022-07-24,472535784.836817,"BVR"
2022-07-25,470815365.548278,"BVR"
2022-07-26,469612986.596997,"BVR"
2022-07-27,468976740.218195,"BVR"
2022-07-28,467717294.971106,"BVR"
2022-07-29,465996728.566821,"BVR"
2022-07-30,463707909.564453,"BVR"
2022-07-31,463368812.638296,"BVR"
2022-08-01,468506547.572765,"BVR"
2022-08-02,466934021.504157,"BVR"
2022-08-03,464851367.197523,"BVR"
2022-08-04,463200097.181601,"BVR"
2022-08-05,462674460.41069,"BVR"
2022-08-06,468987327.680619,"BVR"
2022-08-07,468503518.547213,"BVR"
2022-08-08,466837892.567473,"BVR"
2022-08-09,465941121.737169,"BVR"
2022-08-10,467928822.084543,"BVR"
2022-08-11,467369646.820353,"BVR"
2022-08-12,465389994.970915,"BVR"
2022-08-13,463194442.480956,"BVR"
2022-08-14,461277529.164947,"BVR"
2022-08-15,467652236.685397,"BVR"
2022-08-16,470803880.777224,"BVR"
2022-08-17,469743645.840411,"BVR"
2022-08-18,468274721.409029,"BVR"
2022-08-19,466741778.244935,"BVR"
2022-08-20,465067188.92165,"BVR"
2022-08-21,465097303.807406,"BVR"
2022-08-22,465516429.751544,"BVR"
2022-08-23,463633310.189251,"BVR"
2022-08-24,461679706.595574,"BVR"
2022-08-25,459951928.596842,"BVR"
2022-08-26,458799923.63628,"BVR"
2022-08-27,456659401.204302,"BVR"
2022-08-28,454571867.721095,"BVR"
2022-08-29,452449247.619294,"BVR"
2022-08-30,450618210.928652,"BVR"
2022-08-31,448290834.934896,"BVR"
2022-09-01,445492531.69125,"BVR"
2022-09-02,443049474.980565,"BVR"
2022-09-03,440724843.52363,"BVR"
2022-09-04,440849464.201469,"BVR"
2022-09-05,453347197.574658,"BVR"
2022-09-06,461727255.184525,"BVR"
2022-09-07,460870898.316565,"BVR"
2022-09-08,467214516.674787,"BVR"
2022-09-09,469367015.887438,"BVR"
2022-09-10,469988099.601503,"BVR"
2022-09-11,475315668.409479,"BVR"
2022-09-12,475926811.580698,"BVR"
2022-09-13,476594462.787306,"BVR"
2022-09-14,475378424.479884,"BVR"
2022-09-15,474083272.974365,"BVR"
2022-09-16,472787718.118387,"BVR"
2022-09-17,471357280.530487,"BVR"
2022-09-18,469772371.407918,"BVR"
2022-09-19,467021188.561355,"BVR"
2022-09-20,464614599.50352,"BVR"
2022-09-21,462736059.040646,"BVR"
2022-09-22,460789025.967498,"BVR"
2022-09-23,458388256.752813,"BVR"
2022-09-24,456032900.513051,"BVR"
2022-09-25,454744274.711343,"BVR"
2022-09-26,453917801.825616,"BVR"
2022-09-27,451801278.745978,"BVR"
2022-09-28,449507952.740649,"BVR"
2022-09-29,447085153.186374,"BVR"
2022-09-30,445901264.053983,"BVR"
2022-10-01,465089496.930034,"BVR"
2022-10-02,472937827.817291,"BVR"
2022-10-03,474424659.450232,"BVR"
2022-10-04,474241575.364125,"BVR"
2022-10-05,473443073.955915,"BVR"
2022-10-06,472607898.832738,"BVR"
2022-10-07,471757249.276352,"BVR"
2022-10-08,470453031.153983,"BVR"
2022-10-09,469061317.158749,"BVR"
2022-10-10,467883527.97135,"BVR"
2022-10-11,465863574.201362,"BVR"
2022-10-12,466998584.857419,"BVR"
2022-10-13,467972154.979198,"BVR"
2022-10-14,467109935.889705,"BVR"
2022-10-15,466262776.191643,"BVR"
2022-10-16,465665868.17396,"BVR"
2022-10-17,467406077.940479,"BVR"
2022-10-18,465667736.836234,"BVR"
2022-10-19,464300160.540599,"BVR"
2022-10-20,463158251.032843,"BVR"
2022-10-21,461833900.461451,"BVR"
2022-10-22,460708828.399687,"BVR"
2022-10-23,459841083.214044,"BVR"
2022-10-24,450457101.063811,"BVR"
2022-10-25,459186334.350757,"BVR"
2022-10-26,459031558.841827,"BVR"
2022-10-27,458440936.855943,"BVR"
2022-10-28,457556990.426843,"BVR"
2022-10-29,456812444.449664,"BVR"
2022-10-30,456079728.137412,"BVR"
2022-10-31,456390324.553927,"BVR"
2022-11-01,457104925.169455,"BVR"
2022-11-02,456549230.9951,"BVR"
2022-11-03,456182061.266672,"BVR"
2022-11-04,455517419.600087,"BVR"
2022-11-05,455548670.49221,"BVR"
2022-11-06,458391466.019513,"BVR"
2022-11-07,461088567.268883,"BVR"
2022-11-08,460577656.68685,"BVR"
2022-11-09,459859209.62781,"BVR"
2022-11-10,459413330.051744,"BVR"
2022-11-11,475227318.096148,"BVR"
2022-11-12,498287582.8818,"BVR"
2022-11-13,503474667.842417,"BVR"
2022-11-14,505655489.272116,"BVR"
2022-11-15,508807775.412138,"BVR"
2022-11-16,516024460.454094,"BVR"
2022-11-17,518402897.303483,"BVR"
2022-11-18,519839694.968193,"BVR"
2022-11-19,520783613.959817,"BVR"
2022-11-20,520843189.991817,"BVR"
2022-11-21,521962360.860988,"BVR"
2022-11-22,522483215.882973,"BVR"
