"Reservoir","Site","SN","DateTime","Depth_m","Temp_C","DO_mgL","DOsat_percent","Cond_uScm","SpCond_uScm","Chla_ugL","Turbidity_NTU","pH","ORP_mV","PAR_umolm2s","DescRate_ms","Flag_DateTime","Flag_Temp_C","Flag_DO_mgL","Flag_DOsat_percent","Flag_Cond_uScm","Flag_SpCond_uScm","Flag_Chla_ugL","Flag_Turbidity_NTU","Flag_pH","Flag_ORP_mV","Flag_PAR_umolm2s","Flag_DescRate_ms","Flag_NA"
"FCR",50,7809,2024-03-05 13:46:23,1.853,7.6062,11.9456,99.861,24.615879,37.749,12.1892,3.3459,7.212,304.4215,129.74,0.007,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.854,7.4911,11.9795,99.807,24.628103,37.696,12.1535,3.3423,7.212,304.4306,129.85,0.007,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.855,7.4654,11.9876,99.793,24.680328,37.711,12.1534,3.2854,7.213,304.3899,129.45,0.01,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.857,7.5295,11.9691,99.805,24.740032,37.754,12.2539,3.2731,7.213,304.3593,128.84,0.016,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.862,7.6089,11.9409,99.825,24.715828,37.691,12.4534,3.2961,7.213,304.4047,128.2,0.021,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.867,7.6645,11.9138,99.906,24.641372,37.571,12.5506,3.2902,7.213,304.4226,126.64,0.024,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.877,7.7261,11.8948,100.012,24.600803,37.535,12.5224,3.27,7.213,304.5757,124.41,0.025,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.889,7.7732,11.8872,100.063,24.605803,37.591,12.3791,3.3257,7.213,304.9656,123.14,0.023,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.896,7.7867,11.8779,100.087,24.638376,37.69,12.1494,3.4503,7.214,305.0932,122.91,0.02,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.897,7.8039,11.8859,100.117,24.677516,37.79,12.0343,3.5137,7.214,304.9142,122.82,0.017,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.898,7.7786,11.9123,100.138,24.698517,37.845,12.028,3.477,7.214,304.6936,122.65,0.014,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.899,7.7205,11.9316,100.171,24.702025,37.864,12.0305,3.4168,7.215,304.4915,122.17,0.013,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.903,7.6856,11.9417,100.198,24.719924,37.903,12.0405,3.3658,7.215,304.4487,121.32,0.015,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.908,7.6418,11.9625,100.189,24.72467,37.892,12.0484,3.3391,7.215,304.6932,120.47,0.019,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.913,7.6235,11.9668,100.224,24.695999,37.796,12.043,3.3336,7.216,305.1245,119.52,0.021,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.919,7.6257,11.9703,100.337,24.690385,37.724,11.9257,3.3668,7.216,305.4476,118.17,0.023,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.927,7.5935,11.9891,100.461,24.720254,37.707,11.7123,3.4682,7.216,305.5016,117.13,0.023,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.933,7.6098,11.9748,100.561,24.740098,37.702,11.61,3.5681,7.216,305.3476,116.4,0.023,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.938,7.6703,11.96,100.655,24.740083,37.712,11.6036,3.584,7.216,305.3056,115.34,0.022,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.945,7.7183,11.9642,100.731,24.720067,37.716,11.5859,3.5244,7.217,305.4247,114.5,0.019,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.95,7.7855,11.961,100.798,24.688313,37.698,11.5703,3.496,7.217,305.497,114,0.016,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.953,7.8275,11.9579,100.867,24.673223,37.698,11.5653,3.5139,7.217,305.6636,113.3,0.013,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.955,7.8051,11.9773,100.882,24.664429,37.705,11.5746,3.5015,7.216,305.891,112.7,0.01,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.957,7.7669,11.9979,100.833,24.645392,37.691,11.5914,3.4825,7.216,305.923,112.42,0.007,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.959,7.7396,12.0102,100.759,24.633291,37.68,11.6607,3.489,7.215,305.8779,112.12,0.005,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.96,7.7239,12.0297,100.675,24.644951,37.718,11.7877,3.5118,7.215,305.9488,111.77,0.004,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.961,7.704,12.036,100.569,24.659517,37.774,11.8617,3.5533,7.216,306.0054,111.48,0.003,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.961,7.6862,12.0333,100.429,24.682558,37.826,11.8646,3.5814,7.217,305.7888,111.24,0.002,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.961,7.6905,12.0229,100.291,24.733277,37.89,11.7645,3.4423,7.217,305.4802,111.09,0.002,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.961,7.6764,12.0171,100.199,24.765414,37.915,11.5759,3.1691,7.217,305.4574,110.94,0.001,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.961,7.6319,12.0197,100.16,24.754054,37.88,11.4814,3.0455,7.217,305.5125,110.61,0.001,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.962,7.611,12.0066,100.18,24.722776,37.822,11.4879,3.0742,7.218,305.6305,110.26,0.001,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.962,7.6362,11.9801,100.229,24.704336,37.792,11.5123,3.0722,7.218,305.8517,110.05,0.001,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.962,7.6602,11.963,100.287,24.721349,37.828,11.5522,3.0552,7.219,305.9506,109.83,0.002,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.963,7.6741,11.9526,100.376,24.738209,37.881,11.5788,3.0734,7.22,305.6209,109.68,0.004,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.963,7.6848,11.9536,100.444,24.717922,37.885,11.5851,3.088,7.219,304.9638,109.53,0.008,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.963,7.6844,11.9626,100.449,24.666297,37.825,11.6612,3.1631,7.219,304.7165,109.13,0.013,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.965,7.6817,11.9652,100.421,24.621342,37.753,11.8079,3.2642,7.22,304.8679,108.44,0.017,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.972,7.6543,11.9887,100.376,24.618297,37.738,11.8937,3.2862,7.222,305.0735,107.19,0.021,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.982,7.6145,12.0118,100.314,24.629491,37.752,11.9162,3.292,7.223,305.1371,105.71,0.023,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.992,7.5947,12.014,100.25,24.629847,37.753,11.9225,3.3,7.224,305.1209,104.95,0.023,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.996,7.6031,12.0085,100.181,24.622611,37.749,12.0197,3.3481,7.225,305.1354,104.62,0.023,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,1.999,7.6212,11.9984,100.094,24.60541,37.742,12.2252,3.4644,7.225,304.8826,104.02,0.021,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.003,7.6176,11.9908,100.003,24.612101,37.766,12.3434,3.544,7.224,304.5596,103.27,0.02,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.009,7.6183,11.9822,99.889,24.640087,37.788,12.3758,3.5597,7.224,304.4134,102.67,0.02,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.014,7.6195,11.9769,99.75,24.626721,37.73,12.4161,3.5867,7.225,304.4057,102.26,0.022,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.019,7.5946,11.9701,99.624,24.57735,37.66,12.4479,3.6316,7.225,304.6385,101.64,0.023,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.025,7.5693,11.9693,99.49,24.550484,37.673,12.4685,3.6925,7.225,304.9042,100.65,0.023,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.033,7.589,11.9511,99.342,24.555519,37.721,12.4747,3.7752,7.225,305.1241,99.756,0.022,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.041,7.6541,11.9101,99.209,24.574777,37.754,12.3057,3.7438,7.225,305.4043,99.254,0.019,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.046,7.6515,11.9,99.127,24.593079,37.774,11.9735,3.5862,7.226,305.4524,98.998,0.016,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.049,7.5708,11.9069,99.112,24.58656,37.754,11.7873,3.4747,7.226,305.2745,98.853,0.012,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.049,7.533,11.899,99.14,24.559377,37.698,11.7603,3.4887,7.226,305.0603,98.724,0.008,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.05,7.5421,11.8789,99.178,24.518096,37.63,11.6898,3.5848,7.227,304.8414,98.71,0.008,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.051,7.5533,11.8642,99.207,24.467942,37.581,11.5505,3.6471,7.228,304.7797,98.829,0.012,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.052,7.5561,11.8633,99.186,24.460285,37.625,11.4654,3.661,7.229,305.3471,98.649,0.017,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.056,7.5724,11.8641,99.088,24.488895,37.72,11.4599,3.6848,7.23,306.3671,97.845,0.021,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.065,7.5888,11.8631,98.926,24.496748,37.752,11.4674,3.7297,7.231,306.8741,96.683,0.024,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.076,7.5629,11.877,98.731,24.4918,37.75,11.4726,3.7595,7.231,306.9171,95.91,0.025,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.083,7.5007,11.894,98.537,24.492489,37.759,11.4647,3.7374,7.23,306.715,95.553,0.024,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.087,7.4457,11.8972,98.365,24.505077,37.776,11.4561,3.736,7.23,306.2372,95.01,0.021,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.092,7.439,11.8792,98.257,24.517164,37.768,11.4684,3.7767,7.232,305.9578,94.501,0.016,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.095,7.4424,11.8514,98.203,24.511814,37.718,11.5302,3.7167,7.232,306.2624,94.314,0.013,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.097,7.4272,11.8347,98.173,24.503844,37.675,11.6206,3.4895,7.23,306.9949,94.339,0.011,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.099,7.4227,11.8104,98.166,24.484232,37.637,11.6531,3.2833,7.23,307.501,94.429,0.01,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.101,7.4514,11.7909,98.18,24.464939,37.627,11.6409,3.2391,7.23,307.5634,94.235,0.01,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.105,7.4959,11.7737,98.233,24.460811,37.657,11.6481,3.297,7.23,307.4911,93.952,0.01,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.108,7.5267,11.7594,98.297,24.434291,37.648,11.6574,3.3349,7.23,307.4871,93.972,0.012,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.11,7.5331,11.7593,98.321,24.397942,37.604,11.6449,3.2872,7.23,307.4291,94.01,0.014,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.111,7.5149,11.7626,98.306,24.401811,37.619,11.6292,3.2322,7.229,307.0477,93.677,0.015,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.116,7.4752,11.7829,98.283,24.417641,37.657,11.6179,3.2857,7.229,306.6615,92.898,0.016,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.123,7.4407,11.8037,98.246,24.399086,37.626,11.6085,3.4552,7.229,306.7185,92.251,0.018,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.128,7.4372,11.8074,98.168,24.367721,37.557,11.5982,3.5397,7.229,307.0484,92.071,0.02,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.132,7.4378,11.8026,98.064,24.355503,37.525,11.5842,3.487,7.229,307.3804,91.74,0.021,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.137,7.411,11.8083,97.951,24.378198,37.555,11.5815,3.5358,7.229,307.5487,91.182,0.021,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.143,7.4114,11.8064,97.81,24.388466,37.559,11.5907,3.6849,7.228,307.5349,90.653,0.021,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.149,7.4451,11.7854,97.646,24.352826,37.514,11.596,3.7869,7.227,306.8697,90.093,0.022,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.154,7.4547,11.7691,97.511,24.327777,37.529,11.5951,3.812,7.227,305.786,89.656,0.022,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.159,7.4487,11.7587,97.393,24.339223,37.592,11.5878,3.7843,7.228,305.5314,89.111,0.021,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.165,7.4675,11.7375,97.255,24.364363,37.643,11.533,3.7928,7.229,305.7694,88.372,0.02,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.171,7.4828,11.7081,97.131,24.378073,37.683,11.432,3.7789,7.229,305.8253,87.981,0.018,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.176,7.4026,11.7164,97.031,24.378134,37.711,11.3664,3.7184,7.23,306.1214,87.795,0.016,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.179,7.3515,11.7215,96.939,24.365089,37.714,11.3465,3.7109,7.23,306.5954,87.55,0.014,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.183,7.3737,11.6937,96.871,24.347168,37.706,11.3164,3.6877,7.23,306.2226,87.477,0.012,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.185,7.3456,11.6868,96.819,24.351688,37.726,11.269,3.6087,7.23,305.1406,87.441,0.01,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.186,7.3163,11.6865,96.778,24.35631,37.737,11.2478,3.5407,7.23,304.6122,87.231,0.01,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.189,7.303,11.6755,96.75,24.339632,37.698,11.243,3.5154,7.23,304.6522,86.971,0.01,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.192,7.2802,11.6762,96.737,24.3403,37.671,11.2197,3.6101,7.231,304.6784,86.698,0.011,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.195,7.2708,11.6725,96.755,24.364407,37.7,11.199,3.7641,7.232,304.7561,86.414,0.013,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.198,7.2649,11.6683,96.793,24.37745,37.732,11.1916,3.7719,7.232,305.0752,86.14,0.014,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.201,7.2697,11.6651,96.842,24.37116,37.712,11.1811,3.7034,7.232,305.3534,85.723,0.014,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.206,7.3141,11.6481,96.892,24.351775,37.651,11.1296,3.6878,7.233,305.3664,85.265,0.014,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.211,7.3253,11.6487,96.923,24.333326,37.61,11.0441,3.6855,7.234,305.2333,85.065,0.015,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.214,7.2856,11.6651,96.934,24.33836,37.637,11.0042,3.7103,7.236,305.1205,85,0.016,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.215,7.3031,11.6653,96.929,24.349206,37.676,11.0046,3.7486,7.236,305.1218,84.637,0.016,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.22,7.345,11.6615,96.881,24.337611,37.649,10.9986,3.7042,7.236,305.0759,83.883,0.015,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.228,7.3598,11.6606,96.783,24.325015,37.603,10.9994,3.584,7.236,304.9098,83.314,0.015,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.233,7.3357,11.6676,96.663,24.323756,37.593,11.0134,3.491,7.237,305.3508,83.129,0.015,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.235,7.2949,11.6815,96.573,24.322395,37.608,11.0271,3.467,7.237,306.2785,82.886,0.016,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.236,7.3144,11.6697,96.531,24.308552,37.625,11.0231,3.4649,7.237,306.5761,82.665,0.017,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.239,7.3512,11.647,96.501,24.283188,37.625,11.0317,3.534,7.237,306.5401,82.378,0.02,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.244,7.3577,11.627,96.471,24.269353,37.633,11.0812,3.7214,7.237,306.3587,81.638,0.023,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.253,7.342,11.6197,96.451,24.268097,37.665,11.1224,3.8178,7.238,305.8447,80.822,0.026,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.261,7.3034,11.6287,96.426,24.267986,37.706,11.1129,3.7779,7.238,305.6599,80.018,0.027,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.27,7.2605,11.6377,96.352,24.267978,37.735,10.9918,3.7859,7.239,306.3615,79.035,0.027,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.279,7.2471,11.6367,96.241,24.267987,37.746,10.7986,3.8789,7.24,307.531,78.416,0.026,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.284,7.2205,11.6422,96.106,24.268091,37.744,10.7083,3.9811,7.241,308.0989,78.236,0.023,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.287,7.1717,11.6575,95.966,24.269234,37.734,10.7068,3.9974,7.242,308.1516,77.859,0.02,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.292,7.1476,11.6528,95.841,24.281812,37.725,10.5977,3.9393,7.243,307.9096,77.268,0.016,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.297,7.1421,11.6412,95.742,24.293349,37.703,10.3881,3.927,7.244,307.4104,76.938,0.014,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.3,7.1445,11.6237,95.696,24.28192,37.656,10.2782,3.9854,7.244,307.2789,76.852,0.014,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.302,7.1503,11.6031,95.689,24.270485,37.623,10.2676,3.996,7.244,307.3515,76.682,0.015,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.304,7.1749,11.5825,95.684,24.28192,37.63,10.2683,3.8835,7.243,307.5136,76.392,0.016,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.308,7.2202,11.554,95.675,24.293355,37.642,10.2779,3.7532,7.242,308.0341,75.948,0.017,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.314,7.2462,11.5425,95.67,24.28192,37.631,10.301,3.7522,7.242,308.5687,75.323,0.018,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.32,7.2526,11.5424,95.661,24.270486,37.633,10.3315,3.8039,7.244,308.7292,74.732,0.018,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.326,7.2625,11.5387,95.651,24.281932,37.67,10.4135,3.7635,7.246,308.6847,74.391,0.018,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.33,7.2717,11.534,95.667,24.293464,37.706,10.551,3.707,7.246,308.7182,74.213,0.017,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.333,7.268,11.5354,95.712,24.283069,37.71,10.6375,3.7362,7.246,308.7039,73.929,0.017,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.336,7.2419,11.5419,95.772,24.283069,37.72,10.6604,3.8097,7.246,308.4264,73.559,0.017,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.341,7.2284,11.5425,95.832,24.293456,37.742,10.6453,3.8093,7.245,308.2019,73.112,0.017,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.346,7.2156,11.5482,95.875,24.281822,37.731,10.5297,3.7313,7.245,308.3129,72.465,0.017,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.353,7.1891,11.5621,95.872,24.269235,37.715,10.3439,3.721,7.245,308.3923,71.935,0.017,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.358,7.187,11.5705,95.81,24.268101,37.72,10.255,3.7872,7.246,308.4734,71.696,0.016,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.36,7.184,11.5791,95.724,24.268102,37.735,10.263,3.8146,7.246,308.7771,71.454,0.014,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.363,7.1725,11.589,95.629,24.269237,37.746,10.2567,3.7115,7.246,308.9665,71.271,0.012,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.366,7.1741,11.5898,95.501,24.281823,37.763,10.2367,3.5304,7.245,308.4404,71.248,0.011,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.367,7.1708,11.5806,95.386,24.293444,37.787,10.2307,3.4353,7.245,307.5781,71.104,0.011,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.37,7.1531,11.5737,95.332,24.282912,37.792,10.242,3.4499,7.247,307.4033,70.721,0.012,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.374,7.1389,11.5702,95.313,24.281302,37.801,10.273,3.4675,7.249,307.5313,70.386,0.015,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.377,7.1516,11.5473,95.303,24.273962,37.786,10.3143,3.4434,7.249,307.7484,70.15,0.017,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.38,7.1536,11.5291,95.294,24.257597,37.755,10.35,3.4652,7.249,308.3078,69.634,0.018,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.387,7.1174,11.5364,95.279,24.273678,37.768,10.3795,3.5259,7.248,308.6166,68.924,0.018,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-05 13:46:23,2.395,7.1094,11.5373,95.277,24.278154,37.767,10.4215,3.5285,7.247,308.0401,68.535,0.017,0,0,0,0,0,0,0,0,0,0,0,0,5
