"Reservoir","Site","SN","DateTime","Depth_m","Temp_C","DO_mgL","DOsat_percent","Cond_uScm","SpCond_uScm","Chla_ugL","Turbidity_NTU","pH","ORP_mV","PAR_umolm2s","DescRate_ms","Flag_DateTime","Flag_Temp_C","Flag_DO_mgL","Flag_DOsat_percent","Flag_Cond_uScm","Flag_SpCond_uScm","Flag_Chla_ugL","Flag_Turbidity_NTU","Flag_pH","Flag_ORP_mV","Flag_PAR_umolm2s","Flag_DescRate_ms","Flag_NA"
"FCR",50,7809,2024-03-18 11:44:08,8.65,7.5672,10.4847,87.639,25.053685,38.459,5.2162,3.5606,7.192,331.2643,0.12383,0.028,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.652,7.5676,10.479,87.669,25.070362,38.485,5.2082,3.5166,7.192,331.5757,0.12384,0.034,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.657,7.5679,10.4786,87.696,25.088612,38.515,5.3016,3.6036,7.192,331.9362,0.12383,0.05,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.668,7.569,10.4833,87.722,25.084084,38.511,5.4966,3.8616,7.19,332.0102,0.12383,0.07,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.69,7.5707,10.4885,87.731,25.079033,38.508,5.6104,4.0391,7.187,331.9539,0.12381,0.085,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.722,7.571,10.4921,87.746,25.09095,38.53,5.6123,4.0074,7.186,331.7714,0.1238,0.091,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.76,7.5694,10.4936,87.764,25.101338,38.548,5.5191,3.8889,7.187,331.3526,0.12384,0.086,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.791,7.5658,10.5017,87.758,25.077796,38.512,5.366,3.8011,7.188,331.1059,0.12389,0.074,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.807,7.5611,10.4998,87.734,25.059975,38.483,5.3005,3.7664,7.189,331.9719,0.12389,0.056,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.809,7.5581,10.5036,87.695,25.076128,38.506,5.3013,3.7761,7.189,333.6504,0.12387,0.036,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.807,7.5567,10.5087,87.645,25.082837,38.515,5.2674,3.6454,7.189,334.3642,0.12386,0.019,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.809,7.5567,10.5053,87.57,25.077672,38.506,5.2238,3.3818,7.19,334.2353,0.12389,0.008,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.812,7.5574,10.5044,87.496,25.077104,38.504,5.224,3.2879,7.191,333.6403,0.12392,0.004,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.812,7.5588,10.497,87.46,25.07597,38.501,5.2362,3.2964,7.192,332.5914,0.12386,0.004,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.813,7.5606,10.4932,87.446,25.063959,38.481,5.2623,3.313,7.193,332.0503,0.1238,0.005,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.815,7.5619,10.4822,87.445,25.058717,38.471,5.3234,3.3856,7.193,333.1199,0.12381,0.006,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.815,7.5626,10.4702,87.459,25.076013,38.496,5.3681,3.4575,7.193,335.4567,0.12381,0.007,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.816,7.5633,10.4679,87.463,25.082826,38.506,5.3943,3.5331,7.193,336.7302,0.1238,0.011,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.819,7.5647,10.4664,87.448,25.077681,38.496,5.4407,3.5829,7.193,336.7307,0.12381,0.021,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.823,7.5663,10.4644,87.456,25.077213,38.496,5.5043,3.6149,7.19,336.7535,0.12382,0.037,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.827,7.5675,10.468,87.492,25.07717,38.499,5.5478,3.6818,7.186,336.231,0.12379,0.057,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.838,7.5687,10.4694,87.542,25.077157,38.502,5.567,3.7427,7.184,335.1456,0.12376,0.072,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.865,7.5702,10.463,87.597,25.077052,38.503,5.5625,3.7353,7.184,335.3314,0.12378,0.08,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.904,7.5697,10.4654,87.638,25.075899,38.502,5.4845,3.6272,7.185,336.8423,0.12383,0.079,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.936,7.5662,10.4709,87.658,25.063215,38.483,5.3654,3.4949,7.185,337.8417,0.12387,0.072,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.952,7.5638,10.4777,87.663,25.050531,38.464,5.3203,3.4679,7.186,337.9501,0.1239,0.057,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.955,7.5632,10.4858,87.66,25.049378,38.462,5.3378,3.505,7.187,337.8942,0.1239,0.037,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.955,7.5627,10.4907,87.644,25.049273,38.461,5.2952,3.4309,7.187,337.8543,0.12386,0.021,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.956,7.562,10.4933,87.622,25.049264,38.46,5.1964,3.2892,7.187,337.7268,0.12386,0.017,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.956,7.5618,10.4929,87.596,25.049273,38.46,5.1495,3.2265,7.187,337.0401,0.12382,0.028,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.957,7.5618,10.494,87.559,25.049378,38.461,5.1615,3.2196,7.185,336.0046,0.12377,0.047,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.966,7.5618,10.4906,87.509,25.05053,38.465,5.217,3.2741,7.182,335.7893,0.12385,0.062,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,8.991,7.563,10.4882,87.465,25.063205,38.486,5.2872,3.3736,7.181,335.9863,0.12391,0.069,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.029,7.5641,10.4851,87.448,25.075788,38.505,5.3201,3.4661,7.182,336.0628,0.12389,0.072,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.059,7.5636,10.4807,87.425,25.075839,38.505,5.3397,3.538,7.182,336.7153,0.12387,0.074,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.069,7.5614,10.4753,87.401,25.063824,38.487,5.3497,3.5258,7.18,337.5941,0.12386,0.079,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.068,7.5593,10.4672,87.404,25.057344,38.478,5.3406,3.4552,7.178,336.2779,0.12386,0.081,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.077,7.5592,10.4694,87.423,25.060909,38.485,5.33,3.4027,7.177,333.2764,0.12381,0.081,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.107,7.5603,10.4655,87.447,25.043509,38.46,5.322,3.4019,7.178,332.0196,0.12374,0.08,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.15,7.561,10.4596,87.454,25.03721,38.45,5.2689,3.4795,7.18,332.1815,0.12374,0.079,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.183,7.5596,10.4628,87.445,25.048168,38.466,5.162,3.5215,7.182,332.8235,0.12379,0.074,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.195,7.5572,10.4648,87.448,25.049163,38.467,5.1025,3.5009,7.182,334.0179,0.1238,0.064,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.195,7.5559,10.4697,87.455,25.049244,38.467,5.108,3.5374,7.182,334.4909,0.12383,0.055,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.197,7.5559,10.4708,87.442,25.049148,38.466,5.12,3.5527,7.181,333.2079,0.1239,0.051,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.206,7.5565,10.4671,87.422,25.048005,38.462,5.2141,3.6172,7.18,330.9816,0.12392,0.054,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.223,7.5573,10.4683,87.423,25.035426,38.44,5.397,3.8056,7.18,329.771,0.12386,0.059,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.251,7.5573,10.4708,87.461,25.023886,38.422,5.4916,3.8826,7.182,329.4974,0.1238,0.061,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.278,7.557,10.4686,87.496,25.035312,38.441,5.4922,3.9346,7.182,329.3083,0.1238,0.059,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.292,7.5598,10.4638,87.491,25.046747,38.46,5.4788,4.3998,7.183,329.2913,0.12386,0.057,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.293,7.5639,10.4617,87.483,25.035298,38.441,5.4468,5.1683,7.185,329.2915,0.1239,0.054,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.296,7.5641,10.4679,87.498,25.023729,38.42,5.4301,5.8146,7.186,329.4837,0.12385,0.051,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.31,7.5609,10.4768,87.511,25.033701,38.434,5.5517,8.7297,7.185,330.0661,0.12379,0.052,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.331,7.5592,10.4727,87.512,25.155876,38.619,6.933,40.5162,7.184,330.0522,0.12382,0.056,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.351,7.5614,10.4699,87.494,26.500931,40.681,9.4547,98.7625,7.185,329.0574,0.12387,0.062,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.368,7.5642,10.4737,87.45,41.16981,63.195,10.8063,130.2558,7.187,328.1044,0.12386,0.068,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.382,7.5656,10.4741,87.4,90.0005,138.143,10.6736,130.227,7.187,328.0802,0.1238,0.07,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.395,7.5669,10.4746,87.386,136.682665,209.785,7.9331,98.4825,7.186,328.7653,0.12378,0.069,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.413,7.5692,10.4719,87.386,137.587872,211.156,2.8989,39.7969,7.186,329.934,0.12386,0.066,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.438,7.5712,10.4665,87.322,128.44801,197.11,0.1527,7.7961,7.186,331.3704,0.12389,0.06,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.459,7.572,10.4539,87.158,120.453375,184.833,0,4.8559,7.187,332.4523,0.12381,0.053,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.471,7.5743,10.4477,86.804,122.20064,187.51,0,3.9748,7.188,333.4652,0.12374,0.045,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.476,7.5785,10.4549,85.813,161.928637,248.463,0,2.8811,7.189,333.7225,0.12374,0.035,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.478,7.5812,10.4462,83.255,203.363645,312.02,0,2.2903,7.19,332.1225,0.12379,0.025,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.482,7.5832,10.4272,78.122,223.154791,342.357,0,2.1605,7.19,329.348,0.1238,0.019,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.488,7.5837,10.4007,69.933,235.533416,361.323,0,2.1652,7.19,327.4508,0.12376,0.017,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.494,7.5831,10.3237,59.163,244.136128,374.501,0,2.2451,7.191,326.9933,0.12372,0.017,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.498,7.5859,10.0618,46.837,248.726931,381.53,0,2.2721,7.191,326.8279,0.12375,0.016,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.501,7.5895,9.4744,33.964,249.563108,382.802,0,2.287,7.192,327.5158,0.1238,0.014,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.505,7.5916,8.4708,21.786,248.283626,380.831,0,2.1175,7.193,329.718,0.1238,0.011,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.509,7.5931,7.1262,11.563,247.042554,378.92,0,1.7596,7.195,332.031,0.12381,0.009,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.511,7.5942,5.626,4.128,245.906337,377.171,0,1.5467,7.196,332.6817,0.12384,0.007,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.512,7.5952,4.0287,0,245.316155,376.261,0,1.4561,7.196,331.2191,0.12385,0.006,0,0,0,4,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.512,7.5958,2.5163,0,246.637903,378.282,0,1.2788,7.196,328.7152,0.12387,0.006,0,0,0,4,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.513,7.5964,1.262,0,248.808894,381.606,0,1.0093,7.197,327.1007,0.1239,0.006,0,0,0,4,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.514,7.597,0.3589,1.514,249.894366,383.266,0,0.8619,7.198,326.7553,0.1239,0.006,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.516,7.5974,0,4.987,248.797471,381.58,0,0.8629,7.198,326.5172,0.12392,0.007,0,0,4,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.519,7.5979,0,8.846,247.280356,379.249,0,0.7814,7.198,326.8888,0.12391,0.007,0,0,4,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.522,7.5985,0,12.64,247.388548,379.411,0,0.6973,7.199,328.9256,0.12385,0.007,0,0,4,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.523,7.5989,0.1376,16.051,248.438824,381.017,0,0.7679,7.2,331.3552,0.12382,0.006,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.524,7.5991,0.5831,18.809,250.938742,384.847,0,0.8145,7.2,331.8296,0.12385,0.005,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.525,7.5995,1.0607,20.778,254.913591,390.939,0,0.7148,7.201,330.0161,0.1239,0.004,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.526,7.5998,1.5252,21.96,258.018651,395.696,0,0.5524,7.203,327.6677,0.12391,0.003,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.527,7.6002,1.9466,22.472,259.68314,398.243,0,0.4238,7.203,326.8382,0.12389,0.003,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.528,7.6006,2.2805,22.481,261.054038,400.34,0,0.3888,7.202,328.2471,0.12384,0.002,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.529,7.6009,2.5161,22.143,262.660993,402.8,0,0.4371,7.201,330.3327,0.12382,0.002,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.529,7.6013,2.6514,21.624,264.034876,404.902,0,0.4958,7.201,331.578,0.12385,0.002,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.529,7.6018,2.7044,21.112,264.640272,405.825,0,0.5176,7.202,331.6028,0.12385,0.001,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.529,7.6023,2.7,20.789,264.52659,405.645,0,0.5291,7.204,331.2352,0.12385,0.001,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-18 11:44:08,9.53,7.6026,2.6528,20.83,264.007884,404.845,0,0.5324,7.204,331.4348,0.12387,0.001,0,0,0,0,0,0,4,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,-0.112,9.9221,NA,NA,NA,NA,NA,NA,NA,NA,1191.6,0.093,0,0,6,6,6,6,6,6,6,6,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,-0.089,9.9307,NA,NA,NA,NA,NA,NA,NA,NA,1181.1,0.088,0,0,6,6,6,6,6,6,6,6,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,-0.066,9.9285,NA,NA,NA,NA,NA,NA,NA,NA,1163.6,0.083,0,0,6,6,6,6,6,6,6,6,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,-0.043,9.9208,NA,NA,NA,NA,NA,NA,NA,NA,1023.4,0.077,0,0,6,6,6,6,6,6,6,6,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,-0.024,9.9046,NA,NA,NA,NA,NA,NA,NA,NA,803.3,0.07,0,0,6,6,6,6,6,6,6,6,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,-0.009,9.8811,NA,NA,NA,NA,NA,NA,NA,NA,748.14,0.061,0,0,6,6,6,6,6,6,6,6,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.005,9.8612,10.884,97.501,38.220936,54.895,1.9662,6.7921,7.703,315.2054,784.99,0.051,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.019,9.8566,10.9449,97.632,37.747277,54.23,2.0194,7.0325,7.705,314.4816,740.65,0.044,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.03,9.8589,10.9909,97.724,37.253922,53.518,2.0504,7.0865,7.704,313.8788,674.45,0.041,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.035,9.8355,11.0296,97.773,39.997311,57.452,2.1159,6.8979,7.69,313.8539,649.05,0.041,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.039,9.8043,11.0578,97.815,42.419883,60.92,2.204,6.5286,7.673,314.0939,653.86,0.041,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.048,9.7957,11.0724,97.865,40.20525,57.718,2.2494,6.3453,7.662,314.6302,618.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.067,9.8034,11.0842,97.901,37.212794,53.399,2.2654,6.2868,7.655,315.2619,562.43,0.037,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.085,9.8066,11.0847,97.925,35.433905,50.824,2.2727,6.0261,7.648,315.4513,540.71,0.032,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.093,9.8099,11.0879,97.969,33.862153,48.547,2.2631,5.5833,7.642,315.0273,526.44,0.024,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.093,9.8294,11.0909,98.036,32.61186,46.735,2.2575,5.3739,7.638,314.6097,559.1,0.014,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.092,9.8413,11.0912,98.095,31.800109,45.558,2.2625,5.4077,7.634,314.618,541.88,0.003,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.09,9.8563,11.0894,98.201,31.596897,45.263,2.2657,5.4121,7.632,315.2996,452.72,-0.004,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.087,9.8762,11.0867,98.488,31.360227,44.926,2.2543,5.3584,7.631,316.5701,510.27,-0.009,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.085,9.8875,11.0969,99.128,30.714741,43.998,2.2494,5.3389,7.627,317.0741,741.74,-0.011,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.083,9.9018,11.0957,100.199,30.326381,43.434,2.2566,5.3809,7.622,316.2304,861.94,-0.011,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.079,9.9045,11.1012,101.421,30.470824,43.634,2.2671,5.4222,7.618,314.8869,812.19,-0.011,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.075,9.8975,11.1306,102.299,30.685003,43.935,2.2759,5.3604,7.615,314.2517,750.62,-0.011,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.072,9.9011,11.1905,102.352,30.568884,43.764,2.2624,5.1799,7.61,315.5192,694.61,-0.011,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.071,9.9096,11.3268,101.334,30.272126,43.334,2.2454,5.0501,7.603,317.9092,682.19,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.068,9.9142,11.4829,99.319,30.07839,43.053,2.2452,5.0552,7.597,319.0578,666.39,-0.007,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.065,9.918,11.603,96.514,29.939178,42.85,2.1935,5.1739,7.591,318.7382,677.24,-0.005,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.064,9.9231,11.6193,93.212,29.794171,42.64,2.0704,5.3229,7.585,318.0029,760.63,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.064,9.9269,11.4958,89.805,29.720652,42.534,1.9799,5.3883,7.578,317.6519,796.87,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.064,9.9297,11.2602,86.62,29.748038,42.576,1.9488,5.3841,7.571,318.2801,754.88,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.065,9.9324,10.9312,83.872,29.808125,42.667,1.9101,5.3744,7.564,319.3176,679.81,0.001,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.066,9.9342,10.5404,81.797,29.876253,42.771,1.853,5.3729,7.557,319.7856,655.52,0.001,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.066,9.9358,10.1392,80.415,29.937426,42.863,1.8165,5.3659,7.551,319.8087,704.08,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.066,9.9347,9.7775,79.525,29.976867,42.922,1.801,5.3919,7.546,319.6828,734.15,5.6009e-08,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.066,9.9289,9.4526,79.035,30.035959,43.009,1.8077,5.4489,7.541,319.1234,713.3,6.1609e-07,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.065,9.9224,9.2178,78.855,30.14443,43.166,1.8395,5.4399,7.535,318.2934,670.05,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.065,9.919,9.0779,78.849,30.27343,43.352,1.8607,5.3866,7.528,317.9074,696.3,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.065,9.9174,8.9771,79.017,30.326998,43.43,1.8639,5.3516,7.52,318.1565,773.65,0.001,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.065,9.9163,8.9233,79.347,30.284638,43.373,1.8623,5.3236,7.513,318.38,776.85,0.001,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.066,9.9147,8.9149,79.719,30.26873,43.359,1.9157,5.3554,7.506,318.2862,732.46,0.002,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.067,9.9134,8.91,80.084,30.388393,43.542,2.0188,5.3947,7.5,318.0548,710.13,0.002,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.068,9.9136,8.9273,80.431,30.653064,43.932,2.0605,5.3532,7.495,317.8196,717.9,0.003,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.069,9.9113,8.9751,80.675,30.867978,44.247,2.062,5.2987,7.489,317.5072,714.07,0.003,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.069,9.9032,9.0185,80.768,30.956943,44.381,2.111,5.2478,7.481,317.1175,704.64,0.003,0,0,0,0,0,0,0,0,0,0,0,0,5
"FCR",50,7809,2024-03-25 09:33:12,0.07,9.8927,9.0609,80.763,31.094372,44.585,2.1879,5.2165,7.475,316.9796,698.42,0.002,0,0,0,0,0,0,0,0,0,0,0,0,5
