Reservoir,Site,DateTime,Secchi_m,Flag_DateTime,Flag_Secchi_m
FCR,50,2018-08-27 16:55:00,1.86,0,0
FCR,50,2018-09-03 13:30:00,1.58,0,0
FCR,50,2018-09-10 12:30:00,1.66,0,0
FCR,50,2018-09-17 12:55:00,1.2,0,0
FCR,50,2018-09-24 11:37:00,2.39,0,0
FCR,50,2018-10-01 12:00:00,2.22,1,0
FCR,50,2018-10-08 11:45:00,2.34,0,0
FCR,50,2018-10-15 12:14:00,1.28,0,0
FCR,50,2018-10-21 14:32:00,1.5,0,0
FCR,50,2018-10-22 12:14:00,1.68,0,0
FCR,50,2018-10-29 11:50:00,1.92,0,0
FCR,50,2018-11-19 12:38:00,2.11,0,0
FCR,50,2018-12-17 10:30:00,1.89,0,0
FCR,50,2019-01-21 13:46:00,2.1,0,0
FCR,50,2019-02-08 14:28:00,2.14,0,0
FCR,50,2019-03-18 10:56:00,2,0,0
FCR,50,2019-04-01 10:00:00,1.9,0,0
FCR,50,2019-04-15 11:00:00,0.51,0,0
FCR,50,2019-04-22 10:02:00,1.2,0,0
FCR,50,2019-04-29 10:45:00,2.14,0,0
FCR,50,2019-05-06 11:31:00,2.36,0,0
FCR,50,2019-05-13 12:45:00,2.35,0,0
FCR,50,2019-05-20 10:51:00,2.78,0,0
FCR,50,2019-05-27 11:37:00,3.39,0,0
FCR,50,2019-05-30 10:49:00,2.4,0,0
FCR,50,2019-06-10 13:00:00,2.13,0,0
FCR,50,2019-06-13 13:54:00,2,0,0
FCR,50,2019-06-17 12:00:00,1.47,1,0
FCR,50,2019-06-20 15:00:00,1.65,0,0
FCR,50,2019-06-24 11:55:00,1.55,0,0
FCR,50,2019-06-27 11:35:00,1.44,0,0
FCR,50,2019-07-01 12:00:00,1.5,1,0
FCR,50,2019-07-08 10:00:00,1.5,0,0
FCR,50,2019-07-15 11:33:00,1.34,0,0
FCR,50,2019-07-24 15:15:00,0.97,0,0
FCR,50,2019-07-27 12:00:00,1.1,1,0
FCR,50,2019-07-29 10:01:00,0.9,0,0
FCR,50,2019-08-01 11:59:00,1,0,0
FCR,50,2019-08-08 12:08:00,1.18,0,0
FCR,50,2019-08-14 17:15:00,1.3,0,0
FCR,50,2019-08-19 11:44:00,1,0,0
FCR,50,2019-08-28 11:25:00,0.9,0,0
FCR,50,2019-09-20 15:00:00,1.2,0,0
FCR,50,2019-10-04 12:01:00,0.8,0,0
FCR,50,2019-10-11 13:20:00,0.7,0,0
FCR,50,2019-10-16 12:00:00,0.75,1,0
FCR,50,2019-10-25 12:49:00,0.9,0,0
FCR,50,2019-10-28 13:13:00,0.7,0,0
FCR,50,2019-10-30 10:57:00,0.5,0,0
FCR,50,2019-11-04 11:52:00,1.1,0,0
FCR,50,2019-11-08 13:15:00,0.94,0,0
FCR,50,2019-11-20 12:43:00,1.1,0,0
FCR,50,2019-12-06 13:30:00,1.14,0,0
FCR,50,2020-02-29 10:00:00,1.8,0,0
FCR,50,2020-03-16 15:11:00,1.25,0,0
FCR,50,2020-03-24 14:20:00,1.75,0,0
FCR,50,2020-03-30 02:54:00,1.1,0,0
FCR,50,2020-04-04 15:55:00,1.4,0,0
FCR,50,2020-04-10 16:10:00,1.5,0,0
FCR,50,2020-04-13 13:17:00,0.6,0,0
FCR,50,2020-04-20 10:04:00,1.25,0,0
FCR,50,2020-04-27 11:47:00,1.6,0,0
FCR,50,2020-05-04 11:27:00,2.1,0,0
FCR,50,2020-05-11 12:52:00,2,0,0
FCR,50,2020-05-18 10:59:00,2.5,0,0
FCR,50,2020-05-25 11:50:00,1.2,0,0
FCR,50,2020-06-03 10:26:00,1.7,0,0
FCR,50,2020-06-08 12:48:00,1.5,0,0
FCR,50,2020-06-12 11:16:00,2.6,0,0
FCR,50,2020-06-22 09:42:00,1.24,0,0
FCR,50,2020-06-29 12:40:00,2.3,0,0
FCR,50,2020-07-06 12:28:00,2.25,0,0
FCR,50,2020-07-13 11:34:00,1.8,0,0
FCR,50,2020-07-20 12:06:00,1.5,0,0
FCR,50,2020-07-27 12:50:00,0.75,0,0
FCR,50,2020-08-03 12:50:00,0.5,0,0
FCR,50,2020-08-10 13:05:00,1,0,0
FCR,50,2020-08-17 10:17:00,0.75,0,0
FCR,50,2020-08-24 11:58:00,1.5,0,0
FCR,50,2020-09-02 11:15:00,1,0,0
FCR,50,2020-09-11 10:55:00,0.5,0,0
FCR,50,2020-09-15 13:40:00,0.5,0,0
FCR,50,2020-09-19 14:04:00,0.5,0,0
FCR,50,2020-09-21 12:11:00,0.5,0,0
FCR,50,2020-09-30 11:30:00,0.5,0,0
FCR,50,2020-10-06 12:53:00,0.6,0,0
FCR,50,2020-10-13 13:30:00,0.5,0,0
FCR,50,2020-10-19 13:07:00,0.75,0,0
FCR,50,2020-10-28 12:50:00,1.2,0,0
FCR,50,2020-11-02 14:30:00,0.75,0,0
FCR,50,2020-11-04 11:27:00,0.75,0,0
FCR,50,2020-11-09 11:40:00,1.1,0,0
FCR,50,2020-12-02 14:40:00,1.75,0,0
FCR,50,2021-02-08 11:15:00,1.4,0,0
FCR,50,2021-02-26 12:20:00,1.5,0,0
FCR,50,2021-03-22 11:40:00,1.75,0,0
FCR,50,2021-04-16 13:25:00,1.5,0,0
FCR,50,2021-04-18 10:25:00,1.45,0,0
FCR,50,2021-05-14 13:29:00,1.6,0,0
FCR,50,2021-05-24 12:28:00,1.25,0,0
FCR,50,2021-05-31 12:00:00,0.6,1,0
FCR,50,2021-06-07 11:54:00,0.3,0,0
FCR,50,2021-06-15 12:01:00,0.5,0,0
FCR,50,2021-06-21 11:09:00,0.25,0,0
FCR,50,2021-06-28 14:12:00,0.6,0,0
FCR,50,2021-07-07 16:07:00,1.75,0,0
FCR,50,2021-07-12 17:11:00,2.25,0,0
FCR,50,2021-07-21 14:06:00,1.3,0,0
FCR,50,2021-07-26 14:20:00,2.05,0,0
FCR,50,2021-08-02 11:41:00,1.9,0,0
FCR,50,2021-08-09 14:37:00,1.8,0,0
FCR,50,2021-08-23 13:58:00,1.75,0,0
FCR,50,2021-08-31 12:00:00,1.9,1,0
FCR,50,2021-09-06 14:02:00,2.2,0,0
FCR,50,2021-09-14 14:05:00,3,0,0
FCR,50,2021-09-21 14:54:00,2,0,0
FCR,50,2021-09-27 13:35:00,1.9,0,0
FCR,50,2021-10-04 14:35:00,1.8,0,0
FCR,50,2021-10-11 13:32:00,1.5,0,0
FCR,50,2021-10-18 12:38:00,1.5,0,0
FCR,50,2021-10-25 13:22:00,1.4,0,0
FCR,50,2021-11-03 11:44:00,1.25,0,0
FCR,50,2021-11-08 12:12:00,1.3,0,0
FCR,50,2021-11-22 14:18:00,2.3,0,0
FCR,50,2021-12-06 13:00:00,1.75,0,0
FCR,50,2022-01-31 11:53:00,2.1,0,0
FCR,50,2022-02-24 13:38:00,1.5,0,0
FCR,50,2022-03-17 12:02:00,1.8,0,0
FCR,50,2022-03-29 12:00:00,1.5,1,0
FCR,50,2022-04-12 10:43:00,1.5,0,0
FCR,50,2022-04-19 09:48:00,1.5,0,0
FCR,50,2022-05-02 14:49:00,1.5,0,0
FCR,50,2022-05-09 12:49:00,1.75,0,0
FCR,50,2022-05-17 14:45:00,1.75,0,0
FCR,50,2022-05-23 14:12:00,1.2,0,0
FCR,50,2022-05-31 14:15:00,1,0,0
FCR,50,2022-06-07 15:04:00,0.75,0,0
FCR,50,2022-06-13 14:20:00,0.6,0,0
FCR,50,2022-06-20 14:00:00,0.45,0,0
FCR,50,2022-06-27 11:00:00,0.4,0,0
FCR,50,2022-07-11 13:58:00,0.55,0,0
FCR,50,2022-07-18 13:02:00,0.95,0,0
FCR,50,2022-07-25 12:20:00,1.3,0,0
FCR,50,2022-08-01 12:20:00,1.3,0,0
FCR,50,2022-08-08 13:23:00,1.3,0,0
FCR,50,2022-08-18 14:00:00,1.5,0,0
FCR,50,2022-08-22 14:00:00,1.6,0,0
FCR,50,2022-08-29 10:30:00,2,0,0
FCR,50,2022-09-05 12:49:00,1.75,0,0
FCR,50,2022-09-13 12:10:00,1.6,0,0
FCR,50,2022-09-19 13:30:00,1.5,0,0
FCR,50,2022-09-26 12:00:00,1.3,1,0
FCR,50,2022-10-03 11:40:00,0.85,0,0
FCR,50,2022-10-11 14:42:00,1.9,0,0
FCR,50,2022-10-17 11:55:00,1.9,0,0
FCR,50,2022-10-24 15:09:00,1.65,0,0
FCR,50,2022-11-08 13:30:00,1.5,0,0
FCR,50,2022-11-16 12:24:00,1.65,0,0
FCR,50,2022-11-28 12:11:00,2.3,0,0
FCR,50,2022-12-12 11:20:00,2.9,0,0
FCR,50,2023-02-03 12:54:00,2.8,0,0
FCR,50,2023-04-04 10:51:00,2,0,0
FCR,50,2023-04-18 12:06:00,1.7,0,0
FCR,50,2023-05-08 13:10:00,1.5,0,0
FCR,50,2023-05-16 12:22:00,1.1,0,0
FCR,50,2023-05-22 13:15:00,1.3,0,0
FCR,50,2023-05-29 11:57:00,0.9,0,0
FCR,50,2023-06-05 09:45:00,0.6,0,0
FCR,50,2023-06-19 12:20:00,0.4,0,0
FCR,50,2023-06-26 11:55:00,0.45,0,0
FCR,50,2023-07-03 13:04:00,0.25,0,0
FCR,50,2023-07-10 12:54:00,0.4,0,0
FCR,50,2023-07-17 10:30:00,1.25,0,0
FCR,50,2023-07-24 10:45:00,2.55,0,0
FCR,50,2023-07-31 12:40:00,1.35,0,0
FCR,50,2023-08-07 09:12:00,0.9,0,0
FCR,50,2023-08-14 13:45:00,1.05,0,0
FCR,50,2023-08-22 13:51:00,0.8,0,0
FCR,50,2023-08-29 13:25:00,0.6,0,0
FCR,50,2023-09-05 13:00:00,1,0,0
FCR,50,2023-09-12 13:43:00,1.1,0,0
FCR,50,2023-09-18 13:12:00,1.1,0,0
FCR,50,2023-09-26 15:50:00,1,0,0
FCR,50,2023-10-03 13:20:00,1.6,0,0
FCR,50,2023-10-09 12:44:00,1.7,0,0
FCR,50,2023-10-17 13:45:00,1.6,0,0
FCR,50,2023-10-24 14:00:00,1.4,0,0
FCR,50,2023-10-31 13:11:00,1,0,0
FCR,50,2023-11-06 12:52:00,1.05,0,0
FCR,50,2023-11-14 13:00:00,0.95,0,0
FCR,50,2023-12-04 13:10:00,1.25,0,0
FCR,50,2024-01-29 12:00:00,1.6,1,0
FCR,50,2024-02-13 12:56:00,1.25,0,0
FCR,50,2024-02-27 12:01:00,1.2,0,0
FCR,50,2024-03-05 12:50:00,1.2,0,0
FCR,50,2024-03-18 11:48:00,1.4,0,0
FCR,50,2024-03-25 11:45:00,1.35,0,0
FCR,50,2024-04-01 14:50:00,1.3,0,0
FCR,50,2024-04-15 12:57:00,1.7,0,0
FCR,50,2024-04-22 13:00:00,1.7,0,0
FCR,50,2024-04-29 12:51:00,2.4,0,0
FCR,50,2024-05-13 13:45:00,2,0,0
FCR,50,2024-05-20 13:40:00,1.9,0,0
FCR,50,2024-05-27 14:15:00,2.2,0,0
FCR,50,2024-06-03 11:25:00,2.8,0,0
FCR,50,2024-06-10 11:43:00,1.85,0,0
FCR,50,2024-06-17 13:45:00,1,0,0
FCR,50,2024-06-24 11:00:00,0.7,0,0
FCR,50,2024-07-01 13:02:00,0.4,0,0
FCR,50,2024-07-08 10:20:00,0.6,0,0
FCR,50,2024-07-15 11:30:00,1.2,0,0
FCR,50,2024-07-22 11:16:00,1.7,0,0
FCR,50,2024-07-29 11:15:00,0.55,0,0
FCR,50,2024-08-05 11:01:00,1,0,0
FCR,50,2024-08-12 11:26:00,1.1,0,0
FCR,50,2024-08-19 12:00:00,1.3,1,0
FCR,50,2024-08-26 11:58:00,1.4,0,0
FCR,50,2024-09-02 10:00:00,1.7,0,0
FCR,50,2024-09-09 11:41:00,1.45,0,0
FCR,50,2024-09-23 14:37:00,1.35,0,0
FCR,50,2024-10-01 09:40:00,1.2,0,0
FCR,50,2024-10-07 11:45:00,1.2,0,0
FCR,50,2024-10-15 01:30:00,1,0,0
FCR,50,2024-10-21 13:45:00,0.9,0,0
FCR,50,2024-10-29 12:25:00,0.6,0,0
FCR,50,2024-11-04 12:42:00,0.7,0,0
FCR,50,2024-11-19 12:43:00,0.85,0,0
FCR,50,2024-12-16 12:42:00,1.2,0,0
GWR,50,2013-09-17 12:00:00,2.1,1,0
GWR,50,2014-04-18 12:00:00,2.9,1,0
GWR,50,2014-04-26 16:00:00,2,0,0
GWR,50,2014-05-09 13:00:00,3.5,0,0
GWR,50,2014-05-16 16:00:00,3.5,0,0
GWR,50,2014-06-04 18:00:00,3.7,0,0
GWR,50,2014-06-16 13:30:00,3.7,0,0
GWR,50,2014-06-29 14:15:00,4,0,0
GWR,50,2014-07-09 17:00:00,3.7,0,0
GWR,50,2014-07-25 18:00:00,3.6,0,0
GWR,50,2014-08-11 19:30:00,3.2,0,0
GWR,50,2014-08-22 16:30:00,4.4,0,0
GWR,50,2014-09-07 13:00:00,4.1,0,0
GWR,50,2014-09-30 09:30:00,3.3,0,0
GWR,50,2015-05-09 13:00:00,2.2,0,0
GWR,50,2015-05-20 16:30:00,2.7,0,0
GWR,50,2015-05-30 18:00:00,2.6,0,0
GWR,50,2015-06-10 11:00:00,3.1,0,0
GWR,50,2015-06-22 19:00:00,4.2,0,0
GWR,50,2015-07-06 17:30:00,3.1,0,0
GWR,50,2015-07-20 18:30:00,4.1,0,0
GWR,50,2015-08-03 19:00:00,3.7,0,0
GWR,50,2015-08-15 11:00:00,4.5,0,0
GWR,50,2015-08-30 11:30:00,3.4,0,0
GWR,50,2015-09-17 18:30:00,2.5,0,0
GWR,50,2016-04-06 17:00:00,2.7,0,0
GWR,50,2016-04-13 16:00:00,3.2,0,0
GWR,50,2016-04-29 12:30:00,3.7,0,0
GWR,50,2016-04-29 19:05:00,3.4,0,0
GWR,50,2016-04-30 00:00:00,0,0,0
GWR,50,2016-04-30 02:00:00,0,0,0
GWR,50,2016-04-30 06:47:00,3,0,0
GWR,50,2016-04-30 11:55:00,3.1,0,0
GWR,50,2016-05-13 14:30:00,3,0,0
GWR,50,2016-05-25 13:00:00,3.75,0,0
GWR,50,2016-06-10 11:30:00,3.2,0,0
GWR,50,2016-06-25 12:30:00,3.6,0,0
GWR,50,2016-06-25 19:05:00,2,0,0
GWR,50,2016-06-26 00:00:00,1.4,0,0
GWR,50,2016-06-26 02:00:00,1.9,0,0
GWR,50,2016-06-26 06:47:00,3.5,0,0
GWR,50,2016-06-26 11:55:00,4,0,0
GWR,50,2016-07-08 10:29:00,3.8,0,0
GWR,50,2016-07-22 13:00:00,4.4,0,0
GWR,50,2016-08-09 11:00:00,3.3,0,0
GWR,50,2016-08-24 15:50:00,3.2,0,0
GWR,50,2016-09-04 14:35:00,2.8,0,0
GWR,50,2016-09-04 20:12:00,1.75,0,0
GWR,50,2016-09-05 00:13:00,0.83,0,0
GWR,50,2016-09-05 01:10:00,0.83,0,0
GWR,50,2016-09-05 07:05:00,2.7,0,0
GWR,50,2016-09-05 11:36:00,2.7,0,0
GWR,50,2016-09-23 15:15:00,3.3,0,0
GWR,50,2016-10-03 09:00:00,3.3,0,0
SHR,50,2013-08-30 12:00:00,6.5,1,0
SHR,50,2014-05-02 15:00:00,8,0,0
SHR,50,2014-05-08 14:30:00,9.5,0,0
SHR,50,2014-05-30 11:00:00,9.5,0,0
SHR,50,2014-06-12 15:00:00,8.5,0,0
SHR,50,2014-06-26 12:15:00,8.2,0,0
SHR,50,2014-07-10 12:00:00,9,1,0
SHR,50,2014-07-24 12:45:00,11.5,0,0
SHR,50,2014-08-07 10:00:00,10.3,0,0
SHR,50,2014-09-05 13:30:00,9.5,0,0
SHR,50,2014-10-03 13:30:00,8,0,0
SHR,50,2014-10-24 16:00:00,6.2,0,0
SHR,50,2015-05-08 12:00:00,7.25,1,0
SHR,50,2015-05-22 12:00:00,5.2,1,0
SHR,50,2015-05-29 12:00:00,4.8,1,0
SHR,50,2015-06-12 12:00:00,5.2,1,0
SHR,50,2015-06-26 12:00:00,6,1,0
SHR,50,2015-07-10 12:00:00,10.1,1,0
SHR,50,2015-07-24 12:00:00,13.5,1,0
SHR,50,2015-08-07 12:00:00,11.5,1,0
SHR,50,2015-08-26 12:00:00,11.3,1,0
SHR,50,2015-09-09 12:00:00,8.5,1,0
SHR,50,2015-10-28 12:00:00,12.4,1,0
SHR,50,2016-06-29 13:00:00,10.8,0,0
SHR,50,2016-07-29 13:00:00,11.1,0,0
SHR,50,2016-08-17 12:00:00,11.3,1,0
SHR,50,2019-06-28 12:45:00,8.69,0,0
