date,time,DOY,Tau_kgms2,qc_Tau,H_wm2,qc_H,LE_wm2,qc_LE,co2_flux_umolm2s,qc_co2_flux,h2o_flux_umolm2s,qc_h2o_flux,ch4_flux_umolm2s,qc_ch4_flux,co2_v_adv_umolm2s,h2o_v_adv_umolm2s,ch4_v_adv_umolm2s,co2_molar_density_mmolm3,co2_mole_fraction_umolmol,co2_mixing_ratio_umolmol,co2_time_lag_s,co2_def_timelag,h2o_molar_density_mmolm3,h2o_mole_fraction_umolmol,h2o_mixing_ratio_umolmol,h2o_time_lag_s,h2o_def_timelag,ch4_molar_density_mmolm3,ch4_mole_fraction_umolmol,ch4_mixing_ratio_umolmol,ch4_time_lag_s,ch4_def_timelag,sonic_temperature_k,air_temperature_k,air_pressure_pa,air_density_kgm3,air_heat_capacity_jkkg,air_molar_volume_m3mol,ET_mmhr,water_vapor_density_kgm3,e_pa,es_pa,specific_humidity_kgkg,RH,VPD_pa,Tdew_k,wind_speed_ms,max_wind_speed_ms,wind_dir,u_star_ms,TKE_m2s2,L_m,MO_stability,bowen_ratio,scale_T_k,x_peak_m,x_offset_m,x_10_m,x_30_m,x_50_m,x_70_m,x_90_m,un_Tau_kgms2,Tau_scf,un_H_wm2,H_scf,un_LE_wm2,LE_scf,un_co2_flux_umolm2s,co2_scf,un_h2o_flux_umolm2s,h2o_scf,un_ch4_flux_umolm2s,ch4_scf,u_var_ms,v_var_ms,w_var_ms,rssi_77_mean
2024-01-25,09:00:00,25.3749,-0.0184,1,0.5961,2,3.4016,1,-8.8786,1,0.0765,1,NA,3,NA,NA,NA,18.9434,465.229,471.42,0.1,1,534.802,13.1342,13.309,0.4,0,NA,NA,NA,NA,0,288.024,286.814,95791.8,1.1577,1012.63,0.0247,0.005,0.0096,1268.01,1560.24,0.0083,81.2701,292.23,283.64,0.8616,2.135,316.04,NA,0.0912,-284.112,NA,0.1752,NA,NA,NA,NA,NA,NA,NA,NA,-0.0181,1.0145,0.7788,1.016,3.1318,1.0861,-8.1744,1.0861,0.0704,1.0861,NA,NA,0.0738,0.0978,0.0107,18.4618
2024-01-25,09:30:00,25.3957,-0.0139,1,6.9673,2,9.4124,1,-1.7869,1,0.2118,1,NA,3,NA,NA,NA,18.6573,458.643,464.864,0.1,1,544.349,13.3814,13.5629,0.8,0,NA,NA,NA,NA,0,288.699,287.462,95792.2,1.155,1012.79,0.0247,0.0137,0.0097,1292.95,1627.4,0.0084,79.4485,334.455,283.932,0.4927,1.123,323.906,NA,0.0662,-16.0495,NA,0.7402,NA,NA,NA,NA,NA,NA,NA,NA,-0.0136,1.022,7.3792,1.0208,8.6336,1.0902,-1.639,1.0902,0.1943,1.0902,NA,NA,0.0444,0.0819,0.006,0.9234
2024-01-25,10:00:00,25.4165,-0.0194,1,12.1627,1,-1.5441,2,-8.4677,1,-0.0348,2,NA,3,NA,NA,NA,18.4113,453.218,459.564,0.1,1,560.954,13.8086,14.002,0.1,1,NA,NA,NA,NA,0,289.252,287.973,95804.4,1.1529,1013.05,0.0248,-0.0023,0.01,1334.79,1682,0.0087,79.3576,347.205,284.412,0.6302,1.5002,313.377,NA,0.0541,-15.2202,NA,-7.877,NA,NA,NA,NA,NA,NA,NA,NA,-0.0191,1.0182,11.9107,1.0183,-1.4195,1.0878,-7.7843,1.0878,-0.032,1.0878,NA,NA,0.0629,0.0388,0.0065,15.67
2024-01-25,10:30:00,25.4374,-0.0842,1,6.8518,2,130.921,1,-6.0332,2,2.9428,1,0.0199,1,NA,NA,NA,17.9247,442.43,448.969,0.1,1,590.13,14.566,14.7813,0.1,1,0.0867,2.0332,2.0633,0,1,290.258,286.355,95800.5,1.1591,1013.37,0.0249,0.1907,0.0106,1395.8,1513.39,0.0091,92.2303,117.585,285.088,0.2064,1.3225,264.4,NA,0.1096,-241.798,NA,0.0523,NA,74.1768,-11.2566,NA,NA,NA,NA,NA,-0.0806,1.0438,13.8673,1.0352,118.232,1.1073,-5.4484,1.1073,2.6576,1.1073,0.0081,1.1769,0.0688,0.0691,0.0813,49.8881
2024-01-25,11:00:00,25.4582,-0.0594,1,-20.1633,2,316.64,1,38.1168,1,7.1455,1,NA,3,NA,NA,NA,16.4046,406.775,412.401,0.1,1,550.157,13.6419,13.8306,0.1,1,NA,NA,NA,NA,0,291.728,290.453,95798.7,1.143,1013.01,0.025,0.463,0.0098,1319.72,1970.67,0.0086,66.9684,650.942,284.241,0.4072,1.7429,171.389,NA,0.1183,49.6935,NA,-0.0637,NA,83.1711,-12.6215,NA,NA,NA,NA,NA,-0.0585,1.0144,-2.1292,1.0155,289.382,1.0942,34.8355,1.0942,6.5303,1.0942,NA,NA,0.0774,0.1154,0.0437,11.0123
2024-01-25,11:30:00,25.479,-0.0601,1,-48.0797,1,-15.9124,2,4.2302,1,-0.3582,2,0.0082,1,NA,NA,NA,16.8597,419.023,426.101,0.1,1,668.378,16.6116,16.8922,0.1,1,0.0854,2.0212,2.0554,0,1,292.168,288.013,95756.9,1.151,1014.56,0.025,-0.0232,0.012,1591.1,1685.24,0.0104,94.4134,94.1472,287.09,0.5218,2.2585,160.184,NA,0.1128,21.0322,NA,3.0215,NA,83.895,-12.7314,NA,NA,NA,NA,NA,-0.0594,1.0126,-48.2412,1.0201,-13.9223,1.1429,3.7011,1.1429,-0.3134,1.1429,0.0206,1.2623,0.1342,0.0484,0.043,77.9433
2024-01-25,12:00:00,25.4999,-0.0232,1,-5.5941,1,3.4716,1,0.1002,1,0.0782,1,9e-4,1,NA,NA,NA,16.7916,417.969,425.19,0.1,1,682.207,16.9812,17.2745,0.1,1,0.0851,2.0163,2.0511,0,1,292.387,288.24,95730.7,1.1496,1014.77,0.025,0.0051,0.0122,1626.06,1710.05,0.0106,95.0881,83.9954,287.425,0.4524,1.8845,151.642,NA,0.0357,43.3137,NA,-1.6114,NA,NA,NA,NA,NA,NA,NA,NA,-0.0229,1.0129,-5.3366,1.0173,3.1106,1.1161,0.0898,1.1161,0.07,1.1161,0.0021,1.213,0.0399,0.0147,0.0168,81.1917
2024-01-25,12:30:00,25.5207,-0.0837,1,-8.2854,1,-1.0073,2,-4.9422,2,-0.0227,2,-0.0198,1,NA,NA,NA,16.8353,419.45,426.644,0.1,1,676.727,16.8606,17.1498,-0.6,0,0.085,2.0142,2.0487,0,1,292.491,288.323,95684.3,1.1488,1014.7,0.0251,-0.0015,0.0121,1613.73,1719.1,0.0106,93.8703,105.375,287.307,0.8047,3.0666,167.247,NA,0.1526,200.751,NA,8.2256,NA,88.8526,-13.4837,NA,NA,NA,NA,NA,-0.0829,1.0094,-8.2762,1.0135,-0.9186,1.0966,-4.5069,1.0966,-0.0207,1.0966,-0.0153,1.1757,0.1867,0.0665,0.0519,82.6934
2024-01-25,13:00:00,25.5415,-0.1891,1,9.3566,1,7.8585,2,5.8155,1,0.177,2,0.0055,1,NA,NA,NA,17.1081,426.125,433.456,0.2,0,679.09,16.9146,17.2056,0.1,1,0.0859,2.0366,2.0716,0,1,292.168,288.376,95650.6,1.1482,1014.74,0.0251,0.0115,0.0122,1618.32,1724.99,0.0106,93.8165,106.665,287.351,1.089,5.5138,177.627,NA,0.4432,-604.415,NA,1.1906,NA,85.8546,-13.0288,NA,NA,NA,NA,NA,-0.1868,1.0123,9.7176,1.0147,7.2356,1.0861,5.3546,1.0861,0.163,1.0861,0.0018,1.1481,0.4911,0.2673,0.128,82.2788
2024-01-25,13:30:00,25.5624,-0.1278,1,-6.1041,1,-2.2184,1,1.8006,1,-0.05,1,0.0037,1,NA,NA,NA,16.968,422.263,429.432,0.3,0,670.876,16.6953,16.9788,0.1,1,0.086,2.0362,2.0708,0,1,291.857,288.182,95624.7,1.1487,1014.61,0.0251,-0.0032,0.012,1596.91,1703.66,0.0105,93.7345,106.742,287.146,1.005,3.8457,169.981,NA,0.2689,514.05,NA,2.7516,NA,82.5991,-12.5347,NA,NA,NA,NA,NA,-0.1267,1.0085,-6.1851,1.0127,-2.0281,1.0938,1.6461,1.0938,-0.0457,1.0938,0.0053,1.1692,0.3206,0.122,0.0952,82.0267
2024-01-25,14:00:00,25.5832,-0.1085,1,-3.561,1,2.3421,2,1.832,1,0.0527,2,-0.0013,2,NA,NA,NA,16.8999,420.712,427.905,0.3,0,675.233,16.8095,17.0969,0.1,1,0.0856,2.029,2.0637,0,1,291.959,288.32,95603.2,1.1479,1014.68,0.0251,0.0034,0.0121,1607.48,1718.78,0.0105,93.5243,111.302,287.247,0.9949,3.0703,164.961,NA,0.2026,690.125,NA,-1.5204,NA,87.7269,-13.3129,NA,NA,NA,NA,NA,-0.1076,1.0085,-3.4037,1.0126,2.1427,1.0931,1.676,1.0931,0.0483,1.0931,-3e-4,1.1679,0.2611,0.0745,0.0696,81.7405
2024-01-25,14:30:00,25.604,-0.0683,1,-5.4192,0,-0.0226,2,2.0357,0,-5e-4,2,0.0098,0,NA,NA,NA,16.9507,422.11,429.366,0.1,1,678.62,16.8991,17.1896,0.1,1,0.0853,2.0213,2.056,0.8,0,291.911,288.371,95591.7,1.1475,1014.73,0.0251,-0,0.0121,1615.85,1724.46,0.0106,93.7018,108.611,287.328,0.7364,2.8662,184.459,NA,0.2089,226.563,NA,239.302,NA,73.8103,-11.201,NA,NA,NA,NA,NA,-0.0676,1.0099,-5.3767,1.0136,-0.0207,1.0957,1.8579,1.0957,-5e-4,1.0957,0.0104,1.1745,0.1093,0.241,0.0675,81.3064
2024-01-25,15:00:00,25.6249,-0.0992,1,-16.2246,1,-2.8253,1,6.8653,1,-0.0636,1,0.0061,1,NA,NA,NA,16.8741,420.359,427.629,0.1,1,682.392,16.9994,17.2934,0.1,1,0.0849,2.0128,2.0476,0,1,291.963,288.484,95579.5,1.1468,1014.79,0.0251,-0.0041,0.0122,1625.23,1736.99,0.0106,93.5664,111.751,287.417,0.8111,3.3135,190.27,NA,0.264,132.553,NA,5.7427,NA,80.6822,-12.2438,NA,NA,NA,NA,NA,-0.0983,1.0094,-16.2496,1.0138,-2.5692,1.0997,6.2432,1.0997,-0.0579,1.0997,0.0103,1.1812,0.1719,0.2776,0.0785,80.6936
2024-01-25,15:30:00,25.6457,-0.0959,1,-19.9425,0,0.0848,2,5.6688,0,0.0019,2,0.0088,0,NA,NA,NA,16.8876,420.8,428.109,0.1,1,685.146,17.0722,17.3688,0.1,1,0.0848,2.0115,2.0464,0,1,291.919,288.525,95582.2,1.1467,1014.83,0.0251,1e-4,0.0123,1632.24,1741.65,0.0107,93.718,109.41,287.483,0.6895,3.0874,183.535,NA,0.2128,102.602,NA,-235.121,NA,77.6869,-11.7893,NA,NA,NA,NA,NA,-0.095,1.0103,-19.7613,1.0145,0.077,1.1018,5.145,1.1018,0.0017,1.1018,0.0135,1.1859,0.1664,0.1758,0.0835,79.4198
2024-01-25,16:00:00,25.6665,-0.0946,1,-73.1977,1,-41.4503,2,10.7658,0,-0.9334,2,-0.0236,2,NA,NA,NA,16.9049,421.279,428.508,0.3,0,676.948,16.8699,17.1594,0.1,1,0.0854,2.0233,2.058,0.8,0,291.539,288.288,95558.7,1.1474,1014.71,0.0251,-0.0605,0.0121,1612.5,1715.25,0.0106,94.0095,102.752,287.296,0.4797,2.2954,168.954,NA,0.1841,27.3579,NA,1.7659,NA,79.2995,-12.034,NA,NA,NA,NA,NA,-0.0935,1.0127,-74.4728,1.019,-36.613,1.1321,9.5094,1.1321,-0.8245,1.1321,0.0022,1.2426,0.1562,0.1338,0.0782,60.3036
2024-01-25,16:30:00,25.6873,-0.2339,1,-64.7944,1,-21.71,1,18.8738,1,-0.4888,1,-0.0716,2,NA,NA,NA,16.8983,420.954,428.112,0.3,0,671.198,16.7202,17.0046,-0.5,0,0.0851,2.0151,2.0493,0,1,291.388,288.172,95516.5,1.1474,1014.62,0.0251,-0.0317,0.012,1597.49,1702.59,0.0105,93.827,105.102,287.151,0.4287,4.2856,193.711,NA,0.3718,120.049,NA,2.9845,NA,84.1073,-12.7636,NA,NA,NA,NA,NA,-0.2308,1.0135,-65.3326,1.0159,-19.7163,1.1011,17.1405,1.1011,-0.444,1.1011,-0.0442,1.1853,0.2407,0.3361,0.1668,60.8103
2024-01-25,17:00:00,25.7082,-0.1811,0,-27.7307,1,-4.1214,2,6.8072,1,-0.093,2,NA,3,NA,NA,NA,16.7625,417.923,425.094,0.2,0,676.617,16.8694,17.1589,0.1,1,NA,NA,NA,NA,0,291.686,290.114,95497.3,1.1394,1014.8,0.0251,-0.006,0.0121,1620.47,1928.49,0.0106,84.028,308.018,287.372,1.0583,4.2554,172.309,NA,0.5227,193.083,NA,6.7284,NA,79.5061,-12.0654,NA,NA,NA,NA,NA,-0.1796,1.0083,-27.755,1.013,-3.7532,1.0981,6.1991,1.0981,-0.0847,1.0981,NA,NA,0.5113,0.3844,0.1497,23.6332
2024-01-25,17:30:00,25.729,-0.1154,1,-5.5463,1,-7.4968,2,1.036,2,-0.1691,2,NA,3,NA,NA,NA,16.9129,421.42,428.542,0.2,0,666.979,16.6191,16.9,0.1,1,NA,NA,NA,NA,0,291.566,290.018,95508.1,1.14,1014.66,0.0251,-0.011,0.0119,1597.71,1916.86,0.0105,83.3504,319.15,287.153,0.9063,3.4403,178.174,NA,0.3543,490.477,NA,0.7398,NA,79.4928,-12.0633,NA,NA,NA,NA,NA,-0.1143,1.0089,-5.928,1.0129,-6.855,1.0936,0.9473,1.0936,-0.1546,1.0936,NA,NA,0.2389,0.3743,0.0953,22.2621
2024-01-25,18:00:00,25.7498,-0.1922,1,-21.754,1,5.1491,1,1.4408,2,0.1162,1,NA,3,NA,NA,NA,16.8808,420.498,427.527,0.2,0,659.999,16.4405,16.7153,0.1,1,NA,NA,NA,NA,0,291.654,290.119,95532.8,1.14,1014.57,0.0251,0.0075,0.0118,1583.09,1929.45,0.0104,82.0487,346.361,287.012,1.1087,4.3428,176.053,NA,0.4368,269.031,NA,-4.2248,NA,85.8772,-13.0322,NA,NA,NA,NA,NA,-0.1907,1.0081,-21.3048,1.0128,4.6958,1.0965,1.3139,1.0965,0.1059,1.0965,NA,NA,0.4267,0.316,0.131,4.113
2024-01-25,18:30:00,25.7707,-0.1192,1,-18.979,1,-0.752,2,2.8248,1,-0.0169,2,0.0046,1,NA,NA,NA,16.9381,422.004,429.093,0.3,0,663.127,16.5215,16.7991,0.7,0,0.085,2.0134,2.0472,0.8,0,291.693,288.196,95525.8,1.1475,1014.51,0.0251,-0.0011,0.0119,1578.66,1705.19,0.0103,92.5794,126.536,286.969,1.0222,4.1537,166.364,NA,0.2648,149.028,NA,25.2377,NA,83.24,-12.632,NA,NA,NA,NA,NA,-0.1182,1.0085,-18.8719,1.0133,-0.6839,1.0996,2.5689,1.0996,-0.0154,1.0996,0.0096,1.1795,0.3223,0.1202,0.0872,62.8006
2024-01-25,19:00:00,25.7915,-0.2254,1,-29.4744,1,-0.8568,1,7.0122,1,-0.0193,1,NA,3,NA,NA,NA,16.8752,420.589,427.673,0.2,0,664.623,16.5647,16.8437,-0.1,0,NA,NA,NA,NA,0,291.797,290.251,95519.4,1.1392,1014.64,0.0251,-0.0013,0.0119,1593.29,1945.48,0.0104,81.897,352.191,287.111,1.2906,5.2118,171.461,NA,0.5237,252.323,NA,34.3999,NA,89.1535,-13.5294,NA,NA,NA,NA,NA,-0.2237,1.0077,-29.3098,1.0127,-0.7801,1.0983,6.3846,1.0983,-0.0176,1.0983,NA,NA,0.641,0.2665,0.1399,39.5104
2024-01-25,19:30:00,25.8123,-0.198,1,-18.3283,1,5.4878,2,1.0447,2,0.1238,2,NA,3,NA,NA,NA,16.8457,419.996,427.085,0.1,1,665.762,16.5987,16.8789,-0.5,0,NA,NA,NA,NA,0,291.891,290.341,95522.5,1.1389,1014.66,0.0251,0.008,0.0119,1597.76,1956.75,0.0105,81.654,358.986,287.154,1.1972,4.5801,177.593,NA,0.5201,334.192,NA,-3.3398,NA,81.4743,-12.364,NA,NA,NA,NA,NA,-0.1964,1.0079,-17.8888,1.0126,5.0059,1.0963,0.9529,1.0963,0.113,1.0963,NA,NA,0.5,0.3861,0.154,6.6756
2024-01-25,20:00:00,25.8332,-0.2915,0,-49.3241,0,-6.541,1,10.3454,1,-0.1477,1,NA,3,NA,NA,NA,16.6851,416.172,423.276,0.1,1,672.838,16.7824,17.0688,0.2,0,NA,NA,NA,NA,0,292.351,290.781,95534.8,1.1372,1014.78,0.0251,-0.0096,0.012,1616.56,2011.96,0.0106,80.3476,395.398,287.334,1.5328,6.2171,168.337,NA,0.7283,222.343,NA,7.5407,NA,84.9986,-12.8989,NA,NA,NA,NA,NA,-0.2893,1.0073,-49.3362,1.0127,-5.9396,1.1013,9.3942,1.1013,-0.1341,1.1013,NA,NA,0.9185,0.334,0.2042,13.4069
2024-01-25,20:30:00,25.854,-0.362,1,-73.9674,1,0.5023,1,12.3307,1,0.0113,1,0.0081,1,NA,NA,NA,16.6412,415.098,422.28,0.1,1,681.833,17.0076,17.3019,-0.5,0,0.0835,1.981,2.0153,0.1,0,292.454,288.657,95570.1,1.146,1014.79,0.0251,7e-4,0.0122,1625.86,1756.43,0.0106,92.5662,130.569,287.423,1.7282,7.3966,166.366,NA,0.9177,202.95,NA,-147.248,NA,90.0256,-13.6617,NA,NA,NA,NA,NA,-0.3594,1.0071,-73.3986,1.0129,0.4551,1.1038,11.1712,1.1038,0.0103,1.1038,0.0281,1.179,1.2766,0.3408,0.218,80.3913
2024-01-25,21:00:00,25.8748,-0.1874,1,-12.7227,1,7.1171,2,-0.8709,2,0.1603,2,-0.0023,2,NA,NA,NA,16.7917,418.478,425.627,0.1,1,674.034,16.798,17.085,0.1,1,0.0836,1.9812,2.0151,0,1,291.976,288.363,95577.6,1.1474,1014.67,0.0251,0.0104,0.0121,1605.95,1723.57,0.0105,93.1755,117.626,287.233,1.1497,4.7038,173.698,NA,0.4121,438.834,NA,-1.7876,NA,86.3918,-13.1103,NA,NA,NA,NA,NA,-0.186,1.008,-12.2327,1.0125,6.4996,1.095,-0.7953,1.095,0.1464,1.095,0.0012,1.17,0.4621,0.2371,0.125,74.7836
2024-01-25,21:30:00,25.8956,-0.1736,1,-7.7414,0,2.2808,1,-1.9791,1,0.0514,1,0.0015,1,NA,NA,NA,16.7064,416.387,423.49,0.1,1,672.906,16.7713,17.0574,0.1,1,0.0835,1.979,2.0128,0.2,0,292.014,288.398,95551.8,1.1469,1014.66,0.0251,0.0033,0.012,1602.96,1727.43,0.0105,92.7948,124.465,287.204,1.0321,6.6918,180.819,NA,0.4151,643.129,NA,-3.3942,NA,78.6786,-11.9398,NA,NA,NA,NA,NA,-0.1722,1.0083,-7.558,1.0126,2.0859,1.0934,-1.81,1.0934,0.047,1.0934,0.0034,1.1683,0.3637,0.3202,0.1463,78.7299
2024-01-25,22:00:00,25.9165,-0.1423,1,-22.9487,1,3.2933,2,2.0617,1,0.0742,2,0.0065,1,NA,NA,NA,16.6561,415.393,422.52,0.1,1,676.355,16.8679,17.1573,0.1,1,0.0832,1.9737,2.0076,0.1,0,292.048,288.456,95514.3,1.1462,1014.71,0.0251,0.0048,0.0121,1611.55,1733.95,0.0106,92.941,122.399,287.286,0.9866,4.7425,171.207,NA,0.354,161.012,NA,-6.9683,NA,88.0667,-13.3645,NA,NA,NA,NA,NA,-0.141,1.0086,-22.5867,1.0132,2.9973,1.0987,1.8764,1.0987,0.0675,1.0987,0.0121,1.1782,0.3741,0.2434,0.0905,78.935
2024-01-25,22:30:00,25.9373,-0.2555,1,-47.4777,0,1.8341,2,10.1545,1,0.0414,2,NA,3,NA,NA,NA,16.471800000000002,411.383,418.495,0.2,0,680.45,16.9942,17.288,-0.5,0,NA,NA,NA,NA,0,292.236,290.648,95470.9,1.1369,1014.89,0.0251,0.0027,0.0122,1634.38,1995,0.0107,81.9241,360.613,287.504,1.2154,5.4,180.957,NA,0.6606,189.57,NA,-25.8856,NA,82.8813,-12.5776,NA,NA,NA,NA,NA,-0.2535,1.0079,-47.0281,1.0129,1.6685,1.0993,9.2373,1.0993,0.0377,1.0993,NA,NA,0.584,0.5465,0.1907,22.9251
2024-01-25,23:00:00,25.9581,-0.3061,1,-36.2917,1,-2.1281,1,3.7578,1,-0.0481,1,NA,3,NA,NA,NA,16.3618,408.923,416.004,0.1,1,681.025,17.0205,17.3152,0.1,1,NA,NA,NA,NA,0,292.637,291.042,95407.5,1.1346,1014.92,0.0252,-0.0031,0.0122,1637.17,2045.38,0.0107,80.0424,408.208,287.53,1.0718,7.3954,180.964,NA,0.7354,326.17,NA,17.0535,NA,85.0025,-12.8995,NA,NA,NA,NA,NA,-0.3036,1.0082,-36.1541,1.0127,-1.9425,1.0956,3.43,1.0956,-0.0439,1.0956,NA,NA,0.7178,0.538,0.215,0.6696
2024-01-25,23:30:00,25.979,-0.2074,1,-174.478,1,6.7381,1,6.52,1,0.1526,1,NA,3,NA,NA,NA,16.5197,412.573,419.667,0.1,1,676.819,16.9033,17.194,0.1,1,NA,NA,NA,NA,0,295.591,293.976,95439.9,1.1236,1015.01,0.0252,0.0099,0.0121,1642.76,2457.41,0.0108,66.8494,814.646,287.583,0.4791,6.2363,180.547,NA,0.5043,38.405,NA,-25.8943,NA,93.2372,-14.1491,NA,NA,NA,NA,NA,-0.2049,1.0125,-172.021,1.0176,6.0142,1.1204,5.8195,1.1204,0.1362,1.1204,NA,NA,0.475,0.4169,0.1167,0.3367
2024-01-26,00:00:00,26,-0.1511,1,-0.5347,2,10.7391,0,1.4198,2,0.2433,0,NA,3,NA,NA,NA,16.6586,416.116,423.199,0.3,0,670.017,16.7364,17.0213,0.1,1,NA,NA,NA,NA,0,296.086,294.48,95418.9,1.1214,1014.95,0.0252,0.0158,0.012,1629.38,2535.16,0.0107,64.2712,905.783,287.456,0.9879,4.3199,177,NA,0.2726,7812.19,NA,-0.0498,NA,80.8424,-12.2682,NA,NA,NA,NA,NA,-0.1491,1.0131,0.0925,1.0152,9.8888,1.086,1.3074,1.086,0.224,1.086,NA,NA,0.2943,0.1293,0.1217,1.2632
2024-01-26,00:30:00,26.0208,-0.1857,1,7.6636,2,-0.5419,2,-3.1358,1,-0.0122,2,0.0031,2,NA,NA,NA,16.388,409.985,417.002,0.1,1,672.611,16.8269,17.1149,0.1,1,0.0829,1.9691,2.0028,0,1,296.492,288.863,95340.2,1.1425,1014.69,0.0252,-8e-4,0.012,1604.71,1779.74,0.0105,90.1656,175.027,287.221,1.0301,5.5767,189.279,NA,0.4254,-721.547,NA,-14.1421,NA,78.6145,-11.9301,NA,NA,NA,NA,NA,-0.1833,1.0128,7.5602,1.015,-0.499,1.086,-2.8875,1.086,-0.0112,1.086,7e-4,1.1483,0.3174,0.376,0.1574,53.3444
2024-01-26,01:00:00,26.0416,-0.4055,1,-9.9919,1,1.6943,2,5.6744,1,0.0384,2,NA,3,NA,NA,NA,16.3136,408.527,415.64,0.1,1,683.455,17.1152,17.4132,0.1,1,NA,NA,NA,NA,0,296.869,295.221,95115.6,1.1149,1015.19,0.0253,0.0025,0.0122,1662.67,2652.93,0.0109,62.673,990.259,287.769,1.1651,6.4276,190.383,NA,0.9032,1849.81,NA,-5.8974,NA,87.1644,-13.2275,NA,NA,NA,NA,NA,-0.4023,1.0079,-9.8284,1.0123,1.5501,1.0931,5.1913,1.0931,0.0351,1.0931,NA,NA,0.4778,1.0564,0.2721,24.6667
2024-01-26,01:30:00,26.0624,-0.5378,1,-75.8061,1,-8.0754,1,4.87,1,-0.1835,1,NA,3,NA,NA,NA,16.3157,409.046,416.285,0.1,1,693.612,17.3893,17.697,0.1,1,NA,NA,NA,NA,0,299.07,297.371,95284.3,1.1086,1015.47,0.0252,-0.0119,0.0124,1704.53,3023.42,0.0112,56.3775,1318.89,288.155,1.0512,4.9854,189.452,NA,1.1372,376.115,NA,9.3873,NA,95.6963,-14.5223,NA,NA,NA,NA,NA,-0.5333,1.0083,-75.7568,1.0127,-7.3746,1.095,4.4474,1.095,-0.1675,1.095,NA,NA,0.3555,1.6315,0.2874,7.8638
2024-01-26,02:00:00,26.0833,-0.1235,1,-23.0588,0,-4.1868,0,-0.8426,2,-0.0951,0,NA,3,NA,NA,NA,16.3491,410.117,417.395,0.1,1,695.117,17.437,17.7465,0.1,1,NA,NA,NA,NA,0,299.241,297.593,95068.6,1.1057,1015.17,0.0262,-0.0062,0.012,1648.98,3053.45,0.0109,54.0038,1404.47,287.641,0.9013,4.9805,187.141,NA,0.4075,136.413,NA,5.5074,NA,72.1534,-10.9496,NA,NA,NA,NA,NA,-0.1224,1.009,-23.1201,1.0135,-3.8072,1.0997,-0.7662,1.0997,-0.0865,1.0997,NA,NA,0.2592,0.4217,0.1341,0.211
2024-01-26,02:30:00,26.1041,-0.1603,1,-10.4093,2,4.0318,0,2.4238,1,0.0914,0,NA,3,NA,NA,NA,16.4327,412.258,419.623,0.1,1,699.646,17.5524,17.866,0.1,1,NA,NA,NA,NA,0,297.163,295.515,95068.6,1.1134,1015.18,0.026,0.0059,0.0122,1659.82,2693.82,0.0109,61.616,1034,287.743,0.8393,5.1844,177.767,NA,0.3657,442.178,NA,-2.5818,NA,76.8877,-11.668,NA,NA,NA,NA,NA,-0.1588,1.0092,-10.1,1.013,3.6875,1.0934,2.2168,1.0934,0.0836,1.0934,NA,NA,0.2617,0.3223,0.1474,0.2609
2024-01-26,03:00:00,26.1249,-0.1088,1,-3.2087,0,-9.4981,1,-7.4108,0,-0.2141,1,-8e-4,2,NA,NA,NA,16.3525,410.265,417.596,0.1,1,699.662,17.5537,17.8674,0.3,0,0.0831,1.9791,2.0145,0,1,295.762,289.386,95239,1.1389,1015.12,0.0253,-0.0139,0.0125,1672.25,1840.25,0.011,90.8707,168.001,287.858,0.8933,3.8611,185.247,NA,0.3532,776.304,NA,0.3378,NA,74.2011,-11.2603,NA,NA,NA,NA,NA,-0.10780000000000001,1.0089,-3.7297,1.0128,-8.6921,1.0927,-6.782,1.0927,-0.1959,1.0927,7e-4,1.1681,0.2284,0.3711,0.1069,44.5488
2024-01-26,03:30:00,26.1458,-0.1438,0,76.129,2,31.6826,1,14.1714,1,0.7159,1,NA,3,NA,NA,NA,16.2621,408.378,415.745,0.1,1,705.66,17.7207,18.0404,-0.5,0,NA,NA,NA,NA,0,293.468,291.803,95254.8,1.1295,1015.33,0.0253,0.0464,0.0126,1701.69,2145.44,0.0112,79.3165,443.751,288.129,0.6656,5.4181,177.688,NA,0.5647,-50.3629,NA,2.4029,NA,80.3969,-12.2005,NA,NA,NA,NA,NA,-0.1414,1.0175,77.0359,1.0179,29.1367,1.0874,13.0327,1.0874,0.6584,1.0874,NA,NA,0.4656,0.5473,0.1166,6.3262
2024-01-26,04:00:00,26.1666,-0.0739,0,7.1957,2,-8.5981,2,3.6729,0,-0.1944,2,NA,3,NA,NA,NA,16.522,414.629,422.137,0.1,1,708.646,17.7839,18.1059,0.1,1,NA,NA,NA,NA,0,293.959,292.281,95225.7,1.1273,1015.41,0.0252,-0.0126,0.0127,1712.21,2211.12,0.0113,77.4361,498.915,288.225,0.5822,5.0473,172.092,NA,0.3028,-196.942,NA,-0.8369,NA,76.2578,-11.5724,NA,NA,NA,NA,NA,-0.0725,1.0193,6.6092,1.0191,-7.8994,1.0884,3.3744,1.0884,-0.1786,1.0884,NA,NA,0.4627,0.0744,0.0686,4.2031
