date,time,DOY,Tau_kgms2,qc_Tau,H_wm2,qc_H,LE_wm2,qc_LE,co2_flux_umolm2s,qc_co2_flux,h2o_flux_umolm2s,qc_h2o_flux,ch4_flux_umolm2s,qc_ch4_flux,co2_v_adv_umolm2s,h2o_v_adv_umolm2s,ch4_v_adv_umolm2s,co2_molar_density_mmolm3,co2_mole_fraction_umolmol,co2_mixing_ratio_umolmol,co2_time_lag_s,co2_def_timelag,h2o_molar_density_mmolm3,h2o_mole_fraction_umolmol,h2o_mixing_ratio_umolmol,h2o_time_lag_s,h2o_def_timelag,ch4_molar_density_mmolm3,ch4_mole_fraction_umolmol,ch4_mixing_ratio_umolmol,ch4_time_lag_s,ch4_def_timelag,sonic_temperature_k,air_temperature_k,air_pressure_pa,air_density_kgm3,air_heat_capacity_jkkg,air_molar_volume_m3mol,ET_mmhr,water_vapor_density_kgm3,e_pa,es_pa,specific_humidity_kgkg,RH,VPD_pa,Tdew_k,wind_speed_ms,max_wind_speed_ms,wind_dir,u_star_ms,TKE_m2s2,L_m,MO_stability,bowen_ratio,scale_T_k,x_peak_m,x_offset_m,x_10_m,x_30_m,x_50_m,x_70_m,x_90_m,un_Tau_kgms2,Tau_scf,un_H_wm2,H_scf,un_LE_wm2,LE_scf,un_co2_flux_umolm2s,co2_scf,un_h2o_flux_umolm2s,h2o_scf,un_ch4_flux_umolm2s,ch4_scf,u_var_ms,v_var_ms,w_var_ms,rssi_77_mean
2024-01-01,00:00:00,1,-0.0078,0,16.7554,0,1.4039,0,1.1506,0,0.0312,0,-0.0025,0,NA,NA,NA,18.237,435.52,438.034,0.1,0,240.287,5.7383,5.7714,0.1,1,0.0933,2.0589,2.0708,0,0,273.417,273.67,95071.7,1.2076,1008.26,0.0239,0.002,0.0043,545.698,632.849,0.0036,86.2288,87.1512,271.604,1.1969,2.5833,319.952,NA,0.1827,-2.625,NA,11.9346,NA,NA,NA,NA,NA,NA,NA,NA,-0.0078,1.0116,16.6222,1.0143,1.2923,1.0864,1.0591,1.0864,0.0287,1.0864,-0.0076,1.148,0.1799,0.1627,0.0229,68.4995
2024-01-01,00:30:00,1.0208,-0.0169,0,10.373,0,2.4522,0,0.6281,0,0.0545,0,-0.0023,0,NA,NA,NA,18.1251,438.392,440.995,-0.1,0,244.039,5.9026,5.9376,0.1,1,0.0933,2.0629,2.0752,-0.1,0,273.954,274.152,95050.6,1.2052,1008.36,0.024,0.0035,0.0044,561.194,655.237,0.0037,85.6475,94.0427,271.985,1.0642,2.534,322.948,NA,0.2426,-13.4132,NA,4.2301,NA,NA,NA,NA,NA,NA,NA,NA,-0.0167,1.0125,10.3685,1.0148,2.2579,1.086,0.5783,1.086,0.0502,1.086,-0.0055,1.1482,0.2281,0.2376,0.0195,70.7647
2024-01-01,01:00:00,1.0416,-0.0161,0,12.8263,0,0.5135,2,-0.1798,2,0.0114,2,-4e-4,0,NA,NA,NA,18.185,440.634,443.258,0.1,1,244.317,5.9199,5.9552,0.1,1,0.0932,2.0592,2.0714,-0.1,0,273.883,274.111,95027.6,1.2051,1008.37,0.024,7e-4,0.0044,562.709,653.288,0.0037,86.1349,90.5793,272.022,1.3051,2.6478,318.14,NA,0.1831,-10.1501,NA,24.9781,NA,NA,NA,NA,NA,NA,NA,NA,-0.016,1.011,12.6999,1.014,0.4725,1.0868,-0.1655,1.0868,0.0105,1.0868,-0.0043,1.1479,0.197,0.1493,0.0199,71.1288
2024-01-01,01:30:00,1.0624,-0.011,0,11.5866,0,0.4055,0,-0.53,0,0.009,0,-9e-4,0,NA,NA,NA,18.2326,442.034,444.725,0.1,1,249.604,6.0514,6.0883,0.1,1,0.0929,2.0536,2.0661,0,0,273.972,274.177,95009.2,1.2045,1008.44,0.024,6e-4,0.0045,575.096,656.417,0.0038,87.6115,81.3203,272.319,1.1418,2.4358,314.471,NA,0.1502,-6.3298,NA,28.5763,NA,NA,NA,NA,NA,NA,NA,NA,-0.0109,1.0119,11.4642,1.0145,0.3733,1.0862,-0.488,1.0862,0.0083,1.0862,-0.0044,1.148,0.0973,0.1824,0.0208,69.754
2024-01-01,02:00:00,1.0833,-0.0512,1,14.9418,1,3.3431,1,-0.4636,2,0.0743,1,-9e-4,1,NA,NA,NA,18.1115,439.69,442.392,0.1,1,251.572,6.1074,6.1449,0.1,1,0.0927,2.0528,2.0655,-0.1,0,274.393,274.586,95029.1,1.2029,1008.48,0.024,0.0048,0.0046,580.534,675.991,0.0038,85.8789,95.4575,272.448,1.1866,3.1623,325.213,NA,0.4549,-49.3265,NA,4.4694,NA,105.492,-16.0088,NA,NA,NA,NA,NA,-0.0506,1.0116,14.9336,1.0143,3.0774,1.0863,-0.4267,1.0863,0.0684,1.0863,-0.0057,1.148,0.5457,0.3444,0.0197,69.1025
2024-01-01,02:30:00,1.1041,-0.0132,1,9.3195,0,4.6269,1,1.6284,0,0.1029,1,-0.0024,0,NA,NA,NA,18.0559,439,441.759,-0.1,0,256.902,6.2462,6.2854,0.1,1,0.0924,2.0507,2.0636,0,0,274.861,275.049,95044.6,1.201,1008.56,0.0241,0.0067,0.0047,593.822,698.842,0.0039,84.9723,105.02,272.758,1.185,2.9924,322.777,NA,0.3158,-10.4148,NA,2.0142,NA,NA,NA,NA,NA,NA,NA,NA,-0.0131,1.0116,9.4478,1.0143,4.2592,1.0863,1.499,1.0863,0.0947,1.0863,-0.0055,1.148,0.2636,0.347,0.021,69.156
2024-01-01,03:00:00,1.1249,-0.1618,1,-158.534,1,38.719,1,18.5926,1,0.8627,1,-0.0445,1,NA,NA,NA,17.7184,432.776,435.476,0.3,0,253.802,6.1992,6.2379,0.1,1,0.092,2.0619,2.0747,0.7,0,277.178,277.142,95058.7,1.1921,1008.57,0.0242,0.0559,0.0046,589.445,810.633,0.0039,72.7141,221.189,272.657,1.0522,5.4702,346.164,NA,1.3775,26.5108,NA,-4.0945,NA,88.0521,-13.3622,NA,NA,NA,NA,NA,-0.1603,1.0096,-154.184,1.0173,34.1325,1.1344,16.3902,1.1344,0.7605,1.1344,0.0042,1.241,0.6862,1.9697,0.099,69.8351
2024-01-01,03:30:00,1.1458,-0.081,0,-25.9616,0,26.557,0,1.5137,1,0.5928,0,-0.0012,0,NA,NA,NA,17.3522,427.57,430.103,0.1,0,239.055,5.8905,5.9254,0.1,1,0.0922,2.0852,2.0976,-0.3,0,279.138,279.163,95074.2,1.1838,1008.43,0.0244,0.0384,0.0043,560.181,933.322,0.0037,60.0201,373.141,271.96,2.212,6.0934,42.5411,NA,1.1007,57.9892,NA,-0.9776,NA,53.2546,-8.0816,NA,NA,NA,NA,NA,-0.0804,1.0077,-24.2569,1.0151,23.6033,1.1251,1.3454,1.1251,0.5269,1.1251,0.005,1.2083,0.775,1.2509,0.1755,71.0351
2024-01-01,04:00:00,1.1666,-0.0232,1,-12.4078,1,13.853,1,0.907,1,0.3092,1,-0.0012,1,NA,NA,NA,17.3566,427.984,430.524,0.1,0,239.322,5.9013,5.9363,0.1,1,0.0923,2.0867,2.0991,0.7,0,278.98,278.992,95067.1,1.1845,1008.43,0.0244,0.02,0.0044,561.168,922.317,0.0037,60.8432,361.15,271.984,1.8498000000000001,5.2769,37.5365,NA,0.6428,18.6005,NA,-0.8957,NA,NA,NA,NA,NA,NA,NA,NA,-0.023,1.0098,-11.5018,1.0196,11.9295,1.1612,0.7811,1.1612,0.2663,1.1612,0.0017,1.2739,0.5292,0.6368,0.1197,71.0432
2024-01-01,04:30:00,1.1874,-0.0424,1,-36.3891,0,24.1845,0,4.1609,0,0.5398,0,-0.0061,0,NA,NA,NA,17.3506,427.649,430.218,0.2,0,242.236,5.9705,6.0064,0.1,1,0.0924,2.0896,2.1021,-0.2,0,279.006,278.986,95041.4,1.1842,1008.47,0.0244,0.035,0.0044,567.599,921.972,0.0037,61.5636,354.373,272.14,1.5343,5.5363,30.7978,NA,0.8418,15.664,NA,-1.5046,NA,NA,NA,NA,NA,NA,NA,NA,-0.042,1.0105,-34.5208,1.0207,20.7137,1.1676,3.5637,1.1676,0.4623,1.1676,0.0036,1.2908,0.758,0.8036,0.122,70.9281
2024-01-01,05:00:00,1.2082,0.0391,1,-22.1775,1,19.6449,1,2.0685,1,0.4386,1,-0.0039,1,NA,NA,NA,17.2883,426.579,429.119,0,0,239.832,5.9177,5.9529,0.1,1,0.0926,2.0973,2.1097,-0.5,0,279.333,279.3,95047.1,1.1829,1008.45,0.0244,0.0284,0.0044,562.612,942.228,0.0037,59.7108,379.616,272.019,1.5678,4.6477,41.3194,NA,0.8669,22.7609,NA,-1.1289,NA,NA,NA,NA,NA,NA,NA,NA,0.0387,1.0093,-20.8328,1.0181,17.137,1.1463,1.8045,1.1463,0.3826,1.1463,0.0019,1.2538,0.6818,0.9199,0.132,71.0478
2024-01-01,05:30:00,1.2291,0.0208,2,-5.1559,1,11.4938,1,0.0211,2,0.2566,1,-1e-4,2,NA,NA,NA,17.2963,426.943,429.488,0.1,1,240.098,5.9266,5.9619,0.8,0,0.0929,2.104,2.1165,0.4,0,279.291,279.295,95054.3,1.183,1008.45,0.0244,0.0166,0.0044,563.498,941.903,0.0037,59.8255,378.405,272.041,1.7252,6.2473,26.9175,NA,0.8706,38.0231,NA,-0.4486,NA,NA,NA,NA,NA,NA,NA,NA,0.0206,1.0081,-4.4958,1.0156,10.2006,1.1268,0.0187,1.1268,0.2277,1.1268,7e-4,1.218,0.7618,0.8486,0.1308,70.9663
2024-01-01,06:00:00,1.2499,-0.088,1,-9.2253,1,13.4217,0,0.128,1,0.2995,0,-0.0031,1,NA,NA,NA,17.383,428.532,431.109,0,0,242.418,5.9762,6.0121,0.1,1,0.0933,2.1091,2.1218,-0.2,0,278.877,278.905,95080.1,1.185,1008.47,0.0244,0.0194,0.0044,568.369,916.777,0.0037,61.9964,348.408,272.158,1.1802,5.1103,3.9641,NA,1.2199,184.367,NA,-0.6873,NA,58.442,-8.8688,NA,NA,NA,NA,NA,-0.0873,1.008,-8.4194,1.0129,12.2167,1.0986,0.1165,1.0986,0.2727,1.0986,-8e-4,1.1762,1.2902,0.9986,0.1509,70.6479
2024-01-01,06:30:00,1.2707,-0.2881,1,12.6566,1,22.0825,1,2.4443,1,0.4927,1,0.0269,1,NA,NA,NA,17.3879,428.199,430.723,0.1,0,237.978,5.8605,5.8951,0.1,1,0.0931,2.1001,2.1125,0,1,278.569,278.608,95097.7,1.1865,1008.4,0.0244,0.0319,0.0043,557.469,898.09,0.0037,62.0728,340.621,271.894,0.3012,4.3554,95.476,NA,0.9202,-794.847,NA,0.5732,NA,90.2141,-13.6903,NA,NA,NA,NA,NA,-0.279,1.0325,13.4995,1.0277,20.1098,1.0981,2.226,1.0981,0.4487,1.0981,0.0196,1.1655,0.9104,0.7634,0.1667,70.926
2024-01-01,07:00:00,1.2916,-0.1267,0,9.1509,1,6.5678,0,-0.0256,2,0.1465,0,0.0021,0,NA,NA,NA,17.3368,426.15,428.611,0.1,1,233.554,5.7409,5.7741,0.1,1,0.0925,2.083,2.095,-0.6,0,278.122,278.186,95124.7,1.1887,1008.33,0.0243,0.0095,0.0043,546.249,872.085,0.0036,62.6372,325.836,271.617,0.4621,4.6635,90.2658,NA,0.8408,-319.732,NA,1.3933,NA,74.0402,-11.235900000000001,NA,NA,NA,NA,NA,-0.1238,1.0232,9.3211,1.0215,6.02,1.091,-0.0235,1.091,0.1343,1.091,-0.0013,1.1566,0.5705,0.9911,0.1199,70.8378
2024-01-01,07:30:00,1.3124,-0.1075,1,-1.8182,2,12.0311,0,-0.13,2,0.2682,0,-0.0039,2,NA,NA,NA,17.3371,425.263,427.628,0.1,1,225.461,5.5304,5.5611,0.1,1,0.0923,2.0719,2.0834,-0.3,0,277.389,277.544,95151.7,1.1919,1008.21,0.0243,0.0174,0.0041,526.365,833.821,0.0034,63.1268,307.456,271.114,0.289,5.9875,139.205,NA,1.3358,1253.2,NA,-0.1511,NA,55.4313,-8.4119,NA,NA,NA,NA,NA,-0.1055,1.0187,-1.1595,1.0173,10.9933,1.0944,-0.1187,1.0944,0.245,1.0944,-0.0038,1.1715,1.1967,1.2656,0.2093,70.6
2024-01-01,08:00:00,1.3332,-0.1122,1,5.0194,0,21.1353,0,0.2971,0,0.4709,0,-8e-4,0,NA,NA,NA,17.3474,424.678,426.934,0.1,0,215.851,5.2842,5.3123,0.1,1,0.0921,2.0635,2.0745,-0.2,0,276.962,277.163,95202.2,1.1943,1008.07,0.0242,0.0305,0.0039,503.204,811.842,0.0033,61.9829,308.639,270.507,0.4501,7.278,42.1807,NA,1.1776,-482.888,NA,0.2375,NA,59.0945,-8.9678,NA,NA,NA,NA,NA,-0.1096,1.0236,6.0294,1.0218,19.3663,1.0913,0.2722,1.0913,0.4315,1.0913,-0.0036,1.157,1.2996,0.8697,0.1858,70.5388
2024-01-01,08:30:00,1.3541,-0.0977,0,0.1388,2,14.106,0,-0.1063,0,0.3142,0,-0.0032,0,NA,NA,NA,17.3569,424.277,426.398,0.1,1,203.496,4.9743,4.9992,0.1,1,0.092,2.0577,2.0679,-0.2,0,276.529,276.815,95248.7,1.1965,1007.89,0.0242,0.0204,0.0037,473.922,792.155,0.0031,59.8269,318.233,269.702,0.5685,4.0286,79.0867,NA,0.8039,-14137.8,NA,0.0098,NA,64.1802,-9.7396,NA,NA,NA,NA,NA,-0.0958,1.0197,0.8768,1.0193,12.957,1.0887,-0.0977,1.0887,0.2886,1.0887,-0.0039,1.1535,0.6882,0.7883,0.1313,70.6269
2024-01-01,09:00:00,1.3749,-0.1471,0,11.2713,0,22.0837,0,-0.1367,0,0.4916,0,-0.001,0,NA,NA,NA,17.4031,424.507,426.541,0.1,1,195.476,4.7682,4.791,0.1,1,0.0923,2.0606,2.0705,-0.1,0,275.852,276.283,95304,1.1996,1007.77,0.0241,0.0319,0.0036,454.548,762.938,0.003,59.5786,308.39,269.145,0.8051,6.9651,2.8546,NA,1.6611,-320.757,NA,0.5104,NA,70.7479,-10.7363,NA,NA,NA,NA,NA,-0.1449,1.0152,12.2641,1.0164,20.3281,1.0864,-0.1258,1.0864,0.4526,1.0864,-0.0058,1.1498,0.9643,2.2032,0.1546,70.3686
2024-01-01,09:30:00,1.3957,0.0317,2,26.7292,2,30.8581,2,0.1228,2,0.6865,2,-0.0011,2,NA,NA,NA,17.4787,424.955,426.822,0.1,0,179.894,4.3737,4.3929,0.7,0,0.0928,2.0634,2.0724,-0.2,0,274.912,275.488,95342.2,1.2037,1007.54,0.024,0.0445,0.0033,417.112,721.054,0.0027,57.8475,303.942,268.006,1.4977,9.0489,342.789,NA,2.5485,-13.4391,NA,0.8662,NA,NA,NA,NA,NA,NA,NA,NA,0.0313,1.0101,28.0153,1.0136,28.3642,1.0879,0.1129,1.0879,0.631,1.0879,-0.0112,1.1482,1.9928,2.8108,0.2934,70.1348
2024-01-01,10:00:00,1.4166,-0.1489,1,27.9709,1,17.9329,0,-0.0343,2,0.3993,0,-0.0069,1,NA,NA,NA,17.4834,424.437,426.161,0.1,1,166.561,4.0435,4.06,0.1,1,0.0926,2.069,2.0774,-0.1,0,274.808,276.554,95353.8,1.1994,1007.38,0.0241,0.0259,0.003,385.67,777.728,0.0025,49.5893,392.058,266.977,1.0118,6.7876,355.3,NA,2.2155,-131.701,NA,1.5598,NA,61.0354,-9.2624,NA,NA,NA,NA,NA,-0.147,1.0129,28.5284,1.0151,16.5129,1.086,-0.0316,1.086,0.3677,1.086,-0.0162,1.1484,1.8555,2.349,0.2264,70.6172
2024-01-01,10:30:00,1.4374,-0.2729,0,52.6855,0,54.1369,0,1.0748,0,1.2044,0,-0.0012,0,NA,NA,NA,17.451,424.159,425.833,0.2,0,161.732,3.931,3.9465,0.7,0,0.0924,2.0545,2.0626,-0.2,0,274.702,275.558,95388.2,1.2042,1007.3,0.024,0.078,0.0029,375.072,724.648,0.0024,51.7591,349.577,266.614,2.4127,8.8248,346.254,NA,2.6094,-172.47,NA,0.9732,NA,59.3979,-9.0139,NA,NA,NA,NA,NA,-0.2707,1.0082,54.8482,1.0135,49.3896,1.0961,0.9805,1.0961,1.0988,1.0961,-0.0206,1.1527,1.4721,3.3043,0.4423,70.4661
2024-01-01,11:00:00,1.4582,-0.1893,1,40.3073,1,36.9062,0,0.2201,2,0.8209,0,0.0038,0,NA,NA,NA,17.5078,424.382,425.994,0.1,1,156.067,3.783,3.7974,0.1,1,0.0927,2.059,2.0668,-0.2,0,274.417,275.346,95401.4,1.2053,1007.22,0.024,0.0532,0.0028,361.002,713.815,0.0024,50.5736,352.813,266.116,0.9292,7.7911,33.0902,NA,2.973,-130.046,NA,1.0922,NA,54.4118,-8.2572,NA,NA,NA,NA,NA,-0.1867,1.0137,41.6617,1.0155,33.9831,1.086,0.2027,1.086,0.7559,1.086,-0.0111,1.1488,2.7039,2.8605,0.3816,70.7237
2024-01-01,11:30:00,1.479,-0.2673,1,43.827,0,58.6973,0,2.3004,0,1.3066,0,-0.0077,0,NA,NA,NA,17.4854,424.976,426.567,0.1,1,153.492,3.7306,3.7445,0.6,0,0.093,2.0733,2.081,-0.2,0,274.814,276.149,95384.1,1.2017,1007.2,0.0241,0.0847,0.0028,355.931,755.747,0.0023,47.0965,399.816,265.933,2.1521,12.5369,342.9,NA,4.1203,-201.582,NA,0.7467,NA,55.796,-8.4672,NA,NA,NA,NA,NA,-0.265,1.0085,46.3452,1.0133,53.6813,1.0934,2.1038,1.0934,1.1949,1.0934,-0.0244,1.151,3.7425,3.9904,0.5076,70.4459
2024-01-01,12:00:00,1.4999,-0.187,1,35.9585,0,48.2678,0,3.6316,1,1.0747,0,0.0023,0,NA,NA,NA,17.4785,425.373,426.942,0.1,1,151.084,3.6769,3.6905,0.5,0,0.0933,2.0831,2.0907,-0.2,0,275.016,276.459,95351,1.1999,1007.18,0.0241,0.0696,0.0027,350.692,772.504,0.0023,45.3968,421.812,265.741,1.8977,8.5568,351.879,NA,3.2806,-144.099,NA,0.745,NA,54.841,-8.3223,NA,NA,NA,NA,NA,-0.1854,1.009,38.0384,1.0133,44.2399,1.0911,3.3286,1.0911,0.9851,1.0911,-0.012,1.1496,2.109,4.0807,0.3714,70.3002
2024-01-01,12:30:00,1.5207,-0.3229,0,35.1763,0,52.0611,0,3.0325,0,1.1582,0,0.0012,0,NA,NA,NA,17.5664,427.126,428.712,0.1,1,152.111,3.6986,3.7123,0.7,0,0.0938,2.0844,2.0921,-0.2,0,274.783,275.589,95305.7,1.2031,1007.18,0.024,0.0751,0.0028,352.589,726.261,0.0023,48.5485,373.672,265.811,1.341,7.6482,358.163,NA,3.1512,-332.787,NA,0.6757,NA,59.2001,-8.9838,NA,NA,NA,NA,NA,-0.3195,1.0108,37.448,1.0139,47.8938,1.087,2.7898,1.087,1.0655,1.087,-0.0131,1.1479,2.214,3.56,0.5283,70.1995
2024-01-01,13:00:00,1.5415,-0.1128,1,38.5825,1,49.9397,1,1.9595,1,1.1124,1,-5e-4,1,NA,NA,NA,17.473,426.321,427.915,0.1,1,152.702,3.7258,3.7397,0.4,0,0.0934,2.0887,2.0965,-0.1,0,275.365,276.837,95266.5,1.1972,1007.21,0.0242,0.0721,0.0028,355.035,793.427,0.0023,44.747,438.393,265.9,2.9292,9.3457,327.69,NA,3.0076,-63.0781,NA,0.7726,NA,41.8531,-6.3514,NA,NA,NA,NA,NA,-0.1119,1.0079,40.6712,1.014,45.3213,1.1019,1.7783,1.1019,1.0095,1.1019,-0.0155,1.1566,2.652,2.922,0.4413,70.0501
2024-01-01,13:30:00,1.5624,-0.3729,0,42.4311,0,64.0946,0,3.084,0,1.4276,0,-4e-4,0,NA,NA,NA,17.4669,426.913,428.535,0.1,1,154.812,3.7838,3.7982,0.6,0,0.0933,2.0871,2.095,-0.1,0,275.563,276.815,95260.6,1.1972,1007.24,0.0242,0.0925,0.0028,360.546,792.171,0.0024,45.5136,431.625,266.1,2.4957,10.267,339.564,NA,3.5053,-344.805,NA,0.662,NA,59.7852,-9.0726,NA,NA,NA,NA,NA,-0.3699,1.0082,45.2385,1.0135,58.4265,1.097,2.8112,1.097,1.3014,1.097,-0.0175,1.1533,2.2961,4.1164,0.5982,70.355
2024-01-01,14:00:00,1.5832,0.3049,0,39.0219,0,51.352,0,2.4155,0,1.1437,0,0.0051,0,NA,NA,NA,17.5093,427.718,429.387,0.1,1,159.174,3.8883,3.9035,0.6,0,0.0937,2.0934,2.1016,-0.2,0,275.523,276.69,95250.9,1.1975,1007.3,0.0242,0.0741,0.0029,370.465,785.25,0.0024,47.178,414.785,266.453,2.5517,11.081,337.727,NA,3.4659,-277.093,NA,0.7599,NA,58.8675,-8.9334,NA,NA,NA,NA,NA,0.3025,1.0081,41.2076,1.0136,46.7847,1.0976,2.2006,1.0976,1.0419,1.0976,-0.0106,1.1537,2.1603,4.2631,0.5083,69.6833
2024-01-01,14:30:00,1.604,0.2216,1,42.0933,0,51.8213,0,1.3988,0,1.1547,0,-0.0015,0,NA,NA,NA,17.4936,428.045,429.761,0.1,1,163.191,3.9931,4.0091,0.5,0,0.0938,2.1013,2.1098,-0.1,0,275.645,277.18,95256.8,1.1955,1007.36,0.0242,0.0748,0.003,380.47,812.773,0.0025,46.8113,432.303,266.8,3.044,10.2613,330.656,NA,3.6564,-159.535,NA,0.8123,NA,50.8827,-7.7216,NA,NA,NA,NA,NA,0.2198,1.0079,44.233,1.0142,46.9719,1.1032,1.2679,1.1032,1.0466,1.1032,-0.0177,1.1576,3.5034,3.2767,0.5327,69.3494
2024-01-01,15:00:00,1.6249,-0.2688,1,35.7038,1,52.7041,1,0.0079,2,1.1743,1,-0.0035,1,NA,NA,NA,17.5523,429.159,430.927,0.1,1,167.789,4.1025,4.1194,0.4,0,0.0941,2.1084,2.117,-0.1,0,275.568,277.144,95299.7,1.1961,1007.42,0.0242,0.0761,0.0031,391.071,810.731,0.0026,48.2369,419.66,267.159,2.7218,10.0723,332.391,NA,3.3855,-251.116,NA,0.6774,NA,50.1628,-7.6124,NA,NA,NA,NA,NA,-0.2666,1.008,37.9939,1.0137,47.9337,1.0995,0.0071,1.0995,1.068,1.0995,-0.0178,1.1549,2.6412,3.4608,0.6691,69.4292
2024-01-01,15:30:00,1.6457,-0.1494,1,54.417,1,42.3858,1,0.7389,1,0.944,1,-0.0031,1,NA,NA,NA,17.6139,429.953,431.775,0.1,0,172.865,4.2196,4.2375,0.5,0,0.0946,2.1139,2.1229,-0.1,0,275.23,276.67,95325.3,1.1984,1007.48,0.0241,0.0612,0.0032,402.343,784.121,0.0026,51.3114,381.778,267.532,3.9878,10.7835,329.984,NA,3.7916,-68.0754,NA,1.2838,NA,40.8092,-6.193,NA,NA,NA,NA,NA,-0.1482,1.008,55.8085,1.0157,38.021,1.1148,0.6628,1.1148,0.8468,1.1148,-0.0224,1.1661,3.4988,3.4626,0.6217,69.2364
2024-01-01,16:00:00,1.6665,0.1371,1,39.6957,1,43.1458,1,1.3101,1,0.9597,1,-0.0018,1,NA,NA,NA,17.703,429.928,431.791,0.1,1,177.666,4.3147,4.3334,0.6,0,0.0948,2.1065,2.1156,-0.2,0,274.879,275.421,95370.2,1.2044,1007.51,0.024,0.0622,0.0032,411.605,717.643,0.0027,57.3551,306.038,267.831,3.7137,11.4352,328.354,NA,2.8438,-81.4875,NA,0.92,NA,42.3824,-6.4317,NA,NA,NA,NA,NA,0.136,1.0079,41.3558,1.0152,38.8218,1.1114,1.1788,1.1114,0.8636,1.1114,-0.0167,1.1635,2.6438,2.5272,0.5166,68.9671
2024-01-01,16:30:00,1.6873,0.1218,1,34.1574,1,31.2404,1,0.818,1,0.6948,1,-0.0024,1,NA,NA,NA,17.7594,430.356,432.254,0.1,0,181.215,4.3913,4.4107,0.1,1,0.0949,2.1073,2.1166,-0.1,0,274.779,275.167,95410.4,1.206,1007.55,0.024,0.045,0.0033,419.09,704.716,0.0027,59.4693,285.626,268.069,3.5185,9.7351,327.169,NA,2.3869,-79.1631,NA,1.0934,NA,42.5921,-6.4635,NA,NA,NA,NA,NA,0.1208,1.0079,35.3001,1.0149,28.1706,1.109,0.7376,1.109,0.6265,1.109,-0.0148,1.1617,2.0263,2.2947,0.4527,68.9494
2024-01-01,17:00:00,1.7082,-0.1283,1,25.885,0,27.5354,0,0.4943,1,0.6122,0,-0.0027,0,NA,NA,NA,17.8211,431.337,433.267,0.1,0,184.045,4.4546,4.4745,0.1,1,0.0951,2.1084,2.1178,-0.1,0,274.615,274.967,95430.2,1.2071,1007.58,0.024,0.0397,0.0034,425.215,694.723,0.0028,61.2064,269.508,268.26,2.9269,7.5423,338.72,NA,1.8573,-112.856,NA,0.9401,NA,53.8722,-8.1753,NA,NA,NA,NA,NA,-0.1273,1.0079,26.9789,1.014,24.9896,1.1019,0.4486,1.1019,0.5556,1.1019,-0.0123,1.1566,1.5012,1.9484,0.2649,68.9286
2024-01-01,17:30:00,1.729,0.0614,1,19.0603,1,23.9293,1,1.4905,1,0.5319,1,-0.0012,1,NA,NA,NA,17.8823,432.237,434.2,0.1,1,187.046,4.5211,4.5416,0.1,1,0.0953,2.1104,2.12,-0.1,0,274.358,274.669,95435.7,1.2084,1007.61,0.0239,0.0345,0.0034,431.592,680.067,0.0028,63.4631,248.475,268.457,2.521,7.7243,341.582,NA,1.74,-50.6154,NA,0.7965,NA,37.6872,-5.7192,NA,NA,NA,NA,NA,0.0609,1.0082,20.0658,1.0135,21.8077,1.0973,1.3583,1.0973,0.4847,1.0973,-0.0086,1.1535,1.6204,1.5504,0.3092,68.8002
2024-01-01,18:00:00,1.7498,-0.2131,1,34.3259,0,32.927,0,0.4667,2,0.7319,0,-0.0048,1,NA,NA,NA,17.9095,432.609,434.591,0.1,1,188.852,4.5618,4.5827,0.1,1,0.0954,2.1127,2.1224,-0.1,0,274.293,274.601,95468.3,1.2091,1007.63,0.0239,0.0474,0.0034,435.622,676.724,0.0028,64.3722,241.102,268.58,3.0818,8.3011,332.014,NA,2.6612,-181.707,NA,1.0425,NA,53.6602,-8.1431,NA,NA,NA,NA,NA,-0.2114,1.0079,35.5812,1.0142,29.8334,1.1037,0.4229,1.1037,0.6631,1.1037,-0.0172,1.1579,2.1183,2.7607,0.4435,68.856
2024-01-01,18:30:00,1.7707,-0.1713,0,25.7072,0,27.5572,0,1.4542,0,0.61240000000000006,0,-0.0025,0,NA,NA,NA,17.9539,433.162,435.163,0.2,0,190.593,4.5983,4.6196,0.1,1,0.0958,2.1176,2.1274,-0.2,0,274.088,274.385,95497.1,1.2104,1007.65,0.0239,0.0397,0.0035,439.243,666.327,0.0029,65.92,227.084,268.69,2.9601,8.3735,338.023,NA,2.2741,-174.674,NA,0.9329,NA,51.0895,-7.753,NA,NA,NA,NA,NA,-0.17,1.0079,26.8007,1.014,25.0007,1.1023,1.3193,1.1023,0.5556,1.1023,-0.0122,1.1568,1.5524,2.5931,0.4027,68.8885
2024-01-01,19:00:00,1.7915,-0.0703,1,28.6739,1,22.7965,1,0.5775,1,0.5065,1,-8e-4,1,NA,NA,NA,17.9771,433.271,435.286,0.2,0,192.043,4.6285,4.65,0.1,1,0.0959,2.1187,2.1286,-0.2,0,273.934,274.23,95534.8,1.2115,1007.66,0.0239,0.0328,0.0035,442.3,658.94,0.0029,67.1231,216.639,268.782,2.5606,8.9261,333.526,NA,1.7105,-41.1063,NA,1.2578,NA,42.3054,-6.42,NA,NA,NA,NA,NA,-0.0697,1.0081,29.5035,1.0136,20.7672,1.0977,0.526,1.0977,0.4614,1.0977,-0.0112,1.1537,1.5097,1.6467,0.2645,68.6373
