Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP_mV,PAR,Salinity,Descent Rate (m/s),Density_mg_m3,Flag
2020-08-19T20:06:54Z,0.32,24.879,1.5497,1.7202,27.503,27.435856,5.3965,92.96,12.121,162.2656,33.151,1.4257452038910385,-0,997.0944,0
2020-08-19T20:06:54Z,0.319,24.8766,1.5458,1.6697,27.488,27.420206,5.3969,92.889,12.121,162.254,33.079,1.4249982562273038,0,997.0951,0
2020-08-19T20:06:54Z,0.319,24.8748,1.5364,1.6912,27.444,27.376041,5.3949,92.863,12.12,161.9872,32.984,1.4226463723913836,0,997.0955,0
2020-08-19T20:06:54Z,0.32,24.8729,1.5313,1.7046,27.414,27.34588,5.3915,92.89,12.12,162.1377,32.864,1.4210634306380199,0.001,997.096,0
2020-08-19T20:06:54Z,0.32,24.8713,1.5607,1.6605,27.44,27.372683,5.3876,92.944,12.12,162.5237,32.78,1.4225347461210642,0.003,997.0964,0
2020-08-19T20:06:54Z,0.32,24.8711,1.6255,1.6385,27.45,27.38296,5.3818,93.007,12.12,162.4391,32.741,1.4230879673720587,0.005,997.0964,0
2020-08-19T20:06:54Z,0.32,24.8704,1.666,1.644,27.41,27.343272,5.3803,93.071,12.12,162.5774,32.643,1.420921131549436,0.006,997.0966,0
2020-08-19T20:06:54Z,0.323,24.8699,1.6783,1.6583,27.404,27.33684,5.383,93.113,12.121,163.1637,32.574,1.4206081587909973,0.006,997.0967,0
2020-08-19T20:06:54Z,0.327,24.8706,1.6889,1.6743,27.435,27.368619,5.3862,93.108,12.121,163.1607,32.737,1.4222825493634952,0.001,997.0966,0
2020-08-19T20:06:54Z,0.33,24.8712,1.6889,1.6658,27.476,27.410357,5.39,93.092,12.121,162.6276,33.073,1.4245072618856562,-0.013,997.0965,0
2020-08-19T20:06:54Z,0.332,24.8711,1.6788,1.6594,27.527,27.460914,5.3937,93.079,12.121,161.9656,33.718,1.4273009076667178,-0.036,997.0965,0
2020-08-19T20:06:54Z,0.328,24.8721,1.6712,1.6651,27.539,27.472453,5.3978,93.032,12.121,161.6961,35.801,1.427926779835417,-0.066,997.0962,0
2020-08-19T20:06:54Z,0.312,24.874,1.6453,1.6665,27.49,27.423015,5.3954,92.971,12.121,161.7778,39.85,1.425187482527004,-0.098,997.0957,0
2020-08-19T20:06:54Z,0.277,24.8758,1.5942,1.6418,27.437,27.370614,5.3936,92.941,12.121,161.4048,44.935,1.4222333443959865,-0.13,997.0951,0
2020-08-19T20:06:54Z,0.229,24.8751,1.5585,1.6063,27.411,27.34631,5.3952,92.946,12.121,160.6276,50.531,1.4208332516284596,-0.16,997.0951,0
2020-08-19T20:06:54Z,0.178,24.8734,1.5385,1.6157,27.383,27.319453,5.3914,92.977,12.121,159.7811,57.622,1.4193544430743268,-0.185,997.0952,0
2020-08-19T20:06:54Z,0.13,24.8721,1.4663,1.6515,27.362,27.299613,5.3867,93.044,12.121,159.3427,78.172,1.4182461604193015,-0.2,997.0953,0
2020-08-19T20:06:54Z,0.08,24.8722,1.3429,1.6618,27.356,27.296726,5.3852,93.131,12.121,159.3711,159.9,1.417915606254665,-0.204,997.0952,0
2020-08-19T20:06:54Z,0.022,24.8766,1.268,1.6716,27.339,27.284553,5.3856,93.218,12.121,159.3496,383.62,1.4168523886315207,-0.196,997.0937,0
2020-08-19T20:06:54Z,0.013,24.9572,1.4165,1.9343,27.27,27.250217,5.3942,93.827,12.123,164.2291,120.96,1.4106301372154972,0.096,997.073,0
2020-08-19T20:06:54Z,0.038,24.9582,1.415,1.9067,27.276,27.254734,5.4045,93.74,12.122,164.7637,88.159,1.4109269147267858,0.104,997.0729,0
2020-08-19T20:06:54Z,0.065,24.9584,1.402,1.873,27.273,27.248845,5.4178,93.619,12.121,165.1435,74.714,1.410756770641579,0.108,997.073,0
2020-08-19T20:06:54Z,0.095,24.9584,1.4016,1.8707,27.269,27.242435,5.4276,93.555,12.121,165.4663,65.626,1.4105380307094058,0.109,997.073,0
2020-08-19T20:06:54Z,0.127,24.9581,1.4109,1.8785,27.269,27.240657,5.4329,93.5,12.121,165.7404,58.936,1.4105466324759166,0.107,997.0733,0
2020-08-19T20:06:54Z,0.155,24.9561,1.4187,1.8646,27.259,27.227349,5.4246,93.421,12.121,166.0489,54.161,1.4100610561720162,0.103,997.074,0
2020-08-19T20:06:54Z,0.179,24.9512,1.4479,1.8404,27.244,27.208377,5.4148,93.366,12.122,166.5296,50.132,1.4093906121757926,0.096,997.0753,0
2020-08-19T20:06:54Z,0.203,24.9459,1.5069,1.8599,27.239,27.201553,5.4145,93.356,12.124,166.9929,46.591,1.4092780124502864,0.088,997.0768,0
2020-08-19T20:06:54Z,0.225,24.9423,1.5413,1.8944,27.246,27.208273,5.4126,93.379,12.124,167.3489,44.913,1.4097689972080865,0.08,997.0778,0
2020-08-19T20:06:54Z,0.243,24.9361,1.5391,1.9149,27.265,27.226191,5.4063,93.414,12.123,167.7354,44.228,1.410994359116627,0.073,997.0794,0
2020-08-19T20:06:54Z,0.26,24.9288,1.5001,1.8664,27.267,27.227912,5.4041,93.441,12.123,168.1394,43.562,1.411325005225985,0.066,997.0814,0
2020-08-19T20:06:54Z,0.277,24.9248,1.4313,1.7206,27.27,27.229074,5.404,93.456,12.123,168.447,43.247,1.4116101009204807,0.058,997.0825,0
2020-08-19T20:06:54Z,0.293,24.9241,1.4034,1.6285,27.282,27.24024,5.4059,93.471,12.123,168.7017,43.095,1.4122866229863196,0.052,997.0828,0
2020-08-19T20:06:54Z,0.305,24.9246,1.4108,1.6455,27.277,27.236057,5.4085,93.481,12.123,168.9815,42.803,1.4119981418333527,0.048,997.0827,0
2020-08-19T20:06:54Z,0.313,24.9223,1.4249,1.6854,27.282,27.241929,5.4101,93.434,12.123,169.3352,42.147,1.412341061038584,0.044,997.0832,0
2020-08-19T20:06:54Z,0.322,24.9187,1.4502,1.6993,27.288,27.247808,5.4115,93.394,12.123,169.795,41.052,1.41277817378517,0.04,997.0842,0
2020-08-19T20:06:54Z,0.333,24.9185,1.4601,1.6763,27.284,27.24371,5.4114,93.45,12.123,170.239,39.707,1.4125655605083483,0.036,997.0844,0
2020-08-19T20:06:54Z,0.345,24.9192,1.4677,1.6819,27.296,27.25582,5.4146,93.513,12.123,170.4014,38.625,1.413199671960875,0.034,997.0842,0
2020-08-19T20:06:54Z,0.355,24.9202,1.4948,1.6978,27.307,27.267362,5.4107,93.524,12.124,170.2967,37.916,1.4137700380729217,0.032,997.084,0
2020-08-19T20:06:54Z,0.36,24.9217,1.5201,1.6627,27.297,27.256407,5.4027,93.519,12.125,170.1771,37.395,1.413178035330089,0.029,997.0837,0
2020-08-19T20:06:54Z,0.364,24.9214,1.5353,1.635,27.291,27.25022,5.4117,93.51,12.125,170.1594,36.793,1.412859375294351,0.028,997.0836,0
2020-08-19T20:06:54Z,0.37,24.9203,1.5452,1.638,27.297,27.255986,5.416,93.517,12.125,170.3408,36.088,1.4132205013718575,0.028,997.084,0
2020-08-19T20:06:54Z,0.378,24.9197,1.5534,1.6305,27.305,27.262686,5.4147,93.551,12.125,170.5639,35.667,1.413675672445639,0.03,997.0843,0
2020-08-19T20:06:54Z,0.386,24.9195,1.568,1.6122,27.311,27.267805,5.4153,93.606,12.125,170.7057,35.471,1.414009466781688,0.035,997.0843,0
2020-08-19T20:06:54Z,0.395,24.9188,1.5895,1.6229,27.299,27.254447,5.4136,93.619,12.125,170.9375,35.244,1.4133750458350107,0.04,997.0845,0
2020-08-19T20:06:54Z,0.405,24.9178,1.6029,1.6574,27.274,27.228028,5.4144,93.557,12.125,171.2159,34.894,1.4120395344480157,0.045,997.0848,0
2020-08-19T20:06:54Z,0.417,24.9167,1.6151,1.6856,27.249,27.20209,5.4162,93.497,12.125,171.4897,34.367,1.4107070604202196,0.049,997.0852,0
2020-08-19T20:06:54Z,0.432,24.9154,1.7086,1.7584,27.243,27.19455,5.4207,93.406,12.125,171.8388,33.622,1.4104185459400744,0.051,997.0856,0
2020-08-19T20:06:54Z,0.447,24.9139,1.8653,1.8854,27.25,27.200298,5.4245,93.261,12.125,172.1678,32.824,1.410846238533362,0.051,997.086,0
2020-08-19T20:06:54Z,0.461,24.9108,1.9368,1.9501,27.26,27.208152,5.4161,93.196,12.125,172.4562,32.12,1.4114865631683429,0.05,997.0869,0
2020-08-19T20:06:54Z,0.471,24.9075,1.9334,1.9581,27.28,27.226083,5.4149,93.189,12.125,172.6584,31.496,1.4126795296725028,0.048,997.0878,0
2020-08-19T20:06:54Z,0.483,24.9046,1.8912,1.9476,27.282,27.226811,5.4133,93.136,12.126,172.6335,30.831,1.412876857291367,0.044,997.0885,0
2020-08-19T20:06:54Z,0.496,24.9028,1.7984,1.9256,27.273,27.216943,5.3974,93.058,12.126,172.585,29.984,1.4124395877417584,0.039,997.089,0
2020-08-19T20:06:54Z,0.507,24.9011,1.7454,1.9322,27.291,27.233627,5.3965,92.967,12.126,172.588,29.137,1.4134748206571417,0.035,997.0896,0
2020-08-19T20:06:54Z,0.515,24.896,1.7469,1.9252,27.296,27.238249,5.4004,92.858,12.127,172.5846,28.44,1.4139032184532965,0.031,997.0909,0
2020-08-19T20:06:54Z,0.52,24.8924,1.797,1.9097,27.268,27.2094,5.3953,92.773,12.127,172.7151,27.884,1.4124822202735445,0.026,997.0918,0
2020-08-19T20:06:54Z,0.525,24.8912,1.894,1.9159,27.262,27.201967,5.391,92.726,12.127,172.8765,27.419,1.4121906979955654,0.022,997.0921,0
2020-08-19T20:06:54Z,0.53,24.89,1.9378,1.862,27.273,27.211798,5.3867,92.704,12.127,172.9865,27.018,1.4128284091914254,0.019,997.0925,0
2020-08-19T20:06:54Z,0.535,24.889,1.9257,1.8079,27.263,27.201411,5.3787,92.737,12.126,173.1846,26.62,1.4123121279637618,0.017,997.0928,0
2020-08-19T20:06:54Z,0.539,24.8873,1.9097,1.8112,27.265,27.203226,5.3736,92.828,12.126,173.4655,26.195,1.4124730839603836,0.017,997.0932,0
2020-08-19T20:06:54Z,0.543,24.8846,1.8976,1.7646,27.296,27.233742,5.3726,92.934,12.127,173.8016,25.766,1.4142499356428722,0.017,997.0939,0
2020-08-19T20:06:54Z,0.546,24.8826,1.8936,1.691,27.315,27.253234,5.3697,93.009,12.127,174.1514,25.304,1.4153496318831758,0.017,997.0945,0
2020-08-19T20:06:54Z,0.551,24.8816,1.8803,1.6422,27.31,27.248612,5.3718,93.033,12.127,174.3384,24.835,1.4151066633111062,0.017,997.0947,0
2020-08-19T20:06:54Z,0.556,24.8813,1.86,1.6205,27.302,27.241291,5.3784,93.027,12.127,174.2567,24.353,1.4146783275910129,0.018,997.0948,0
2020-08-19T20:06:54Z,0.561,24.8811,1.8585,1.6691,27.288,27.228143,5.3854,93.026,12.127,174.1092,23.892,1.4139188668141263,0.018,997.0949,0
2020-08-19T20:06:54Z,0.565,24.8812,1.8723,1.7837,27.277,27.216507,5.3905,93.036,12.127,174.1905,23.528,1.4133143463516404,0.018,997.0949,0
2020-08-19T20:06:54Z,0.57,24.8824,1.8743,1.873,27.289,27.227454,5.3909,93.061,12.126,174.2934,23.254,1.4139338292478116,0.018,997.0947,0
2020-08-19T20:06:54Z,0.574,24.8832,1.863,1.8906,27.295,27.233639,5.3896,93.098,12.126,174.2349,23.001,1.4142374535534867,0.017,997.0944,0
2020-08-19T20:06:54Z,0.578,24.8835,1.878,1.8247,27.29,27.227863,5.3894,93.101,12.127,174.1704,22.735,1.413954894602926,0.016,997.0943,0
2020-08-19T20:06:54Z,0.582,24.8836,1.9233,1.7282,27.284,27.221049,5.3906,93.052,12.127,174.1162,22.435,1.4136237594676737,0.015,997.0944,0
2020-08-19T20:06:54Z,0.586,24.883,1.9423,1.6862,27.278,27.214676,5.3909,92.99,12.127,174.1822,22.117,1.4133139347316905,0.015,997.0945,0
2020-08-19T20:06:54Z,0.589,24.8809,1.9373,1.6601,27.278,27.214242,5.3952,92.942,12.128,174.4519,21.849,1.413377806591788,0.015,997.0951,0
2020-08-19T20:06:54Z,0.593,24.8778,1.9478,1.6531,27.28,27.215801,5.3964,92.915,12.128,174.7095,21.634,1.4135814645996116,0.015,997.0959,0
2020-08-19T20:06:54Z,0.597,24.8766,1.9647,1.704,27.299,27.233525,5.3917,92.89,12.127,174.8016,21.438,1.4146568747374633,0.015,997.0962,0
2020-08-19T20:06:54Z,0.6,24.8773,1.9702,1.7262,27.304,27.238242,5.3884,92.874,12.126,174.7919,21.23,1.414908927985955,0.016,997.096,0
2020-08-19T20:06:54Z,0.605,24.8762,1.9562,1.6812,27.275,27.209411,5.3848,92.873,12.127,174.7636,20.998,1.4133566183892197,0.017,997.0964,0
2020-08-19T20:06:54Z,0.609,24.8744,1.9389,1.6746,27.268,27.202082,5.3846,92.872,12.127,174.8033,20.76,1.4130285858150162,0.017,997.0968,0
2020-08-19T20:06:54Z,0.614,24.8738,1.9521,1.7152,27.279,27.213057,5.3828,92.887,12.127,174.9284,20.526,1.4136482743897285,0.017,997.097,0
2020-08-19T20:06:54Z,0.619,24.8736,1.9725,1.6911,27.282,27.215239,5.381,92.91,12.128,175.1583,20.296,1.413818341147159,0.017,997.0971,0
2020-08-19T20:06:54Z,0.623,24.8735,1.9564,1.6235,27.295,27.228474,5.3828,92.906,12.128,175.4323,20.076,1.4145322252563786,0.016,997.0971,0
2020-08-19T20:06:54Z,0.626,24.873,1.8822,1.619,27.313,27.24621,5.381,92.883,12.128,175.5738,19.881,1.4155317831393046,0.015,997.0972,0
2020-08-19T20:06:54Z,0.63,24.8723,1.7903,1.6708,27.306,27.239396,5.3826,92.864,12.128,175.578,19.719,1.4151702459382292,0.014,997.0975,0
2020-08-19T20:06:54Z,0.634,24.8719,1.7514,1.7006,27.276,27.209517,5.3852,92.839,12.128,175.4828,19.577,1.4135417680781606,0.013,997.09760000000006,0
