Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP_mV,PAR,Salinity,Descent Rate (m/s),Density_mg_m3,Flag
2020-09-09T00:42:23Z,0.025,24.9178,3.98,8.7822,36.249,36.182392,5.6618,99.826,14.986,232.6605,289.47,1.9076081916293308,0.129,997.086,0
2020-09-09T00:42:23Z,0.059,24.9101,3.983,8.766,36.243,36.176473,5.6962,100.149,14.989,232.0795,255.83,1.9075899986953648,0.104,997.088,0
2020-09-09T00:42:23Z,0.084,24.9043,3.9639,8.5133,36.252,36.18557,5.7258,100.221,14.991,230.8792,256.13,1.9083303078962905,0.079,997.0895,0
2020-09-09T00:42:23Z,0.094,24.9023,3.9308,8.0951,36.295,36.228929,5.7574,99.992,14.992,229.5044,257.65,1.9108113571041478,0.056,997.0901,0
2020-09-09T00:42:23Z,0.098,24.8999,3.9159,7.898,36.323,36.256514,5.7838,100.044,14.992,228.5359,257.13,1.9124725387028194,0.038,997.0908,0
2020-09-09T00:42:23Z,0.105,24.9013,3.9177,7.8816,36.334,36.265263,5.8052,101.514,14.992,228.4605,255.18,1.9130282358110466,0.025,997.0905,0
2020-09-09T00:42:23Z,0.11,24.9035,3.9623,7.9655,36.343,36.271256,5.8134,104.605,14.992,228.6792,253.22,1.9134394350784565,0.018,997.0899,0
2020-09-09T00:42:23Z,0.113,24.9036,4.0446,8.1575,36.341,36.265507,5.7919,108.127,14.992,228.7702,250.39,1.9133236831380849,0.015,997.0899,0
2020-09-09T00:42:23Z,0.116,24.9031,4.093,8.2798,36.338,36.259208,5.7597,110.931,14.992,229.7339,247.96,1.9131768846524027,0.012,997.0901,0
2020-09-09T00:42:23Z,0.12,24.8998,4.1177,8.3104,36.338,36.258544,5.836,112.601,14.993,231.4687,246.37,1.9133131172036901,0.01,997.091,0
2020-09-09T00:42:23Z,0.122,24.8945,4.2197,8.2538,36.337,36.257485,6.0544,113.104,14.993,233.2263,245.65,1.91347621437795,0.008,997.0923,0
