Date,Depth_m,Temp_C,CDOM_ugL,Chla_ugL,Phycoerythrin,Phycocyanin,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,PAR,Salinity,Descent Rate (m/s),Flag
2023-03-21T11:53:50Z,-0.022,7.496,3.06,0.7352,0.0852,0.2115,1.756,19.31098,29.674,11.2839,94.283,1694.3,2.3791545410530723,-0.008,0
2023-03-21T11:53:50Z,-0.025,7.5036,3.06,0.7657,0.0852,0.2115,1.7259,19.313239,29.671,11.2814,94.384,1842.6,2.3783816917770113,-0.008,0
2023-03-21T11:53:50Z,-0.027,7.5141,3.06,0.7657,0.0852,0.2538,1.8161,19.317805,29.675,11.2818,94.475,1787.4,2.3780061218060666,-0.007,0
2023-03-21T11:53:50Z,-0.029,7.5258,3.06,0.7924,0.0852,0.2538,1.741,19.321939,29.681,11.2856,94.538,1725.9,2.3777187444243117,-0.005,0
2023-03-21T11:53:50Z,-0.031,7.5364,3.06,0.7772,0.0852,0.2538,1.6207,19.326743,29.689,11.2929,94.573,1700.2,2.3776760783197974,-0.003,0
2023-03-21T11:53:50Z,-0.031,7.5436,3.06,0.8306,0.0852,0.2538,1.6508,19.32954,29.694,11.3029,94.577,1733.8,2.377610216933066,-0.001,0
2023-03-21T11:53:50Z,-0.03,7.5465,2.97,0.8496,0.0852,0.1692,1.7259,19.327118,29.691,11.3131,94.54,1776.9,2.3771582264106144,0.001,0
2023-03-21T11:53:50Z,-0.029,7.5469,2.97,0.8573,0.0852,0.1692,1.7109,19.322789,29.686,11.3205,94.467,1700.2,2.3767066886364696,0.002,0
2023-03-21T11:53:50Z,-0.028,7.547,2.97,0.8153,0.0852,0.1692,1.786,19.319356,29.683,11.3247,94.367,1642.8,2.376445283557464,0.002,0
2023-03-21T11:53:50Z,-0.027,7.5469,2.97,0.781,0.0852,0.1692,1.756,19.315903,29.678,11.3252,94.255,1632.2,2.3760277840591413,0.002,0
2023-03-21T11:53:50Z,-0.027,7.5457,2.97,0.7505,0.0852,0.1269,1.6808,19.315469,29.678,11.3211,94.155,1752.4,2.376109424120628,0.002,0
2023-03-21T11:53:50Z,-0.027,7.5436,2.97,0.7733,0.0852,0.1269,1.741,19.321894,29.689,11.3129,94.076,1874.9,2.3771857419687388,0.001,0
2023-03-21T11:53:50Z,-0.026,7.5416,2.97,0.7695,0.0852,0.1269,1.6808,19.332936,29.706,11.3015,94.009,1987.3,2.378764664125845,0.001,0
2023-03-21T11:53:50Z,-0.026,7.5403,2.97,0.781,0.0852,0.1269,1.6808,19.343622,29.724,11.2885,93.951,2020,2.3803809888706318,0.002,0
2023-03-21T11:53:50Z,-0.026,7.5395,3.06,0.7924,0.0852,0.0846,1.6658,19.348885,29.733,11.2767,93.896,2022.2,2.3811994099697165,0.002,0
2023-03-21T11:53:50Z,-0.025,7.5389,3.06,0.7581,0.0852,0.0846,1.6959,19.346171,29.731,11.2673,93.829,2031.4,2.3810705578792337,0.003,0
2023-03-21T11:53:50Z,-0.025,7.5384,3.06,0.8,0.0852,0.0846,1.756,19.338714,29.72,11.2595,93.735,1718.4,2.380170898946728,0.003,0
2023-03-21T11:53:50Z,-0.024,7.5373,3.06,0.7543,0.0852,0.0846,1.771,19.328484,29.704,11.2529,93.626,1611.4,2.3788877127274293,0.004,0
2023-03-21T11:53:50Z,-0.022,7.5354,3.06,0.7733,0.0852,0.0846,1.786,19.31671,29.685,11.2468,93.522,1596.7,2.377404324137639,0.004,0
2023-03-21T11:53:50Z,-0.021,7.5336,2.97,0.781,0,0.1269,1.6808,19.30817,29.671,11.2393,93.434,1591.5,2.3763384555043454,0.005,0
2023-03-21T11:53:50Z,-0.02,7.5327,2.97,0.7848,0,0.1269,1.6658,19.304544,29.665,11.2283,93.377,1604,2.375890318728967,0.005,0
2023-03-21T11:53:50Z,-0.018,7.5333,2.97,0.6894,0,0.1269,1.6959,19.300906,29.659,11.2151,93.357,1598.8,2.3753401597968655,0.006,0
2023-03-21T11:53:50Z,-0.017,7.5348,2.97,0.7276,0,0.1269,1.6808,19.296288,29.652,11.2022,93.372,1587,2.3746439018245855,0.006,0
2023-03-21T11:53:50Z,-0.015,7.5358,3.06,0.7314,0,0.0423,1.786,19.297373,29.654,11.1914,93.421,1601.6,2.374745605812689,0.005,0
2023-03-21T11:53:50Z,-0.013,7.5359,3.06,0.7123,0,0.0423,1.6959,19.304451,29.664,11.1844,93.499,1673.1,2.375587477337316,0.005,0
