DateTime,Depth_m,Temp_C,CDOM_ugL,Chla_ugL,Phycoerythrin_ugL,Phycocyanin_ugL,Turbidity_NTU,Cond_uScm,SpCond_uScm,DO_mgL,DOsat_percent,PAR,Salinity,DescRate_ms ,Flag
2026-07-10T09:50:39Z,-0.102,28.4401,4.32,0.2991,0,0.1269,-0.6872,306.233,327.026791,6.8101,89.716,132.84,2129506.089411585,0.166,0
2026-07-10T09:50:39Z,-0.059,28.4181,4.32,0.2838,0,0.1269,-0.5512,306.455,327.246635,6.8418,90.243,106.59,2135578.9807641828,0.164,0
2026-07-10T09:50:39Z,-0.019,28.4031,4.32,0.2571,0,0.1269,-0.657,306.604,327.393544,6.8813,90.722,88.214,2139678.5653907894,0.161,0
2026-07-10T09:50:39Z,0.02,28.3939,4.32,0.2152,0,0.1269,-0.5814,306.691,327.474364,6.925,91.159,90.073,2142040.9280159944,0.159,0
2026-07-10T09:50:39Z,0.058,28.3886,4.23,0.2037,0.0426,0.1269,-0.5966,306.728,327.502566,6.969,91.571,81.949,2143095.2121994374,0.156,0
2026-07-10T09:50:39Z,0.099,28.3857,4.23,0.1961,0.0426,0.1269,-0.7325,306.739,327.505873,7.0103,91.962,65.858,2143469.02037676,0.154,0
2026-07-10T09:50:39Z,0.14,28.3836,4.23,0.2419,0.0426,0.1269,-0.5512,306.748,327.509411,7.0477,92.328,63.87,2143758.9148402833,0.15,0
2026-07-10T09:50:39Z,0.18,28.3816,4.23,0.2571,0.0426,0.1269,-0.6117,306.756,327.514122,7.0819,92.671,50.818,2144057.5425054543,0.145,0
2026-07-10T09:50:39Z,0.217,28.3798,4.23,0.28,0.0426,0.1269,-0.5059,306.769,327.525305,7.1142,92.984,51.34,2144442.7891045245,0.137,0
2026-07-10T09:50:39Z,0.251,28.3784,4.32,0.2609,0.0426,0.0423,-0.521,306.787,327.5419,7.1447,93.254,49.704,2144874.9310065866,0.128,0
2026-07-10T09:50:39Z,0.282,28.3775,4.32,0.2915,0.0426,0.0423,-0.5966,306.8,327.552169,7.1733,93.472,35.391,2145146.0707251625,0.116,0
2026-07-10T09:50:39Z,0.311,28.3768,4.32,0.2724,0.0426,0.0423,-0.6117,306.813,327.56289,7.2,93.632,40.206,2145402.841151177,0.105,0
2026-07-10T09:50:39Z,0.336,28.3763,4.32,0.2762,0.0426,0.0423,-0.6268,306.828,327.576922,7.2244,93.731,31.969,2145693.2060860186,0.093,0
2026-07-10T09:50:39Z,0.358,28.3758,4.32,0.3143,0.0426,0.0846,-0.6419,306.827,327.573762,7.2454,93.776,33.258,2145695.133950245,0.081,0
