Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP_mV,PAR,Salinity,Descent Rate (m/s),Flag
2022-02-24T10:28:35Z,-0.597,0.8977,-0.1589,-0.1927,0.987,0.511789,-136.592,97.254,3.752,648.3777,30.666,0.08218466217106828,0,0
2022-02-24T10:28:35Z,-0.597,0.898,-0.1569,-0.1651,1.457,0.756781,-138.7074,97.178,3.755,643.9689,28.384,0.12369866210863413,0.001,0
2022-02-24T10:28:35Z,-0.597,0.8972,-0.1618,-0.137,6.871,3.577242,-135.5147,97.11,3.771,589.1465,28.566,0.6241696661351023,0.007,0
2022-02-24T10:28:35Z,-0.597,0.8983,-0.1514,0.0113,20.606,10.868626,-141.0451,97.034,3.921,485.4997,32.885,1.9773628381741537,0.03,0
2022-02-24T10:28:35Z,-0.597,0.8964,-0.1061,1.0463,34.043,18.428978999999998,-132.128,96.834,4.276,423.2546,37.87,3.365563668403831,0.069,0
2022-02-24T10:28:35Z,-0.595,0.8997,-0.039,2.8811,38.707,21.764569,-146.45,96.533,4.668,414.0413,41.763,3.85752138702907,0.109,0
2022-02-24T10:28:35Z,-0.57,0.8947,0.0025,3.8866,38.617,22.562722,-122.7255,96.271,4.974,409.5504,47.384,3.8485994749697157,0.136,0
2022-02-24T10:28:35Z,-0.501,0.91,0.014,4.0148,38.757,23.263809,-0.7877,96.091,5.208,403.8018,53.609,3.8615290639049156,0.15,0
2022-02-24T10:28:35Z,-0.418,1.6792,0.0243,3.952,38.825,23.714345,22.4814,95.959,5.398,400.375,56.584,3.774201434288171,0.15,0
2022-02-24T10:28:35Z,-0.37,3.1933,0.0268,3.7423,38.554,23.827797,7.4273,95.823,5.556,398.9201,56.55,3.5718310500475705,0.143,0
2022-02-24T10:28:35Z,-0.359,4.3524,0.0278,3.7003,38.316,23.875279,15.8651,95.708,5.677,398.3417,55.867,3.424334362549246,0.128,0
2022-02-24T10:28:35Z,-0.354,5.0835,0.1612,4.3672,38.041,23.844979,10.1764,95.647,5.754,398.6302,55.834,3.3240659343887047,0.109,0
2022-02-24T10:28:35Z,-0.341,5.6049,1.6141,11.5666,37.777,23.778449,13.3313,95.642,5.802,399.6556,56.753,3.2486226428387672,0.099,0
2022-02-24T10:28:35Z,-0.311,5.9328,4.2615,24.7851,37.559,23.704724,11.1702,95.705,5.858,400.0708,58.607,3.197507964461175,0.099,0
2022-02-24T10:28:35Z,-0.267,6.1785,5.7032,31.9601,37.405,23.650774,12.3301,95.812,5.92,399.3476,60.563,3.1606198944484434,0.102,0
2022-02-24T10:28:35Z,-0.229,6.3577,5.8367000000000004,31.9811,37.323,23.633201,11.5056,95.95,5.97,398.2241,61.902,3.136722221103961,0.098,0
2022-02-24T10:28:35Z,-0.204,6.4897,5.9596,24.6293,37.263,23.619031,11.9315,96.1,6.008,397.1566,62.783,3.1192945608863867,0.084,0
2022-02-24T10:28:35Z,-0.19,6.5644,6.1815,10.944,37.222,23.606218,11.633,96.168,6.038,396.1622,63.355,3.108858379108914,0.063,0
2022-02-24T10:28:35Z,-0.182,6.6151,6.2976,3.4249,37.208,23.605053,11.8079,96.189,6.066,395.3218,63.822,3.10302407713924,0.042,0
2022-02-24T10:28:35Z,-0.176,6.6632,6.2894,2.7523,37.203,23.604945,11.7003,96.338,6.095,394.7393,64.138,3.098235842422502,0.027,0
2022-02-24T10:28:35Z,-0.173,6.6966,6.2332,2.7774,37.203,23.60491,11.7833,96.631,6.124,394.5396,64.385,3.095224687230844,0.018,0
