Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP_mV,PAR,Salinity,Descent Rate (m/s),Density_mg_m3,Flag
2020-07-16T20:52:45Z,0.012,26.8397,0.4764,2.019,35.809,37.115893,5,92.368,9.073,191.0694,1276.7,1.8076480246507642,0.155,996.5768,0
2020-07-16T20:52:45Z,0.053,26.8164,0.5304,1.9963,35.829,37.16382,5.0295,93.148,9.066,193.5728,1089,1.809600648109408,0.133,996.5838,0
2020-07-16T20:52:45Z,0.082,26.7926,0.5416,1.9579,35.83,37.193544,5.0672,93.749,9.062,194.8876,992.11,1.810557535483981,0.107,996.5905,0
2020-07-16T20:52:45Z,0.104,26.787,0.593,1.967,35.835,37.221493,5.1168,94.168,9.058,195.6093,1119.1,1.8110374902619688,0.078,996.5921,0
2020-07-16T20:52:45Z,0.118,26.813,0.6937,2.0715,35.847,37.24793,5.1705,94.396,9.049,196.7913,1179.3,1.8106915683610225,0.052,996.5851,0
2020-07-16T20:52:45Z,0.125,26.8562,0.7585,2.1235,35.849,37.259374,5.2099,94.52,9.038,198.0799,1009.9,1.809158754631697,0.033,996.5733,0
2020-07-16T20:52:45Z,0.128,26.9,0.766,2.1155,35.816,37.232949,5.2388,94.589,9.028,199.402,979.73,1.805736760283037,0.019,996.5614,0
2020-07-16T20:52:45Z,0.129,26.933,0.7649,2.0434,35.761,37.182284,5.2612,94.574,9.019,200.6456,1059.9,1.8015546616215805,0.009,996.5523,0
2020-07-16T20:52:45Z,0.128,26.95,0.7841,1.9378,35.731,37.154485,5.2688,94.493,9.013,202.2756,938.36,1.79931366871847,0.004,996.5476,0
2020-07-16T20:52:45Z,0.128,26.9606,0.8165,1.9369,35.727,37.15069,5.2736,94.371,9.008,204.14,726.16,1.7987012159053317,0.001,996.5448,0
2020-07-16T20:52:45Z,0.128,26.9714,0.8326,1.9992,35.716,37.136395,5.2784,94.235,9.003,205.4632,741.53,1.7977083667842928,0,996.5418,0
2020-07-16T20:52:45Z,0.128,26.9811,0.8353,2.3132,35.694,37.108556,5.2754,94.129,8.997,206.0568,822.2,1.796171123698234,1.0508e-7,996.5391,0
2020-07-16T20:52:45Z,0.128,26.9872,0.8497,2.8842,35.664,37.067931,5.27,94.072,8.991,206.1543,850.7,1.7943434777616967,0,996.5374,0
2020-07-16T20:52:45Z,0.129,26.987,0.8723,3.2034,35.634,37.025947,5.2628,94.03,8.986,206.9865,969.54,1.7927526635271025,0,996.5375,0
2020-07-16T20:52:45Z,0.129,26.9837,0.8902,3.2197,35.602,36.981679,5.2546,93.995,8.981,208.2035,1060.5,1.791171541798722,0,996.5384,0
2020-07-16T20:52:45Z,0.129,26.9768,0.8945,2.8752,35.546,36.913424,5.2483,93.973,8.975,208.0491,1036.6,1.7884464436883598,0.001,996.5403,0
2020-07-16T20:52:45Z,0.129,26.9641,0.8857,2.2314,35.48,36.83527,5.2481,93.939,8.968,207.9591,971.48,1.7854048126193358,0.003,996.5438,0
2020-07-16T20:52:45Z,0.129,26.947,0.8788,1.89,35.45,36.79823,5.2472,93.917,8.953,209.0941,919.56,1.7844448856119026,0.006,996.5484,0
2020-07-16T20:52:45Z,0.13,26.9306,0.8783,1.8716,35.497,36.846319,5.2458,93.925,8.923,210.1572,879.04,1.7875637818640442,0.009,996.553,0
2020-07-16T20:52:45Z,0.132,26.9159,0.8796,1.8716,35.556,36.909035,5.2479,93.936,8.877,210.8317,807.88,1.7912613553268735,0.011,996.557,0
2020-07-16T20:52:45Z,0.137,26.9012,0.8948,1.8559,35.566,36.921935,5.246,93.935,8.829,211.3129,769.25,1.792346529961075,0.011,996.561,0
2020-07-16T20:52:45Z,0.142,26.8921,0.9285,1.8532,35.52,36.875374,5.2451,93.936,8.789,211.9322,798.04,1.790233011798983,0.01,996.5635,0
2020-07-16T20:52:45Z,0.146,26.892,0.9431,1.8735,35.376,36.726821,5.2466,93.946,8.761,212.8989,835.73,1.7825525559728175,0.009,996.5636,0
2020-07-16T20:52:45Z,0.147,26.8975,0.9389,1.8952,35.119,36.458441,5.2471,93.961,8.745,214.1388,863.63,1.7686404294186793,0.006,996.5621,0
2020-07-16T20:52:45Z,0.146,26.9007,0.982,1.875,34.784,36.105309,5.246,93.968,8.737,215.9106,793.83,1.7506674010901717,0.004,996.5612,0
2020-07-16T20:52:45Z,0.146,26.9012,1.0546,1.8359,34.456,35.756939,5.2461,93.948,8.734,217.372,666.68,1.7331800818265393,0.002,996.5611,0
2020-07-16T20:52:45Z,0.147,26.9023,1.0822,1.8344,34.199,35.482608,5.2465,93.88,8.733,217.612,567.92,1.7194613978797324,0,996.5607,0
2020-07-16T20:52:45Z,0.147,26.9018,1.0769,1.8561,34.055,35.326624,5.2478,93.742,8.73,217.2637,589.8,1.7118182255842616,0,996.5608,0
2020-07-16T20:52:45Z,0.147,26.894,1.0754,1.8929,34,35.266958,5.249,93.458,8.726,216.6018,789.1,1.709171866650725,-0.001,996.5627,0
2020-07-16T20:52:45Z,0.147,26.881,1.084,1.9019,33.941,35.205375,5.25,92.962,8.724,215.7185,913.63,1.7064979793249109,-0.002,996.5663,0
2020-07-16T20:52:45Z,0.147,26.8684,1.0858,1.8609,33.827,35.089663,5.247,92.183,8.725,215.704,885.08,1.70088223347115,-0.004,996.5697,0
2020-07-16T20:52:45Z,0.147,26.8597,1.0782,1.8785,33.687,34.946623,5.2422,91.022,8.726,216.9431,824.21,1.6937432189137345,-0.005,996.5719,0
