Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP_mV,PAR,Salinity,Descent Rate (m/s),Flag
2019-07-11T11:30:20Z,-0.691,28.3502,-0.0911,-0.47,0.432141,0.408,7.5494,97.05,6.541,-1240.7455,417.83,0.013,0,0
2019-07-11T11:30:20Z,-0.691,28.3504,-0.1026,-0.5277,0.43836,0.408,7.5556,97.13,6.542,-1240.7455,415.81,0.013,-0,0
2019-07-11T11:30:20Z,-0.691,28.3507,-0.1331,-0.5854,0.430966,0.408,7.5579,97.159,6.543,-1240.7455,407.53,0.013,-0,0
2019-07-11T11:30:20Z,-0.691,28.3507,-0.1102,-0.6719,0.441343,0.408,7.562,97.21,6.541,-1240.7455,418.06,0.013,-0,0
2019-07-11T11:30:20Z,-0.691,28.3509,-0.1178,-0.2826,0.484607,0.46,7.5664,97.266,6.542,-1240.7455,427.85,0.013,-0,0
2019-07-11T11:30:20Z,-0.69,28.3507,-0.1369,-0.297,0.436288,0.408,7.5668,97.271,6.543,-1240.7455,435.24,0.013,0,0
2019-07-11T11:30:20Z,-0.686,28.3509,-0.1178,-0.3691,0.442315,0.408,7.5733,97.354,6.539,-1240.7455,447.77,0.013,0.001,0
2019-07-11T11:30:20Z,-0.663,28.3509,-0.114,-0.2682,0.536269,0.512,7.5716,97.333,4.717,-1240.7455,457.8,0.013,0.008,0
2019-07-11T11:30:20Z,-0.629,28.3506,-0.1026,-0.1095,0.49685,0.46,7.5718,97.335,6.571,-732.9662,463.19,0.013,0.022,0
2019-07-11T11:30:20Z,-0.599,28.3505,-0.1407,-0.1528,0.432208,0.408,7.5727,97.345,6.724,1085.9612,469.43,0.013,0.04,0
2019-07-11T11:30:20Z,-0.56,28.3501,-0.0949,-0.023,0.439228,0.408,7.5753,97.378,6.891,769.4746,471.07,0.013,0.062,0
2019-07-11T11:30:20Z,-0.527,28.3502,-0.1102,-0.023,0.488113,0.46,7.5766,97.395,7.101,401.5778,474.62,0.013,0.084,0
2019-07-11T11:30:20Z,-0.506,28.3501,-0.0987,-0.1384,0.548858,0.512,7.5786,97.42,7.268,372.8441,474.2,0.013,0.101,0
2019-07-11T11:30:20Z,-0.489,28.3496,-0.1522,0.1356,0.54112,0.512,7.575,97.372,7.365,361.2219,469.75,0.013,0.11,0
2019-07-11T11:30:20Z,-0.48,28.3494,-0.1102,0.0923,0.556905,0.512,7.5597,97.175,7.36,357.6634,473.03,0.013,0.109,0
2019-07-11T11:30:20Z,-0.472,28.3491,-0.0797,0.1788,0.617957,0.591,7.5503,97.052,7.353,357.3605,471.72,0.013,0.097,0
2019-07-11T11:30:20Z,-0.456,28.3489,-0.0911,0.1644,0.553886,0.512,7.5404,96.926,7.402,350.8869,469.42,0.013,0.083,0
2019-07-11T11:30:20Z,-0.436,28.3487,0.2484,29.7394,0.547897,0.512,7.5301,96.792,7.483,349.4483,471.36,0.013,0.072,0
