Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP_mV,PAR,Salinity,Descent Rate (m/s),Density_mg_m3,Flag
2020-08-25T21:30:52Z,0.351,25.845,1.8849,1.6275,27.758,28.23286,5.3594,93.83,12.367,220.7288,46.409,1.4102666038786553,-0,996.8439,0
2020-08-25T21:30:52Z,0.351,25.8472,1.8942,1.6477,27.771,28.245222,5.355,93.722,12.366,220.7013,46.433,1.4108977084206453,-0,996.8433,0
2020-08-25T21:30:52Z,0.351,25.8491,1.8995,1.6768,27.771,28.245097,5.3513,93.637,12.366,220.3792,46.343,1.4108407936368963,-0.001,996.8427,0
2020-08-25T21:30:52Z,0.351,25.8498,1.8921,1.7041,27.759,28.231361,5.3491,93.569,12.366,220.0182,46.198,1.4101765438081544,-0.001,996.8425,0
2020-08-25T21:30:52Z,0.351,25.8488,1.9385,1.7032,27.736,28.205998,5.3404,93.542,12.367,219.7776,46.362,1.4089734965749854,-0.001,996.8429,0
2020-08-25T21:30:52Z,0.35,25.848,2.0595,1.7004,27.724,28.19216,5.3344,93.546,12.367,219.6211,46.734,1.4083541671981672,-0.001,996.8431,0
2020-08-25T21:30:52Z,0.349,25.8471,2.135,1.6707,27.724,28.190911,5.3305,93.565,12.367,219.5896,47.021,1.4083810861149817,0,996.8433,0
2020-08-25T21:30:52Z,0.349,25.8439,2.1455,1.6192,27.725,28.1909,5.3252,93.6,12.366,219.5678,47.24,1.4085303790344181,0.002,996.8441,0
2020-08-25T21:30:52Z,0.349,25.8392,2.1382,1.6947,27.726,28.192024,5.3253,93.621,12.366,219.5299,47.397,1.408724520101306,0.003,996.8454,0
2020-08-25T21:30:52Z,0.351,25.8361,2.1127,1.8624,27.738,28.2045,5.326,93.587,12.366,219.647,47.256,1.409460669834673,0.004,996.8462,0
2020-08-25T21:30:52Z,0.354,25.8354,2.0951,1.9305,27.748,28.21489,5.3266,93.55,12.367,219.7799,47.185,1.4100177804738492,0.006,996.8464,0
2020-08-25T21:30:52Z,0.355,25.8345,2.0972,1.9,27.724,28.190778,5.3294,93.611,12.367,219.846,47.61,1.40875776428725,0.006,996.8467,0
2020-08-25T21:30:52Z,0.356,25.8334,2.0998,1.8716,27.7,28.166688,5.3321,93.7,12.367,219.8436,47.72,1.4075037958217802,0.004,996.8469,0
2020-08-25T21:30:52Z,0.358,25.8341,2.1083,1.8272,27.712,28.177358,5.3299,93.739,12.366,219.0623,47.41,1.4081262585416676,-0.007,996.8468,0
2020-08-25T21:30:52Z,0.361,25.8354,2.1328,1.741,27.727,28.192927,5.3222,93.767,12.366,217.5405,47.241,1.4088916361600037,-0.033,996.8465,0
2020-08-25T21:30:52Z,0.362,25.8366,2.1473,1.6876,27.76,28.228063,5.3296,93.787,12.366,216.5007,48.725,1.4106251848574416,-0.071,996.8461,0
2020-08-25T21:30:52Z,0.353,25.8363,2.1416,1.6626,27.813,28.285022,5.3372,93.809,12.366,216.1269,53.852,1.4134764077152941,-0.113,996.8462,0
2020-08-25T21:30:52Z,0.318,25.8338,2.1209,1.6442,27.836,28.310719,5.3364,93.854,12.367,215.602,64.663,1.414785456781294,-0.155,996.8467,0
2020-08-25T21:30:52Z,0.253,25.8327,2.0979,1.6372,27.809,28.285042,5.3396,93.889,12.367,215.1446,86.628,1.4133713936483874,-0.198,996.8466,0
2020-08-25T21:30:52Z,0.18,25.8355,2.0909,1.6123,27.754,28.2283,5.34,93.889,12.367,217.9097,135.22,1.4103390251507373,-0.238,996.8455,0
2020-08-25T21:30:52Z,0.121,25.8414,2.0944,1.6171,27.723,28.195545,5.3394,93.874,12.367,220.9857,356.18,1.4085010025251177,-0.264,996.8438,0
2020-08-25T21:30:52Z,0.061,25.8473,2.1113,1.6616,27.733,28.20618,5.3429,93.874,12.367,218.4374,824.37,1.4088613585807797,-0.271,996.842,0
2020-08-25T21:30:52Z,0.007,25.8133,2.1509,1.8802,27.711,28.161713,5.2836,92.628,12.37,212.7936,996.12,1.408699458491727,0.078,996.8507,0
2020-08-25T21:30:52Z,0.021,25.8124,2.153,1.8679,27.7,28.148923,5.2762,92.612,12.37,212.7062,1258.3,1.4081361792899703,0.078,996.851,0
