Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP_mV,PAR,Salinity,Descent Rate (m/s),Density_mg_m3,Flag
2020-08-16T20:25:40Z,0.006,23.2286,2.5305,6.4849,33.055,31.889627,4.6595,78.021,12.72,157.8373,439.07,1.7951277589983397,0.029,997.5025,0
2020-08-16T20:25:40Z,0.022,23.2272,2.4767,6.6222,33.042,31.87881,4.6633,78.019,12.721,157.1442,362.45,1.7944356672967918,0.012,997.503,0
2020-08-16T20:25:40Z,0.028,23.2261,2.488,6.6371,33.06,31.897691,4.6639,78.007,12.721,157.3225,328.37,1.7955140769067384,-0.015,997.5032,0
2020-08-16T20:25:40Z,0.025,23.2271,2.4767,6.2526,33.091,31.927577,4.6621,77.979,12.72,158.1,408.53,1.797256593661085,-0.046,997.503,0
2020-08-16T20:25:40Z,0.005,23.2307,2.4347,5.5444,33.086,31.922944,4.6621,77.943,12.72,158.2,549.75,1.7968263001187617,-0.077,997.502,0
2020-08-16T20:25:40Z,0.001,23.2454,1.8089,5.6283,32.979,31.825373,4.5615,76.233,12.719,160.8175,464.19,1.790093780094097,0.018,997.4985,0
2020-08-16T20:25:40Z,0.004,23.2459,1.8099,5.5833,32.986,31.832286,4.5593,76.272,12.72,161.1476,351.96,1.7904761303191665,0.016,997.4983,0
2020-08-16T20:25:40Z,0.008,23.2463,1.8044,5.5839,32.98,31.826623,4.5533,76.339,12.721,161.6607,282.86,1.7901154830448218,0.013,997.4982,0
2020-08-16T20:25:40Z,0.01,23.2464,1.7992,5.6024,32.974,31.820345,4.552,76.435,12.722,161.7736,323.74,1.7897667616759654,0.011,997.4982,0
2020-08-16T20:25:40Z,0.011,23.2458,1.8237,5.6009,32.974,31.819826,4.5539,76.532,12.722,161.6516,414.78,1.7897904969150407,0.011,997.4984,0
2020-08-16T20:25:40Z,0.014,23.2452,1.8612,5.5991,32.975,31.820347,4.5556,76.57,12.722,161.6487,479.77,1.7898716688457814,0.012,997.4986,0
2020-08-16T20:25:40Z,0.018,23.2449,1.8709,5.6153,32.982,31.826644,4.5597,76.536,12.721,161.5666,534.77,1.7902856441439106,0.013,997.4986,0
2020-08-16T20:25:40Z,0.021,23.2444,1.8653,5.6249,32.988,31.832515,4.5657,76.501,12.721,161.2608,712.95,1.7906501526014524,0.013,997.4988,0
2020-08-16T20:25:40Z,0.025,23.2438,1.8689,5.6815,32.983,31.827892,4.5735,76.494,12.721,161.2204,873.4,1.7903865326580368,0.013,997.4989,0
2020-08-16T20:25:40Z,0.03,23.2434,1.8763,5.7844,32.989,31.834189,4.5767,76.479,12.721,161.5946,716.15,1.790747033384798,0.012,997.499,0
2020-08-16T20:25:40Z,0.032,23.2434,1.8784,5.8391,33,31.845204,4.5719,76.452,12.721,161.7415,471.7,1.791379074324185,0.012,997.4991,0
2020-08-16T20:25:40Z,0.033,23.2433,1.8759,5.8621,32.989,31.834189,4.5688,76.447,12.721,161.62,424.92,1.7907509567436504,0.012,997.4991,0
2020-08-16T20:25:40Z,0.036,23.2437,1.893,5.8907,32.982,31.827902,4.5705,76.476,12.721,161.3305,429.71,1.790332845112701,0.013,997.499,0
2020-08-16T20:25:40Z,0.038,23.244,1.933,5.9106,32.987,31.832628,4.5694,76.55,12.721,160.8223,508.46,1.790608196670833,0.015,997.4989,0
2020-08-16T20:25:40Z,0.042,23.2439,1.9493,5.8624,32.982,31.827892,4.5663,76.646,12.721,160.7228,622.49,1.790324848308098,0.016,997.499,0
2020-08-16T20:25:40Z,0.048,23.2442,1.9378,5.7881,32.989,31.834075,4.5664,76.7,12.721,161.1603,578.36,1.7907150199151154,0.016,997.4989,0
2020-08-16T20:25:40Z,0.056,23.2444,1.9374,5.699,32.999,31.843946,4.5675,76.709,12.721,161.5519,528.7,1.7912814937626396,0.015,997.4989,0
2020-08-16T20:25:40Z,0.06,23.2443,1.9444,5.5064,32.975,31.820347,4.5721,76.719,12.721,161.7588,525.99,1.789906429377577,0.013,997.499,0
2020-08-16T20:25:40Z,0.061,23.244,1.9458,5.3476,32.957,31.802525,4.5801,76.718,12.721,161.8544,454.38,1.7888840882922252,0.011,997.499,0
2020-08-16T20:25:40Z,0.062,23.2438,1.9451,5.3233,32.973,31.818787,4.5836,76.672,12.722,161.6763,404.21,1.789811275008935,0.009,997.4991,0
2020-08-16T20:25:40Z,0.063,23.2436,1.9544,5.384,32.982,31.826644,4.5819,76.603,12.721,161.5835,415.2,1.7903363115410327,0.008,997.4992,0
2020-08-16T20:25:40Z,0.065,23.2435,1.9924,5.4641,32.99,31.834075,4.583,76.518,12.721,161.7648,409.65,1.7907999041023666,0.009,997.4992,0
2020-08-16T20:25:40Z,0.068,23.2435,2.0233,5.4678,33.001,31.845193,4.5852,76.451,12.721,161.7174,415.22,1.7914318877742303,0.011,997.4992,0
2020-08-16T20:25:40Z,0.071,23.2435,2.0219,5.4298,32.99,31.834188,4.5801,76.421,12.722,161.8706,485.43,1.7907997710685366,0.012,997.4992,0
2020-08-16T20:25:40Z,0.074,23.2435,2.0141,5.4155,32.983,31.827892,4.5771,76.355,12.722,162.5851,535.71,1.790397502293272,0.014,997.4992,0
2020-08-16T20:25:40Z,0.079,23.2433,2.0238,5.5359,32.988,31.832515,4.571,76.237,12.721,162.8714,496.13,1.7906926232091767,0.014,997.4993,0
2020-08-16T20:25:40Z,0.083,23.243,2.0535,5.7866,32.983,31.826643,4.5652,76.115,12.721,162.4921,430.97,1.7904171533318018,0.013,997.4994,0
2020-08-16T20:25:40Z,0.086,23.2427,2.0685,5.8713,32.976,31.820337,4.5671,76.009,12.721,162.3872,421.04,1.7900267846714029,0.013,997.4995,0
