Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP_mV,PAR,Salinity,Descent Rate (m/s),Flag
2019-06-10T09:59:09Z,-0.596,20.0906,-0.1331,-0.4268,1.536596,1.595,8.6429,97.697,7.842,-396.1124,90.12,0.01,0,0
2019-06-10T09:59:09Z,-0.596,20.0962,-0.1293,-0.4268,1.272897,1.595,8.6382,97.758,7.844,-401.4124,94.142,0.01,0,0
2019-06-10T09:59:09Z,-0.596,20.0869,-0.1293,-0.4989,1.772525,1.657,8.6452,97.918,7.842,-408.416,95.164,0.0101,0,0
2019-06-10T09:59:09Z,-0.596,20.1299,-0.1407,-0.4845,1.033152,1.657,8.6587,98.121,7.838,-417.7289,99.55,0.0101,0,0
2019-06-10T09:59:09Z,-0.594,20.3925,-0.1331,-0.4556,2.370534,1.781,8.6846,98.451,7.806,-506.3527,108.03,0.0101,0.001,0
2019-06-10T09:59:09Z,-0.544,20.7141,-0.1064,-0.5277,9.991291,11.853,8.7178,98.854,7.929,91.7919,117.14,0.0131,0.014,0
2019-06-10T09:59:09Z,-0.478,20.9394,-0.1178,-0.5854,20.019075,21.182,8.7631,99.348,8.338,280.1696,122.03,0.0168,0.042,0
2019-06-10T09:59:09Z,-0.445,21.1083,-0.156,-0.5421,33.205406,37.061,8.8068,99.779,8.787,257.7581,121.43,0.0233,0.07,0
2019-06-10T09:59:09Z,-0.417,21.2261,-0.156,-0.5998,38.778856,42.046,8.8511,100.225,9.179,257.8717,123.28,0.0254,0.095,0
2019-06-10T09:59:09Z,-0.369,21.3136,-0.1102,-0.4412,36.694039,39.833,8.8842,100.562,9.537,263.4367,126.54,0.0246,0.122,0
2019-06-10T09:59:09Z,-0.309,21.3871,0.1416,13.6037,35.918093,38.825,8.9069,100.796,9.852,261.9224,127.38,0.0242,0.149,0
2019-06-10T09:59:09Z,-0.278,21.4468,0.1378,13.5027,34.528693,37.305,8.9034,100.766,10.111,269.5317,129.06,0.0236,0.166,0
2019-06-10T09:59:09Z,-0.254,21.4896,0.1187,13.5316,33.592915,36.132,8.8991,100.75,10.241,265.9731,131.13,0.0231,0.168,0
2019-06-10T09:59:09Z,-0.226,21.5163,0.1187,13.6181,32.963809,35.575,8.8816,100.583,10.355,253.7452,134.93,0.0229,0.156,0
2019-06-10T09:59:09Z,-0.179,21.5351,2.4953,1.3757,32.970761,35.302,8.9007,100.833,10.488,260.5595,140.11,0.0228,0.149,0
2019-06-10T09:59:09Z,-0.135,21.5483,2.4991,1.2748,34.354668,37.053,8.891,100.746,10.579,255.8274,141.6,0.0235,0.15,0
2019-06-10T09:59:09Z,-0.1,21.5382,2.4648,1.3757,34.767617,37.308,8.8409,100.195,10.652,250.7166,142.65,0.0236,0.149,0
2019-06-10T09:59:09Z,-0.064,21.5061,2.5029,1.318,34.264318,36.817,8.73,98.949,10.702,253.7452,143.9,0.0234,0.145,0
2019-06-10T09:59:09Z,-0.044,21.4771,2.4838,1.3901,34.062427,36.585,8.5746,97.197,10.708,251.7766,143.44,0.0233,0.138,0
2019-06-10T09:59:09Z,-0.037,21.4573,2.4686,1.4334,34.159554,36.701,8.3988,95.209,10.696,251.7009,143.3,0.0234,0.131,0
2019-06-10T09:59:09Z,-0.042,21.4459,2.4648,1.3613,34.38051,37.024,8.1908,92.853,10.707,253.1395,145.3,0.0235,0.115,0
2019-06-10T09:59:09Z,-0.055,21.4515,2.4953,1.2603,34.231936,36.799,8.0189,90.908,10.716,252.2688,147.61,0.0234,0.088,0
2019-06-10T09:59:09Z,-0.075,21.4675,2.5525,1.0585,33.722203,36.358,7.8881,89.431,10.719,251.7388,146.98,0.0232,0.052,0
2019-06-10T09:59:09Z,-0.097,21.4838,2.5105,1.1594,32.61479,35.061,7.8257,88.725,10.708,252.3823,145,0.0227,0.016,0
2019-06-10T09:59:09Z,-0.109,21.5004,2.5258,1.1161,31.876729,34.297,7.8013,88.446,10.69,253.0638,144.15,0.0224,-0.014,0
2019-06-10T09:59:09Z,-0.126,21.5127,2.5296,1.044,31.825928,34.226,7.7908,88.328,10.674,251.8523,143.77,0.0223,-0.039,0
2019-06-10T09:59:09Z,-0.129,21.521,2.5334,1.0873,31.759523,34.153,7.7788,88.198,10.658,250.4895,143.63,0.0223,-0.051,0
