Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP_mV,PAR,Salinity,Descent Rate (m/s),Density_mg_m3,Flag
2020-09-02T22:49:16Z,0.038,26.4297,2.5151,1.8704,28.007,28.798888,5.7251,103.418,15.001,239.5245,819.43,1.4061390405221934,0.147,996.6865,0
2020-09-02T22:49:16Z,0.072,26.4195,2.8327,1.8833,27.938,28.730985,5.7656,103.3,15.001,238.5434,630.42,1.4027843351595057,0.121,996.6895,0
2020-09-02T22:49:16Z,0.092,26.4062,3.0097,1.9177,27.959,28.753642,5.7978,102.611,15,237.5431,446.65,1.40428984546258,0.092,996.6931,0
2020-09-02T22:49:16Z,0.105,26.4027,3.0052,1.9091,28.086,28.882529,5.8212,101.296,15,236.4639,312.62,1.411125909397666,0.065,996.6941,0
2020-09-02T22:49:16Z,0.116,26.4067,2.7971,1.9166,28.224,29.020646,5.8315,99.606,15,235.9063,285.92,1.4183246164034482,0.043,996.693,0
2020-09-02T22:49:16Z,0.125,26.416,2.4106,1.9391,28.297,29.091465,5.8326,97.755,15,236.221,384.39,1.4219180576798065,0.028,996.6905,0
2020-09-02T22:49:16Z,0.131,26.419,2.1939,1.9413,28.312,29.104445,5.7953,95.747,15,236.5696,736.74,1.4226236577163731,0.017,996.6897,0
2020-09-02T22:49:16Z,0.134,26.4118,2.1804,1.9091,28.324,29.114148,5.7138,93.524,15.002,236.5069,1094.9,1.42347575087583,0.01,996.6918,0
2020-09-02T22:49:16Z,0.134,26.4026,2.1899,1.8249,28.354,29.145345,5.6151,91.211,15.002,236.6684,1036.6,1.4253431648659352,0.005,996.6943,0
2020-09-02T22:49:16Z,0.131,26.397,2.2323,1.8159,28.373,29.164467,5.5119,89.19,15.002,237.5759,850.93,1.426519552252442,0.002,996.6957,0
2020-09-02T22:49:16Z,0.129,26.3926,2.321,1.9033,28.363,29.155041,5.4019,87.817,15.002,239.1328,832.94,1.4261210802350126,0.002,996.697,0
2020-09-02T22:49:16Z,0.129,26.3883,2.376,1.9201,28.365,29.158248,5.2751,87.045,15.002,239.5758,846.5,1.426356350270816,0.003,996.6981,0
2020-09-02T22:49:16Z,0.132,26.3872,2.382,1.8816,28.407,29.203244,5.1361,86.534,15.002,238.3711,763.36,1.428618666443746,0.006,996.6985,0
