Date,Depth_m,PAR,Chla_ugL
2020-09-10T20:05:27Z,-0.605,211.58,-0.9153
2020-09-10T20:05:27Z,-0.604,204.61,-0.9158
2020-09-10T20:05:27Z,-0.604,178.89,-0.9168
2020-09-10T20:05:27Z,-0.604,137.6,-0.9177
2020-09-10T20:05:27Z,-0.604,111.99,-0.9174
2020-09-10T20:05:27Z,-0.604,112.85,-0.9223
2020-09-10T20:05:27Z,-0.604,120.29,-0.9301
2020-09-10T20:05:27Z,-0.604,129.29,-0.9152
2020-09-10T20:05:27Z,-0.602,145.22,-0.7898
2020-09-10T20:05:27Z,-0.583,163.56,0.3952
2020-09-10T20:05:27Z,-0.519,179.19,2.5401
2020-09-10T20:05:27Z,-0.415,192.79,3.696
2020-09-10T20:05:27Z,-0.313,202.93,3.8515
2020-09-10T20:05:27Z,-0.24,209.42,4.4299
2020-09-10T20:05:27Z,-0.186,214.48,5.4446
2020-09-10T20:05:27Z,-0.147,217.2,5.9919
2020-09-10T20:05:27Z,-0.122,219.2,6.0307
2020-09-10T20:05:27Z,-0.101,223.49,6.0279
2020-09-10T20:05:27Z,-0.076,227.38,6.0354
2020-09-10T20:05:27Z,-0.051,227.56,6.0445
2020-09-10T20:05:27Z,-0.028,209.01,6.0525
2020-09-10T20:05:27Z,0.002,173.91,6.0453
2020-09-10T20:05:27Z,0.036,156.31,5.9858
2020-09-10T20:05:27Z,0.056,157.61,5.8964
2020-09-10T20:05:27Z,0.063,158.1,5.8509
2020-09-10T20:05:27Z,0.067,154.67,5.8363
2020-09-10T20:05:27Z,0.068,152.32,5.8815
2020-09-10T20:05:27Z,0.068,154.27,6.0158
2020-09-10T20:05:27Z,0.069,156.27,6.1065
2020-09-10T20:05:27Z,0.072,156.17,6.1102
2020-09-10T20:05:27Z,0.076,156.02,6.1185
2020-09-10T20:05:27Z,0.078,152.76,6.1491
2020-09-10T20:05:27Z,0.08,149.27,6.1659
2020-09-10T20:05:27Z,0.081,151.64,6.1783
2020-09-10T20:05:27Z,0.081,153.18,6.2033
2020-09-10T20:05:27Z,0.081,152.2,6.2296
2020-09-10T20:05:27Z,0.082,151.45,6.2397
2020-09-10T20:05:27Z,0.083,148.81,6.24
2020-09-10T20:05:27Z,0.084,143.69,6.2327
2020-09-10T20:05:27Z,0.084,140.74,6.1983
2020-09-10T20:05:27Z,0.084,142.59,6.168
2020-09-10T20:05:27Z,0.084,144.85,6.1709
2020-09-10T20:05:27Z,0.083,146.94,6.1761
2020-09-10T20:05:27Z,0.083,147.84,6.155
2020-09-10T20:05:27Z,0.083,146.22,6.1155
2020-09-10T20:05:27Z,0.083,144.06,6.0899
2020-09-10T20:05:27Z,0.083,143.01,6.0929
2020-09-10T20:05:27Z,0.084,143.77,6.1148
2020-09-10T20:05:27Z,0.084,142.5,6.1351
2020-09-10T20:05:27Z,0.084,141.35,6.1477
2020-09-10T20:05:27Z,0.084,144.12,6.1715
2020-09-10T20:05:27Z,0.084,147.35,6.2515
2020-09-10T20:05:27Z,0.084,149.11,6.3606
2020-09-10T20:05:27Z,0.084,148.67,6.4036
2020-09-10T20:05:27Z,0.084,146.65,6.4
2020-09-10T20:05:27Z,0.084,142.71,6.374
2020-09-10T20:05:27Z,0.084,139.12,6.3281
2020-09-10T20:05:27Z,0.084,140,6.3116
2020-09-10T20:05:27Z,0.084,143.47,6.3084
2020-09-10T20:05:27Z,0.085,146.03,6.289
2020-09-10T20:05:27Z,0.085,143.77,6.2681
2020-09-10T20:05:27Z,0.085,140.22,6.2557
2020-09-10T20:05:27Z,0.085,141.1,6.2448
2020-09-10T20:05:27Z,0.085,143.57,6.2313
2020-09-10T20:05:27Z,0.084,145.99,6.2356
2020-09-10T20:05:27Z,0.084,145.8,6.259
2020-09-10T20:05:27Z,0.084,143.45,6.2663
2020-09-10T20:05:27Z,0.083,146.3,6.2476
2020-09-10T20:05:27Z,0.077,156.41,6.1854
2020-09-10T20:05:27Z,0.057,169.27,6.096
2020-09-10T20:05:27Z,0.015,181.19,6.0536
2020-09-10T20:05:27Z,-0.044,185.87,6.054
2020-09-10T20:05:27Z,-0.102,181.79,6.1103
2020-09-10T20:05:27Z,-0.148,176.89,6.2197
2020-09-10T20:05:27Z,-0.188,173.8,6.2788
2020-09-10T20:05:27Z,-0.228,172.14,6.1959
2020-09-10T20:05:27Z,-0.268,169.26,5.0555
2020-09-10T20:05:27Z,-0.306,164.74,2.9425
2020-09-10T20:05:27Z,-0.34,162.62,1.7816
2020-09-10T20:05:27Z,-0.366,161.81,1.6722
2020-09-10T20:05:27Z,-0.381,160.95,1.6201
2020-09-10T20:05:27Z,-0.386,160.93,1.0178
2020-09-10T20:05:27Z,-0.386,161.53,-0.1082
2020-09-10T20:05:27Z,-0.384,162.07,-0.7208
2020-09-10T20:05:27Z,-0.379,162.54,-0.6573
2020-09-10T20:05:27Z,-0.374,163.41,0.6308
2020-09-10T20:05:27Z,-0.363,164.95,2.9901
2020-09-10T20:05:27Z,-0.34,167.89,4.2836
2020-09-10T20:05:27Z,-0.299,172.6,4.4437
2020-09-10T20:05:27Z,-0.239,178.24,4.9069
2020-09-10T20:05:27Z,-0.171,184.12,5.7456
2020-09-10T20:05:27Z,-0.108,188.51,6.2022
2020-09-10T20:05:27Z,-0.058,185.63,6.2403
2020-09-10T20:05:27Z,-0.022,175.32,6.2159
2020-09-10T20:05:27Z,0.008,162.94,6.155
2020-09-10T20:05:27Z,0.037,152.82,6.114
2020-09-10T20:05:27Z,0.059,148.31,6.0921
2020-09-10T20:05:27Z,0.073,145.08,6.0814
