Date,Depth_m,PAR,Chla_ugL
2020-08-23T19:54:31Z,-0.61,195.9,-0.9562
2020-08-23T19:54:31Z,-0.61,129.04,-0.9407
2020-08-23T19:54:31Z,-0.61,91.264,-0.9325
2020-08-23T19:54:31Z,-0.61,84.233,-0.9332
2020-08-23T19:54:31Z,-0.61,77.595,-0.9307
2020-08-23T19:54:31Z,-0.61,68.161,-0.9301
2020-08-23T19:54:31Z,-0.61,62.162,-0.9359
2020-08-23T19:54:31Z,-0.61,67.709,-0.9342
2020-08-23T19:54:31Z,-0.61,143.13,-0.9282
2020-08-23T19:54:31Z,-0.61,267.97,-0.9312
2020-08-23T19:54:31Z,-0.61,312.99,-0.9219
2020-08-23T19:54:31Z,-0.61,294.41,-0.9015
2020-08-23T19:54:31Z,-0.61,289.95,-0.9035
2020-08-23T19:54:31Z,-0.61,302.04,-0.928
2020-08-23T19:54:31Z,-0.61,285.13,-0.949
2020-08-23T19:54:31Z,-0.61,260.39,-0.9471
2020-08-23T19:54:31Z,-0.61,315.52,-0.9343
2020-08-23T19:54:31Z,-0.61,393.57,-0.9375
2020-08-23T19:54:31Z,-0.609,427.88,-0.9856
2020-08-23T19:54:31Z,-0.601,443.37,-1.0678
2020-08-23T19:54:31Z,-0.571,446.35,-1.1107
2020-08-23T19:54:31Z,-0.523,442.55,-1.0664
2020-08-23T19:54:31Z,-0.475,437.71,-0.56
2020-08-23T19:54:31Z,-0.43,435.32,0.3679
2020-08-23T19:54:31Z,-0.38,425.02,0.8918
2020-08-23T19:54:31Z,-0.325,413.08,0.9778
2020-08-23T19:54:31Z,-0.273,441.73,1.3025
2020-08-23T19:54:31Z,-0.228,477.33,1.8996
2020-08-23T19:54:31Z,-0.194,482.94,2.2271
2020-08-23T19:54:31Z,-0.174,495.31,2.2585
2020-08-23T19:54:31Z,-0.161,506.9,2.2599
2020-08-23T19:54:31Z,-0.153,503.38,2.2535
2020-08-23T19:54:31Z,-0.148,501.68,2.2575
2020-08-23T19:54:31Z,-0.146,495.75,2.2709
2020-08-23T19:54:31Z,-0.145,490.67,2.3289
2020-08-23T19:54:31Z,-0.142,496.86,2.4239
2020-08-23T19:54:31Z,-0.139,501.89,2.4663
2020-08-23T19:54:31Z,-0.136,503.49,2.4703
2020-08-23T19:54:31Z,-0.13,504.98,2.4811
2020-08-23T19:54:31Z,-0.122,503.62,2.5501
2020-08-23T19:54:31Z,-0.115,502.05,2.6745
2020-08-23T19:54:31Z,-0.109,497.05,2.736
2020-08-23T19:54:31Z,-0.106,456.12,2.741
2020-08-23T19:54:31Z,-0.107,416.73,2.7535
2020-08-23T19:54:31Z,-0.107,407.79,2.782
2020-08-23T19:54:31Z,-0.106,383.63,2.8093
2020-08-23T19:54:31Z,-0.105,402.47,2.8158
2020-08-23T19:54:31Z,-0.102,463.55,2.8331
2020-08-23T19:54:31Z,-0.098,490.71,2.8651
2020-08-23T19:54:31Z,-0.092,495.11,2.8781
2020-08-23T19:54:31Z,-0.086,496.26,2.8765
2020-08-23T19:54:31Z,-0.076,496.2,2.8925
2020-08-23T19:54:31Z,-0.055,495.6,2.9298
2020-08-23T19:54:31Z,-0.029,486.27,2.9463
2020-08-23T19:54:31Z,-0.005,412.33,2.9389
2020-08-23T19:54:31Z,0.015,279.91,2.9455
2020-08-23T19:54:31Z,0.03,195.85,2.9587
2020-08-23T19:54:31Z,0.038,183.65,2.9652
2020-08-23T19:54:31Z,0.041,187.79,2.9662
2020-08-23T19:54:31Z,0.042,176.24,2.9526
2020-08-23T19:54:31Z,0.044,168.26,2.9529
2020-08-23T19:54:31Z,0.046,181.36,2.9892
2020-08-23T19:54:31Z,0.046,201.67,3.0199
2020-08-23T19:54:31Z,0.047,224.97,3.0194
2020-08-23T19:54:31Z,0.049,226.58,3.0114
2020-08-23T19:54:31Z,0.05,195.81,3.0181
2020-08-23T19:54:31Z,0.051,184.53,3.0238
2020-08-23T19:54:31Z,0.052,203.99,3.0238
2020-08-23T19:54:31Z,0.054,211.48,3.0566
2020-08-23T19:54:31Z,0.054,202.58,3.1148
2020-08-23T19:54:31Z,0.054,199.1,3.1448
2020-08-23T19:54:31Z,0.054,199.71,3.1527
2020-08-23T19:54:31Z,0.054,194.29,3.1345
2020-08-23T19:54:31Z,0.054,191.88,3.0868
2020-08-23T19:54:31Z,0.055,200.33,3.0615
2020-08-23T19:54:31Z,0.056,204.32,3.067
2020-08-23T19:54:31Z,0.056,199.27,3.078
2020-08-23T19:54:31Z,0.055,196.83,3.08
2020-08-23T19:54:31Z,0.054,205.88,3.0806
2020-08-23T19:54:31Z,0.054,242.14,3.0854
2020-08-23T19:54:31Z,0.054,290.49,3.0811
2020-08-23T19:54:31Z,0.054,324.54,3.0763
2020-08-23T19:54:31Z,0.053,355.65,3.0757
2020-08-23T19:54:31Z,0.052,371.74,3.073
2020-08-23T19:54:31Z,0.052,345.36,3.0822
2020-08-23T19:54:31Z,0.053,303.33,3.1016
2020-08-23T19:54:31Z,0.055,293.78,3.1063
2020-08-23T19:54:31Z,0.057,305.42,3.0922
2020-08-23T19:54:31Z,0.057,306.5,3.0736
2020-08-23T19:54:31Z,0.057,314.2,3.0528
2020-08-23T19:54:31Z,0.058,328.66,3.0318
2020-08-23T19:54:31Z,0.06,327.76,3.0207
2020-08-23T19:54:31Z,0.062,339.63,3.0135
2020-08-23T19:54:31Z,0.066,382.2,3.0113
2020-08-23T19:54:31Z,0.071,404.62,3.0227
2020-08-23T19:54:31Z,0.076,376.17,3.0267
2020-08-23T19:54:31Z,0.08,321.35,3.0124
2020-08-23T19:54:31Z,0.082,269.43,3.0026
2020-08-23T19:54:31Z,0.081,249.13,3.0139
2020-08-23T19:54:31Z,0.079,270,3.034
2020-08-23T19:54:31Z,0.079,319.1,3.0359
2020-08-23T19:54:31Z,0.08,342.22,3.0174
2020-08-23T19:54:31Z,0.081,308.52,3.0023
2020-08-23T19:54:31Z,0.083,278.36,3.0048
2020-08-23T19:54:31Z,0.085,270.01,3.0189
2020-08-23T19:54:31Z,0.092,261.11,3.0199
