Date,Depth_m,PAR,Chla_ugL
2020-08-05T20:42:29Z,-0.632,419.96,-0.9236
2020-08-05T20:42:29Z,-0.632,418.54,-0.9196
2020-08-05T20:42:29Z,-0.632,402.66,-0.9222
2020-08-05T20:42:29Z,-0.632,416.85,-0.9259
2020-08-05T20:42:29Z,-0.632,410.21,-0.936
2020-08-05T20:42:29Z,-0.632,321.87,-0.9392
2020-08-05T20:42:29Z,-0.632,228.55,-0.927
2020-08-05T20:42:29Z,-0.631,187.14,-0.9214
2020-08-05T20:42:29Z,-0.631,183.43,-0.9288
2020-08-05T20:42:29Z,-0.631,192.17,-0.9218
2020-08-05T20:42:29Z,-0.631,197.68,-0.9118
2020-08-05T20:42:29Z,-0.631,204.36,-0.932
2020-08-05T20:42:29Z,-0.631,219.88,-0.9466
2020-08-05T20:42:29Z,-0.631,243.43,-0.9359
2020-08-05T20:42:29Z,-0.631,272.99,-0.9264
2020-08-05T20:42:29Z,-0.627,310.54,-0.8611
2020-08-05T20:42:29Z,-0.605,348.68,-0.7367
2020-08-05T20:42:29Z,-0.54,382.73,-0.6626
2020-08-05T20:42:29Z,-0.439,436.4,-0.5951
2020-08-05T20:42:29Z,-0.334,529.71,-0.0159
2020-08-05T20:42:29Z,-0.245,646.67,1.0485
2020-08-05T20:42:29Z,-0.176,750.22,1.6407
2020-08-05T20:42:29Z,-0.117,800.86,1.6894
2020-08-05T20:42:29Z,-0.059,743.08,1.6853
2020-08-05T20:42:29Z,-0.006,608.76,1.7246
2020-08-05T20:42:29Z,0.033,544.93,1.811
2020-08-05T20:42:29Z,0.057,549.01,1.8715
2020-08-05T20:42:29Z,0.068,540.34,1.8939
2020-08-05T20:42:29Z,0.07,533.86,1.9102
2020-08-05T20:42:29Z,0.068,522.48,1.925
2020-08-05T20:42:29Z,0.065,491.91,1.9392
2020-08-05T20:42:29Z,0.063,484.56,1.9487
2020-08-05T20:42:29Z,0.063,518.34,1.9344
2020-08-05T20:42:29Z,0.063,532.47,1.8998
2020-08-05T20:42:29Z,0.063,512.75,1.8736
2020-08-05T20:42:29Z,0.064,506.76,1.8746
2020-08-05T20:42:29Z,0.064,525.61,1.9409
2020-08-05T20:42:29Z,0.064,526.92,2.0366
2020-08-05T20:42:29Z,0.064,502.11,2.0785
2020-08-05T20:42:29Z,0.065,513.3,2.0847
2020-08-05T20:42:29Z,0.065,535.01,2.064
2020-08-05T20:42:29Z,0.065,584.87,2.0094
2020-08-05T20:42:29Z,0.065,659,1.9684
2020-08-05T20:42:29Z,0.065,641.32,1.9587
2020-08-05T20:42:29Z,0.065,605.64,1.9873
2020-08-05T20:42:29Z,0.065,601.1,2.0468
2020-08-05T20:42:29Z,0.066,580.59,2.0873
2020-08-05T20:42:29Z,0.066,551.48,2.0864
2020-08-05T20:42:29Z,0.066,522.04,2.0742
2020-08-05T20:42:29Z,0.066,511.42,2.0825
2020-08-05T20:42:29Z,0.066,519.55,2.0913
2020-08-05T20:42:29Z,0.065,545.2,2.0844
