Date,Depth_m,PAR,Chla_ugL
2020-09-01T20:40:29Z,0.052,310.82,4.2913
2020-09-01T20:40:29Z,0.052,307.03,4.2907
2020-09-01T20:40:29Z,0.053,304.5,4.319
2020-09-01T20:40:29Z,0.053,303.51,4.3754
2020-09-01T20:40:29Z,0.052,305.43,4.4096
2020-09-01T20:40:29Z,0.052,311.3,4.4181
2020-09-01T20:40:29Z,0.053,321.09,4.4206
2020-09-01T20:40:29Z,0.053,330.44,4.4312
2020-09-01T20:40:29Z,0.053,338.58,4.4509
2020-09-01T20:40:29Z,0.053,347.37,4.4588
2020-09-01T20:40:29Z,0.053,356.77,4.4311
2020-09-01T20:40:29Z,0.053,365.08,4.374
2020-09-01T20:40:29Z,0.053,369.88,4.3399
2020-09-01T20:40:29Z,0.053,374.52,4.3432
2020-09-01T20:40:29Z,0.053,381.39,4.385
2020-09-01T20:40:29Z,0.053,388.93,4.4551
2020-09-01T20:40:29Z,0.053,401.93,4.4843
2020-09-01T20:40:29Z,0.053,423.42,4.4712
2020-09-01T20:40:29Z,0.053,442.11,4.4684
2020-09-01T20:40:29Z,0.053,452.77,4.5078
2020-09-01T20:40:29Z,0.053,462.31,4.5756
2020-09-01T20:40:29Z,0.053,473.75,4.6017
2020-09-01T20:40:29Z,0.053,484.55,4.5845
2020-09-01T20:40:29Z,0.054,488.88,4.5875
2020-09-01T20:40:29Z,0.054,487.27,4.6087
2020-09-01T20:40:29Z,0.054,485.53,4.6121
2020-09-01T20:40:29Z,0.054,482.38,4.6005
2020-09-01T20:40:29Z,0.054,478.36,4.5825
2020-09-01T20:40:29Z,0.054,476.89,4.566
2020-09-01T20:40:29Z,0.054,471.85,4.5542
2020-09-01T20:40:29Z,0.056,461.49,4.5446
2020-09-01T20:40:29Z,0.06,449.22,4.5441
2020-09-01T20:40:29Z,0.065,439.16,4.5486
2020-09-01T20:40:29Z,0.069,438.39,4.5511
2020-09-01T20:40:29Z,0.07,434.66,4.5461
2020-09-01T20:40:29Z,0.071,421.08,4.5364
2020-09-01T20:40:29Z,0.071,412.36,4.4999
