Date,Depth_m,PAR,Chla_ugL
2020-09-09T00:42:23Z,-0.58,240.91,-0.8916
2020-09-09T00:42:23Z,-0.58,272.03,-0.8896
2020-09-09T00:42:23Z,-0.58,306.36,-0.9066
2020-09-09T00:42:23Z,-0.58,310.5,-0.9069
2020-09-09T00:42:23Z,-0.58,296.21,-0.9029
2020-09-09T00:42:23Z,-0.58,299.6,-0.9059
2020-09-09T00:42:23Z,-0.58,321.71,-0.9056
2020-09-09T00:42:23Z,-0.58,339.99,-0.8989
2020-09-09T00:42:23Z,-0.58,345.79,-0.9003
2020-09-09T00:42:23Z,-0.58,344.27,-0.9137
2020-09-09T00:42:23Z,-0.58,320.17,-0.9174
2020-09-09T00:42:23Z,-0.58,263.27,-0.9074
2020-09-09T00:42:23Z,-0.58,209.52,-0.8974
2020-09-09T00:42:23Z,-0.58,181.67,-0.9014
2020-09-09T00:42:23Z,-0.58,167.91,-0.9079
2020-09-09T00:42:23Z,-0.579,160.75,-0.8997
2020-09-09T00:42:23Z,-0.579,163.49,-0.8972
2020-09-09T00:42:23Z,-0.579,176.02,-0.9065
2020-09-09T00:42:23Z,-0.579,191.05,-0.9072
2020-09-09T00:42:23Z,-0.579,206.76,-0.8963
2020-09-09T00:42:23Z,-0.579,224.83,-0.8891
2020-09-09T00:42:23Z,-0.578,243.97,-0.8677
2020-09-09T00:42:23Z,-0.567,261.63,-0.5429
2020-09-09T00:42:23Z,-0.531,277.63,0.0719
2020-09-09T00:42:23Z,-0.47,293.09,0.4146
2020-09-09T00:42:23Z,-0.401,309.49,0.511
2020-09-09T00:42:23Z,-0.331,327.94,1.3417
2020-09-09T00:42:23Z,-0.263,345.36,2.8676
2020-09-09T00:42:23Z,-0.203,358.77,3.7012
2020-09-09T00:42:23Z,-0.153,370.23,3.7827
2020-09-09T00:42:23Z,-0.106,381.21,3.7854
2020-09-09T00:42:23Z,-0.059,387.56,3.8298
2020-09-09T00:42:23Z,-0.014,355.54,3.928
2020-09-09T00:42:23Z,0.025,289.47,3.98
2020-09-09T00:42:23Z,0.059,255.83,3.983
2020-09-09T00:42:23Z,0.084,256.13,3.9639
2020-09-09T00:42:23Z,0.094,257.65,3.9308
2020-09-09T00:42:23Z,0.098,257.13,3.9159
2020-09-09T00:42:23Z,0.105,255.18,3.9177
2020-09-09T00:42:23Z,0.11,253.22,3.9623
2020-09-09T00:42:23Z,0.113,250.39,4.0446
2020-09-09T00:42:23Z,0.116,247.96,4.093
2020-09-09T00:42:23Z,0.12,246.37,4.1177
2020-09-09T00:42:23Z,0.122,245.65,4.2197
2020-09-09T00:42:23Z,0.123,246.46,4.3832
2020-09-09T00:42:23Z,0.124,247.07,4.4632
2020-09-09T00:42:23Z,0.124,247.63,4.4715
2020-09-09T00:42:23Z,0.124,248.88,4.5027
2020-09-09T00:42:23Z,0.124,249.61,4.5447
2020-09-09T00:42:23Z,0.124,249.91,4.5502
2020-09-09T00:42:23Z,0.124,249.65,4.5312
