Date,Depth_m,PAR,Chla_ugL
2020-09-02T22:49:16Z,-0.759,290.78,2.1225
2020-09-02T22:49:16Z,-0.759,295.21,2.511
2020-09-02T22:49:16Z,-0.759,310.82,2.4477
2020-09-02T22:49:16Z,-0.759,375.29,1.3375
2020-09-02T22:49:16Z,-0.759,448.78,-0.6895
2020-09-02T22:49:16Z,-0.755,436.01,-1.8041
2020-09-02T22:49:16Z,-0.747,388.55,-1.9531
2020-09-02T22:49:16Z,-0.742,420.68,-2.3005
2020-09-02T22:49:16Z,-0.747,464.26,-2.9148
2020-09-02T22:49:16Z,-0.752,415.14,-3.258
2020-09-02T22:49:16Z,-0.749,348.08,-3.2362
2020-09-02T22:49:16Z,-0.734,328.02,-2.5652
2020-09-02T22:49:16Z,-0.707,446.22,-0.7037
2020-09-02T22:49:16Z,-0.664,912.12,1.2743
2020-09-02T22:49:16Z,-0.603,1571.4,2.0667
2020-09-02T22:49:16Z,-0.529,1987.8,2.1252
2020-09-02T22:49:16Z,-0.45,2130.4,2.0101
2020-09-02T22:49:16Z,-0.371,2209.7,1.7717
2020-09-02T22:49:16Z,-0.298,2252.6,1.636
2020-09-02T22:49:16Z,-0.231,2099,1.6377
2020-09-02T22:49:16Z,-0.172,1597.1,1.8214
2020-09-02T22:49:16Z,-0.123,1125.1,2.1687
2020-09-02T22:49:16Z,-0.072,1068.6,2.3563
2020-09-02T22:49:16Z,-0.013,1029,2.3637
2020-09-02T22:49:16Z,0.038,819.43,2.5151
2020-09-02T22:49:16Z,0.072,630.42,2.8327
2020-09-02T22:49:16Z,0.092,446.65,3.0097
2020-09-02T22:49:16Z,0.105,312.62,3.0052
2020-09-02T22:49:16Z,0.116,285.92,2.7971
2020-09-02T22:49:16Z,0.125,384.39,2.4106
2020-09-02T22:49:16Z,0.131,736.74,2.1939
2020-09-02T22:49:16Z,0.134,1094.9,2.1804
2020-09-02T22:49:16Z,0.134,1036.6,2.1899
2020-09-02T22:49:16Z,0.131,850.93,2.2323
2020-09-02T22:49:16Z,0.129,832.94,2.321
2020-09-02T22:49:16Z,0.129,846.5,2.376
2020-09-02T22:49:16Z,0.132,763.36,2.382
2020-09-02T22:49:16Z,0.134,654.89,2.3555
2020-09-02T22:49:16Z,0.137,668.73,2.3135
2020-09-02T22:49:16Z,0.141,818.58,2.3032
2020-09-02T22:49:16Z,0.142,903.95,2.2977
2020-09-02T22:49:16Z,0.142,812.71,2.265
2020-09-02T22:49:16Z,0.14,733.59,2.232
