Date,Depth_m,PAR,Chla_ugL
2020-08-05T21:50:13Z,-0.717,366.9,-0.9095
2020-08-05T21:50:13Z,-0.717,359.05,-0.9073
2020-08-05T21:50:13Z,-0.717,350.84,-0.9136
2020-08-05T21:50:13Z,-0.717,330.74,-0.9092
2020-08-05T21:50:13Z,-0.717,291.31,-0.9028
2020-08-05T21:50:13Z,-0.717,249.53,-0.9123
2020-08-05T21:50:13Z,-0.717,223.03,-0.9288
2020-08-05T21:50:13Z,-0.717,204.32,-0.9302
2020-08-05T21:50:13Z,-0.717,183.69,-0.9296
2020-08-05T21:50:13Z,-0.717,169.78,-0.9312
2020-08-05T21:50:13Z,-0.717,164.28,-0.9298
2020-08-05T21:50:13Z,-0.717,161.25,-0.9232
2020-08-05T21:50:13Z,-0.717,174.36,-0.917
2020-08-05T21:50:13Z,-0.717,208.73,-0.9219
2020-08-05T21:50:13Z,-0.716,247.84,-0.9255
2020-08-05T21:50:13Z,-0.707,298.14,-0.9225
2020-08-05T21:50:13Z,-0.682,357.83,-0.9231
2020-08-05T21:50:13Z,-0.648,399.38,-0.9327
2020-08-05T21:50:13Z,-0.623,419.88,-0.9347
2020-08-05T21:50:13Z,-0.609,430.25,-0.9278
2020-08-05T21:50:13Z,-0.604,435.02,-0.9253
2020-08-05T21:50:13Z,-0.603,438.46,-0.9243
2020-08-05T21:50:13Z,-0.604,439.72,-0.9245
2020-08-05T21:50:13Z,-0.606,439.17,-0.9277
2020-08-05T21:50:13Z,-0.607,438.83,-0.9345
2020-08-05T21:50:13Z,-0.605,438.86,-0.9395
2020-08-05T21:50:13Z,-0.602,440.62,-0.941
2020-08-05T21:50:13Z,-0.599,442.9,-0.9331
2020-08-05T21:50:13Z,-0.595,443.32,-0.9115
2020-08-05T21:50:13Z,-0.592,442.6,-0.9081
2020-08-05T21:50:13Z,-0.589,443.13,-0.9302
2020-08-05T21:50:13Z,-0.585,444.55,-0.9404
2020-08-05T21:50:13Z,-0.582,444.83,-0.9268
2020-08-05T21:50:13Z,-0.58,444.49,-0.9085
2020-08-05T21:50:13Z,-0.58,445.07,-0.9097
2020-08-05T21:50:13Z,-0.581,445.71,-0.9227
2020-08-05T21:50:13Z,-0.582,445.4,-0.9224
2020-08-05T21:50:13Z,-0.583,445.9,-0.916
2020-08-05T21:50:13Z,-0.584,446.73,-0.9115
2020-08-05T21:50:13Z,-0.584,444.96,-0.9161
2020-08-05T21:50:13Z,-0.583,442.93,-0.9236
2020-08-05T21:50:13Z,-0.581,443.56,-0.9159
2020-08-05T21:50:13Z,-0.579,444.78,-0.9194
2020-08-05T21:50:13Z,-0.579,445.93,-0.9371
2020-08-05T21:50:13Z,-0.579,447.47,-0.9389
2020-08-05T21:50:13Z,-0.578,447.51,-0.9309
2020-08-05T21:50:13Z,-0.577,447.3,-0.9269
2020-08-05T21:50:13Z,-0.576,448.17,-0.9286
2020-08-05T21:50:13Z,-0.574,448.12,-0.9319
2020-08-05T21:50:13Z,-0.572,447.41,-0.9293
2020-08-05T21:50:13Z,-0.572,447.27,-0.9163
2020-08-05T21:50:13Z,-0.572,448.13,-0.9078
2020-08-05T21:50:13Z,-0.572,449.07,-0.9222
2020-08-05T21:50:13Z,-0.573,448.6,-0.9373
2020-08-05T21:50:13Z,-0.573,448.77,-0.9283
2020-08-05T21:50:13Z,-0.572,451.14,-0.918
2020-08-05T21:50:13Z,-0.569,452.53,-0.9276
2020-08-05T21:50:13Z,-0.568,452.15,-0.93
2020-08-05T21:50:13Z,-0.567,452.2,-0.9092
2020-08-05T21:50:13Z,-0.566,453.29,-0.8954
2020-08-05T21:50:13Z,-0.563,455.34,-0.9068
2020-08-05T21:50:13Z,-0.56,456.75,-0.9224
2020-08-05T21:50:13Z,-0.558,456.35,-0.9224
2020-08-05T21:50:13Z,-0.557,455.97,-0.9072
2020-08-05T21:50:13Z,-0.557,456.44,-0.9003
2020-08-05T21:50:13Z,-0.558,455.99,-0.9144
2020-08-05T21:50:13Z,-0.561,454.14,-0.9252
2020-08-05T21:50:13Z,-0.564,452.75,-0.917
2020-08-05T21:50:13Z,-0.567,452.46,-0.91
2020-08-05T21:50:13Z,-0.57,454.63,-0.9171
2020-08-05T21:50:13Z,-0.571,461.11,-0.9176
2020-08-05T21:50:13Z,-0.568,466.74,-0.9061
2020-08-05T21:50:13Z,-0.563,470.52,-0.902
2020-08-05T21:50:13Z,-0.557,481.53,-0.9056
2020-08-05T21:50:13Z,-0.55,497.14,-0.9126
2020-08-05T21:50:13Z,-0.544,506.17,-0.9196
2020-08-05T21:50:13Z,-0.541,509.49,-0.9137
2020-08-05T21:50:13Z,-0.539,511.01,-0.9081
2020-08-05T21:50:13Z,-0.539,509.04,-0.9189
2020-08-05T21:50:13Z,-0.541,506.14,-0.9299
2020-08-05T21:50:13Z,-0.543,505.99,-0.9265
2020-08-05T21:50:13Z,-0.543,505.75,-0.9155
2020-08-05T21:50:13Z,-0.543,504.74,-0.9118
2020-08-05T21:50:13Z,-0.542,505.83,-0.9202
2020-08-05T21:50:13Z,-0.54,506.84,-0.9219
2020-08-05T21:50:13Z,-0.538,506.56,-0.9124
2020-08-05T21:50:13Z,-0.537,507.95,-0.9113
2020-08-05T21:50:13Z,-0.533,510.88,-0.9183
2020-08-05T21:50:13Z,-0.528,513.13,-0.9197
2020-08-05T21:50:13Z,-0.523,514.15,-0.9095
2020-08-05T21:50:13Z,-0.521,514.49,-0.8901
2020-08-05T21:50:13Z,-0.52,517.47,-0.7329
2020-08-05T21:50:13Z,-0.511,528.02,-0.4293
2020-08-05T21:50:13Z,-0.486,544.29,-0.2527
2020-08-05T21:50:13Z,-0.445,558.64,-0.2188
2020-08-05T21:50:13Z,-0.391,566.85,-0.0287
2020-08-05T21:50:13Z,-0.327,564.98,0.3194
2020-08-05T21:50:13Z,-0.26,549.86,0.5094
2020-08-05T21:50:13Z,-0.199,503.59,0.542
2020-08-05T21:50:13Z,-0.147,430.68,0.6089
2020-08-05T21:50:13Z,-0.106,377.32,0.699
2020-08-05T21:50:13Z,-0.074,351.55,0.7344
2020-08-05T21:50:13Z,-0.054,338.32,0.7314
