Date,Depth_m,PAR,Chla_ugL
2020-08-25T21:30:52Z,0.351,46.409,1.8849
2020-08-25T21:30:52Z,0.351,46.433,1.8942
2020-08-25T21:30:52Z,0.351,46.343,1.8995
2020-08-25T21:30:52Z,0.351,46.198,1.8921
2020-08-25T21:30:52Z,0.351,46.362,1.9385
2020-08-25T21:30:52Z,0.35,46.734,2.0595
2020-08-25T21:30:52Z,0.349,47.021,2.135
2020-08-25T21:30:52Z,0.349,47.24,2.1455
2020-08-25T21:30:52Z,0.349,47.397,2.1382
2020-08-25T21:30:52Z,0.351,47.256,2.1127
2020-08-25T21:30:52Z,0.354,47.185,2.0951
2020-08-25T21:30:52Z,0.355,47.61,2.0972
2020-08-25T21:30:52Z,0.356,47.72,2.0998
2020-08-25T21:30:52Z,0.358,47.41,2.1083
2020-08-25T21:30:52Z,0.361,47.241,2.1328
2020-08-25T21:30:52Z,0.362,48.725,2.1473
2020-08-25T21:30:52Z,0.353,53.852,2.1416
2020-08-25T21:30:52Z,0.318,64.663,2.1209
2020-08-25T21:30:52Z,0.253,86.628,2.0979
2020-08-25T21:30:52Z,0.18,135.22,2.0909
2020-08-25T21:30:52Z,0.121,356.18,2.0944
2020-08-25T21:30:52Z,0.061,824.37,2.1113
2020-08-25T21:30:52Z,-0.018,1260.5,2.1327
2020-08-25T21:30:52Z,-0.104,1483,2.1435
2020-08-25T21:30:52Z,-0.171,1587,2.1472
2020-08-25T21:30:52Z,-0.221,1627.1,2.0149
2020-08-25T21:30:52Z,-0.281,1633.5,1.7556
2020-08-25T21:30:52Z,-0.36,1639,1.6251
2020-08-25T21:30:52Z,-0.43,1639.8,1.6288
2020-08-25T21:30:52Z,-0.464,1633.1,1.7527
2020-08-25T21:30:52Z,-0.451,1623.6,1.9973
2020-08-25T21:30:52Z,-0.398,1617.1,2.145
2020-08-25T21:30:52Z,-0.334,1604.6,2.1659
2020-08-25T21:30:52Z,-0.287,1583.6,2.1629
2020-08-25T21:30:52Z,-0.257,1570.4,2.157
2020-08-25T21:30:52Z,-0.234,1566.7,2.1525
2020-08-25T21:30:52Z,-0.216,1560.7,2.1557
2020-08-25T21:30:52Z,-0.203,1544,2.1673
2020-08-25T21:30:52Z,-0.194,1516.3,2.168
2020-08-25T21:30:52Z,-0.181,1494.8,2.1551
2020-08-25T21:30:52Z,-0.161,1501.4,2.1454
2020-08-25T21:30:52Z,-0.138,1528.6,2.1463
2020-08-25T21:30:52Z,-0.118,1507.4,2.1465
2020-08-25T21:30:52Z,-0.102,1407.5,2.138
2020-08-25T21:30:52Z,-0.089,1315.5,2.1392
2020-08-25T21:30:52Z,-0.075,1348.3,2.1507
2020-08-25T21:30:52Z,-0.058,1411.9,2.1534
2020-08-25T21:30:52Z,-0.033,1172.1,2.1527
2020-08-25T21:30:52Z,-0.009,823.48,2.1517
2020-08-25T21:30:52Z,0.007,996.12,2.1509
2020-08-25T21:30:52Z,0.021,1258.3,2.153
2020-08-25T21:30:52Z,0.041,898.75,2.1482
2020-08-25T21:30:52Z,0.066,401.4,2.1411
2020-08-25T21:30:52Z,0.087,197.91,2.1428
2020-08-25T21:30:52Z,0.104,134.59,2.1503
2020-08-25T21:30:52Z,0.118,113.66,2.1839
2020-08-25T21:30:52Z,0.129,105.4,2.2436
2020-08-25T21:30:52Z,0.139,101.19,2.2708
2020-08-25T21:30:52Z,0.149,96.784,2.2744
2020-08-25T21:30:52Z,0.16,90.599,2.2883
2020-08-25T21:30:52Z,0.173,82.38,2.2944
2020-08-25T21:30:52Z,0.188,75.877,2.2914
2020-08-25T21:30:52Z,0.2,72.731,2.2909
2020-08-25T21:30:52Z,0.21,70.687,2.2781
2020-08-25T21:30:52Z,0.217,67.827,2.2415
2020-08-25T21:30:52Z,0.223,65.682,2.2114
2020-08-25T21:30:52Z,0.232,64.967,2.209
2020-08-25T21:30:52Z,0.242,64.467,2.213
2020-08-25T21:30:52Z,0.251,63.739,2.1932
2020-08-25T21:30:52Z,0.259,63.588,2.1597
2020-08-25T21:30:52Z,0.265,63.923,2.1419
2020-08-25T21:30:52Z,0.271,63.258,2.1595
2020-08-25T21:30:52Z,0.276,61.775,2.2
2020-08-25T21:30:52Z,0.28,60.723,2.2222
2020-08-25T21:30:52Z,0.285,60.291,2.2192
2020-08-25T21:30:52Z,0.289,59.594,2.2392
2020-08-25T21:30:52Z,0.292,58.802,2.3013
2020-08-25T21:30:52Z,0.296,58.003,2.3411
2020-08-25T21:30:52Z,0.301,57.094,2.3393
2020-08-25T21:30:52Z,0.311,56.588,2.3366
2020-08-25T21:30:52Z,0.323,55.975,2.3176
2020-08-25T21:30:52Z,0.334,54.964,2.2616
2020-08-25T21:30:52Z,0.343,54.124,2.2129
2020-08-25T21:30:52Z,0.35,53.286,2.1958
2020-08-25T21:30:52Z,0.355,52.194,2.2169
2020-08-25T21:30:52Z,0.359,51.262,2.2681
2020-08-25T21:30:52Z,0.362,50.351,2.2906
2020-08-25T21:30:52Z,0.364,49.302,2.2792
2020-08-25T21:30:52Z,0.364,48.462,2.2832
2020-08-25T21:30:52Z,0.364,47.777,2.3189
2020-08-25T21:30:52Z,0.364,47.221,2.358
2020-08-25T21:30:52Z,0.364,46.868,2.366
2020-08-25T21:30:52Z,0.364,46.523,2.3575
2020-08-25T21:30:52Z,0.364,46.378,2.3615
2020-08-25T21:30:52Z,0.365,46.603,2.366
2020-08-25T21:30:52Z,0.365,46.756,2.3635
2020-08-25T21:30:52Z,0.365,46.727,2.3512
2020-08-25T21:30:52Z,0.366,46.662,2.3417
2020-08-25T21:30:52Z,0.367,46.7,2.3526
2020-08-25T21:30:52Z,0.368,46.973,2.3494
2020-08-25T21:30:52Z,0.368,47.598,2.3315
2020-08-25T21:30:52Z,0.368,48.55,2.3175
2020-08-25T21:30:52Z,0.373,48.641,2.3043
2020-08-25T21:30:52Z,0.385,47.888,2.3052
2020-08-25T21:30:52Z,0.4,47.836,2.309
2020-08-25T21:30:52Z,0.411,47.835,2.3316
2020-08-25T21:30:52Z,0.422,47.145,2.3876
2020-08-25T21:30:52Z,0.433,46.348,2.4228
2020-08-25T21:30:52Z,0.442,45.281,2.4237
2020-08-25T21:30:52Z,0.452,44.245,2.4085
2020-08-25T21:30:52Z,0.463,43.425,2.3817
2020-08-25T21:30:52Z,0.474,42.647,2.3667
2020-08-25T21:30:52Z,0.484,42.12,2.3615
2020-08-25T21:30:52Z,0.492,42.036,2.3374
2020-08-25T21:30:52Z,0.497,42.503,2.3041
2020-08-25T21:30:52Z,0.501,43.026,2.2932
2020-08-25T21:30:52Z,0.506,43.396,2.3006
2020-08-25T21:30:52Z,0.51,43.916,2.2979
2020-08-25T21:30:52Z,0.514,44.136,2.2794
2020-08-25T21:30:52Z,0.519,43.631,2.2774
2020-08-25T21:30:52Z,0.526,42.832,2.2934
2020-08-25T21:30:52Z,0.532,41.923,2.3014
2020-08-25T21:30:52Z,0.537,40.948,2.2967
2020-08-25T21:30:52Z,0.543,40.035,2.2844
2020-08-25T21:30:52Z,0.548,39.257,2.2873
2020-08-25T21:30:52Z,0.553,38.888,2.3028
2020-08-25T21:30:52Z,0.556,38.928,2.3186
2020-08-25T21:30:52Z,0.557,39.081,2.336
2020-08-25T21:30:52Z,0.557,39.191,2.3415
2020-08-25T21:30:52Z,0.558,39.291,2.3473
2020-08-25T21:30:52Z,0.562,39.322,2.3681
2020-08-25T21:30:52Z,0.569,39.142,2.3917
2020-08-25T21:30:52Z,0.575,38.899,2.4134
2020-08-25T21:30:52Z,0.579,38.76,2.42
2020-08-25T21:30:52Z,0.584,38.583,2.3672
2020-08-25T21:30:52Z,0.59,38.261,2.2715
2020-08-25T21:30:52Z,0.597,37.972,2.216
2020-08-25T21:30:52Z,0.602,37.825,2.2105
2020-08-25T21:30:52Z,0.606,37.664,2.2148
2020-08-25T21:30:52Z,0.61,37.484,2.2298
2020-08-25T21:30:52Z,0.615,37.394,2.2584
2020-08-25T21:30:52Z,0.619,37.405,2.2749
2020-08-25T21:30:52Z,0.622,37.453,2.2866
2020-08-25T21:30:52Z,0.626,37.364,2.314
2020-08-25T21:30:52Z,0.629,37.147,2.3389
2020-08-25T21:30:52Z,0.632,36.886,2.3495
2020-08-25T21:30:52Z,0.635,36.719,2.3564
