Date,Depth_m,PAR,Chla_ugL
2020-07-01T22:23:15Z,-0.746,2502.1,-0.9408
2020-07-01T22:23:15Z,-0.746,2470,-0.9378
2020-07-01T22:23:15Z,-0.746,1944,-0.8971
2020-07-01T22:23:15Z,-0.746,998.37,-0.4386
2020-07-01T22:23:15Z,-0.746,516.76,0.457
2020-07-01T22:23:15Z,-0.746,578.26,1.4735
2020-07-01T22:23:15Z,-0.744,637.89,7.521
2020-07-01T22:23:15Z,-0.733,879.34,73.5006
2020-07-01T22:23:15Z,-0.704,1444,194.4165
2020-07-01T22:23:15Z,-0.663,1744.1,259.8541
2020-07-01T22:23:15Z,-0.618,1437.8,259.8436
2020-07-01T22:23:15Z,-0.571,908.81,194.2702
2020-07-01T22:23:15Z,-0.522,983,73.1007
2020-07-01T22:23:15Z,-0.472,1690.5,6.9894
2020-07-01T22:23:15Z,-0.416,2272.1,0.9841
2020-07-01T22:23:15Z,-0.36,2471.6,0.4255
2020-07-01T22:23:15Z,-0.305,2462,0.3494
2020-07-01T22:23:15Z,-0.254,2378.1,0.3316
2020-07-01T22:23:15Z,-0.209,2269.6,0.334
2020-07-01T22:23:15Z,-0.171,1948.7,0.3883
2020-07-01T22:23:15Z,-0.138,1442.1,0.4826
2020-07-01T22:23:15Z,-0.115,1334.4,0.5205
2020-07-01T22:23:15Z,-0.106,1571.6,0.5122
2020-07-01T22:23:15Z,-0.106,1673.3,0.5151
2020-07-01T22:23:15Z,-0.107,1897.2,0.5266
2020-07-01T22:23:15Z,-0.105,2235.6,0.5275
2020-07-01T22:23:15Z,-0.101,2082.9,0.5163
2020-07-01T22:23:15Z,-0.096,1535.7,0.5059
2020-07-01T22:23:15Z,-0.094,1139.6,0.4408
2020-07-01T22:23:15Z,-0.099,917.36,0.3198
2020-07-01T22:23:15Z,-0.107,655.3,0.2548
2020-07-01T22:23:15Z,-0.111,518.39,0.2549
2020-07-01T22:23:15Z,-0.108,805.53,0.3114
2020-07-01T22:23:15Z,-0.103,1218.4,0.4136
2020-07-01T22:23:15Z,-0.098,1432.8,0.4609
2020-07-01T22:23:15Z,-0.094,1583.1,0.4535
2020-07-01T22:23:15Z,-0.091,1548.9,0.4871
2020-07-01T22:23:15Z,-0.091,1382.5,0.5611
2020-07-01T22:23:15Z,-0.094,1315.6,0.5954
2020-07-01T22:23:15Z,-0.097,1464.8,0.5873
2020-07-01T22:23:15Z,-0.097,1644.9,0.5583
2020-07-01T22:23:15Z,-0.097,1596.2,0.5026
2020-07-01T22:23:15Z,-0.097,1632.4,0.4567
2020-07-01T22:23:15Z,-0.098,1640,0.4426
2020-07-01T22:23:15Z,-0.098,1441.4,0.4462
2020-07-01T22:23:15Z,-0.097,1483.3,0.4712
2020-07-01T22:23:15Z,-0.095,1698.7,0.507
2020-07-01T22:23:15Z,-0.095,1901.6,0.5164
2020-07-01T22:23:15Z,-0.095,2331.3,0.5181
2020-07-01T22:23:15Z,-0.094,2408,0.5469
2020-07-01T22:23:15Z,-0.094,1875.3,0.578
2020-07-01T22:23:15Z,-0.094,1580.8,0.5888
2020-07-01T22:23:15Z,-0.095,1612.8,0.5918
2020-07-01T22:23:15Z,-0.098,1641.1,0.5958
