"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:08:00","19:11:59","CO2",-0.045,0.97,27.23,-0.263,"FCR",50,2026-06-15,"12:15"
2,"2001-12-31","19:09:21","19:13:20","CO2",-0.044,0.95,27.55,-0.256,"FCR",50,2026-06-15,"12:15"
1,"2001-12-31","19:08:00","19:11:59","CH4",0.002,0.93,27.23,0.012,"FCR",50,2026-06-15,"12:15"
2,"2001-12-31","19:09:21","19:13:20","CH4",0.002,0.86,27.55,0.012,"FCR",50,2026-06-15,"12:15"
