"Num","Date","Start","End","Gas","Slope","R2","Ta","Flux","Reservoir","Site","Date_real","Time"
1,"2001-12-31","19:05:18","19:09:17","CO2",-0.052,0.98,29.79,-0.301,"FCR",50,2026-06-08,"11:47"
2,"2001-12-31","19:11:43","19:15:42","CO2",-0.058,0.97,30.91,-0.334,"FCR",50,2026-06-08,"11:47"
1,"2001-12-31","19:05:18","19:09:17","CH4",0.003,0.97,29.79,0.017,"FCR",50,2026-06-08,"11:47"
2,"2001-12-31","19:11:43","19:15:42","CH4",0.004,0.97,30.91,0.023,"FCR",50,2026-06-08,"11:47"
