"Reservoir","Site","DateTime","StartDepth_m","EndDepth_m","Rep","CollectionMethod","InitialSampleVolume_mL","Subsample","SubsampleVolume_mL","Zooplankton_No."
"BVR",50,2020-08-12 18:17:00,0.1,0.1,"1","Schindler",300,"B",5,34
"BVR",50,2020-08-12 18:17:00,0.1,0.1,"1","Schindler",300,"C",5,33
"BVR",50,2020-08-12 18:17:00,0.1,0.1,"1","Schindler",300,"D",5,36
"BVR",50,2020-08-12 18:19:00,1,1,"1","Schindler",300,"A",5,22
"BVR",50,2020-08-12 18:19:00,1,1,"1","Schindler",300,"B",5,23
"BVR",50,2020-08-12 18:19:00,1,1,"1","Schindler",300,"C",5,34
"BVR",50,2020-08-12 18:19:00,1,1,"1","Schindler",300,"D",5,34
"BVR",50,2020-08-12 18:20:00,2,2,"1","Schindler",300,"A",5,68
"BVR",50,2020-08-12 18:20:00,2,2,"1","Schindler",300,"B",5,66
"BVR",50,2020-08-12 18:20:00,2,2,"1","Schindler",300,"C",5,32
"BVR",50,2020-08-12 18:24:00,3,3,"1","Schindler",500,"A",5,26
"BVR",50,2020-08-12 18:24:00,3,3,"1","Schindler",500,"B",5,26
"BVR",50,2020-08-12 18:24:00,3,3,"1","Schindler",500,"C",5,44
"BVR",50,2020-08-12 18:24:00,3,3,"1","Schindler",500,"D",5,23
"BVR",50,2020-08-12 18:26:00,4,4,"1","Schindler",700,"A",5,40
"BVR",50,2020-08-12 18:26:00,4,4,"1","Schindler",700,"B",5,51
"BVR",50,2020-08-12 18:26:00,4,4,"1","Schindler",700,"C",5,17
"BVR",50,2020-08-12 18:26:00,4,4,"1","Schindler",700,"D",5,14
"BVR",50,2020-08-12 18:26:00,4,4,"1","Schindler",700,"E",5,16
"BVR",50,2020-08-12 18:32:00,5,5,"1","Schindler",500,"A",5,31
"BVR",50,2020-08-12 18:32:00,5,5,"1","Schindler",500,"B",5,41
"BVR",50,2020-08-12 18:32:00,5,5,"1","Schindler",500,"C",5,29
"BVR",50,2020-08-12 18:35:00,6,6,"1","Schindler",200,"A",5,53
"BVR",50,2020-08-12 18:35:00,6,6,"1","Schindler",200,"B",5,42
"BVR",50,2020-08-12 18:35:00,6,6,"1","Schindler",200,"C",5,30
"BVR",50,2020-08-12 18:35:00,6,6,"1","Schindler",200,"D",5,49
"BVR",50,2020-08-12 18:38:00,7,7,"1","Schindler",200,"A",5,13
"BVR",50,2020-08-12 18:38:00,7,7,"1","Schindler",200,"B",5,22
"BVR",50,2020-08-12 18:38:00,7,7,"1","Schindler",200,"C",5,13
"BVR",50,2020-08-12 18:38:00,7,7,"1","Schindler",200,"D",5,9
"BVR",50,2020-08-12 18:38:00,7,7,"1","Schindler",200,"E",5,12
"BVR",50,2020-08-12 18:38:00,7,7,"1","Schindler",200,"F",5,14
"BVR",50,2020-08-12 18:38:00,7,7,"1","Schindler",200,"G",5,15
"BVR",50,2020-08-12 18:42:00,8,8,"1","Schindler",200,"A",5,98
"BVR",50,2020-08-12 18:42:00,8,8,"1","Schindler",200,"B",5,69
"BVR",50,2020-08-12 18:42:00,8,8,"1","Schindler",200,"C",5,55
"BVR",50,2020-08-12 18:53:00,9,9,"1","Schindler",200,"A",5,57
"BVR",50,2020-08-12 18:53:00,9,9,"1","Schindler",200,"B",5,72
"BVR",50,2020-08-12 18:53:00,9,9,"1","Schindler",200,"C",5,52
"BVR",50,2020-08-12 18:56:00,10,10,"1","Schindler",200,"A",5,51
"BVR",50,2020-08-12 18:56:00,10,10,"1","Schindler",200,"B",5,33
"BVR",50,2020-08-12 18:56:00,10,10,"1","Schindler",200,"C",5,43
"BVR",50,2020-08-12 19:16:00,0.1,0.1,"2","Schindler",200,"A",5,18
"BVR",50,2020-08-12 19:16:00,0.1,0.1,"2","Schindler",200,"B",5,17
"BVR",50,2020-08-12 19:16:00,0.1,0.1,"2","Schindler",200,"C",5,20
"BVR",50,2020-08-12 19:16:00,0.1,0.1,"2","Schindler",200,"D",5,18
"BVR",50,2020-08-12 19:16:00,0.1,0.1,"2","Schindler",200,"E",5,27
"BVR",50,2020-08-12 19:21:00,1,1,"2","Schindler",200,"A",5,45
"BVR",50,2020-08-12 19:21:00,1,1,"2","Schindler",200,"B",5,14
"BVR",50,2020-08-12 19:21:00,1,1,"2","Schindler",200,"C",5,40
"BVR",50,2020-08-12 19:21:00,1,1,"2","Schindler",200,"D",5,11
"BVR",50,2020-08-12 19:28:00,2,2,"2","Schindler",200,"A",5,47
"BVR",50,2020-08-12 19:28:00,2,2,"2","Schindler",200,"B",5,23
"BVR",50,2020-08-12 19:28:00,2,2,"2","Schindler",200,"C",5,50
"BVR",50,2020-08-12 19:28:00,2,2,"2","Schindler",200,"D",5,39
"BVR",50,2020-08-12 19:32:00,3,3,"2","Schindler",200,"A",5,23
"BVR",50,2020-08-12 19:32:00,3,3,"2","Schindler",200,"B",5,18
"BVR",50,2020-08-12 19:32:00,3,3,"2","Schindler",200,"C",5,23
"BVR",50,2020-08-12 19:32:00,3,3,"2","Schindler",200,"D",5,28
"BVR",50,2020-08-12 19:32:00,3,3,"2","Schindler",200,"E",5,21
"BVR",50,2020-08-12 19:36:00,4,4,"2","Schindler",200,"A",5,29
"BVR",50,2020-08-12 19:36:00,4,4,"2","Schindler",200,"B",5,25
"BVR",50,2020-08-12 19:36:00,4,4,"2","Schindler",200,"C",5,47
"BVR",50,2020-08-12 19:36:00,4,4,"2","Schindler",200,"D",5,28
"BVR",50,2020-08-12 19:40:00,5,5,"2","Schindler",200,"A",5,33
"BVR",50,2020-08-12 19:40:00,5,5,"2","Schindler",200,"B",5,28
"BVR",50,2020-08-12 19:40:00,5,5,"2","Schindler",200,"C",5,24
"BVR",50,2020-08-12 19:40:00,5,5,"2","Schindler",200,"D",5,23
"BVR",50,2020-08-12 19:42:00,6,6,"2","Schindler",200,"A",5,19
"BVR",50,2020-08-12 19:42:00,6,6,"2","Schindler",200,"B",5,36
"BVR",50,2020-08-12 19:42:00,6,6,"2","Schindler",200,"C",5,36
"BVR",50,2020-08-12 19:42:00,6,6,"2","Schindler",200,"D",5,29
"BVR",50,2020-08-12 19:50:00,7,7,"2","Schindler",200,"A",5,23
"BVR",50,2020-08-12 19:50:00,7,7,"2","Schindler",200,"B",5,27
"BVR",50,2020-08-12 19:50:00,7,7,"2","Schindler",200,"C",5,23
"BVR",50,2020-08-12 19:50:00,7,7,"2","Schindler",200,"D",5,27
"BVR",50,2020-08-12 20:00:00,8,8,"2","Schindler",200,"A",5,16
"BVR",50,2020-08-12 20:00:00,8,8,"2","Schindler",200,"B",5,48
"BVR",50,2020-08-12 20:00:00,8,8,"2","Schindler",200,"C",5,21
"BVR",50,2020-08-12 20:00:00,8,8,"2","Schindler",200,"D",5,34
"BVR",50,2020-08-12 20:00:00,8,8,"2","Schindler",200,"E",5,16
"BVR",50,2020-08-12 20:00:00,8,8,"2","Schindler",200,"F",5,22
"BVR",50,2020-08-12 20:08:00,9,9,"2","Schindler",200,"A",5,9
"BVR",50,2020-08-12 20:08:00,9,9,"2","Schindler",200,"B",5,7
"BVR",50,2020-08-12 20:08:00,9,9,"2","Schindler",200,"C",5,6
"BVR",50,2020-08-12 20:08:00,9,9,"2","Schindler",200,"D",5,6
"BVR",50,2020-08-12 20:08:00,9,9,"2","Schindler",200,"E",5,4
"BVR",50,2020-08-12 20:08:00,9,9,"2","Schindler",200,"F",5,4
"BVR",50,2020-08-12 20:08:00,9,9,"2","Schindler",200,"G",5,6
"BVR",50,2020-08-12 20:08:00,9,9,"2","Schindler",200,"H",5,8
"BVR",50,2020-08-12 20:08:00,9,9,"2","Schindler",200,"I",5,5
"BVR",50,2020-08-12 20:08:00,9,9,"2","Schindler",200,"J",5,5
"BVR",50,2020-08-12 20:13:00,10,10,"2","Schindler",200,"A",5,19
"BVR",50,2020-08-12 20:13:00,10,10,"2","Schindler",200,"B",5,14
"BVR",50,2020-08-12 20:13:00,10,10,"2","Schindler",200,"C",5,29
"BVR",50,2020-08-12 20:13:00,10,10,"2","Schindler",200,"D",5,36
"BVR",50,2020-08-12 20:13:00,10,10,"2","Schindler",200,"E",5,11
"BVR",50,2020-08-12 20:13:00,10,10,"2","Schindler",200,"F",5,12
"BVR",50,2020-08-12 20:13:00,10,10,"2","Schindler",200,"G",5,13
"BVR",50,2020-08-12 20:13:00,10,10,"2","Schindler",200,"H",5,7
"FCR",50,2020-09-11 11:34:00,9,0,"1","Tow",1200,"A",1,43
"FCR",50,2020-09-11 11:34:00,9,0,"1","Tow",1200,"B",1,40
"FCR",50,2020-09-11 11:34:00,9,0,"1","Tow",1200,"C",1,39
"FCR",50,2020-09-11 11:42:00,2.2,0,"1","Tow",1200,"A",1,62
"FCR",50,2020-09-11 11:42:00,2.2,0,"1","Tow",1200,"B",1,44
"FCR",50,2020-09-11 11:42:00,2.2,0,"1","Tow",1200,"C",1,38
"FCR",50,2020-09-10 23:30:00,9,0,"1","Tow",1700,"A",1,58
"FCR",50,2020-09-10 23:30:00,9,0,"1","Tow",1700,"B",1,50
"FCR",50,2020-09-10 23:30:00,9,0,"1","Tow",1700,"C",1,48
"FCR",50,2020-09-10 23:39:00,2.5,0,"1","Tow",2000,"A",1,45
"FCR",50,2020-09-10 23:39:00,2.5,0,"1","Tow",2000,"B",1,76
"FCR",50,2020-09-10 23:39:00,2.5,0,"1","Tow",2000,"C",1,101
"FCR",50,2020-09-11 11:30:00,0.1,0.1,"1","Schindler",100,"A",2,30
"FCR",50,2020-09-11 11:30:00,0.1,0.1,"1","Schindler",100,"B",2,26
"FCR",50,2020-09-11 11:30:00,0.1,0.1,"1","Schindler",100,"C",4,54
"FCR",50,2020-09-11 11:37:00,1,1,"1","Schindler",100,"A",3,34
"FCR",50,2020-09-11 11:37:00,1,1,"1","Schindler",100,"B",3,43
"FCR",50,2020-09-11 11:37:00,1,1,"1","Schindler",100,"C",3,22
"FCR",50,2020-09-11 11:45:00,2,2,"1","Schindler",100,"A",3,72
"FCR",50,2020-09-11 11:45:00,2,2,"1","Schindler",100,"B",1,39
"FCR",50,2020-09-11 11:45:00,2,2,"1","Schindler",100,"C",1,30
"FCR",50,2020-09-11 11:50:00,3,3,"1","Schindler",100,"A",1,63
"FCR",50,2020-09-11 11:50:00,3,3,"1","Schindler",100,"B",1,100
"FCR",50,2020-09-11 11:50:00,3,3,"1","Schindler",100,"C",1,64
"FCR",50,2020-09-11 11:56:00,4,4,"1","Schindler",150,"A",1,62
"FCR",50,2020-09-11 11:56:00,4,4,"1","Schindler",150,"B",1,17
"FCR",50,2020-09-11 11:56:00,4,4,"1","Schindler",150,"C",3,37
"FCR",50,2020-09-11 11:56:00,4,4,"1","Schindler",150,"D",3,34
"FCR",50,2020-09-11 12:01:00,5,5,"1","Schindler",100,"A",2,6
"FCR",50,2020-09-11 12:01:00,5,5,"1","Schindler",100,"B",5,27
"FCR",50,2020-09-11 12:01:00,5,5,"1","Schindler",100,"C",5,29
"FCR",50,2020-09-11 12:01:00,5,5,"1","Schindler",100,"D",5,14
"FCR",50,2020-09-11 12:01:00,5,5,"1","Schindler",100,"E",5,31
"FCR",50,2020-09-11 12:13:00,6,6,"1","Schindler",100,"A",5,50
"FCR",50,2020-09-11 12:13:00,6,6,"1","Schindler",100,"B",5,58
"FCR",50,2020-09-11 12:13:00,6,6,"1","Schindler",100,"C",5,51
"FCR",50,2020-09-11 12:20:00,7,7,"1","Schindler",100,"A",2,13
"FCR",50,2020-09-11 12:20:00,7,7,"1","Schindler",100,"B",5,35
"FCR",50,2020-09-11 12:20:00,7,7,"1","Schindler",100,"C",5,29
"FCR",50,2020-09-11 12:20:00,7,7,"1","Schindler",100,"D",5,25
"FCR",50,2020-09-11 12:26:00,8,8,"1","Schindler",100,"A",5,45
"FCR",50,2020-09-11 12:26:00,8,8,"1","Schindler",100,"B",5,38
"FCR",50,2020-09-11 12:26:00,8,8,"1","Schindler",100,"C",5,27
"FCR",50,2020-09-11 12:30:00,9,9,"1","Schindler",100,"A",5,30
"FCR",50,2020-09-11 12:30:00,9,9,"1","Schindler",100,"B",5,17
"FCR",50,2020-09-11 12:30:00,9,9,"1","Schindler",100,"C",5,18
"FCR",50,2020-09-11 12:30:00,9,9,"1","Schindler",100,"D",5,22
"FCR",50,2020-09-11 12:30:00,9,9,"1","Schindler",100,"E",5,24
"FCR",50,2020-06-29 11:30:00,9,0,"1","Tow",1500,"A",1,11
"FCR",50,2020-06-29 11:30:00,9,0,"1","Tow",1500,"B",3,53
"FCR",50,2020-06-29 11:30:00,9,0,"1","Tow",1500,"C",3,50
"FCR",50,2020-06-28 00:36:00,9,0,"1","Tow",1000,"A",1,18
"FCR",50,2020-06-28 00:36:00,9,0,"1","Tow",1000,"B",2,25
"FCR",50,2020-06-28 00:36:00,9,0,"1","Tow",1000,"C",4,56
"FCR",50,2020-06-28 23:52:00,2.6,0,"1","Tow",1000,"A",3,69
"FCR",50,2020-06-28 23:52:00,2.6,0,"1","Tow",1000,"B",1,23
"FCR",50,2020-06-28 23:52:00,2.6,0,"1","Tow",1000,"C",1,20
"FCR",50,2020-06-29 14:00:00,3.4,0,"1","Tow",1000,"A",3,85
"FCR",50,2020-06-29 14:00:00,3.4,0,"1","Tow",1000,"B",1,30
"FCR",50,2020-06-29 14:00:00,3.4,0,"1","Tow",1000,"C",1,43
"FCR",50,2020-06-29 13:45:00,9,0,"2","Tow",1000,"A",3,66
"FCR",50,2020-06-29 13:45:00,9,0,"2","Tow",1000,"B",1,21
"FCR",50,2020-06-29 13:45:00,9,0,"2","Tow",1000,"C",1,22
"FCR",50,2020-06-29 13:56:00,2.6,0,"1","Tow",500,"A",3,74
"FCR",50,2020-06-29 13:56:00,2.6,0,"1","Tow",500,"B",1,20
"FCR",50,2020-06-29 13:56:00,2.6,0,"1","Tow",500,"C",1,26
"FCR",50,2020-09-14 23:39:00,2.7,0,"1","Tow",2000,"A",1,51
"FCR",50,2020-09-14 23:39:00,2.7,0,"1","Tow",2000,"B",1,84
"FCR",50,2020-09-14 23:39:00,2.7,0,"1","Tow",2000,"C",1,64
"FCR",50,2020-09-14 23:30:00,9,0,"1","Tow",2000,"A",1,33
"FCR",50,2020-09-14 23:30:00,9,0,"1","Tow",2000,"B",2,32
"FCR",50,2020-09-14 23:30:00,9,0,"1","Tow",2000,"C",3,118
"FCR",50,2020-09-15 11:38:00,2.4,0,"1","Tow",2000,"A",1,99
"FCR",50,2020-09-15 11:38:00,2.4,0,"1","Tow",2000,"B",1,93
"FCR",50,2020-09-15 11:38:00,2.4,0,"1","Tow",2000,"C",1,88
"FCR",50,2020-09-15 11:35:00,9,0,"1","Tow",2000,"A",1,11
"FCR",50,2020-09-15 11:35:00,9,0,"1","Tow",2000,"B",4,99
"FCR",50,2020-09-15 11:35:00,9,0,"1","Tow",2000,"C",1,23
"FCR",50,2020-09-30 12:34:00,4,0,"1","Tow",1000,"A",1,27
"FCR",50,2020-09-30 12:34:00,4,0,"1","Tow",1000,"B",2,38
"FCR",50,2020-09-30 12:34:00,4,0,"1","Tow",1000,"C",2,44
"FCR",50,2020-06-08 12:00:00,9,0,"1","Tow",1000,"A",2,21
"FCR",50,2020-06-08 12:00:00,9,0,"1","Tow",1000,"B",3,56
"FCR",50,2020-06-08 12:00:00,9,0,"1","Tow",1000,"C",3,41
"FCR",50,2020-09-30 12:00:00,9,0,"1","Tow",2000,"A",1,6
"FCR",50,2020-09-30 12:00:00,9,0,"1","Tow",2000,"B",4,19
"FCR",50,2020-09-30 12:00:00,9,0,"1","Tow",1200,"C",2,41
"FCR",50,2020-09-30 12:00:00,9,0,"1","Tow",1200,"D",3,26
"FCR",50,2020-06-08 12:00:00,4.2,0,"1","Tow",1500,"A",1,10
"FCR",50,2020-06-08 12:00:00,4.2,0,"1","Tow",1500,"B",5,75
"FCR",50,2020-06-08 12:00:00,4.2,0,"1","Tow",1500,"C",2,30
"FCR",50,2020-07-27 11:45:00,9,0,"1","Tow",1000,"A",1,36
"FCR",50,2020-07-27 11:45:00,9,0,"1","Tow",1000,"B",1,33
"FCR",50,2020-07-27 11:45:00,9,0,"1","Tow",1000,"C",1,23
"FCR",50,2020-07-27 11:45:00,9,0,"1","Tow",1000,"D",1,37
"FCR",50,2020-07-27 11:30:00,3.6,0,"1","Tow",1000,"A",1,76
"FCR",50,2020-07-27 11:30:00,3.6,0,"1","Tow",2000,"B",1,39
"FCR",50,2020-07-27 11:30:00,3.6,0,"1","Tow",2000,"C",1,42
"FCR",50,2020-07-20 11:13:00,3.7,0,"1","Tow",1000,"A",1,42
"FCR",50,2020-07-20 11:13:00,3.7,0,"1","Tow",1000,"B",1,60
"FCR",50,2020-07-20 11:13:00,3.7,0,"1","Tow",1000,"C",1,49
"FCR",50,2020-07-20 11:25:00,9,0,"1","Tow",1000,"A",1,14
"FCR",50,2020-07-20 11:25:00,9,0,"1","Tow",1000,"B",3,26
"FCR",50,2020-07-20 11:25:00,9,0,"1","Tow",1000,"C",5,65
"FCR",50,2020-09-15 11:30:00,0.1,0.1,"1","Schindler",300,"A",3,14
"FCR",50,2020-09-15 11:30:00,0.1,0.1,"1","Schindler",300,"B",5,64
"FCR",50,2020-09-15 11:30:00,0.1,0.1,"1","Schindler",300,"C",5,19
"FCR",50,2020-09-15 11:30:00,0.1,0.1,"1","Schindler",300,"D",3,15
"FCR",50,2020-09-15 11:36:00,1,1,"1","Schindler",200,"A",3,58
"FCR",50,2020-09-15 11:36:00,1,1,"1","Schindler",200,"B",1,9
"FCR",50,2020-09-15 11:36:00,1,1,"1","Schindler",200,"C",3,67
"FCR",50,2020-09-15 11:41:00,2,2,"1","Schindler",300,"A",3,72
"FCR",50,2020-09-15 11:41:00,2,2,"1","Schindler",300,"B",1,9
"FCR",50,2020-09-15 11:41:00,2,2,"1","Schindler",300,"C",2,28
"FCR",50,2020-09-15 11:45:00,3,3,"1","Schindler",300,"A",1,56
"FCR",50,2020-09-15 11:45:00,3,3,"1","Schindler",300,"B",1,27
"FCR",50,2020-09-15 11:45:00,3,3,"1","Schindler",300,"C",1,56
"FCR",50,2020-09-15 11:51:00,4,4,"1","Schindler",300,"A",1,33
"FCR",50,2020-09-15 11:51:00,4,4,"1","Schindler",300,"B",1,64
"FCR",50,2020-09-15 11:51:00,4,4,"1","Schindler",300,"C",1,26
"FCR",50,2020-09-15 11:56:00,5,5,"1","Schindler",300,"A",3,103
"FCR",50,2020-09-15 11:56:00,5,5,"1","Schindler",500,"B",1,21
"FCR",50,2020-09-15 11:56:00,5,5,"1","Schindler",500,"C",1,10
"FCR",50,2020-09-15 12:04:00,6,6,"1","Schindler",500,"A",3,70
"FCR",50,2020-09-15 12:04:00,6,6,"1","Schindler",500,"B",1,28
"FCR",50,2020-09-15 12:04:00,6,6,"1","Schindler",500,"C",1,28
"FCR",50,2020-09-15 12:10:00,7,7,"1","Schindler",700,"A",1,10
"FCR",50,2020-09-15 12:10:00,7,7,"1","Schindler",700,"B",3,44
"FCR",50,2020-09-15 12:10:00,7,7,"1","Schindler",700,"C",4,61
"FCR",50,2020-09-15 12:18:00,8,8,"1","Schindler",700,"A",3,47
"FCR",50,2020-09-15 12:18:00,8,8,"1","Schindler",700,"B",3,24
"FCR",50,2020-09-15 12:18:00,8,8,"1","Schindler",700,"C",4,72
"FCR",50,2020-09-15 12:24:00,9,9,"1","Schindler",500,"A",3,56
"FCR",50,2020-09-15 12:24:00,9,9,"1","Schindler",500,"B",3,55
"FCR",50,2020-09-15 12:24:00,9,9,"1","Schindler",500,"C",1,13
"BVR",50,2020-05-14 12:00:00,11,0,"1","Tow",1000,"A",3,72
"BVR",50,2020-05-14 12:00:00,11,0,"1","Tow",1000,"B",3,114
"BVR",50,2020-05-14 12:00:00,11,0,"1","Tow",1000,"C",3,71
"BVR",50,2020-06-04 12:00:00,11,0,"1","Tow",1000,"A",2,20
"BVR",50,2020-06-04 12:00:00,11,0,"1","Tow",1000,"B",4,16
"BVR",50,2020-06-04 12:00:00,11,0,"1","Tow",1000,"C",5,35
"BVR",50,2020-06-04 12:00:00,11,0,"1","Tow",1000,"D",5,38
"BVR",50,2020-06-25 12:00:00,11.5,0,"1","Tow",1000,"A",3,85
"BVR",50,2020-06-25 12:00:00,11.5,0,"1","Tow",1000,"B",2,67
"BVR",50,2020-06-25 12:00:00,11.5,0,"1","Tow",1000,"C",2,64
"BVR",50,2020-07-02 12:00:00,11.5,0,"1","Tow",1000,"A",2,42
"BVR",50,2020-07-02 12:00:00,11.5,0,"1","Tow",1000,"B",2,42
"BVR",50,2020-07-02 12:00:00,11.5,0,"1","Tow",1000,"C",2,42
"BVR",50,2020-08-06 12:00:00,10,0,"1","Tow",1000,"A",2,4
"BVR",50,2020-08-06 12:00:00,10,0,"1","Tow",1000,"B",5,7
"BVR",50,2020-08-06 12:00:00,10,0,"1","Tow",1000,"C",5,9
"BVR",50,2020-08-06 12:00:00,10,0,"1","Tow",1000,"D",5,11
"BVR",50,2020-08-06 12:00:00,10,0,"1","Tow",1000,"E",5,9
"BVR",50,2020-08-06 12:00:00,10,0,"1","Tow",1000,"F",5,8
"BVR",50,2020-08-06 12:00:00,10,0,"1","Tow",1000,"G",5,9
"BVR",50,2020-08-06 12:00:00,10,0,"1","Tow",1000,"H",5,41
"BVR",50,2020-08-06 12:00:00,10,0,"1","Tow",1000,"I",5,9
"BVR",50,2020-08-06 12:00:00,10,0,"1","Tow",1000,"J",5,33
"BVR",50,2020-08-06 12:00:00,10,0,"1","Tow",1000,"K",5,6
"BVR",50,2020-09-03 12:00:00,10,0,"1","Tow",1000,"A",3,70
"BVR",50,2020-09-03 12:00:00,10,0,"1","Tow",1000,"B",2,53
"BVR",50,2020-09-03 12:00:00,10,0,"1","Tow",1000,"C",2,63
"BVR",50,2020-10-01 11:30:00,10,0,"1","Tow",1000,"A",2,42
"BVR",50,2020-10-01 11:30:00,10,0,"1","Tow",1000,"B",2,40
"BVR",50,2020-10-01 11:30:00,10,0,"1","Tow",1000,"C",2,37
"BVR",50,2020-11-10 11:00:00,10,0,"1","Tow",1000,"A",3,53
"BVR",50,2020-11-10 11:00:00,10,0,"1","Tow",1000,"B",3,44
"BVR",50,2020-11-10 11:00:00,10,0,"1","Tow",1000,"C",3,52
"BVR",50,2020-12-02 12:00:00,11,0,"1","Tow",1000,"A",3,103
"BVR",50,2020-12-02 12:00:00,11,0,"1","Tow",1000,"B",1,27
"BVR",50,2020-12-02 12:00:00,11,0,"1","Tow",1000,"C",1,32
"BVR",50,2021-06-16 12:02:00,4,0,"1","Tow",1000,"A",2,76
"BVR",50,2021-06-16 12:02:00,4,0,"1","Tow",1000,"B",1,41
"BVR",50,2021-06-16 12:02:00,4,0,"1","Tow",1000,"C",1,79
"BVR",50,2021-06-16 12:07:00,4,0,"2","Tow",1000,"A",1,73
"BVR",50,2021-06-16 12:07:00,4,0,"2","Tow",1000,"B",1,103
"BVR",50,2021-06-16 12:07:00,4,0,"2","Tow",1000,"C",1,57
"BVR",50,2021-06-16 12:20:00,10,0,"1","Tow",2000,"A",1,54
"BVR",50,2021-06-16 12:20:00,10,0,"1","Tow",2000,"B",1,53
"BVR",50,2021-06-16 12:20:00,10,0,"1","Tow",2000,"C",1,69
"BVR",50,2021-06-16 12:27:00,10,0,"2","Tow",2000,"A",1,50
"BVR",50,2021-06-16 12:27:00,10,0,"2","Tow",2000,"B",1,32
"BVR",50,2021-06-16 12:27:00,10,0,"2","Tow",2000,"C",1,37
"BVR",50,2021-06-16 12:35:00,6.8,0,"1","Tow",2000,"A",1,32
"BVR",50,2021-06-16 12:35:00,6.8,0,"1","Tow",2000,"B",1,47
"BVR",50,2021-06-16 12:35:00,6.8,0,"1","Tow",2000,"C",1,44
"BVR",50,2021-06-16 12:42:00,6.8,0,"2","Tow",2000,"A",1,33
"BVR",50,2021-06-16 12:42:00,6.8,0,"2","Tow",2000,"B",1,25
"BVR",50,2021-06-16 12:42:00,6.8,0,"2","Tow",2000,"C",1,29
"BVR",50,2021-06-16 12:42:00,6.8,0,"2","Tow",2000,"D",1,33
"FCR",50,2021-06-11 00:32:00,4.4,0,"1","Tow",2000,"A",1,28
"FCR",50,2021-06-11 00:32:00,4.4,0,"1","Tow",2000,"B",2,64
"FCR",50,2021-06-11 00:32:00,4.4,0,"1","Tow",2000,"C",1,23
"FCR",50,2021-06-11 00:40:00,4.4,0,"2","Tow",2000,"A",2,52
"FCR",50,2021-06-11 00:40:00,4.4,0,"2","Tow",2000,"B",1,34
"FCR",50,2021-06-11 00:40:00,4.4,0,"2","Tow",2000,"C",1,47
"FCR",50,2021-06-11 00:22:00,9,0,"2","Tow",2000,"A",2,49
"FCR",50,2021-06-11 00:22:00,9,0,"2","Tow",2000,"B",1,22
"FCR",50,2021-06-11 00:22:00,9,0,"2","Tow",2000,"C",1,27
"FCR",50,2021-06-11 00:13:00,9,0,"1","Tow",2000,"A",2,46
"FCR",50,2021-06-11 00:13:00,9,0,"1","Tow",2000,"B",2,99
"FCR",50,2021-06-11 00:13:00,9,0,"1","Tow",2000,"C",1,18
"FCR",50,2021-06-10 12:38:00,9,0,"2","Tow",2000,"A",2,111
"FCR",50,2021-06-10 12:38:00,9,0,"2","Tow",2000,"B",1,45
"FCR",50,2021-06-10 12:38:00,9,0,"2","Tow",2000,"C",1,77
"FCR",50,2021-06-10 12:50:00,4.3,0,"2","Tow",2000,"A",1,74
"FCR",50,2021-06-10 12:50:00,4.3,0,"2","Tow",2000,"B",1,29
"FCR",50,2021-06-10 12:50:00,4.3,0,"2","Tow",2000,"C",1,55
"FCR",50,2021-06-10 12:15:00,9,0,"1","Tow",2000,"A",1,58
"FCR",50,2021-06-10 12:15:00,9,0,"1","Tow",2000,"B",1,56
"FCR",50,2021-06-10 12:15:00,9,0,"1","Tow",2000,"C",1,36
"FCR",50,2021-06-10 12:24:00,4.3,0,"1","Tow",2000,"A",1,36
"FCR",50,2021-06-10 12:24:00,4.3,0,"1","Tow",2000,"B",1,28
"FCR",50,2021-06-10 12:24:00,4.3,0,"1","Tow",2000,"C",1,112
"FCR",50,2021-06-10 12:00:00,0.1,0.1,"1","Schindler",300,"A",1,10
"FCR",50,2021-06-10 12:00:00,0.1,0.1,"1","Schindler",300,"B",5,39
"FCR",50,2021-06-10 12:00:00,0.1,0.1,"1","Schindler",300,"C",5,53
"FCR",50,2021-06-10 12:54:00,0.1,0.1,"2","Schindler",300,"A",1,12
"FCR",50,2021-06-10 12:54:00,0.1,0.1,"2","Schindler",300,"B",5,57
"FCR",50,2021-06-10 12:54:00,0.1,0.1,"2","Schindler",300,"C",4,40
"FCR",50,2021-06-11 23:50:00,0.1,0.1,"1","Schindler",300,"A",3,70
"FCR",50,2021-06-11 23:50:00,0.1,0.1,"1","Schindler",300,"B",1,19
"FCR",50,2021-06-11 23:50:00,0.1,0.1,"1","Schindler",300,"C",1,27
"FCR",50,2021-06-11 00:41:00,0.1,0.1,"2","Schindler",500,"A",3,41
"FCR",50,2021-06-11 00:41:00,0.1,0.1,"2","Schindler",500,"B",3,32
"FCR",50,2021-06-11 00:41:00,0.1,0.1,"2","Schindler",500,"C",3,33
"FCR",50,2021-06-10 12:00:00,1,1,"1","Schindler",300,"A",3,87
"FCR",50,2021-06-10 12:00:00,1,1,"1","Schindler",500,"B",1,8
"FCR",50,2021-06-10 12:00:00,1,1,"1","Schindler",500,"C",1,15
"FCR",50,2021-06-10 12:05:00,1,1,"2","Schindler",300,"A",1,12
"FCR",50,2021-06-10 12:05:00,1,1,"2","Schindler",300,"B",4,63
"FCR",50,2021-06-10 12:05:00,1,1,"2","Schindler",300,"C",2,30
"FCR",50,2021-06-11 23:54:00,1,1,"1","Schindler",500,"A",3,29
"FCR",50,2021-06-11 23:54:00,1,1,"1","Schindler",500,"B",3,48
