Reservoir, Site, DataStream, TIMESTAMP_start, TIMESTAMP_end, start_parameter, end_parameter, flag, update_value,adjustment_code, notes
BVR,1,UGGA,2022-06-13 11:14:08, 2022-06-13 11:15:08,Temp_C,ch4_flux_umolCm2s,100,NA,NA,remove this rep
BVR,1,UGGA,2022-06-13 11:22:16, 2022-06-13 11:23:16,Temp_C,ch4_flux_umolCm2s,100,NA,NA,remove this rep
BVR,1,UGGA,2022-06-13 11:30:14, 2022-06-13 11:31:14,Temp_C,ch4_flux_umolCm2s,100,NA,NA,remove this rep
